dimension,stratum,n,n_events,n_runs,bias_ns,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,central68_coverage,bias_ci_low_ns,bias_ci_high_ns,sigma68_ci_low_ns,sigma68_ci_high_ns,tail5_ci_low,tail5_ci_high,risk_score
pair_x_amplitude_bin,"B4-B8|(4000.0, 7000.0]",19,19,9,5.249025192622644,1.8756871260231804,17.884375736118404,15.673270008699932,0.6842105263157895,0.7368421052631579,-2.0024844721568456,12.599030643201708,6.820445724833354,21.618695864770068,0.4,1.0,25.251383518538564
amplitude_bin,"(4000.0, 7000.0]",35,29,13,3.6136170952213473,2.083063080095421,11.516294809594154,12.62828129567506,0.5142857142857142,0.6285714285714286,-1.0536074069792807,8.56015234431664,4.505267874501902,14.834939882147678,0.3181818181818182,0.6469921534437663,17.020513661973432
pair_x_dropout_anomaly,B4-B6|high_amplitude_proxy,79,79,19,4.624180913342384,2.5010645140874175,6.821849387743992,10.458519284819058,0.31645569620253167,0.7215189873417721,2.4424106751376637,6.3172239146250035,2.1102723099497305,8.25651751602717,0.2222222222222222,0.4117647058823529,10.448824441103547
pair_x_saturation_flag,B4-B6|True,89,89,19,4.100568701279977,2.507984402172873,5.233349652873278,10.267561890066634,0.29213483146067415,0.7303370786516854,2.090428482921869,5.891655873110828,1.5933570052890287,7.891078553902254,0.22388059701492538,0.38461538461538464,8.564754837608016
dropout_anomaly,high_amplitude_proxy,2532,1269,31,2.2118978847103836,1.5710923499330463,2.668558998883292,3.8679228779573664,0.06358609794628751,0.7855450236966824,1.8285206867897832,2.3575292758722015,2.445438717454446,2.8053343730792615,0.052801860025220686,0.0739533805607628,3.5256097668172055
pair_x_dropout_anomaly,B6-B8|high_amplitude_proxy,1229,1229,31,1.2597464754847112,0.048124451844806515,2.4477451661900798,2.931392109276918,0.0821806346623271,0.6688364524003255,0.9062012227777673,1.4383449881177908,2.3099270731036046,2.4858330956275356,0.0672071047358469,0.11016100016734533,3.395526160361822
pair_x_saturation_flag,B6-B8|True,1372,1372,31,1.0511209255483032,-0.5057751565949786,2.384054730178214,3.038871137498374,0.09037900874635568,0.6581632653061225,0.6969608127422107,1.2378855192652756,2.296993670010615,2.452027319019603,0.06925284495483133,0.1109254406549854,3.3929569101966006
saturation_flag,True,2853,1412,31,1.9828891616961377,1.4977632244703045,2.531765351627936,3.925953745175822,0.06028741675429373,0.7756747283561164,1.6683495152965677,2.146171164200214,2.3801014255057606,2.696355105269069,0.04959024421470771,0.06987321179249517,3.332928435340487
pair_x_q_template_bin,"B6-B8|(0.0228, 0.0474]",1138,1138,31,2.1505465287444485,1.9312661855632598,2.3853218757474264,2.2755809307286032,0.03690685413005272,0.7337434094903339,1.9905088265871516,2.353387571234203,2.252709038475144,2.4963342199706307,0.026207548348798702,0.04799393011786559,2.9694450699223984
pair_x_dropout_anomaly,B4-B8|high_amplitude_proxy,1224,1224,31,3.012244063367592,1.6678152774335828,2.0418800660862777,3.6515872484884597,0.06209150326797386,0.690359477124183,2.6703938163087453,3.1991020644037405,1.763770789398976,2.2762757954481554,0.049538798369242146,0.07770365887719949,2.9640195051027756
q_template_bin,"(0.0228, 0.0474]",3048,1234,31,1.9142439573510646,1.8040156803264722,2.2773546309309345,2.433037440563267,0.04757217847769029,0.6909448818897638,1.6616344297403247,2.305403762956565,2.0584726930580013,2.4439275236754936,0.036836209963898234,0.054367214844273655,2.944500811442944
pair_x_amplitude_bin,"B4-B6|(4000.0, 7000.0]",10,10,7,3.155446004469102,2.1983203293240727,1.5397069752313945,2.0968284569888658,0.1,0.8,2.060824456997216,4.429766553322523,0.142371944708873,2.745436786724001,0.0,0.29321428571428537,2.855251575678305
pair_x_saturation_flag,B4-B8|True,1392,1392,31,2.7658723089460424,1.5977383510328806,1.9284509746375134,3.7406252464147784,0.0610632183908046,0.7140804597701149,2.4588106661312272,2.93379740438058,1.549851225663067,2.1056296871226454,0.04664999010336811,0.07730246295799056,2.8156703894401636
pair_x_topology,B4-B6|hi=B4;lo=B6,160,160,29,2.9989766500647583,2.2709799033225266,1.2923006803523673,6.666236713090161,0.11875,0.64375,1.9691387313576376,4.017459198063189,0.9128366337932635,1.999864998830503,0.059240561896400354,0.16761471889430685,2.779698345358843
pair_x_q_template_bin,"B4-B8|(0.0228, 0.0474]",998,998,31,2.900369270580123,2.2933063484895087,1.9121980214700298,2.273866178097367,0.03907815631262525,0.6533066132264529,2.5251944609695705,3.451674349556577,1.6371430695629763,2.268752451468197,0.03135514018691589,0.04971669200172723,2.5930165116542945
topology,hi=B4;lo=B6,480,160,29,2.3266645385715266,1.9722400650842147,1.5415440705646302,5.571423421541967,0.07916666666666666,0.575,1.5636259282843423,3.0100406392060908,1.3786014951910253,1.754948153357453,0.039504662004662,0.10928969109195402,2.5658771910884495
pair_x_peak_phase_bin,"B6-B8|(7.5, inf]",2893,2893,31,0.9081452832829068,0.08882712582594365,1.8273902361233914,2.8134876762086964,0.05288627722087798,0.7072243346007605,0.5313120460216016,1.0778042895408568,1.5250520745335074,1.9631424491366598,0.04218004239788854,0.05972497013273216,2.447067536660462
pair_x_run,B6-B8|62,807,807,1,0.8034278128799384,-0.2443241825756033,1.8123434925658886,2.4296093867127504,0.05204460966542751,0.7174721189591078,0.8034278128799384,0.8034278128799384,1.8123434925658886,1.8123434925658886,0.05204460966542751,0.05204460966542751,2.4131323705081575
pair_x_highest_amp_stave,B4-B6|B4,311,311,31,2.320022778953968,2.244042111292096,1.2187625616168212,6.161446266018536,0.0932475884244373,0.684887459807074,1.762986652527975,2.9487922952553487,0.8193694658800745,1.6302054044154612,0.055938175852039675,0.12434848484848483,2.3832407237565914
pair_x_lowering_bin,"B6-B8|(-0.101, 5.0]",470,470,29,0.8851862393058673,-0.12336874131809594,1.8587525947670884,1.9261923791737685,0.04042553191489362,0.7212765957446808,0.6154946812860647,1.0258631790739787,1.530440383235285,1.9214911540418078,0.019728974301924575,0.06159809752775886,2.3515265378466115
pair_x_amplitude_bin,"B4-B8|(3000.0, 4000.0]",311,311,28,2.8134066056888503,1.8989471704690999,1.1966650074750484,5.250803613456504,0.08681672025723473,0.7106109324758842,2.555712732052776,3.08707426094613,0.7800031703332809,1.6049574106520272,0.03694047365052273,0.16655048584706367,2.346172870616281
pair_x_lowering_bin,"B6-B8|(10.0, 25.0]",1929,1929,31,0.7735756088958294,-0.2094902883695582,1.7921439510623935,2.2765179782710474,0.04613789528252981,0.7200622083981337,0.4218144371626869,0.924900003731862,1.420483598278716,1.97666228620683,0.03004276989365324,0.05478967473368275,2.3308804647772745
pair_x_run,B6-B8|60,808,808,1,0.6951033840999865,-0.2627414281485443,1.8694072526413321,2.411112892539656,0.03712871287128713,0.7264851485148515,0.6951033840999865,0.6951033840999865,1.8694072526413321,1.8694072526413321,0.03712871287128713,0.03712871287128713,2.3102047197642017
