dimension,stratum,n,n_events,n_runs,bias_ns,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,central68_coverage,bias_ci_low_ns,bias_ci_high_ns,sigma68_ci_low_ns,sigma68_ci_high_ns,tail5_ci_low,tail5_ci_high
sample_family,Sample I,3780,1260,25,1.2819624346308798,1.7592218394955665,1.3344147227304581,2.3907514575279354,0.011904761904761904,0.6298941798941798,1.2055607068867444,1.3485782404612001,1.3257170525686588,1.3419603061700431,0.007485406602254429,0.016693672839506173
sample_family,Sample II,11460,3820,7,1.5242693690173095,1.7700686278374285,1.4946665492512594,2.681472251011269,0.020767888307155324,0.6102094240837697,1.4040435845209753,1.6810733615799247,1.3730729575112024,1.7119899214296914,0.017962061771282543,0.023538177099812395
cross_sample_delta,Sample II - Sample I,15240,5080,32,0.2423069343864297,0.010846788341861924,0.16025182652080128,0.2907207934833336,0.00886312640239342,,,,0.03664634210957128,0.3704300318414677,,
