run,group,control_stratum,n,downstream,p04_duplicate_charge,integral_charge,log_p04_duplicate_charge
44,high_20nA,unassigned_common|amp_7_12k|lowering_none|saturation_proxy|B2,8,0,67127.5,61095.25,11.114349075065485
45,high_20nA,baseline_excursion|amp_1p5_2p5k|lowering_large|nonsaturated|B2,85,1,1857.0,4097.5,7.526717561352706
45,high_20nA,baseline_excursion|amp_1p5_2p5k|lowering_large|nonsaturated|B4,1,1,912.0,6663.0,6.815639990074331
45,high_20nA,baseline_excursion|amp_1p5_2p5k|lowering_large|saturation_proxy|B2,1,0,1504.0,4315.0,7.315883504509785
45,high_20nA,baseline_excursion|amp_2p5_4k|lowering_large|nonsaturated|B2,127,0,1423.0,11557.0,7.260522598089852
45,high_20nA,baseline_excursion|amp_2p5_4k|lowering_large|nonsaturated|B4,1,1,1237.0,7853.5,7.1204443723924875
45,high_20nA,baseline_excursion|amp_4_7k|lowering_large|nonsaturated|B2,133,1,3837.0,25968.0,8.252446090246952
45,high_20nA,baseline_excursion|amp_4_7k|lowering_large|nonsaturated|B4,1,1,2366.0,19045.5,7.768956044538332
45,high_20nA,baseline_excursion|amp_4_7k|lowering_large|saturation_proxy|B2,3,0,4247.0,32627.5,8.353968130313271
45,high_20nA,baseline_excursion|amp_7_12k|lowering_large|nonsaturated|B2,33,2,9270.0,57156.0,9.1345386585599
45,high_20nA,dropout|amp_1_1p5k|lowering_large|nonsaturated|B2,62,0,1944.0,1719.5,7.572502985020384
45,high_20nA,dropout|amp_1_1p5k|lowering_large|nonsaturated|B4,1,1,1530.0,1530.0,7.333023014386481
45,high_20nA,dropout|amp_1_1p5k|lowering_large|saturation_proxy|B2,1,0,7941.5,3424.0,8.97985745327521
45,high_20nA,dropout|amp_1p5_2p5k|lowering_large|nonsaturated|B2,5,0,4267.0,4896.0,8.358666283188
45,high_20nA,novel_broad_template_mismatch|amp_1p5_2p5k|lowering_large|nonsaturated|B2,1,0,9138.0,4126.0,9.120196822123217
45,high_20nA,novel_broad_template_mismatch|amp_2p5_4k|lowering_mild|nonsaturated|B2,1,0,22895.0,32024.0,10.038673825091196
45,high_20nA,novel_broad_template_mismatch|amp_2p5_4k|lowering_none|nonsaturated|B2,1,1,39800.0,37946.0,10.59162219127253
45,high_20nA,novel_broad_template_mismatch|amp_4_7k|lowering_large|nonsaturated|B2,2,0,41408.25,50623.5,10.631235415323028
45,high_20nA,novel_broad_template_mismatch|amp_4_7k|lowering_mild|nonsaturated|B2,2,0,29225.5,55513.5,10.282796894833782
45,high_20nA,novel_broad_template_mismatch|amp_4_7k|lowering_mild|saturation_proxy|B2,1,0,33751.5,60826.0,10.426780139757495
45,high_20nA,novel_broad_template_mismatch|amp_4_7k|lowering_none|nonsaturated|B2,42,23,58968.0,56818.5,10.984750202869124
45,high_20nA,novel_broad_template_mismatch|amp_4_7k|lowering_none|nonsaturated|B4,2,2,53368.5,50695.0,10.884975963255672
45,high_20nA,novel_broad_template_mismatch|amp_4_7k|lowering_none|saturation_proxy|B2,1,0,66776.0,63948.0,11.109099013530573
45,high_20nA,novel_broad_template_mismatch|amp_7_12k|lowering_none|nonsaturated|B2,7,3,67604.0,65339.0,11.121422431878118
45,high_20nA,novel_delayed_peak|amp_1_1p5k|lowering_large|nonsaturated|B2,4,0,2795.0,2668.0,7.9355873855892
45,high_20nA,novel_delayed_peak|amp_1_1p5k|lowering_mild|nonsaturated|B2,4,2,5164.0,1730.0,8.549466751966532
45,high_20nA,novel_delayed_peak|amp_1_1p5k|lowering_mild|nonsaturated|B4,2,2,5152.25,1203.0,8.547188791451617
45,high_20nA,novel_delayed_peak|amp_1_1p5k|lowering_mild|nonsaturated|B6,1,1,5882.0,4621.0,8.67965211911394
45,high_20nA,novel_delayed_peak|amp_1_1p5k|lowering_none|nonsaturated|B2,9,0,4222.5,2077.0,8.348182648681956
45,high_20nA,novel_delayed_peak|amp_1_1p5k|lowering_none|nonsaturated|B4,4,4,5065.5,1516.0,8.530208128493731
45,high_20nA,novel_delayed_peak|amp_1p5_2p5k|lowering_large|nonsaturated|B2,1,0,5386.0,2598.0,8.591558273371545
45,high_20nA,novel_delayed_peak|amp_1p5_2p5k|lowering_mild|nonsaturated|B2,5,1,6433.5,3193.0,8.769273992625045
45,high_20nA,novel_delayed_peak|amp_1p5_2p5k|lowering_mild|nonsaturated|B4,1,1,4600.0,2226.0,8.433811582477187
45,high_20nA,novel_delayed_peak|amp_1p5_2p5k|lowering_mild|saturation_proxy|B2,1,0,13029.0,11949.0,9.474932921202932
45,high_20nA,novel_delayed_peak|amp_1p5_2p5k|lowering_none|nonsaturated|B2,14,3,8921.75,6153.0,9.096247394672446
45,high_20nA,novel_delayed_peak|amp_1p5_2p5k|lowering_none|nonsaturated|B4,10,10,6910.25,3528.0,8.840761095557328
45,high_20nA,novel_delayed_peak|amp_1p5_2p5k|lowering_none|nonsaturated|B6,3,3,5375.5,2467.0,8.589606871925282
45,high_20nA,novel_delayed_peak|amp_1p5_2p5k|lowering_none|nonsaturated|B8,2,2,7386.25,5541.5,8.907375442659884
45,high_20nA,novel_delayed_peak|amp_1p5_2p5k|lowering_none|saturation_proxy|B4,2,2,10166.25,8548.5,9.226828689480985
45,high_20nA,novel_delayed_peak|amp_2p5_4k|lowering_large|nonsaturated|B2,7,2,8880.5,5451.0,9.091613140707382
45,high_20nA,novel_delayed_peak|amp_2p5_4k|lowering_large|nonsaturated|B4,1,1,8071.5,4368.0,8.996094617597585
45,high_20nA,novel_delayed_peak|amp_2p5_4k|lowering_mild|nonsaturated|B2,5,1,12350.5,9334.0,9.421451827066553
45,high_20nA,novel_delayed_peak|amp_2p5_4k|lowering_mild|nonsaturated|B4,2,2,19285.5,16961.5,9.867108797192413
45,high_20nA,novel_delayed_peak|amp_2p5_4k|lowering_mild|nonsaturated|B6,2,2,9689.75,6741.75,9.17882390475839
45,high_20nA,novel_delayed_peak|amp_2p5_4k|lowering_mild|nonsaturated|B8,1,1,8264.0,5708.0,9.019664010799474
45,high_20nA,novel_delayed_peak|amp_2p5_4k|lowering_mild|saturation_proxy|B4,1,1,19331.0,16792.5,9.869465303921691
45,high_20nA,novel_delayed_peak|amp_2p5_4k|lowering_none|nonsaturated|B2,42,19,14633.0,12058.25,9.591034531092426
45,high_20nA,novel_delayed_peak|amp_2p5_4k|lowering_none|nonsaturated|B4,32,32,13517.5,10541.25,9.51174042125616
45,high_20nA,novel_delayed_peak|amp_2p5_4k|lowering_none|nonsaturated|B6,9,9,15371.0,13049.0,9.640237896224932
45,high_20nA,novel_delayed_peak|amp_2p5_4k|lowering_none|nonsaturated|B8,9,9,10685.0,7727.0,9.276596167753247
45,high_20nA,novel_delayed_peak|amp_2p5_4k|lowering_none|saturation_proxy|B2,1,1,15512.0,14397.0,9.649369196922487
45,high_20nA,novel_delayed_peak|amp_2p5_4k|lowering_none|saturation_proxy|B4,1,1,16607.0,13302.0,9.717579572206754
45,high_20nA,novel_delayed_peak|amp_2p5_4k|lowering_none|saturation_proxy|B8,1,1,20214.0,17605.0,9.914130712634607
45,high_20nA,novel_delayed_peak|amp_4_7k|lowering_large|nonsaturated|B2,2,0,24339.75,36797.5,10.099866095330183
45,high_20nA,novel_delayed_peak|amp_4_7k|lowering_large|saturation_proxy|B2,1,0,21487.0,34201.0,9.975203380077728
45,high_20nA,novel_delayed_peak|amp_4_7k|lowering_mild|nonsaturated|B2,1,0,17495.0,13627.0,9.769670404801788
45,high_20nA,novel_delayed_peak|amp_4_7k|lowering_none|nonsaturated|B2,68,14,26181.5,22469.0,10.172808333468089
45,high_20nA,novel_delayed_peak|amp_4_7k|lowering_none|nonsaturated|B4,19,19,19822.5,15060.0,9.894572935146554
45,high_20nA,novel_delayed_peak|amp_4_7k|lowering_none|nonsaturated|B6,5,5,13882.5,8887.0,9.538384333115761
45,high_20nA,novel_delayed_peak|amp_4_7k|lowering_none|nonsaturated|B8,3,3,14718.0,7814.0,9.596826513486544
45,high_20nA,novel_delayed_peak|amp_4_7k|lowering_none|saturation_proxy|B2,1,0,24016.0,20200.0,10.086475553873242
45,high_20nA,novel_delayed_peak|amp_4_7k|lowering_none|saturation_proxy|B4,1,1,20552.5,17203.5,9.930737867026288
45,high_20nA,novel_delayed_peak|amp_4_7k|lowering_none|saturation_proxy|B8,1,1,22156.5,17875.5,10.005886186148764
45,high_20nA,novel_delayed_peak|amp_7_12k|lowering_none|nonsaturated|B2,16,0,50643.5,45607.5,10.832566169753559
45,high_20nA,novel_delayed_peak|amp_7_12k|lowering_none|nonsaturated|B4,1,1,20539.0,14660.0,9.93008079680565
45,high_20nA,novel_early_pretrigger|amp_1_1p5k|lowering_large|nonsaturated|B2,516,0,940.5,1707.0,6.846411648741085
45,high_20nA,novel_early_pretrigger|amp_1_1p5k|lowering_large|nonsaturated|B4,21,21,930.0,1475.0,6.835184586147301
45,high_20nA,novel_early_pretrigger|amp_1_1p5k|lowering_large|nonsaturated|B6,7,7,739.0,2559.0,6.6052979209482015
45,high_20nA,novel_early_pretrigger|amp_1_1p5k|lowering_large|nonsaturated|B8,5,5,673.0,1954.0,6.511745329644728
45,high_20nA,novel_early_pretrigger|amp_1_1p5k|lowering_large|saturation_proxy|B2,1,0,492.0,5211.0,6.198478716492308
45,high_20nA,novel_early_pretrigger|amp_1_1p5k|lowering_large|saturation_proxy|B8,1,1,625.0,5979.0,6.437751649736401
45,high_20nA,novel_early_pretrigger|amp_1p5_2p5k|lowering_large|nonsaturated|B2,396,7,1244.0,2737.0,7.126087273299125
45,high_20nA,novel_early_pretrigger|amp_1p5_2p5k|lowering_large|nonsaturated|B4,4,4,859.0,9895.25,6.755768921984255
45,high_20nA,novel_early_pretrigger|amp_1p5_2p5k|lowering_large|nonsaturated|B6,7,7,1444.0,11997.0,7.275172319452771
45,high_20nA,novel_early_pretrigger|amp_1p5_2p5k|lowering_large|nonsaturated|B8,1,1,752.0,11433.0,6.62273632394984
45,high_20nA,novel_early_pretrigger|amp_1p5_2p5k|lowering_large|saturation_proxy|B2,2,0,1221.0,6866.5,7.107425474110705
45,high_20nA,novel_early_pretrigger|amp_2p5_4k|lowering_large|nonsaturated|B2,133,2,2211.0,18272.5,7.701200180857446
45,high_20nA,novel_early_pretrigger|amp_2p5_4k|lowering_large|nonsaturated|B4,1,1,3651.0,27028.0,8.202756381655638
45,high_20nA,novel_early_pretrigger|amp_2p5_4k|lowering_large|nonsaturated|B6,4,4,1889.5,18219.75,7.544067522789543
45,high_20nA,novel_early_pretrigger|amp_2p5_4k|lowering_large|saturation_proxy|B2,2,0,4312.0,23391.0,8.369157112588834
45,high_20nA,novel_early_pretrigger|amp_4_7k|lowering_large|nonsaturated|B2,15,1,3213.5,30364.0,8.07511596481134
45,high_20nA,novel_early_pretrigger|amp_4_7k|lowering_large|nonsaturated|B6,1,1,2351.0,23409.0,7.762596048540069
45,high_20nA,novel_early_pretrigger|amp_4_7k|lowering_large|saturation_proxy|B2,1,0,3071.0,30368.0,8.029758520440822
45,high_20nA,pileup_or_long_tail|amp_1_1p5k|lowering_mild|nonsaturated|B6,1,1,4143.5,3138.0,8.329296120289097
45,high_20nA,pileup_or_long_tail|amp_2p5_4k|lowering_none|nonsaturated|B2,2,1,17096.5,13726.5,9.746629043178704
45,high_20nA,pileup_or_long_tail|amp_2p5_4k|lowering_none|nonsaturated|B4,1,1,12977.5,9925.5,9.470972367701384
45,high_20nA,pileup_or_long_tail|amp_2p5_4k|lowering_none|nonsaturated|B6,1,1,16803.0,13769.0,9.729312720877942
45,high_20nA,pileup_or_long_tail|amp_2p5_4k|lowering_none|nonsaturated|B8,1,1,10855.0,7652.0,9.292381082312392
45,high_20nA,pileup_or_long_tail|amp_2p5_4k|lowering_none|saturation_proxy|B4,2,2,20894.25,20502.75,9.947229280483333
45,high_20nA,pileup_or_long_tail|amp_4_7k|lowering_none|nonsaturated|B2,7,1,19218.0,15469.5,9.863602618837213
45,high_20nA,pileup_or_long_tail|amp_4_7k|lowering_none|nonsaturated|B4,5,5,19718.0,16215.0,9.889287203134987
45,high_20nA,pileup_or_long_tail|amp_4_7k|lowering_none|saturation_proxy|B2,2,0,64041.0,58785.0,11.06727878222921
45,high_20nA,pileup_or_long_tail|amp_4_7k|lowering_none|saturation_proxy|B4,1,1,14153.0,10576.0,9.55768189473384
45,high_20nA,pileup_or_long_tail|amp_7_12k|lowering_none|nonsaturated|B2,1,0,24081.5,19288.0,10.089199189841473
45,high_20nA,pileup_or_long_tail|amp_7_12k|lowering_none|nonsaturated|B4,1,1,18539.0,11755.5,9.827631900232593
45,high_20nA,pileup_or_long_tail|amp_7_12k|lowering_none|nonsaturated|B6,1,1,23268.0,15375.0,10.054834305030653
45,high_20nA,saturation|amp_7_12k|lowering_none|saturation_proxy|B2,2,0,71934.5,69601.5,11.183511261727578
45,high_20nA,unassigned_common|amp_1_1p5k|lowering_large|nonsaturated|B2,114,1,2524.25,5759.75,7.83369926788443
45,high_20nA,unassigned_common|amp_1_1p5k|lowering_large|nonsaturated|B4,1,1,678.5,4489.5,6.519884479274924
45,high_20nA,unassigned_common|amp_1_1p5k|lowering_large|saturation_proxy|B2,2,0,1777.25,5770.0,7.482822504809593
45,high_20nA,unassigned_common|amp_1_1p5k|lowering_mild|nonsaturated|B2,73,0,7754.0,8685.0,8.955964118230874
45,high_20nA,unassigned_common|amp_1_1p5k|lowering_mild|nonsaturated|B8,3,3,7907.5,7680.5,8.975566955179804
45,high_20nA,unassigned_common|amp_1_1p5k|lowering_mild|saturation_proxy|B2,8,0,6261.0,7392.5,8.74209519574531
45,high_20nA,unassigned_common|amp_1_1p5k|lowering_none|nonsaturated|B2,694,0,8898.5,8976.5,9.09363800219004
45,high_20nA,unassigned_common|amp_1_1p5k|lowering_none|nonsaturated|B4,8,8,8470.0,8751.0,9.0442857876461
45,high_20nA,unassigned_common|amp_1_1p5k|lowering_none|nonsaturated|B6,3,3,8456.0,8279.0,9.042631527550073
45,high_20nA,unassigned_common|amp_1_1p5k|lowering_none|nonsaturated|B8,11,11,8809.0,8189.0,9.083529205109796
45,high_20nA,unassigned_common|amp_1_1p5k|lowering_none|saturation_proxy|B2,64,0,8481.5,8674.0,9.045642599935778
45,high_20nA,unassigned_common|amp_1p5_2p5k|lowering_large|nonsaturated|B2,199,6,5123.0,10549.0,8.541495483939203
45,high_20nA,unassigned_common|amp_1p5_2p5k|lowering_large|nonsaturated|B4,2,2,5539.5,13524.0,8.619659522960728
45,high_20nA,unassigned_common|amp_1p5_2p5k|lowering_large|nonsaturated|B6,1,1,1868.0,7651.0,7.532623618788788
45,high_20nA,unassigned_common|amp_1p5_2p5k|lowering_large|nonsaturated|B8,3,3,3486.0,14316.0,8.156510226079966
45,high_20nA,unassigned_common|amp_1p5_2p5k|lowering_large|saturation_proxy|B2,11,0,4111.0,12487.5,8.321421586897879
45,high_20nA,unassigned_common|amp_1p5_2p5k|lowering_mild|nonsaturated|B2,108,1,11857.0,13573.0,9.380673689458071
45,high_20nA,unassigned_common|amp_1p5_2p5k|lowering_mild|nonsaturated|B4,1,1,12941.0,13114.0,9.46815584482167
45,high_20nA,unassigned_common|amp_1p5_2p5k|lowering_mild|nonsaturated|B6,1,1,8042.0,13783.0,8.992433087457218
45,high_20nA,unassigned_common|amp_1p5_2p5k|lowering_mild|nonsaturated|B8,1,1,10779.0,18541.0,9.285355075781629
45,high_20nA,unassigned_common|amp_1p5_2p5k|lowering_mild|saturation_proxy|B2,15,0,12055.0,13154.0,9.397234790615272
45,high_20nA,unassigned_common|amp_1p5_2p5k|lowering_none|nonsaturated|B2,1338,11,14632.0,14694.0,9.590966190070702
45,high_20nA,unassigned_common|amp_1p5_2p5k|lowering_none|nonsaturated|B4,11,11,15857.0,15703.0,9.671366322189568
45,high_20nA,unassigned_common|amp_1p5_2p5k|lowering_none|nonsaturated|B6,14,14,14323.0,14377.0,9.569621915779866
45,high_20nA,unassigned_common|amp_1p5_2p5k|lowering_none|nonsaturated|B8,3,3,14438.0,14128.5,9.577618898699106
45,high_20nA,unassigned_common|amp_1p5_2p5k|lowering_none|saturation_proxy|B2,89,0,13913.0,13944.0,9.540578933841877
45,high_20nA,unassigned_common|amp_1p5_2p5k|lowering_none|saturation_proxy|B4,3,3,15496.0,16691.0,9.648337205086833
45,high_20nA,unassigned_common|amp_1p5_2p5k|lowering_none|saturation_proxy|B6,1,1,14513.0,14586.0,9.582800078470363
45,high_20nA,unassigned_common|amp_1p5_2p5k|lowering_none|saturation_proxy|B8,2,2,15288.5,15093.5,9.634856190775148
45,high_20nA,unassigned_common|amp_2p5_4k|lowering_large|nonsaturated|B2,294,16,10111.75,21338.75,9.221453392979752
45,high_20nA,unassigned_common|amp_2p5_4k|lowering_large|nonsaturated|B4,5,5,11030.5,31701.0,9.308419442135818
45,high_20nA,unassigned_common|amp_2p5_4k|lowering_large|nonsaturated|B6,7,7,7524.0,23826.0,8.925853190420922
45,high_20nA,unassigned_common|amp_2p5_4k|lowering_large|nonsaturated|B8,2,2,11115.75,23662.5,9.316118300505135
45,high_20nA,unassigned_common|amp_2p5_4k|lowering_large|saturation_proxy|B2,11,0,10325.0,21628.0,9.242323417829233
45,high_20nA,unassigned_common|amp_2p5_4k|lowering_large|saturation_proxy|B4,1,1,7387.0,18357.0,8.907476977528738
45,high_20nA,unassigned_common|amp_2p5_4k|lowering_mild|nonsaturated|B2,165,3,19037.0,25942.0,9.85413973290579
45,high_20nA,unassigned_common|amp_2p5_4k|lowering_mild|nonsaturated|B4,6,6,18066.75,26205.0,9.801828511295115
45,high_20nA,unassigned_common|amp_2p5_4k|lowering_mild|nonsaturated|B6,4,4,14200.0,25056.0,9.560997243589352
45,high_20nA,unassigned_common|amp_2p5_4k|lowering_mild|nonsaturated|B8,1,1,22265.0,22300.0,10.010771217755803
45,high_20nA,unassigned_common|amp_2p5_4k|lowering_mild|saturation_proxy|B2,6,0,17209.5,26772.0,9.753216835907308
45,high_20nA,unassigned_common|amp_2p5_4k|lowering_mild|saturation_proxy|B4,2,2,21448.0,27747.0,9.973386679915794
45,high_20nA,unassigned_common|amp_2p5_4k|lowering_none|nonsaturated|B2,3793,64,27169.0,27256.0,10.209831896443099
45,high_20nA,unassigned_common|amp_2p5_4k|lowering_none|nonsaturated|B4,65,65,27250.5,28140.5,10.212827148546909
45,high_20nA,unassigned_common|amp_2p5_4k|lowering_none|nonsaturated|B6,52,52,26906.5,27076.75,10.200123172088462
45,high_20nA,unassigned_common|amp_2p5_4k|lowering_none|nonsaturated|B8,32,32,26460.0,26145.0,10.183389437668946
45,high_20nA,unassigned_common|amp_2p5_4k|lowering_none|saturation_proxy|B2,329,6,26200.0,26013.0,10.173514689749188
45,high_20nA,unassigned_common|amp_2p5_4k|lowering_none|saturation_proxy|B4,9,9,24892.0,24681.0,10.122301745689109
