run,group,control_stratum,n,ml_current_score,ml_pileup_score
44,high_20nA,baseline_excursion|amp_1p5_2p5k|lowering_large|nonsaturated|B2,3,0.5852959703964453,0.08203230622876719
44,high_20nA,baseline_excursion|amp_2p5_4k|lowering_large|nonsaturated|B2,14,0.6275077447382591,0.2288611103653866
44,high_20nA,baseline_excursion|amp_4_7k|lowering_large|nonsaturated|B2,9,0.46513381339984883,0.16129847801593572
44,high_20nA,baseline_excursion|amp_7_12k|lowering_large|nonsaturated|B2,6,0.44193296830022716,0.07500496202774821
44,high_20nA,baseline_excursion|amp_7_12k|lowering_large|saturation_proxy|B2,1,0.29481329121161387,0.9512470720502949
44,high_20nA,dropout|amp_1_1p5k|lowering_large|nonsaturated|B2,4,0.7125500536247766,0.014780729405355577
44,high_20nA,novel_broad_template_mismatch|amp_2p5_4k|lowering_none|nonsaturated|B2,1,0.8839683625486693,0.9471874119358887
44,high_20nA,novel_broad_template_mismatch|amp_4_7k|lowering_none|nonsaturated|B2,5,0.8560733820104689,0.8457306642167115
44,high_20nA,novel_broad_template_mismatch|amp_4_7k|lowering_none|nonsaturated|B4,1,0.7187456503097365,0.9522805561673494
44,high_20nA,novel_delayed_peak|amp_1_1p5k|lowering_none|nonsaturated|B2,1,0.9313370662061955,0.7812763290981942
44,high_20nA,novel_delayed_peak|amp_1_1p5k|lowering_none|nonsaturated|B6,1,0.7350647785637453,0.9813090757982421
44,high_20nA,novel_delayed_peak|amp_1p5_2p5k|lowering_mild|nonsaturated|B4,1,0.934770995845342,0.8036226500589564
44,high_20nA,novel_delayed_peak|amp_1p5_2p5k|lowering_mild|nonsaturated|B8,1,0.9275385749871986,0.87525059243719
44,high_20nA,novel_delayed_peak|amp_1p5_2p5k|lowering_none|nonsaturated|B2,2,0.7569630014174962,0.5930613398213549
44,high_20nA,novel_delayed_peak|amp_2p5_4k|lowering_large|nonsaturated|B2,1,0.759849775218611,0.99990558395886
44,high_20nA,novel_delayed_peak|amp_2p5_4k|lowering_mild|nonsaturated|B2,1,0.26105511741188214,0.6620505364290766
44,high_20nA,novel_delayed_peak|amp_2p5_4k|lowering_none|nonsaturated|B2,2,0.4838841719446552,0.665519071544695
44,high_20nA,novel_delayed_peak|amp_2p5_4k|lowering_none|nonsaturated|B4,4,0.8450409676385688,0.8876966755060691
44,high_20nA,novel_delayed_peak|amp_2p5_4k|lowering_none|nonsaturated|B8,2,0.7340305355405896,0.9509234806813123
44,high_20nA,novel_delayed_peak|amp_4_7k|lowering_none|nonsaturated|B2,7,0.6607598844235145,0.9155742903924102
44,high_20nA,novel_delayed_peak|amp_4_7k|lowering_none|nonsaturated|B4,3,0.7391634058231557,0.9115941954461751
44,high_20nA,novel_delayed_peak|amp_4_7k|lowering_none|saturation_proxy|B2,1,0.3577062800853614,0.7057641654349887
44,high_20nA,novel_early_pretrigger|amp_1_1p5k|lowering_large|nonsaturated|B2,52,0.5215873870299194,0.16670663160258628
44,high_20nA,novel_early_pretrigger|amp_1_1p5k|lowering_large|nonsaturated|B4,1,0.6146916779186536,0.07126570171854026
44,high_20nA,novel_early_pretrigger|amp_1_1p5k|lowering_large|saturation_proxy|B2,1,0.7072724020513012,0.18952630667694859
44,high_20nA,novel_early_pretrigger|amp_1p5_2p5k|lowering_large|nonsaturated|B2,38,0.5177999652291374,0.2904578559131569
44,high_20nA,novel_early_pretrigger|amp_1p5_2p5k|lowering_large|nonsaturated|B6,2,0.5596317302989049,0.39294167132639657
44,high_20nA,novel_early_pretrigger|amp_1p5_2p5k|lowering_large|saturation_proxy|B2,3,0.3708469988208832,0.47617487719375684
44,high_20nA,novel_early_pretrigger|amp_2p5_4k|lowering_large|nonsaturated|B2,6,0.2633857354147908,0.4788150241630258
44,high_20nA,novel_early_pretrigger|amp_4_7k|lowering_large|nonsaturated|B2,1,0.2077139254686529,0.5614071341039025
44,high_20nA,pileup_or_long_tail|amp_2p5_4k|lowering_none|nonsaturated|B2,1,0.7737153444845569,0.9956907672809014
44,high_20nA,pileup_or_long_tail|amp_4_7k|lowering_none|nonsaturated|B2,1,0.8538416663890779,0.9759736666000339
44,high_20nA,pileup_or_long_tail|amp_4_7k|lowering_none|nonsaturated|B4,2,0.8435136319835592,0.9664601947447634
44,high_20nA,unassigned_common|amp_1_1p5k|lowering_large|nonsaturated|B2,7,0.6777897276691626,0.42947179708736044
44,high_20nA,unassigned_common|amp_1_1p5k|lowering_mild|nonsaturated|B2,7,0.24356357845789825,0.3140577929256808
44,high_20nA,unassigned_common|amp_1_1p5k|lowering_mild|saturation_proxy|B2,1,0.2821125410027096,0.11427646158964785
44,high_20nA,unassigned_common|amp_1_1p5k|lowering_none|nonsaturated|B2,63,0.32090713620738653,0.1475217867804667
44,high_20nA,unassigned_common|amp_1_1p5k|lowering_none|nonsaturated|B4,3,0.34725518687714607,0.6772248535632465
44,high_20nA,unassigned_common|amp_1_1p5k|lowering_none|nonsaturated|B6,2,0.2914051051110883,0.13075388440511498
44,high_20nA,unassigned_common|amp_1_1p5k|lowering_none|saturation_proxy|B2,4,0.3175860120804814,0.15340633428188896
44,high_20nA,unassigned_common|amp_1p5_2p5k|lowering_large|nonsaturated|B2,15,0.4575700813974776,0.24742051392954834
44,high_20nA,unassigned_common|amp_1p5_2p5k|lowering_large|nonsaturated|B6,1,0.5060330250179299,0.3599512630528188
44,high_20nA,unassigned_common|amp_1p5_2p5k|lowering_large|nonsaturated|B8,1,0.20098658002156136,0.7224433807226341
44,high_20nA,unassigned_common|amp_1p5_2p5k|lowering_mild|nonsaturated|B2,20,0.28605149134560703,0.2185948614247173
44,high_20nA,unassigned_common|amp_1p5_2p5k|lowering_mild|nonsaturated|B6,1,0.24248342161214634,0.3674131332936359
44,high_20nA,unassigned_common|amp_1p5_2p5k|lowering_none|nonsaturated|B2,142,0.3340498075892098,0.14447342260670873
44,high_20nA,unassigned_common|amp_1p5_2p5k|lowering_none|nonsaturated|B4,5,0.32601457784913207,0.15147024610313
44,high_20nA,unassigned_common|amp_1p5_2p5k|lowering_none|saturation_proxy|B2,7,0.3180119249987596,0.15467929919561815
