run,method,family,n_events,timing_tail_frac_abs_gt5ns,timing_sigma68_ns,timing_q95_abs_ns,timing_median_ns,q_template_median,q_template_p95,amp_ratio_median,observed_tail_frac,observed_sigma68_ns,tail_delta_vs_observed,sigma68_delta_vs_observed_ns
58,observed_saturated,observed,16,0.6875,29.509602628577333,68.81513106265001,-12.501401095922496,0.1990044235184714,0.4816709141200962,1.0,0.6875,29.509602628577333,0.0,0.0
58,traditional_template,traditional,16,0.6875,29.54005578155965,68.81513106265001,-12.501401095922496,0.1990044235184714,0.4816709141200962,1.0,0.6875,29.509602628577333,0.0,0.030453152982317988
58,ml_corrected,ml,16,0.6875,29.589323310007238,68.95914811147242,-11.27055535182086,0.1996625511518714,0.44637798499159076,1.1254838904913713,0.6875,29.509602628577333,0.0,0.07972068142990452
58,ml_p07e_nuisance_low,ml_nuisance,16,0.6875,29.49210003534494,69.10812698927171,-11.623303200971161,0.19635976919240283,0.449159848054781,1.0592843854833178,0.6875,29.509602628577333,0.0,-0.017502593232393338
58,ml_p07e_nuisance_high,ml_nuisance,16,0.75,29.879374182284728,69.18634850094026,-10.563657937382285,0.21507148833008063,0.4445227803995874,1.2581459578577037,0.6875,29.509602628577333,0.0625,0.3697715537073947
59,observed_saturated,observed,90,0.6111111111111112,14.744045989243105,60.65999513854987,-2.535045633146524,0.21932299556844237,0.6127339617695529,1.0,0.6111111111111112,14.744045989243105,0.0,0.0
59,traditional_template,traditional,90,0.6111111111111112,14.708057665687665,60.49326719072038,-2.3248375503907575,0.21932299556844237,0.6127339617695529,1.0,0.6111111111111112,14.744045989243105,0.0,-0.035988323555439905
59,ml_corrected,ml,90,0.5444444444444444,14.904868683617496,60.93557969057994,-1.5262020459189003,0.2224210945851403,0.5385876644598463,1.1293205477528265,0.6111111111111112,14.744045989243105,-0.06666666666666676,0.16082269437439045
59,ml_p07e_nuisance_low,ml_nuisance,90,0.5666666666666667,14.935832421211929,60.8794375056896,-2.0609682180452147,0.2197998007466087,0.5467902978211507,1.0628953755328832,0.6111111111111112,14.744045989243105,-0.04444444444444451,0.19178643196882383
59,ml_p07e_nuisance_high,ml_nuisance,90,0.5777777777777777,14.52814243393155,60.735213199549726,-0.7421887218267997,0.23754335205512972,0.5271304649856465,1.2624348462780237,0.6111111111111112,14.744045989243105,-0.03333333333333344,-0.2159035553115558
60,observed_saturated,observed,10,1.0,34.74864840375581,61.84195837992142,-31.47971861726321,0.2015901873267828,0.5098863768109307,1.0,1.0,34.74864840375581,0.0,0.0
