run,method,family,n_events,timing_tail_frac_abs_gt5ns,timing_sigma68_ns,timing_q95_abs_ns,timing_median_ns,q_template_median,q_template_p95,amp_ratio_median,observed_tail_frac,observed_sigma68_ns,tail_delta_vs_observed,sigma68_delta_vs_observed_ns
60,traditional_template,traditional,10,1.0,34.74864840375581,61.84195837992142,-31.47971861726321,0.2015901873267828,0.5098863768109307,1.0,1.0,34.74864840375581,0.0,0.0
60,ml_corrected,ml,10,1.0,34.6563769504987,62.08627786716009,-30.745435655752825,0.20846179583609348,0.47826294069973124,1.1500418820783644,1.0,34.74864840375581,0.0,-0.09227145325711206
60,ml_p07e_nuisance_low,ml_nuisance,10,1.0,34.66660942384385,62.0326942126777,-31.019312007812744,0.20350533588140352,0.4842387332540906,1.0823979078062143,1.0,34.74864840375581,0.0,-0.08203897991195674
60,ml_p07e_nuisance_high,ml_nuisance,10,1.0,34.65138392589992,62.19365810179801,-30.196594647612375,0.22523057874418062,0.4716187069522063,1.2855986278686355,1.0,34.74864840375581,0.0,-0.09726447785588732
61,observed_saturated,observed,10,0.5,9.865200383092965,58.01262346159719,-5.603873017094703,0.22665548830655066,0.5164083553307219,1.0,0.5,9.865200383092965,0.0,0.0
61,traditional_template,traditional,10,0.5,9.865200383092965,58.01262346159719,-5.603873017094703,0.22665548830655066,0.5164083553307219,1.0,0.5,9.865200383092965,0.0,0.0
61,ml_corrected,ml,10,0.5,9.87502287651105,60.445163551219885,-4.913880007307494,0.2350738276506728,0.4802962008678717,1.1418198322791655,0.5,9.865200383092965,0.0,0.009822493418084832
61,ml_p07e_nuisance_low,ml_nuisance,10,0.5,9.912033235403976,59.28947932211027,-5.113032002039317,0.22929599664970218,0.4861662632939838,1.0746594683291681,0.5,9.865200383092965,0.0,0.04683285231101131
61,ml_p07e_nuisance_high,ml_nuisance,10,0.5,9.993599344319115,66.70376004019825,-4.514784646427703,0.251786665380537,0.4733806615828312,1.2764074357000377,0.5,9.865200383092965,0.0,0.12839896122615002
62,observed_saturated,observed,36,0.8055555555555556,19.038569904531112,55.28067136890615,-1.6179668321899712,0.23009421314559297,0.5908710895527757,1.0,0.8055555555555556,19.038569904531112,0.0,0.0
62,traditional_template,traditional,36,0.8055555555555556,19.038569904531112,55.278571596009385,-1.6179668321899712,0.23009421314559297,0.5908710895527757,1.0,0.8055555555555556,19.038569904531112,0.0,0.0
62,ml_corrected,ml,36,0.7777777777777778,19.93321830678447,55.60161167916435,-0.869350182807409,0.23034446495235142,0.530311723044632,1.1123662326016712,0.8055555555555556,19.038569904531112,-0.02777777777777779,0.8946484022533596
62,ml_p07e_nuisance_low,ml_nuisance,36,0.7777777777777778,19.73686631604565,55.63522299614214,-1.0958814922264324,0.22971591074011544,0.5369078724985119,1.0469382912441505,0.8055555555555556,19.038569904531112,-0.02777777777777779,0.6982964115145371
62,ml_p07e_nuisance_high,ml_nuisance,36,0.8055555555555556,20.71406417692512,55.53425548372696,-0.4153873952144629,0.24111458121342982,0.5213390838590531,1.2434821067000643,0.8055555555555556,19.038569904531112,0.0,1.6754942723940083
63,observed_saturated,observed,74,0.7432432432432432,16.75073804831238,79.40368942927341,-5.720721837231835,0.19098359931085085,0.5454204114726857,1.0,0.7432432432432432,16.75073804831238,0.0,0.0
63,traditional_template,traditional,74,0.7432432432432432,16.75073804831238,79.40368942927341,-5.720721837231835,0.19098359931085085,0.5454204114726857,1.0,0.7432432432432432,16.75073804831238,0.0,0.0
63,ml_corrected,ml,74,0.7567567567567568,16.681792918929368,79.43692522163238,-5.017682780745552,0.19995462304411216,0.4986535906810935,1.1082034537825844,0.7432432432432432,16.75073804831238,0.013513513513513598,-0.06894512938301034
63,ml_p07e_nuisance_low,ml_nuisance,74,0.7567567567567568,16.707972158152046,79.5155401494568,-5.265799351381574,0.19374687431765414,0.5081508063131472,1.043020361684666,0.7432432432432432,16.75073804831238,0.013513513513513598,-0.042765890160332276
63,ml_p07e_nuisance_high,ml_nuisance,74,0.7297297297297297,16.66541650467745,79.32756040461227,-4.47228626602778,0.22141202242565877,0.4877879321973336,1.2388286564028743,0.7432432432432432,16.75073804831238,-0.013513513513513487,-0.0853215436349295
65,observed_saturated,observed,13,0.5384615384615384,10.96821737856995,20.36191120961752,-0.134776317040064,0.2612913924548405,0.4698142432477534,1.0,0.5384615384615384,10.96821737856995,0.0,0.0
65,traditional_template,traditional,13,0.5384615384615384,10.96821737856995,20.36191120961752,-0.134776317040064,0.2612913924548405,0.4698142432477534,1.0,0.5384615384615384,10.96821737856995,0.0,0.0
65,ml_corrected,ml,13,0.6153846153846154,11.43418228278189,21.09885545079553,0.13285901591339666,0.2585261003377402,0.4513146801394076,1.1191934932200795,0.5384615384615384,10.96821737856995,0.07692307692307698,0.4659649042119405
65,ml_p07e_nuisance_low,ml_nuisance,13,0.6153846153846154,11.20854326705703,20.651346871836957,-0.09048261027493254,0.25984597648417834,0.45915217822107546,1.0533639812338558,0.5384615384615384,10.96821737856995,0.07692307692307698,0.2403258884870798
65,ml_p07e_nuisance_high,ml_nuisance,13,0.6153846153846154,11.853511637649124,21.423647001990226,0.8387483337783408,0.26462370413524333,0.44207464877536085,1.2511141042993739,0.5384615384615384,10.96821737856995,0.07692307692307698,0.8852942590791741
