ablation,n_features,sigma68_ns,sigma68_ns_ci_low,sigma68_ns_ci_high,bias_ns,tail_fraction_abs_gt_5ns,delta_sigma68_vs_full_ns,ticket_interpretation
full_derivative_gradient_boosted_trees,76,3.7641283710158415,3.1140772108332477,4.351194944341258,-0.3543210641561429,0.2162458836443468,0.0,full or localized waveform-shape feature set
drop_derivative_features,33,3.783692484821847,3.2815872248902345,4.401606093023659,-0.3197841220171513,0.2160629345042078,0.0195641138060045,censored/shape samples removed from learner
derivative_only,43,4.156600422702854,3.6070927788014617,4.731391619026811,0.0951109747462551,0.2427735089645078,0.3924720516870117,full or localized waveform-shape feature set
amplitude_cfd_no_derivative,5,4.175244069546555,3.648297671272666,4.769474333257541,0.1984562479497396,0.2466154409074277,0.4111156985307129,traditional CFD/amplitude-only control
late_tail_curvature_window_only,17,4.54601186064636,4.13396205573459,5.040718307595865,0.35528366551493,0.2826564215148189,0.7818834896305171,late-tail pulse-shape transfer stress test
onset_derivative_window_only,14,4.86109241363858,4.017726370123505,6.099857854292241,-0.0925986108921499,0.3086351994145627,1.0969640426227372,full or localized waveform-shape feature set
pretrigger_derivative_only,7,18.97007762941508,17.454688368076063,20.14737340351536,-3.40262231305101,0.5903768752286864,15.205949258399231,pedestal-subtraction-only stress test
