method,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns,bias_ns_ci_low,bias_ns_ci_high,sigma68_ns_ci_low,sigma68_ns_ci_high,rms_ns_ci_low,rms_ns_ci_high,tail_fraction_abs_gt_5ns_ci_low,tail_fraction_abs_gt_5ns_ci_high,tail_fraction_abs_gt_10ns_ci_low,tail_fraction_abs_gt_10ns_ci_high
traditional_cfd_crrc_lognormal_template,5466,0.0058309062317057105,1.0075306669691346,0.9866515508517741,0.0,0.0,-0.4084007979327086,0.5269114488036313,0.8213266213041962,1.1551896026347754,0.8548203149748956,1.1007455964842046,0.0,0.0,0.0,0.0
gradient_boosted_trees,5466,-0.32309713046651356,3.798793546766701,6.4774548417535724,0.21222100256128795,0.05890962312477131,-1.122088061229385,0.4346973015518277,3.2675097387910337,4.366101582556035,3.863539451283703,9.523011756236427,0.1542907180385289,0.2654567480472366,0.013046553142101704,0.12400708844802662
ridge,5466,0.13801127304195404,4.064697155101112,6.688205968808617,0.23472374679839006,0.056714233443102814,-0.7376196350936395,1.1904517602734832,3.6427443381812,4.785109566512496,3.84264311458238,10.025909165013761,0.17680500232127316,0.3011482224085571,0.01079913606911447,0.1296314770251764
mlp,5466,-0.5612241031057446,4.301803877553048,6.590294806519237,0.2517380168313209,0.062019758507135016,-1.4735243609102022,0.6020546557435664,3.850058765907481,4.897383535968981,4.1312740903682,9.526371905203666,0.1988722584986574,0.28952172537841253,0.013591730708473542,0.12778767862921506
shape_gate_transformer_new,5466,0.9999005800314169,4.915979836988507,7.627020631556368,0.3177826564215148,0.0761068422978412,0.042625480844812554,2.2273409693977757,4.296879519099842,5.931768256304816,4.745978038270061,11.024020197279093,0.24358882918654898,0.4010961623441729,0.030691723754482137,0.14303977560233827
1d_cnn,5466,-0.47664612317885524,5.271338550366881,8.266262480708976,0.3371752652762532,0.11233077204537138,-1.4807795389984237,0.7438572785268355,4.748903023439515,6.393494871963359,5.986917788655236,11.199163348043994,0.293620360893117,0.38848062530059635,0.07496967183466116,0.17897506925207754
compact_waveform_transformer,5466,1.7451867854167151,6.788957163278542,9.30630983652483,0.4482253933406513,0.18148554701792902,0.7102528511482253,2.5744891897145794,6.449592534158718,7.683117532451048,7.200795777252366,12.414221701051217,0.4299490538573508,0.4649346588479253,0.14187509250078095,0.23773131356745342
