method,stratum,level,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns
1d_cnn,curvature_energy_bin,curved,1579,-1.1835614011559343,6.323491744036898,9.603979828035918,0.40151994933502216,0.16276124129195693
compact_waveform_transformer,curvature_energy_bin,curved,1579,-1.8509253017188598,5.625852504296281,8.838685042062934,0.3812539582013933,0.1526282457251425
shape_gate_transformer_new,curvature_energy_bin,curved,1579,1.032270521506014,5.8179074574710175,8.478914052480222,0.39708676377454083,0.08993033565547814
gradient_boosted_trees,curvature_energy_bin,curved,1579,-0.6183895239382358,3.7758587452958485,6.292676010939678,0.20962634578847372,0.04496516782773907
mlp,curvature_energy_bin,curved,1579,-1.013340119521331,4.27636265484,6.4975481573006695,0.2799240025332489,0.05573147561747942
ridge,curvature_energy_bin,curved,1579,-0.6940712065160568,4.071435317081173,6.55676949239125,0.24889170360987967,0.05636478784040532
traditional_cfd_crrc_lognormal_template,curvature_energy_bin,curved,1579,-0.14406832968010264,1.08590360928807,1.0567017770774956,0.0,0.0
1d_cnn,curvature_energy_bin,moderate,1998,0.29891240978717537,5.157949472420569,8.157953951818815,0.34184184184184185,0.11511511511511512
compact_waveform_transformer,curvature_energy_bin,moderate,1998,2.7494399176767246,6.635576549892539,9.655584357143045,0.46646646646646645,0.1921921921921922
shape_gate_transformer_new,curvature_energy_bin,moderate,1998,1.2816273246961405,4.8563310054112065,7.782036686570636,0.3203203203203203,0.08258258258258258
gradient_boosted_trees,curvature_energy_bin,moderate,1998,-0.1249183986330086,4.007515426278867,6.912373817793055,0.23323323323323322,0.07057057057057058
mlp,curvature_energy_bin,moderate,1998,-0.12733193791079556,4.509589631671762,6.972513921794825,0.2602602602602603,0.07307307307307308
ridge,curvature_energy_bin,moderate,1998,0.14105910116438647,4.138696200696714,7.070442226033462,0.24074074074074073,0.06156156156156156
traditional_cfd_crrc_lognormal_template,curvature_energy_bin,moderate,1998,0.15251091867424904,0.9732778904807252,0.924830210647673,0.0,0.0
1d_cnn,curvature_energy_bin,smooth,1889,-0.8784666966084025,4.607442555538167,7.073351477269066,0.27845420857596614,0.06723133933298041
compact_waveform_transformer,curvature_energy_bin,smooth,1889,3.421363507656995,6.232914993244934,8.486193303847257,0.4849126521969296,0.1942826892535733
shape_gate_transformer_new,curvature_energy_bin,smooth,1889,0.685228319724775,4.395796256935279,6.649267663145391,0.24880889359449443,0.057702488088935945
gradient_boosted_trees,curvature_energy_bin,smooth,1889,-0.3671798579416249,3.4837357985161237,6.125729103702833,0.19216516675489678,0.058231868713605084
mlp,curvature_energy_bin,smooth,1889,-0.6881796265174556,4.058956779748122,6.1995013419467115,0.21916357861302277,0.0555849655902594
ridge,curvature_energy_bin,smooth,1889,1.0819955157634435,3.901179496791288,6.306103623536673,0.21651667548967707,0.05187930121757544
