method,run_family,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns
traditional_cfd_crrc_lognormal_template,sample_i_analysis,1350,-0.5595281420089191,0.7566301192476299,0.8794178661189128,0.0,0.0
gradient_boosted_trees,sample_i_analysis,1350,0.41172290430592096,3.3785507407211033,11.02562398554815,0.2851851851851852,0.17555555555555555
mlp,sample_i_analysis,1350,0.4173617537449945,4.580321568563933,11.081576144923723,0.3088888888888889,0.19333333333333333
ridge,sample_i_analysis,1350,0.9396557868346802,5.5501560708788125,11.74732327318408,0.36148148148148146,0.19111111111111112
shape_gate_transformer_new,sample_i_analysis,1350,2.209181157405961,6.897638250814651,12.805489292825458,0.4948148148148148,0.19925925925925925
1d_cnn,sample_i_analysis,1350,-0.6925552169353208,7.683394367502741,12.535219491213997,0.43037037037037035,0.21555555555555556
compact_waveform_transformer,sample_i_analysis,1350,1.2608119498559818,8.331585417068995,13.46393205155864,0.45925925925925926,0.28814814814814815
traditional_cfd_crrc_lognormal_template,sample_i_calib,657,-0.35428440094380065,1.4078345720256533,1.1816731826000226,0.0,0.0
gradient_boosted_trees,sample_i_calib,657,1.3548778890120587,3.83778465576051,4.771501327027507,0.2526636225266362,0.0700152207001522
ridge,sample_i_calib,657,2.462797367197311,4.405391895032956,4.139831301427831,0.289193302891933,0.0197869101978691
mlp,sample_i_calib,657,1.758485182939225,4.425267563695354,4.443595290251663,0.2876712328767123,0.0410958904109589
shape_gate_transformer_new,sample_i_calib,657,3.22833126374708,4.920804995351396,6.180779625120964,0.3789954337899543,0.0684931506849315
1d_cnn,sample_i_calib,657,1.237247214582844,5.395739654044245,7.330701213851396,0.3820395738203957,0.0837138508371385
compact_waveform_transformer,sample_i_calib,657,2.7223023280381007,6.868082093753631,8.298020567263393,0.4124809741248097,0.2024353120243531
traditional_cfd_crrc_lognormal_template,sample_ii_analysis,2739,0.3481778575849086,0.9841504996700574,0.9663806526522615,0.0,0.0
gradient_boosted_trees,sample_ii_analysis,2739,-1.0587966203451817,3.3677564900771277,3.631100446581136,0.1566265060240964,0.009857612267250822
ridge,sample_ii_analysis,2739,-0.5197299147893872,3.5620786482448317,3.6434169401714422,0.15808689302665208,0.012778386272362175
mlp,sample_ii_analysis,2739,-1.1368468444016209,3.834403983087863,3.951516861422793,0.20153340635268346,0.013508579773640015
shape_gate_transformer_new,sample_ii_analysis,2739,0.41415105431760324,4.20703943764841,4.759950537130189,0.23037604965315808,0.031033223804308143
1d_cnn,sample_ii_analysis,2739,-0.8436164874769876,4.839239263604272,6.028018215744943,0.29207740051113545,0.08105147864184009
compact_waveform_transformer,sample_ii_analysis,2739,1.3862606069730035,6.625133605333902,7.215388081149428,0.4497991967871486,0.13654618473895583
traditional_cfd_crrc_lognormal_template,sample_ii_calib,720,0.6639674992425384,0.26835707224190053,0.45514579561314367,0.0,0.0
ridge,sample_ii_calib,720,-0.412290556734082,4.235783349375658,4.064210775579186,0.2388888888888889,0.005555555555555556
shape_gate_transformer_new,sample_ii_calib,720,0.8128357841047045,4.479852527500004,4.491933534089131,0.2625,0.02361111111111111
gradient_boosted_trees,sample_ii_calib,720,-1.0772412146952712,4.697664562151214,4.406580594484553,0.25,0.016666666666666666
1d_cnn,sample_ii_calib,720,-0.7672324236737289,4.727396677684667,5.386344373341238,0.29305555555555557,0.06388888888888888
mlp,sample_ii_calib,720,-1.5751510795537493,5.181083050539257,4.951788963722451,0.30277777777777776,0.019444444444444445
compact_waveform_transformer,sample_ii_calib,720,2.801772225098383,6.605867544214207,6.844877941892151,0.45416666666666666,0.13333333333333333
