endpoint,method,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,bias_ns_ci_low,bias_ns_ci_high,sigma68_ns_ci_low,sigma68_ns_ci_high,rms_ns_ci_low,rms_ns_ci_high,tail_fraction_abs_gt_5ns_ci_low,tail_fraction_abs_gt_5ns_ci_high,auc,brier,log_loss,positive_fraction,mean_score,auc_ci_low,auc_ci_high,brier_ci_low,brier_ci_high,log_loss_ci_low,log_loss_ci_high
electronics_epoch,1d_cnn,3816,,,,,,,,,,,,,0.5374649383684601,0.5619577709125707,4.361078067841903,0.6234276729559748,0.05177296020857761,0.5095562154003818,0.5628884534770939,0.22695897852611643,0.7951023211857354,1.7709096935550066,6.438273232808683
electronics_epoch,gated_attention_waveform_new,3816,,,,,,,,,,,,,0.5107474559201175,0.6070144738470464,6.928838033667355,0.6234276729559748,0.013110751081992483,0.48593381173509925,0.5352639223198706,0.24379676633215286,0.8531918689058077,2.8443925290296264,9.921620213830083
electronics_epoch,gradient_boosted_trees,3816,,,,,,,,,,,,,0.5332872329004982,0.6020697924574715,8.060615623540553,0.6234276729559748,0.017951308432030706,0.517244323848209,0.5482241765263026,0.2411457985620319,0.8581192127683049,3.224671965766205,11.581707963753079
electronics_epoch,mlp,3816,,,,,,,,,,,,,0.5146607274332385,0.6037723773594906,8.341440733110643,0.6234276729559748,0.023847912473794544,0.5049077842622407,0.5247243719522814,0.2441282849077877,0.9570982308214263,3.3727643990261846,13.22282720146272
electronics_epoch,ridge,3816,,,,,,,,,,,,,0.6843938334235743,0.4005298114883519,3.434054205763479,0.6234276729559748,0.19978814338295367,0.6164906513151298,0.7412043319379443,0.1979364162603163,0.5686908626622775,1.6495257586521852,5.144019105993291
electronics_epoch,traditional_cfd_template_pedestal,3816,,,,,,,,,,,,,0.679339751707047,0.4041087455256237,3.4326016211846735,0.6234276729559748,0.1961998031127003,0.613053904758328,0.738860723358513,0.19441154740565234,0.5810413594492522,1.5658601005991912,5.23075048146388
forced_random_surrogate,1d_cnn,3816,,,,,,,,,,,,,0.495187397875817,0.735651782719126,6.783111306005677,0.7484276729559748,0.008660451766920516,0.4771220385388261,0.5149723680680344,0.36797591969128013,0.9835926561001279,3.3839919209479583,9.103301073506293
forced_random_surrogate,gated_attention_waveform_new,3816,,,,,,,,,,,,,0.4942706509687208,0.7263688180365186,6.246265293186904,0.7484276729559748,0.015300257070215546,0.48231009274000547,0.5038216641438663,0.3639454661731072,0.970975007014034,3.1501521018667704,8.372273643738337
forced_random_surrogate,gradient_boosted_trees,3816,,,,,,,,,,,,,0.549946567168534,0.618150801413144,5.2042531572699104,0.7484276729559748,0.09949858164382729,0.5318465550940823,0.5701655841588116,0.32006928197796747,0.8236125580319064,2.692840124991149,7.029207283596617
forced_random_surrogate,mlp,3816,,,,,,,,,,,,,0.5525341386554622,0.41981048113307545,5.799908314425048,0.7484276729559748,0.5817608427672957,0.5346666683177752,0.570533523128531,0.3852587235881897,0.45765804005569954,5.322557223120689,6.322792672229436
forced_random_surrogate,ridge,3816,,,,,,,,,,,,,0.5514574579831933,0.6963724842660706,6.026657187243302,0.7484276729559748,0.03607608849993396,0.5080218802345058,0.5940805868239832,0.4598285917171558,0.931617074756809,3.7980928809383423,8.176646006187683
forced_random_surrogate,traditional_cfd_template_pedestal,3816,,,,,,,,,,,,,0.5314832443394024,0.705160028397195,6.292166066256158,0.7484276729559748,0.030646097830250657,0.5069944772528434,0.5555174594199983,0.46703347066555084,0.9439599168650965,3.9967224898595988,8.549107276942605
late_tail_memory,1d_cnn,3816,,,,,,,,,,,,,0.7188593914469659,0.14971243264571943,1.4475757091064843,0.16037735849056603,0.005647854977670452,0.6962167629117545,0.7481311197056376,0.09553154303955971,0.20147627974171742,0.8753715175909036,1.9973987466651255
late_tail_memory,gated_attention_waveform_new,3816,,,,,,,,,,,,,0.9426985161521955,0.0701468716468248,0.30117330611480697,0.16037735849056603,0.16118064238330354,0.9294113201895119,0.9565568739757548,0.05648191480135099,0.0839872643305309,0.22108213473862415,0.39124304090384593
late_tail_memory,gradient_boosted_trees,3816,,,,,,,,,,,,,0.9967320261437909,0.0011319485012375064,0.014709997952898539,0.16037735849056603,0.15917243358144562,0.9932795698924731,1.0,1.0385911762077171e-06,0.0026102880009458837,2.997684091889581e-05,0.03606365346712839
late_tail_memory,mlp,3816,,,,,,,,,,,,,0.9884427553793053,0.004979025682341718,0.06878891446620737,0.16037735849056603,0.15854365985324947,0.9822069271909868,0.9958081508749862,0.002352936471588235,0.007855443834464255,0.032508081313332854,0.1085281764180732
late_tail_memory,ridge,3816,,,,,,,,,,,,,0.999050155850938,0.00500611297789529,0.0210694792811548,0.16037735849056603,0.15154112886644164,0.9972504029183983,0.9999335962995545,0.0030093177481024243,0.006923067512628743,0.011532948976480528,0.032965277651718854
late_tail_memory,traditional_cfd_template_pedestal,3816,,,,,,,,,,,,,0.9990486259006308,0.005048962416905384,0.02124328565259771,0.16037735849056603,0.15143411963615477,0.9972855153723572,0.9999340996579561,0.003113552342249438,0.006937940887955826,0.011929086490277609,0.03265159160154739
pedestal_state,1d_cnn,3816,,,,,,,,,,,,,0.6752201058946251,0.16475047053422495,1.6458417898723714,0.21147798742138366,0.04925137248967838,0.660112690867905,0.6890842905800173,0.14624146056717668,0.18183171603605577,1.4618356169601334,1.8300201086254562
pedestal_state,gated_attention_waveform_new,3816,,,,,,,,,,,,,0.6793502186542396,0.14852534346909052,1.7616331837195571,0.21147798742138366,0.08598257791974939,0.6620371885548978,0.6995560365127083,0.1353746192863858,0.15974348220953177,1.5992288621972113,1.9227137919465622
pedestal_state,gradient_boosted_trees,3816,,,,,,,,,,,,,0.8775005013872056,0.05589619556004249,0.7428718993248699,0.21147798742138366,0.1596666831820873,0.8529307261288948,0.9003008342068752,0.04843356389484926,0.0649000992468329,0.6401677937087,0.8671112574913115
pedestal_state,mlp,3816,,,,,,,,,,,,,0.8425226180195473,0.07101662945592661,0.9811338852750077,0.21147798742138366,0.1525164182389937,0.8186290408144944,0.867009695215585,0.06309046919409096,0.0790031443984961,0.8716297234113766,1.09147187947494
pedestal_state,ridge,3816,,,,,,,,,,,,,0.8567951659272491,0.07268410447134702,0.8505083674740141,0.21147798742138366,0.1334230012631731,0.8276115189158667,0.8847795403193586,0.06364495244940155,0.08102744022618118,0.7144556104538237,0.9742951732727178
pedestal_state,traditional_cfd_template_pedestal,3816,,,,,,,,,,,,,0.858246820875663,0.0720000944286534,0.8432584101706583,0.21147798742138366,0.13404804814913138,0.8284868974374046,0.8856190281284383,0.06369925175490611,0.08100899637523722,0.7179296226822478,0.9796200121568797
saturation_clipping,1d_cnn,3816,,,,,,,,,,,,,0.7474674820149183,0.052811275458802126,0.41121763432880026,0.05948637316561845,0.04315510332782344,0.5827126764190693,0.8373608077545501,0.03793148881569287,0.07227814419549514,0.3684123826766432,0.45675383336244224
saturation_clipping,gated_attention_waveform_new,3816,,,,,,,,,,,,,0.7137128499588195,0.056179642945015956,0.3860742719341567,0.05948637316561845,0.07033522602959034,0.567837318583766,0.7971496363483235,0.04578103908905251,0.07167614004650324,0.3560528906328219,0.42209439948838867
