endpoint,method,run,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,auc,brier,log_loss,positive_fraction,mean_score
electronics_epoch,1d_cnn,42,477,,,,,,0.005369827293402351,0.04854746002315674,0.0,0.04557972755016407
electronics_epoch,1d_cnn,50,480,,,,,,0.005901966543365404,0.050771895804216524,0.0,0.04749837784894118
electronics_epoch,1d_cnn,57,480,,,,,,0.005950017256492466,0.052336219307726056,0.0,0.04904424827303412
electronics_epoch,1d_cnn,58,474,,,,,,0.9145830021121295,7.736770007748424,1.0,0.045406735394642544
electronics_epoch,1d_cnn,60,480,,,,,,0.8868497473222142,6.593715312078278,1.0,0.060416201237922636
electronics_epoch,1d_cnn,62,480,,,,,,0.8879673179493314,6.56634232617374,1.0,0.05987681906675458
electronics_epoch,1d_cnn,64,480,,,,,,0.8907581435157663,6.524059400847151,1.0,0.05830825474823188
electronics_epoch,1d_cnn,65,465,,,,,,0.9100904316998405,7.427139162923806,1.0,0.04781122789999744
electronics_epoch,gated_attention_waveform_new,42,477,,,,,,0.0008428144495826801,0.01102123357466753,0.0,0.010570448973027403
electronics_epoch,gated_attention_waveform_new,50,480,,,,,,0.00093911110405849,0.012755921468341636,0.0,0.01225425335495769
electronics_epoch,gated_attention_waveform_new,57,480,,,,,,0.0008950960325752195,0.01253888795060522,0.0,0.012061558389003064
electronics_epoch,gated_attention_waveform_new,58,474,,,,,,0.9810555451048051,11.711708886288543,1.0,0.009849708662245837
electronics_epoch,gated_attention_waveform_new,60,480,,,,,,0.9672350735631495,10.55466198563371,1.0,0.017119156238577248
electronics_epoch,gated_attention_waveform_new,62,480,,,,,,0.967032346977732,10.67904779295523,1.0,0.017205941884690504
electronics_epoch,gated_attention_waveform_new,64,480,,,,,,0.970875052773687,10.997742150857047,1.0,0.015161224658604948
electronics_epoch,gated_attention_waveform_new,65,465,,,,,,0.9797765047561791,11.614194325384036,1.0,0.01052631288267668
electronics_epoch,gradient_boosted_trees,42,477,,,,,,0.0005584557384818313,0.0015228541074226607,0.0,0.0010830176562714993
electronics_epoch,gradient_boosted_trees,50,480,,,,,,0.0021252624188142894,0.006398300341671132,0.0,0.0031389402585321057
electronics_epoch,gradient_boosted_trees,57,480,,,,,,0.0020054410588834694,0.005614667030647212,0.0,0.003427715469641491
electronics_epoch,gradient_boosted_trees,58,474,,,,,,0.9907985442413582,13.493587067582386,1.0,0.005528266745776187
electronics_epoch,gradient_boosted_trees,60,480,,,,,,0.9506145337858133,12.747618786574689,1.0,0.040007480275636616
electronics_epoch,gradient_boosted_trees,62,480,,,,,,0.9352975738424287,12.348755812272874,1.0,0.05264571366754227
electronics_epoch,gradient_boosted_trees,64,480,,,,,,0.961954840234498,12.754893700540489,1.0,0.027018118624353236
electronics_epoch,gradient_boosted_trees,65,465,,,,,,0.9863108860572934,13.30805922568275,1.0,0.010260151258389257
electronics_epoch,mlp,42,477,,,,,,0.006289295598484275,0.08689099722021712,0.0,0.006290295597484272
electronics_epoch,mlp,50,480,,,,,,0.0020833291676666667,0.02878331157953132,0.0,0.0020843291666666664
electronics_epoch,mlp,57,480,,,,,,0.008333316667666667,0.11513024631662515,0.0,0.008334316666666668
electronics_epoch,mlp,58,474,,,,,,0.9915591983132362,13.698923979416056,1.0,0.008439801687763713
electronics_epoch,mlp,60,480,,,,,,0.9395814541676667,12.98082352217063,1.0,0.06041754583333333
electronics_epoch,mlp,62,480,,,,,,0.943748112501,13.038388145328812,1.0,0.05625088749999998
electronics_epoch,mlp,64,480,,,,,,0.9708313916676665,13.412558195856997,1.0,0.029167608333333327
electronics_epoch,mlp,65,465,,,,,,0.980643200001,13.548113598777878,1.0,0.01935579999999999
electronics_epoch,ridge,42,477,,,,,,0.03958638503988773,0.13164505780827346,0.0,0.10058474812448247
electronics_epoch,ridge,50,480,,,,,,0.03418816863570513,0.13479125303849931,0.0,0.08354150782637397
electronics_epoch,ridge,57,480,,,,,,0.05924076883143325,0.22959546063380862,0.0,0.13234929319387473
electronics_epoch,ridge,58,474,,,,,,0.7354630034674988,7.538965173016861,1.0,0.17094836401609428
electronics_epoch,ridge,60,480,,,,,,0.5768108715393205,4.685031168614959,1.0,0.2856750652653138
