method,timing_sigma68_ns,mean_state_auc,mean_state_brier,mean_state_log_loss,registered_score
traditional_cfd_template_pedestal,0.4223331891134533,0.7765958391519406,0.24394663254532056,2.185888757907029,1.1336306150521538
mlp,0.4301705661680412,0.7343916351335955,0.22583812274733125,3.1200759835042016,1.1474551765291081
gradient_boosted_trees,0.42154781021214793,0.7768872066249237,0.25758748664967035,2.8301343109220527,1.159835576886565
ridge,0.46429343112750254,0.7808326484256526,0.24159412649226483,2.1348363203336445,1.1666490356863797
gated_attention_waveform_new,2.6581999426159637,0.6681559383308185,0.32164702998889927,3.124796817724556,3.633338064262944
1d_cnn,2.7919228960693263,0.6348398631201573,0.33297674645408865,2.9297649014310467,3.823036525857346
