threshold_quantile,threshold,train_efficiency,train_veto_fraction,train_tail_capture,train_post_veto_tail_fraction,train_utility,heldout_run,method,shuffled_proxy
0.7,0.7059870118316875,0.6995818877324081,0.30041811226759185,0.6104651162790697,0.008519837232960325,-inf,58,traditional_quantile,False
0.75,0.7530468819500045,0.7496663997864959,0.25033360021350415,0.5755813953488372,0.008662632016138603,-inf,58,traditional_quantile,False
0.8,0.8024197135486166,0.799839871897518,0.200160128102482,0.48255813953488375,0.009898787676565454,-inf,58,traditional_quantile,False
0.85,0.8562405479939507,0.8498354238946713,0.1501645761053287,0.38372093023255816,0.011095990788234063,-inf,58,traditional_quantile,False
0.9,0.9121964238057112,0.899919935948759,0.100080064051241,0.29651162790697677,0.011961249505733492,0.2614836054890424,58,traditional_quantile,False
0.95,0.9609465350057824,0.9498265278889778,0.050173472111022153,0.21511627906976744,0.012644001123911211,0.1975555638309097,58,traditional_quantile,False
0.7,0.7050974112623432,0.699759807846277,0.300240192153723,0.3430232558139535,0.014365624205441139,-inf,58,traditional_quantile,True
0.75,0.7521572813806601,0.7499332799572992,0.2500667200427008,0.25,0.015302491103202847,-inf,58,traditional_quantile,True
0.8,0.8024197135486166,0.799839871897518,0.200160128102482,0.19767441860465115,0.015348682015348681,-inf,58,traditional_quantile,True
0.85,0.8570411885063607,0.8499243839516057,0.15007561604839428,0.13372093023255813,0.015595562068243668,-inf,58,traditional_quantile,True
0.9,0.9120185036918423,0.8998309758918246,0.10016902410817542,0.0755813953488372,0.015719228868017795,0.04052223691097581,58,traditional_quantile,True
0.95,0.9608575749488479,0.9498265278889778,0.050173472111022153,0.03488372093023256,0.015547438419031563,0.017323005691374804,58,traditional_quantile,True
0.7,0.46753682306378497,0.699937727960146,0.3000622720398541,0.6162790697674418,0.00838840874428063,-inf,58,ridge,False
0.75,0.4694258997682765,0.7499332799572992,0.2500667200427008,0.5813953488372093,0.008540925266903915,-inf,58,ridge,False
0.8,0.4715738350213655,0.7999288319544524,0.20007116804554756,0.5581395348837209,0.008451957295373666,-inf,58,ridge,False
0.85,0.4753654742683904,0.8499243839516057,0.15007561604839428,0.5232558139534884,0.008582792547624032,-inf,58,ridge,False
0.9,0.4908645021909118,0.899919935948759,0.100080064051241,0.4941860465116279,0.00860023724792408,0.45915802409369355,58,ridge,False
0.95,0.55751396760545,0.9499154879459123,0.05008451205408771,0.38372093023255816,0.009926952612848847,0.36619135101362743,58,ridge,False
0.7,0.5041842324621527,0.699937727960146,0.3000622720398541,0.4069767441860465,0.012963904422979155,-inf,58,ridge,True
0.75,0.5049114236614335,0.7499332799572992,0.2500667200427008,0.37790697674418605,0.012692763938315539,-inf,58,ridge,True
0.8,0.5054396105176373,0.7999288319544524,0.20007116804554756,0.3488372093023256,0.012455516014234875,-inf,58,ridge,True
0.85,0.5060996471328941,0.8499243839516057,0.15007561604839428,0.32558139534883723,0.012141511408833997,-inf,58,ridge,True
0.9,0.5077345912682147,0.899919935948759,0.100080064051241,0.28488372093023256,0.012158956109134046,0.24985569851229822,58,ridge,True
0.95,0.5162707505377794,0.9499154879459123,0.05008451205408771,0.23255813953488372,0.012361865517887245,0.21502856031595302,58,ridge,True
0.7,0.009533972332644263,0.6994929276754738,0.3005070723245263,0.9302325581395349,0.0015261350629530714,-inf,58,gradient_boosted_trees,False
0.75,0.010502023131214283,0.7499332799572992,0.2500667200427008,0.9244186046511628,0.0015421115065243178,-inf,58,gradient_boosted_trees,False
0.8,0.011250996443429542,0.799839871897518,0.200160128102482,0.9186046511627907,0.0015571126682237793,-inf,58,gradient_boosted_trees,False
0.85,0.0124442548869785,0.8499243839516057,0.15007561604839428,0.8895348837209303,0.0019886958342055683,-inf,58,gradient_boosted_trees,False
0.9,0.01595065103981776,0.899919935948759,0.100080064051241,0.8604651162790697,0.002372479240806643,0.8254370938611354,58,gradient_boosted_trees,False
0.95,0.02769067970629976,0.9499154879459123,0.05008451205408771,0.7558139534883721,0.003933320846600487,0.7382843742694414,58,gradient_boosted_trees,False
0.7,0.015047515847056426,0.67876523440975,0.32123476559025,0.31976744186046513,0.015334207077326344,-inf,58,gradient_boosted_trees,True
0.75,0.015235637230362958,0.7499332799572992,0.2500667200427008,0.31976744186046513,0.013879003558718862,-inf,58,gradient_boosted_trees,True
0.8,0.015804651487346312,0.7962814696201406,0.20371853037985943,0.25,0.014411797564517931,-inf,58,gradient_boosted_trees,True
0.85,0.016222891989526863,0.8482341428698514,0.15176585713014856,0.18604651162790697,0.014682747771368642,-inf,58,gradient_boosted_trees,True
0.9,0.017494061797114473,0.8977848945823326,0.10221510541766747,0.14534883720930233,0.014565992865636148,0.10957355031311872,58,gradient_boosted_trees,True
0.95,0.021806422620908525,0.9499154879459123,0.05008451205408771,0.10465116279069768,0.01442217643753512,0.08712158357176698,58,gradient_boosted_trees,True
0.7,0.012543081919641421,0.699937727960146,0.3000622720398541,0.6627906976744186,0.007371631926792069,-inf,58,mlp,False
0.75,0.012993737240258416,0.7499332799572992,0.2500667200427008,0.6395348837209303,0.007354685646500593,-inf,58,mlp,False
0.8,0.013775163752218945,0.7999288319544524,0.20007116804554756,0.6104651162790697,0.007451067615658363,-inf,58,mlp,False
0.85,0.015353420411690046,0.8499243839516057,0.15007561604839428,0.5581395348837209,0.007954783336822273,-inf,58,mlp,False
0.9,0.02148855849366779,0.899919935948759,0.100080064051241,0.5406976744186046,0.007809410834321866,0.5056696520006703,58,mlp,False
0.95,0.03741954061613457,0.9499154879459123,0.05008451205408771,0.4883720930232558,0.008241243678591496,0.47084251380432507,58,mlp,False
0.7,0.03731896240333671,0.699937727960146,0.3000622720398541,0.4186046511627907,0.012709710218607015,-inf,58,mlp,True
0.75,0.04177541037944214,0.7499332799572992,0.2500667200427008,0.38953488372093026,0.012455516014234875,-inf,58,mlp,True
0.8,0.058696555147306005,0.7999288319544524,0.20007116804554756,0.31976744186046513,0.013011565836298932,-inf,58,mlp,True
0.85,0.08205563758047706,0.8499243839516057,0.15007561604839428,0.23255813953488372,0.013816202637638685,-inf,58,mlp,True
0.9,0.10898170369705615,0.899919935948759,0.100080064051241,0.13372093023255813,0.014729141953341242,0.09869290781462378,58,mlp,True
0.95,0.13907715778294824,0.9499154879459123,0.05008451205408771,0.06976744186046512,0.014984079415620903,0.05223786264153442,58,mlp,True
0.7,0.3548953323256861,0.699937727960146,0.3000622720398541,0.6802325581395349,0.0069903406202338585,-inf,58,cnn1d,False
0.75,0.3621707142779534,0.7499332799572992,0.2500667200427008,0.6686046511627907,0.006761565836298933,-inf,58,cnn1d,False
0.8,0.3709830047161434,0.7999288319544524,0.20007116804554756,0.6511627906976745,0.0066725978647686835,-inf,58,cnn1d,False
0.85,0.38408623788866797,0.8499243839516057,0.15007561604839428,0.6104651162790697,0.007012769520619635,-inf,58,cnn1d,False
0.9,0.4055256515833109,0.899919935948759,0.100080064051241,0.5523255813953488,0.007611704230921313,0.5172975589774145,58,cnn1d,False
0.95,0.4624533772870173,0.9499154879459123,0.05008451205408771,0.5348837209302325,0.0074920397078104516,0.5173541417113018,58,cnn1d,False
0.7,0.5051315916014211,0.699937727960146,0.3000622720398541,0.13372093023255813,0.018937468225724452,-inf,58,cnn1d,True
0.75,0.5081997332912462,0.7499332799572992,0.2500667200427008,0.11046511627906977,0.018149466192170817,-inf,58,cnn1d,True
0.8,0.5116860945319852,0.7999288319544524,0.20007116804554756,0.08139534883720931,0.017571174377224198,-inf,58,cnn1d,True
0.85,0.5161749903252448,0.8499243839516057,0.15007561604839428,0.05813953488372093,0.01695624869164748,-inf,58,cnn1d,True
0.9,0.5235151438632403,0.899919935948759,0.100080064051241,0.046511627906976744,0.016211941478845394,0.011483605489042398,58,cnn1d,True
0.95,0.5673055764322288,0.9499154879459123,0.05008451205408771,0.03488372093023256,0.015545982393706687,0.01735414171130186,58,cnn1d,True
0.7,0.3794509142107822,0.699937727960146,0.3000622720398541,0.6976744186046512,0.0066090493136756485,-inf,58,siamese_cnn_meta,False
0.75,0.38830853209895044,0.7499332799572992,0.2500667200427008,0.6627906976744186,0.006880189798339265,-inf,58,siamese_cnn_meta,False
0.8,0.4007062175695425,0.7999288319544524,0.20007116804554756,0.6453488372093024,0.0067838078291814945,-inf,58,siamese_cnn_meta,False
0.85,0.41860531393211875,0.8499243839516057,0.15007561604839428,0.6046511627906976,0.0071174377224199285,-inf,58,siamese_cnn_meta,False
0.9,0.45089367005312175,0.899919935948759,0.100080064051241,0.5697674418604651,0.0073151443258204826,0.5347394194425308,58,siamese_cnn_meta,False
0.95,0.5512632465210792,0.9499154879459123,0.05008451205408771,0.5174418604651163,0.0077729911968533434,0.4999122812461856,58,siamese_cnn_meta,False
0.7,0.5363992797684586,0.699937727960146,0.3000622720398541,0.29069767441860467,0.015505846466700559,-inf,58,siamese_cnn_meta,True
0.75,0.5400033568517892,0.7499332799572992,0.2500667200427008,0.27325581395348836,0.01482799525504152,-inf,58,siamese_cnn_meta,True
0.8,0.5430419201307783,0.7999288319544524,0.20007116804554756,0.2441860465116279,0.01445729537366548,-inf,58,siamese_cnn_meta,True
0.85,0.5462434857194272,0.8499243839516057,0.15007561604839428,0.20348837209302326,0.014339543646640151,-inf,58,siamese_cnn_meta,True
0.9,0.5509572450893633,0.899919935948759,0.100080064051241,0.19186046511627908,0.013740608936338473,0.15683244269834473,58,siamese_cnn_meta,True
0.95,0.5598257558489812,0.9499154879459123,0.05008451205408771,0.11046511627906977,0.014328525941187489,0.09293553706013907,58,siamese_cnn_meta,True
0.7,0.7063569948751499,0.6998146330825428,0.3001853669174572,0.6029411764705882,0.008413836086008103,-inf,59,traditional_quantile,False
0.75,0.7536255588267364,0.7499727401591975,0.25002725984080254,0.5588235294117647,0.008723466123873218,-inf,59,traditional_quantile,False
0.8,0.8023116345000545,0.7999127685094319,0.2000872314905681,0.4632352941176471,0.00995092693565976,-inf,59,traditional_quantile,False
0.85,0.8565587176970886,0.8499618362228765,0.15003816377712353,0.38235294117647056,0.01077613855035279,-inf,59,traditional_quantile,False
