threshold_quantile,threshold,train_efficiency,train_veto_fraction,train_tail_capture,train_post_veto_tail_fraction,train_utility,heldout_run,method,shuffled_proxy
0.9,0.9123323519790645,0.8999018645731109,0.10009813542688911,0.3014705882352941,0.011510965709438992,0.2664362408358829,59,traditional_quantile,False
0.95,0.9612365063788028,0.9499509322865555,0.050049067713444556,0.19117647058823528,0.012626262626262626,0.17365929688852969,59,traditional_quantile,False
0.7,0.7055937193326791,0.6995965543561226,0.30040344564387744,0.3235294117647059,0.014339152119700748,-inf,59,traditional_quantile,True
0.75,0.7561879838621742,0.7498637007959874,0.25013629920401265,0.23529411764705882,0.015122873345935728,-inf,59,traditional_quantile,True
0.8,0.8041653036746266,0.7996946897830117,0.20030531021698833,0.17647058823529413,0.01527133896918462,-inf,59,traditional_quantile,True
0.85,0.8549231272489368,0.8499618362228765,0.15003816377712353,0.125,0.015266196279666452,-inf,59,traditional_quantile,True
0.9,0.9096063678988114,0.8996837858466906,0.10031621415330934,0.09558823529411764,0.014907283965579929,0.060477560340459376,59,traditional_quantile,True
0.95,0.9587831207065751,0.9499509322865555,0.050049067713444556,0.04411764705882353,0.014921946740128558,0.02660047335911794,59,traditional_quantile,True
0.7,0.46990693918108867,0.6999236724457529,0.30007632755424707,0.5808823529411765,0.008879887832995793,-inf,59,ridge,False
0.75,0.47173162560164983,0.7499727401591975,0.25002725984080254,0.5514705882352942,0.008868857225937773,-inf,59,ridge,False
0.8,0.47398996857250897,0.7999127685094319,0.2000872314905681,0.5147058823529411,0.008996728462377318,-inf,59,ridge,False
0.85,0.4779537950766717,0.8499618362228765,0.15003816377712353,0.49264705882352944,0.00885182809493265,-inf,59,ridge,False
0.9,0.49299330704402244,0.8999018645731109,0.10009813542688911,0.4632352941176471,0.00884526838725312,0.4282009467182359,59,ridge,False
0.95,0.5449291558921463,0.9499509322865555,0.050049067713444556,0.38235294117647056,0.009641873278236915,0.364835767476765,59,ridge,False
0.7,0.503532273605777,0.6999236724457529,0.30007632755424707,0.22794117647058823,0.016357688113413305,-inf,59,ridge,True
0.75,0.5049722947052927,0.7499727401591975,0.25002725984080254,0.20588235294117646,0.015702239022971794,-inf,59,ridge,True
0.8,0.5059047731042036,0.7999127685094319,0.2000872314905681,0.16176470588235295,0.015539803707742638,-inf,59,ridge,True
0.85,0.5076471948499484,0.8499618362228765,0.15003816377712353,0.1323529411764706,0.015137908915971776,-inf,59,ridge,True
0.9,0.5233036001565817,0.8999018645731109,0.10009813542688911,0.08088235294117647,0.015146007512419726,0.04584800554176529,59,ridge,True
0.95,0.5471058493099275,0.9499509322865555,0.050049067713444556,0.08088235294117647,0.014348025711662075,0.06336517924147088,59,ridge,True
0.7,0.009582256871432972,0.6999236724457529,0.30007632755424707,1.0,0.0,-inf,59,gradient_boosted_trees,False
0.75,0.010488086825958802,0.7499727401591975,0.25002725984080254,0.9926470588235294,0.00014539110206455364,-inf,59,gradient_boosted_trees,False
0.8,0.011961829090894893,0.7995856504198016,0.20041434958019846,0.9852941176470589,0.0002727396699849993,-inf,59,gradient_boosted_trees,False
0.85,0.013966130335343312,0.8498527968596663,0.15014720314033367,0.9705882352941176,0.0005132152938157557,-inf,59,gradient_boosted_trees,False
0.9,0.01751081306171792,0.8999018645731109,0.10009813542688911,0.9558823529411765,0.0007270083605961468,0.9208480055417654,59,gradient_boosted_trees,False
0.95,0.028483947280934667,0.9499509322865555,0.050049067713444556,0.9117647058823529,0.0013774104683195593,0.8942475321826473,59,gradient_boosted_trees,False
0.7,0.014958811000564046,0.699160396903282,0.3008396030967179,0.3088235294117647,0.014660012476606364,-inf,59,gradient_boosted_trees,True
0.75,0.015554515364972264,0.7452840475411624,0.25471595245883766,0.27205882352941174,0.014484272128749085,-inf,59,gradient_boosted_trees,True
0.8,0.01632825445931646,0.7996946897830117,0.20030531021698833,0.23529411764705882,0.01418052904281429,-inf,59,gradient_boosted_trees,True
0.85,0.018054836552528517,0.8498527968596663,0.15014720314033367,0.21323529411764705,0.013728509109571465,-inf,59,gradient_boosted_trees,True
0.9,0.021491822471602834,0.8999018645731109,0.10009813542688911,0.15441176470588236,0.013934326911426148,0.11937741730647117,59,gradient_boosted_trees,True
0.95,0.03233593515899659,0.9499509322865555,0.050049067713444556,0.08088235294117647,0.014348025711662075,0.06336517924147088,59,gradient_boosted_trees,True
0.7,0.009202153814260887,0.6999236724457529,0.30007632755424707,0.6323529411764706,0.007789375292101573,-inf,59,mlp,False
0.75,0.009690260548458788,0.7499727401591975,0.25002725984080254,0.6102941176470589,0.007705728409421343,-inf,59,mlp,False
0.8,0.010693388849825916,0.7999127685094319,0.2000872314905681,0.5514705882352942,0.00831515812431843,-inf,59,mlp,False
0.85,0.013519043287098003,0.8499618362228765,0.15003816377712353,0.5367647058823529,0.008082103912764593,-inf,59,mlp,False
0.9,0.020173186598468663,0.8999018645731109,0.10009813542688911,0.5147058823529411,0.007997091966557615,0.47967153495352993,59,mlp,False
0.95,0.036047944460411596,0.9499509322865555,0.050049067713444556,0.4411764705882353,0.008723599632690543,0.4236592968885297,59,mlp,False
0.7,0.33729576073313156,0.6999236724457529,0.30007632755424707,0.27205882352941174,0.015422963078361116,-inf,59,mlp,True
0.75,0.3897341104441091,0.7499727401591975,0.25002725984080254,0.18382352941176472,0.016138412329165457,-inf,59,mlp,True
0.8,0.3905971318338514,0.7999127685094319,0.2000872314905681,0.17647058823529413,0.015267175572519083,-inf,59,mlp,True
0.85,0.3911841774586349,0.8499618362228765,0.15003816377712353,0.16911764705882354,0.014496472097498396,-inf,59,mlp,True
0.9,0.39197992657585107,0.8999018645731109,0.10009813542688911,0.125,0.01441899915182358,0.08996565260058881,59,mlp,True
0.95,0.3935497370233536,0.9499509322865555,0.050049067713444556,0.08088235294117647,0.014348025711662075,0.06336517924147088,59,mlp,True
0.7,0.38243575696573734,0.6999236724457529,0.30007632755424707,0.6397058823529411,0.007633587786259542,-inf,59,cnn1d,False
0.75,0.38718905280739563,0.7499727401591975,0.25002725984080254,0.6029411764705882,0.007851119511485897,-inf,59,cnn1d,False
0.8,0.3935145182327248,0.7999127685094319,0.2000872314905681,0.5661764705882353,0.008042529989094875,-inf,59,cnn1d,False
0.85,0.4033246159701027,0.8499618362228765,0.15003816377712353,0.5514705882352942,0.00782552918537524,-inf,59,cnn1d,False
0.9,0.42612853809235474,0.8999018645731109,0.10009813542688911,0.5294117647058824,0.0077547558463589,0.49437741730647117,59,cnn1d,False
0.95,0.5057075000161393,0.9499509322865555,0.050049067713444556,0.5,0.007805325987144169,0.48248282630029443,59,cnn1d,False
0.7,0.508595901100796,0.6999236724457529,0.30007632755424707,0.23529411764705882,0.016201900607571273,-inf,59,cnn1d,True
0.75,0.5120745141473808,0.7499727401591975,0.25002725984080254,0.21323529411764705,0.01555684792090724,-inf,59,cnn1d,True
0.8,0.5163427693013424,0.7999127685094319,0.2000872314905681,0.19852941176470587,0.01485823336968375,-inf,59,cnn1d,True
0.85,0.520835397072645,0.8499618362228765,0.15003816377712353,0.17647058823529413,0.01436818473380372,-inf,59,cnn1d,True
0.9,0.5269135106684061,0.8999018645731109,0.10009813542688911,0.14705882352941177,0.014055494971525506,0.11202447613000058,59,cnn1d,True
0.95,0.5491865376314842,0.9499509322865555,0.050049067713444556,0.09558823529411764,0.014118457300275482,0.07807106159441204,59,cnn1d,True
0.7,0.3783554970312635,0.6999236724457529,0.30007632755424707,0.7205882352941176,0.005919925221997196,-inf,59,siamese_cnn_meta,False
0.75,0.3853150342953986,0.7499727401591975,0.25002725984080254,0.6985294117647058,0.0059610351846467,-inf,59,siamese_cnn_meta,False
0.8,0.39496476728773044,0.7999127685094319,0.2000872314905681,0.6764705882352942,0.0059978189749182115,-inf,59,siamese_cnn_meta,False
0.85,0.40890452349169726,0.8499618362228765,0.15003816377712353,0.6323529411764706,0.006414368184733804,-inf,59,siamese_cnn_meta,False
0.9,0.442167902890037,0.8999018645731109,0.10009813542688911,0.5514705882352942,0.007391251666060826,0.516436240835883,59,siamese_cnn_meta,False
0.95,0.5965659912650886,0.9499509322865555,0.050049067713444556,0.49264705882352944,0.007920110192837466,0.47512988512382387,59,siamese_cnn_meta,False
0.7,0.5186592651340921,0.6999236724457529,0.30007632755424707,0.27941176470588236,0.015267175572519083,-inf,59,siamese_cnn_meta,True
0.75,0.5305929550131574,0.7499727401591975,0.25002725984080254,0.2426470588235294,0.014975283512649026,-inf,59,siamese_cnn_meta,True
0.8,0.5484146655235592,0.7999127685094319,0.2000872314905681,0.22794117647058823,0.01431297709923664,-inf,59,siamese_cnn_meta,True
0.85,0.5644772044974223,0.8499618362228765,0.15003816377712353,0.19852941176470587,0.013983322642719693,-inf,59,siamese_cnn_meta,True
0.9,0.5813675445814573,0.8999018645731109,0.10009813542688911,0.18382352941176472,0.013449654671028717,0.14878918201235353,59,siamese_cnn_meta,True
0.95,0.6337937065258207,0.9499509322865555,0.050049067713444556,0.16911764705882354,0.012970615243342516,0.15160047335911794,59,siamese_cnn_meta,True
0.7,0.7080566622399291,0.699867197875166,0.300132802124834,0.6335877862595419,0.007590132827324478,-inf,60,traditional_quantile,False
0.75,0.7527667109340416,0.749667994687915,0.250332005312085,0.6030534351145038,0.007676409802184824,-inf,60,traditional_quantile,False
0.8,0.8014608233731739,0.799800796812749,0.20019920318725098,0.5343511450381679,0.0084405700844057,-inf,60,traditional_quantile,False
0.85,0.8562693669765382,0.849933598937583,0.150066401062417,0.4198473282442748,0.009895833333333333,-inf,60,traditional_quantile,False
0.9,0.9119079238601151,0.8999557326250553,0.10004426737494466,0.3053435114503817,0.01119035907525824,0.27032801786915106,60,traditional_quantile,False
0.95,0.9612107127047367,0.9499778663125277,0.05002213368747233,0.19083969465648856,0.012348555452003728,0.17333194786587325,60,traditional_quantile,False
0.7,0.7176848162903939,0.6996458610004427,0.3003541389995573,0.2900763358778626,0.014710534640936412,-inf,60,traditional_quantile,True
0.75,0.7624225320938468,0.75,0.25,0.22900763358778625,0.014903349564704146,-inf,60,traditional_quantile,True
0.8,0.8102036299247455,0.7999114652501107,0.20008853474988933,0.16030534351145037,0.015218594355285003,-inf,60,traditional_quantile,True
0.85,0.8653995130588756,0.849933598937583,0.150066401062417,0.12213740458015267,0.014973958333333334,-inf,60,traditional_quantile,True
0.9,0.9193780433820274,0.8999557326250553,0.10004426737494466,0.08396946564885496,0.014756517461878997,0.048953972067624335,60,traditional_quantile,True
0.95,0.9653884462151394,0.9499778663125277,0.05002213368747233,0.03816793893129771,0.014678471575023298,0.020660192140682397,60,traditional_quantile,True
0.7,0.46552658689408943,0.6999778663125277,0.3000221336874723,0.6564885496183206,0.0071146245059288534,-inf,60,ridge,False
0.75,0.4675679562382301,0.75,0.25,0.6259541984732825,0.007230337907628745,-inf,60,ridge,False
0.8,0.4697625485771315,0.7999114652501107,0.20008853474988933,0.6030534351145038,0.007194244604316547,-inf,60,ridge,False
0.85,0.47310561130196127,0.849933598937583,0.150066401062417,0.5648854961832062,0.007421875,-inf,60,ridge,False
0.9,0.4846781383634123,0.8999557326250553,0.10004426737494466,0.5343511450381679,0.00750122970978849,0.4993356514569373,60,ridge,False
0.95,0.5408482905491554,0.9499778663125277,0.05002213368747233,0.44274809160305345,0.008504193849021435,0.4252403448124381,60,ridge,False
0.7,0.5055034499899751,0.6999778663125277,0.3000221336874723,0.25190839694656486,0.01549407114624506,-inf,60,ridge,True
0.75,0.5063910210533376,0.75,0.25,0.22900763358778625,0.014903349564704146,-inf,60,ridge,True
0.8,0.5075318527799167,0.7999114652501107,0.20008853474988933,0.1984732824427481,0.014526840066408411,-inf,60,ridge,True
0.85,0.5101017063762014,0.849933598937583,0.150066401062417,0.16793893129770993,0.014192708333333333,-inf,60,ridge,True
0.9,0.5234813638723237,0.8999557326250553,0.10004426737494466,0.11450381679389313,0.01426463354648303,0.0794883232126625,60,ridge,True
0.95,0.5499161220674155,0.9499778663125277,0.05002213368747233,0.06870229007633588,0.014212488350419385,0.05119454328572057,60,ridge,True
0.7,0.00784093288463019,0.6999778663125277,0.3000221336874723,0.9923664122137404,0.00015810276679841898,-inf,60,gradient_boosted_trees,False
0.75,0.008352319020182594,0.75,0.25,0.9923664122137404,0.00014755791648221928,-inf,60,gradient_boosted_trees,False
0.8,0.009265211594586445,0.7999114652501107,0.20008853474988933,0.9847328244274809,0.0002767017155506364,-inf,60,gradient_boosted_trees,False
0.85,0.011277275203098451,0.849933598937583,0.150066401062417,0.9847328244274809,0.00026041666666666666,-inf,60,gradient_boosted_trees,False
0.9,0.015321286106114678,0.8998450641876936,0.10015493581230633,0.9694656488549618,0.0004919444102816382,0.9344114213206546,60,gradient_boosted_trees,False
0.95,0.026806200749094948,0.9497565294378043,0.05024347056219566,0.9389312977099237,0.0009321836401771149,0.9213460830131552,60,gradient_boosted_trees,False
0.7,0.015023982196068972,0.6999778663125277,0.3000221336874723,0.3282442748091603,0.01391304347826087,-inf,60,gradient_boosted_trees,True
0.75,0.016883987694556922,0.75,0.25,0.25190839694656486,0.01446067581525749,-inf,60,gradient_boosted_trees,True
0.8,0.019087699304705875,0.7999114652501107,0.20008853474988933,0.19083969465648856,0.01466519092418373,-inf,60,gradient_boosted_trees,True
0.85,0.02127315605382243,0.8436254980079682,0.15637450199203187,0.13740458015267176,0.014823560278105732,-inf,60,gradient_boosted_trees,True
0.9,0.025034427070720736,0.8999557326250553,0.10004426737494466,0.09923664122137404,0.014510575504181012,0.06422114764014342,60,gradient_boosted_trees,True
0.95,0.033984164259970466,0.9499778663125277,0.05002213368747233,0.03816793893129771,0.014678471575023298,0.020660192140682397,60,gradient_boosted_trees,True
0.7,0.009516649417120698,0.6999778663125277,0.3000221336874723,0.6717557251908397,0.006798418972332016,-inf,60,mlp,False
0.75,0.009924672305673923,0.75,0.25,0.6564885496183206,0.006640106241699867,-inf,60,mlp,False
0.8,0.010640849653530654,0.7999114652501107,0.20008853474988933,0.6106870229007634,0.007055893746541229,-inf,60,mlp,False
0.85,0.013291995987127452,0.849933598937583,0.150066401062417,0.5648854961832062,0.007421875,-inf,60,mlp,False
0.9,0.02108110369267062,0.8999557326250553,0.10004426737494466,0.5190839694656488,0.007747171667486473,0.4840684758844182,60,mlp,False
0.95,0.03924239799931467,0.9499778663125277,0.05002213368747233,0.4732824427480916,0.008038210624417522,0.45577469595747633,60,mlp,False
0.7,0.07179463816997779,0.6999778663125277,0.3000221336874723,0.45038167938931295,0.011383399209486165,-inf,60,mlp,True
0.75,0.0735115219684929,0.75,0.25,0.44274809160305345,0.010771727903202006,-inf,60,mlp,True
0.8,0.07620908036842264,0.7999114652501107,0.20008853474988933,0.3969465648854962,0.010929717764250139,-inf,60,mlp,True
0.85,0.08247790716375804,0.849933598937583,0.150066401062417,0.3282442748091603,0.011458333333333333,-inf,60,mlp,True
0.9,0.10205577784975108,0.8999557326250553,0.10004426737494466,0.26717557251908397,0.011805213969503197,0.23216007893785334,60,mlp,True
0.95,0.1419671372578105,0.9499778663125277,0.05002213368747233,0.19083969465648856,0.012348555452003728,0.17333194786587325,60,mlp,True
0.7,0.36933485652061404,0.6999778663125277,0.3000221336874723,0.6870229007633588,0.006482213438735178,-inf,60,cnn1d,False
0.75,0.383410049374758,0.75,0.25,0.648854961832061,0.006787664158182087,-inf,60,cnn1d,False
0.8,0.40150243852073714,0.7999114652501107,0.20008853474988933,0.6183206106870229,0.00691754288876591,-inf,60,cnn1d,False
0.85,0.4237062795063281,0.849933598937583,0.150066401062417,0.5877862595419847,0.00703125,-inf,60,cnn1d,False
0.9,0.4632310465692734,0.8999557326250553,0.10004426737494466,0.5648854961832062,0.007009345794392523,0.5298700026019756,60,cnn1d,False
0.95,0.5421010415475974,0.9499778663125277,0.05002213368747233,0.5038167938931297,0.007572227399813607,0.48630904710251444,60,cnn1d,False
0.7,0.4996262603204128,0.6999778663125277,0.3000221336874723,0.31297709923664124,0.014229249011857707,-inf,60,cnn1d,True
0.75,0.5016443656146564,0.75,0.25,0.26717557251908397,0.01416555998229305,-inf,60,cnn1d,True
0.8,0.5039875909878545,0.7999114652501107,0.20008853474988933,0.21374045801526717,0.014250138350857776,-inf,60,cnn1d,True
0.85,0.5065266358995827,0.849933598937583,0.150066401062417,0.19083969465648856,0.013802083333333333,-inf,60,cnn1d,True
0.9,0.5098888550205377,0.8999557326250553,0.10004426737494466,0.15267175572519084,0.013649778652238072,0.11765626214396022,60,cnn1d,True
0.95,0.5149493705061281,0.9499778663125277,0.05002213368747233,0.11450381679389313,0.013513513513513514,0.09699607000327781,60,cnn1d,True
0.7,0.36843477940926883,0.6999778663125277,0.3000221336874723,0.7022900763358778,0.0061660079051383395,-inf,60,siamese_cnn_meta,False
0.75,0.3740899773805698,0.75,0.25,0.6793893129770993,0.00619743249225321,-inf,60,siamese_cnn_meta,False
0.8,0.37891793411457586,0.7999114652501107,0.20008853474988933,0.6564885496183206,0.006225788599889319,-inf,60,siamese_cnn_meta,False
0.85,0.38657562126218337,0.849933598937583,0.150066401062417,0.6412213740458015,0.006119791666666667,-inf,60,siamese_cnn_meta,False
0.9,0.40488443833043525,0.8999557326250553,0.10004426737494466,0.6030534351145038,0.006394490900147565,0.5680379415332732,60,siamese_cnn_meta,False
0.95,0.5121892521262076,0.9499778663125277,0.05002213368747233,0.549618320610687,0.006873252562907735,0.5321105738200718,60,siamese_cnn_meta,False
0.7,0.5233546076000868,0.6999778663125277,0.3000221336874723,0.24427480916030533,0.01565217391304348,-inf,60,siamese_cnn_meta,True
0.75,0.5268106226069798,0.75,0.25,0.2366412213740458,0.014755791648221927,-inf,60,siamese_cnn_meta,True
0.8,0.52936656702897,0.7999114652501107,0.20008853474988933,0.21374045801526717,0.014250138350857776,-inf,60,siamese_cnn_meta,True
