heldout_run,method,shuffled_proxy,n_pairs,n_events,n_tail_pairs_before,threshold,veto_fraction,timing_efficiency,tail_capture,tail_fraction_before,tail_fraction_after,tail_fraction_delta,sigma68_before_ns,sigma68_after_ns,sigma68_delta_ns,full_rms_before_ns,full_rms_after_ns,auc,average_precision,brier,train_threshold_quantile,train_utility,train_tail_capture,train_efficiency
58,traditional_quantile,False,219,73,2,0.9121964238057112,0.0867579908675799,0.91324200913242,1.0,0.0091324200913242,0.0,-0.0091324200913242,1.6403874822690652,1.4631605031585257,-0.17722697911053942,4.245584726803905,1.59334666651341,0.935483870967742,0.125,0.3218363845902471,0.9,0.2614836054890424,0.29651162790697677,0.899919935948759
58,traditional_quantile,True,219,73,2,0.9120185036918423,0.0958904109589041,0.904109589041096,0.0,0.0091324200913242,0.010101010101010102,0.0009685900096859015,1.6403874822690652,1.5507707390197156,-0.08961674324934954,4.245584726803905,4.428064808491482,0.5345622119815668,0.014185814185814187,0.34973192184486446,0.9,0.04052223691097581,0.0755813953488372,0.8998309758918246
58,ridge,False,219,73,2,0.4908645021909118,0.0821917808219178,0.9178082191780822,1.0,0.0091324200913242,0.0,-0.0091324200913242,1.6403874822690652,1.4605334167446955,-0.17985406552436967,4.245584726803905,1.5515454071590828,1.0,1.0,0.20638299265621782,0.9,0.45915802409369355,0.4941860465116279,0.899919935948759
58,ridge,True,219,73,2,0.5077345912682147,0.0776255707762557,0.9223744292237444,1.0,0.0091324200913242,0.0,-0.0091324200913242,1.6403874822690652,1.5463134390224873,-0.09407404324657787,4.245584726803905,1.6462320298210402,1.0,1.0,0.24469092972782935,0.9,0.24985569851229822,0.28488372093023256,0.899919935948759
58,gradient_boosted_trees,False,219,73,2,0.01595065103981776,0.1095890410958904,0.8904109589041096,1.0,0.0091324200913242,0.0,-0.0091324200913242,1.6403874822690652,1.4787781161884035,-0.16160936608066168,4.245584726803905,1.5318888548067076,0.9953917050691244,0.6666666666666666,0.004392415762522916,0.9,0.8254370938611354,0.8604651162790697,0.899919935948759
58,gradient_boosted_trees,True,219,73,2,0.017494061797114473,0.1187214611872146,0.8812785388127854,1.0,0.0091324200913242,0.0,-0.0091324200913242,1.6403874822690652,1.6622406723317438,0.021853190062678607,4.245584726803905,1.684807038428825,0.944700460829493,0.14285714285714285,0.009020156033169552,0.9,0.10957355031311872,0.14534883720930233,0.8977848945823326
58,mlp,False,219,73,2,0.02148855849366779,0.0639269406392694,0.9360730593607306,1.0,0.0091324200913242,0.0,-0.0091324200913242,1.6403874822690652,1.520248891857079,-0.12013859041198627,4.245584726803905,1.553692097901809,1.0,1.0,0.0021322885188087078,0.9,0.5056696520006703,0.5406976744186046,0.899919935948759
58,mlp,True,219,73,2,0.10898170369705615,0.0639269406392694,0.9360730593607306,0.0,0.0091324200913242,0.00975609756097561,0.0006236774696514093,1.6403874822690652,1.5764222686164553,-0.06396521365260988,4.245584726803905,4.3565333760440685,0.9055299539170506,0.06696428571428571,0.010487015395482715,0.9,0.09869290781462378,0.13372093023255813,0.899919935948759
58,cnn1d,False,219,73,2,0.4624533772870173,0.0502283105022831,0.9497716894977168,1.0,0.0091324200913242,0.0,-0.0091324200913242,1.6403874822690652,1.5529604120812317,-0.08742707018783347,4.245584726803905,1.5866983594979145,0.9815668202764977,0.26666666666666666,0.13267009362032542,0.95,0.5173541417113018,0.5348837209302325,0.9499154879459123
58,cnn1d,True,219,73,2,0.5673055764322288,0.0639269406392694,0.9360730593607306,0.0,0.0091324200913242,0.00975609756097561,0.0006236774696514093,1.6403874822690652,1.4753953580880381,-0.16499212418102704,4.245584726803905,4.338016707140826,0.03686635944700456,0.007120288873843377,0.248715857384986,0.95,0.01735414171130186,0.03488372093023256,0.9499154879459123
58,siamese_cnn_meta,False,219,73,2,0.45089367005312175,0.0730593607305936,0.9269406392694064,1.0,0.0091324200913242,0.0,-0.0091324200913242,1.6403874822690652,1.5478182654209314,-0.0925692168481338,4.245584726803905,1.557543283175473,1.0,1.0,0.14482998959880997,0.9,0.5347394194425308,0.5697674418604651,0.899919935948759
58,siamese_cnn_meta,True,219,73,2,0.5509572450893633,0.1415525114155251,0.8584474885844748,0.0,0.0091324200913242,0.010638297872340425,0.0015058777810162249,1.6403874822690652,1.6288079629891055,-0.011579519279959705,4.245584726803905,4.514978924484696,0.0,0.0068597880273134765,0.27044581478534274,0.9,0.15683244269834473,0.19186046511627908,0.899919935948759
59,traditional_quantile,False,2289,763,36,0.9123323519790645,0.08344255133245959,0.9165574486675404,0.2777777777777778,0.015727391874180863,0.012392755004766444,-0.003334636869414419,1.6083042242117618,1.5054349581308437,-0.10286926608091806,5.355791269302135,4.147010546244171,0.7134191448439118,0.09528912058305085,0.3455789828137262,0.9,0.2664362408358829,0.3014705882352941,0.8999018645731109
59,traditional_quantile,True,2289,763,36,0.9096063678988114,0.09785932721712538,0.9021406727828746,0.1388888888888889,0.015727391874180863,0.015012106537530266,-0.0007152853366505976,1.6083042242117618,1.6234478331114044,0.015143608899642613,5.355791269302135,4.696833789198556,0.5732973319524585,0.019504244988189257,0.3563272090195177,0.9,0.060477560340459376,0.09558823529411764,0.8996837858466906
59,ridge,False,2289,763,36,0.49299330704402244,0.08781127129750983,0.9121887287024901,0.6111111111111112,0.015727391874180863,0.006704980842911878,-0.009022411031268985,1.6083042242117618,1.4945212940260149,-0.11378293018574692,5.355791269302135,1.8032177729878491,0.8360087784188983,0.3244562587366612,0.20966241126061483,0.9,0.4282009467182359,0.4632352941176471,0.8999018645731109
59,ridge,True,2289,763,36,0.5471058493099275,0.04849279161205767,0.9515072083879423,0.0,0.015727391874180863,0.01652892561983471,0.0008015337456538478,1.6083042242117618,1.6077116624500398,-0.0005925617617219547,5.355791269302135,5.479468596285945,0.25892636977856687,0.010177282413637702,0.24883903008192154,0.95,0.06336517924147088,0.08088235294117647,0.9499509322865555
59,gradient_boosted_trees,False,2289,763,36,0.01751081306171792,0.10091743119266056,0.8990825688073394,0.5833333333333334,0.015727391874180863,0.007288629737609329,-0.008438762136571534,1.6083042242117618,1.5610757360975307,-0.04722848811423108,5.355791269302135,1.8454939632316578,0.7829005770084332,0.3657000933829154,0.012542717193057355,0.9,0.9208480055417654,0.9558823529411765,0.8999018645731109
59,gradient_boosted_trees,True,2289,763,36,0.021491822471602834,0.10397553516819572,0.8960244648318043,0.05555555555555555,0.015727391874180863,0.01657727937591419,0.0008498875017333256,1.6083042242117618,1.5925782613172341,-0.015725962894527656,5.355791269302135,5.500982536355559,0.33519504857720567,0.01173971025085256,0.015758783868322607,0.9,0.11937741730647117,0.15441176470588236,0.8999018645731109
59,mlp,False,2289,763,36,0.020173186598468663,0.10222804718217562,0.8977719528178244,0.5833333333333334,0.015727391874180863,0.0072992700729927005,-0.008428121801188163,1.6083042242117618,1.5813253837069938,-0.026978840504767954,5.355791269302135,1.8561489090372199,0.7639443704690043,0.49809102224583074,0.011118710082992036,0.9,0.47967153495352993,0.5147058823529411,0.8999018645731109
59,mlp,True,2289,763,36,0.39197992657585107,0.09392747924858016,0.9060725207514199,0.1111111111111111,0.015727391874180863,0.015429122468659595,-0.0002982694055212679,1.6083042242117618,1.630877168702991,0.022572944491229263,5.355791269302135,5.385982838314092,0.4661069191695024,0.06968535209030069,0.10317909859599758,0.9,0.08996565260058881,0.125,0.8999018645731109
