pair_id,run,stave,dynamic_index,control_index,match_distance,saturation_boundary,baseline_boundary
57:B2:931,57,B2,537544,537026,0.36754665486144644,False,True
57:B2:932,57,B2,537564,537559,0.8808520114618219,False,True
57:B2:933,57,B2,537567,544197,0.835574088695337,False,True
57:B2:934,57,B2,537575,531487,1.007012207113616,False,True
57:B2:935,57,B2,537580,540134,1.917855683183758,False,True
57:B2:936,57,B2,537590,539367,2.468715919316678,True,True
57:B2:937,57,B2,537597,533289,0.6791279642777206,False,True
57:B2:938,57,B2,537620,544197,1.131346989569463,False,True
57:B2:939,57,B2,537625,533030,0.7638567081283509,False,True
57:B2:940,57,B2,537666,535579,0.5630579593613053,False,True
57:B2:941,57,B2,537669,532243,0.7860928156831736,False,True
57:B2:942,57,B2,537686,533030,2.0878007337755657,False,True
57:B2:943,57,B2,537708,533030,1.5846236332464316,False,True
57:B2:944,57,B2,537713,535202,0.6952345863432218,False,True
57:B2:945,57,B2,537715,535595,0.5483715089350724,False,True
57:B2:946,57,B2,537735,534599,0.6411157295782366,False,True
57:B2:947,57,B2,537738,544560,0.47758008895680504,False,True
57:B2:948,57,B2,537744,537716,0.9201444058121148,False,True
57:B2:949,57,B2,537760,546790,0.819828833189807,False,True
57:B2:950,57,B2,537768,533030,2.398356912558447,False,True
57:B2:951,57,B2,537773,540134,1.3931610363536133,False,True
57:B2:952,57,B2,537797,540134,2.311345156336017,False,True
57:B2:953,57,B2,537806,544763,0.17886087579795373,False,True
57:B2:954,57,B2,537807,537716,0.8704423153770674,False,True
57:B2:955,57,B2,537812,538003,0.22243860790131914,False,True
57:B2:956,57,B2,537818,544197,2.3390923932956045,False,True
57:B2:957,57,B2,537846,540600,0.7675357533980272,True,True
57:B2:958,57,B2,537872,531008,0.6114972397817836,False,True
57:B2:959,57,B2,537883,545893,0.7006013813975571,False,True
57:B2:960,57,B2,537886,545859,0.5534758294720717,False,True
57:B2:961,57,B2,537900,546963,0.4141937218255204,False,True
57:B2:962,57,B2,537902,540134,2.2693760430191374,False,True
57:B2:963,57,B2,537907,544197,2.289870322515998,False,True
57:B2:964,57,B2,537908,544197,1.1821648813012702,False,True
57:B2:965,57,B2,537910,542855,0.6072286214624563,False,True
57:B2:966,57,B2,537915,538329,0.526982332292576,False,True
57:B2:967,57,B2,537924,538208,0.41858331692177997,False,True
57:B2:968,57,B2,537927,544197,0.914359941164169,False,True
57:B2:969,57,B2,537928,546193,0.9377801554021882,False,True
57:B2:970,57,B2,537933,546135,0.7556067590449888,False,True
57:B2:971,57,B2,537947,535031,1.9346107712122618,False,True
57:B2:972,57,B2,537956,534735,1.3254780820237935,False,True
57:B2:973,57,B2,537957,533030,2.4457409552133753,False,True
57:B2:974,57,B2,537959,532185,0.39534989553896355,False,True
57:B2:975,57,B2,537966,540134,0.7249500118768036,False,True
57:B2:976,57,B2,537968,533030,2.0454549062494642,False,True
57:B2:977,57,B2,537971,538755,1.3503392143251676,False,True
57:B2:978,57,B2,537973,532243,0.5607378206233384,False,True
57:B2:979,57,B2,537979,540134,1.8114467170959496,False,True
57:B2:980,57,B2,537986,535031,0.18704193653898224,False,True
57:B2:981,57,B2,537994,535595,0.935714343706169,False,True
57:B2:982,57,B2,538005,534893,0.38618000659405866,False,True
57:B2:983,57,B2,538014,540134,2.418144107440914,False,True
57:B2:984,57,B2,538032,535031,1.8558091763527023,False,True
57:B2:985,57,B2,538034,540134,1.0154185229416433,False,True
57:B2:986,57,B2,538040,535595,1.5637510510018846,False,True
57:B2:987,57,B2,538042,534735,1.1046896923234435,False,True
57:B2:988,57,B2,538043,537365,0.532120135155732,False,True
57:B2:989,57,B2,538046,532243,0.31534091468998604,False,True
57:B2:990,57,B2,538047,532749,0.6422805914177023,False,True
57:B2:991,57,B2,538049,538171,0.27923237723678895,False,True
57:B2:992,57,B2,538058,543675,0.5127023924449605,False,True
57:B2:993,57,B2,538068,543741,1.2930256856398423,False,True
57:B2:994,57,B2,538074,535064,1.6002379397754707,False,True
57:B2:995,57,B2,538079,537026,0.5793556114659222,False,True
57:B2:996,57,B2,538080,546279,0.4439084877450083,False,True
57:B2:997,57,B2,538084,544197,1.6277312599885758,False,True
57:B2:998,57,B2,538098,540590,2.5949713811568955,False,True
57:B2:999,57,B2,538108,540134,1.1642037934056146,False,True
57:B2:1000,57,B2,538109,540134,1.5780308119643325,False,True
57:B2:1001,57,B2,538113,533030,1.0586306611619754,False,True
57:B2:1002,57,B2,538117,539376,0.7487672757293106,False,True
57:B2:1003,57,B2,538121,531688,1.3701809199416883,False,True
57:B2:1004,57,B2,538126,540590,0.19421237527438004,False,True
57:B2:1005,57,B2,538134,538765,0.16769141592840764,False,True
57:B2:1006,57,B2,538137,534893,0.6006099924166002,False,True
57:B2:1007,57,B2,538141,545893,0.8228065908906151,False,True
57:B2:1008,57,B2,538142,544792,0.223086934807594,False,True
57:B2:1009,57,B2,538164,531900,0.7382259963263473,False,True
57:B2:1010,57,B2,538173,535031,1.5694002649707008,False,True
57:B2:1011,57,B2,538175,538844,0.6979877174728674,False,True
57:B2:1012,57,B2,538176,534225,0.5322343057972878,False,True
57:B2:1013,57,B2,538180,544197,1.2632045620988093,False,True
57:B2:1014,57,B2,538193,544197,2.2876700328273745,False,True
57:B2:1015,57,B2,538207,546032,0.7510059103723491,False,True
57:B2:1016,57,B2,538214,540134,0.8877299956883714,False,True
57:B2:1017,57,B2,538216,533289,0.7868424181259593,False,True
57:B2:1018,57,B2,538217,544197,2.1592932617892076,False,True
57:B2:1019,57,B2,538218,540134,1.4544161639576243,False,True
57:B2:1020,57,B2,538219,531308,0.7982287048727753,False,True
57:B2:1021,57,B2,538233,538749,0.7863419684037707,False,True
57:B2:1022,57,B2,538246,539716,1.1039204687020847,False,True
57:B2:1023,57,B2,538248,537716,0.9329939400956786,False,True
57:B2:1024,57,B2,538251,533030,1.8575255958300452,False,True
57:B2:1025,57,B2,538255,533289,0.9655000131651092,False,True
57:B2:1026,57,B2,538267,532665,0.3495890185710663,False,True
57:B2:1027,57,B2,538281,534325,0.558618877350762,False,True
57:B2:1028,57,B2,538285,542272,0.8192184787375747,False,True
57:B2:1029,57,B2,538286,543255,0.46220258954951815,False,True
57:B2:1030,57,B2,538287,534893,0.44807181752503294,False,True
57:B2:1031,57,B2,538297,540134,2.1251503781687466,False,True
57:B2:1032,57,B2,538305,540134,1.4044402656564303,False,True
57:B2:1033,57,B2,538310,540134,2.4247827496447254,False,True
57:B2:1034,57,B2,538325,531688,1.4972024981753855,False,True
57:B2:1035,57,B2,538327,535031,1.3245959342739222,False,True
57:B2:1036,57,B2,538333,531688,0.4020017960203743,False,True
57:B2:1037,57,B2,538334,533544,0.9754173859390345,False,True
57:B2:1038,57,B2,538337,544197,2.1584368151977205,False,True
57:B2:1039,57,B2,538353,544197,2.841277225917242,False,True
57:B2:1040,57,B2,538361,545893,0.939551883983678,False,True
57:B2:1041,57,B2,538380,537026,0.6793148744790743,False,True
57:B2:1042,57,B2,538383,534599,0.7856100727122545,False,True
57:B2:1043,57,B2,538403,543856,0.2945738077901617,False,True
57:B2:1044,57,B2,538411,533030,1.6975484626157555,False,True
57:B2:1045,57,B2,538412,544197,1.270863114080463,False,True
57:B2:1046,57,B2,538418,535031,2.2853621195403035,False,True
57:B2:1047,57,B2,538446,541633,0.7118716904561194,False,True
57:B2:1048,57,B2,538449,543741,0.9100737747451074,False,True
57:B2:1049,57,B2,538470,537559,0.5349242418726854,False,True
57:B2:1050,57,B2,538472,546762,0.17690886703537623,False,True
57:B2:1051,57,B2,538475,533289,0.7777709004603829,False,True
57:B2:1052,57,B2,538476,546135,0.6168241288028634,False,True
57:B2:1053,57,B2,538479,543758,0.5424860589690805,False,True
57:B2:1054,57,B2,538484,537026,1.3044986646081693,False,True
57:B2:1055,57,B2,538497,544197,2.013986256746633,False,True
57:B2:1056,57,B2,538499,537452,0.6500764446066916,False,True
57:B2:1057,57,B2,538504,532635,1.0977522697267614,False,True
57:B2:1058,57,B2,538520,541305,0.3752687197257721,False,True
57:B2:1059,57,B2,538527,531688,0.25534250162747135,False,True
57:B2:1060,57,B2,538528,535202,0.6314559825662153,False,True
57:B2:1061,57,B2,538547,537906,0.8642890040977438,False,True
57:B2:1062,57,B2,538557,543741,0.8854862033213668,False,True
57:B2:1063,57,B2,538588,533289,0.6915640427582784,False,True
57:B2:1064,57,B2,538589,544560,0.5290577442434852,False,True
57:B2:1065,57,B2,538592,535202,0.35479870196326285,False,True
57:B2:1066,57,B2,538611,539190,0.2731374197971505,False,True
57:B2:1067,57,B2,538616,535031,0.5867736435659483,False,True
57:B2:1068,57,B2,538617,542931,0.17747862919387614,False,True
57:B2:1069,57,B2,538620,540134,1.2150128601468984,False,True
57:B2:1070,57,B2,538633,533030,0.37248825575290007,False,True
57:B2:1071,57,B2,538634,533030,1.7175041741167434,False,True
57:B2:1072,57,B2,538636,546807,0.1916426424832233,False,True
57:B2:1073,57,B2,538660,533030,0.979800841355316,False,True
57:B2:1074,57,B2,538672,534225,1.3141241085843347,False,True
57:B2:1075,57,B2,538674,530552,0.4824636452892061,True,True
57:B2:1076,57,B2,538676,542855,0.34084600626785716,False,True
57:B2:1077,57,B2,538681,540970,0.3375788235142827,False,True
57:B2:1078,57,B2,538700,541633,0.5291837995283686,False,True
57:B2:1079,57,B2,538710,544197,1.960557176946374,False,True
57:B2:1080,57,B2,538713,533030,0.9873818069468608,False,True
57:B2:1081,57,B2,538721,540134,0.9581260400648192,False,True
57:B2:1082,57,B2,538729,543741,0.5476915182972099,False,True
57:B2:1083,57,B2,538735,546704,0.3731943067056714,False,True
57:B2:1084,57,B2,538740,534325,0.4952755256816708,False,True
57:B2:1085,57,B2,538741,534119,0.9083404000703508,False,True
57:B2:1086,57,B2,538746,540134,0.595269493898156,False,True
57:B2:1087,57,B2,538756,533030,1.8704157761462434,False,True
57:B2:1088,57,B2,538758,544197,2.2438516751225905,False,True
57:B2:1089,57,B2,538769,537716,0.944920243069743,False,True
57:B2:1090,57,B2,538777,534893,0.7057607144803195,False,True
57:B2:1091,57,B2,538785,545893,0.8582815055137876,False,True
57:B2:1092,57,B2,538787,537690,0.953517169087105,False,True
57:B2:1093,57,B2,538796,534893,0.4331586218033101,False,True
57:B2:1094,57,B2,538803,540134,1.9085798375967424,False,True
57:B2:1095,57,B2,538811,534893,0.3807930870017872,False,True
57:B2:1096,57,B2,538813,533030,2.1918154270542334,False,True
57:B2:1097,57,B2,538828,539376,1.0740767379410427,False,True
57:B2:1098,57,B2,538829,540134,2.511797546492488,False,True
57:B2:1099,57,B2,538832,540134,2.1083416502648022,False,True
57:B2:1100,57,B2,538834,541633,0.7384341347587037,False,True
57:B2:1101,57,B2,538841,533030,1.4419003161042498,False,True
57:B2:1102,57,B2,538850,533030,1.2920445887283813,False,True
57:B2:1103,57,B2,538855,537026,2.064178843983872,False,True
57:B2:1104,57,B2,538859,542272,0.814629456012446,False,True
57:B2:1105,57,B2,538867,533030,2.598064080982932,False,True
57:B2:1106,57,B2,538872,533030,1.9640502714780605,False,True
57:B2:1107,57,B2,538875,540590,0.9773430948602141,False,True
57:B2:1108,57,B2,538887,533030,0.8836163746476796,False,True
57:B2:1109,57,B2,538890,541876,0.27664439820049475,False,True
57:B2:1110,57,B2,538892,533289,0.7916181247296616,False,True
57:B2:1111,57,B2,538894,540134,1.688013789579902,False,True
57:B2:1112,57,B2,538916,537452,0.7674343191269565,False,True
57:B2:1113,57,B2,538921,530660,0.5876417959084458,True,True
57:B2:1114,57,B2,538923,537026,1.3011982487507967,False,True
57:B2:1115,57,B2,538928,544197,1.0201454818142395,False,True
57:B2:1116,57,B2,538932,531301,0.5677620045949217,False,True
57:B2:1117,57,B2,538940,545994,0.5734418506545621,False,True
57:B2:1118,57,B2,538960,533030,2.542910797148446,False,True
57:B2:1119,57,B2,538963,541132,0.923080583244967,False,True
57:B2:1120,57,B2,538964,534599,0.2888339094864902,False,True
57:B2:1121,57,B2,538974,545893,0.8411278692903208,False,True
57:B2:1122,57,B2,538977,532507,0.5212772568486855,False,True
57:B2:1123,57,B2,538979,533289,1.1079707628375575,False,True
57:B2:1124,57,B2,538980,540134,2.1854182840916945,False,True
57:B2:1125,57,B2,538981,544197,1.999720220278935,False,True
57:B2:1126,57,B2,538994,539376,0.6681697427278372,False,True
57:B2:1127,57,B2,539011,534366,1.0536386674406915,False,True
57:B2:1128,57,B2,539015,540134,1.3723995985914859,False,True
57:B2:1129,57,B2,539025,544197,1.0885379811454228,False,True
57:B2:1130,57,B2,539028,541633,0.7420926977519782,False,True
57:B2:1131,57,B2,539032,540134,2.456740485315726,False,True
57:B2:1132,57,B2,539033,540134,1.849830925290529,False,True
57:B2:1133,57,B2,539038,540134,0.959932736011866,False,True
57:B2:1134,57,B2,539041,531688,1.1464808294183357,False,True
57:B2:1135,57,B2,539044,533289,0.6550349721211938,False,True
57:B2:1136,57,B2,539065,533030,1.398844909381687,False,True
57:B2:1137,57,B2,539068,538329,0.44779273747879006,False,True
57:B2:1138,57,B2,539083,532373,0.6384450249368971,False,True
57:B2:1139,57,B2,539091,544197,2.289559443183818,False,True
57:B2:1140,57,B2,539107,544197,1.9426679256896595,False,True
57:B2:1141,57,B2,539108,536626,1.1541135300340135,False,True
57:B2:1142,57,B2,539109,533289,0.9706958020264472,False,True
57:B2:1143,57,B2,539127,544197,2.4782484497528774,False,True
57:B2:1144,57,B2,539129,540253,0.5195592040591922,False,True
57:B2:1145,57,B2,539146,540134,2.2258078112142923,False,True
57:B2:1146,57,B2,539151,535031,2.104469835037526,False,True
57:B2:1147,57,B2,539158,544197,2.359896695345473,False,True
57:B2:1148,57,B2,539164,537026,2.0128471795101004,False,True
57:B2:1149,57,B2,539180,537206,0.9377540589344711,False,True
57:B2:1150,57,B2,539185,534225,0.9252966121593456,False,True
57:B2:1151,57,B2,539197,539168,0.5224382390112216,False,True
57:B2:1152,57,B2,539201,540134,1.99084429270307,False,True
57:B2:1153,57,B2,539205,540134,1.9285248802660215,False,True
57:B2:1154,57,B2,539206,535031,0.9344112899825807,False,True
57:B2:1155,57,B2,539213,541498,0.6989819308558032,False,True
57:B2:1156,57,B2,539223,533030,2.263172675808362,False,True
57:B2:1157,57,B2,539227,540134,1.7536443732845926,False,True
57:B2:1158,57,B2,539238,540134,1.8871355512608792,False,True
57:B2:1159,57,B2,539249,542255,0.7120191694645549,False,True
57:B2:1160,57,B2,539258,546807,0.5138036680464398,False,True
57:B2:1161,57,B2,539266,544792,0.7439804358624922,False,True
57:B2:1162,57,B2,539267,535031,0.9340373358960291,False,True
57:B2:1163,57,B2,539275,533341,0.3803494454589793,False,True
57:B2:1164,57,B2,539285,537026,1.1068617690647282,False,True
57:B2:1165,57,B2,539298,540827,0.6249048409903192,False,True
57:B2:1166,57,B2,539312,533030,1.6798177398680654,False,True
57:B2:1167,57,B2,539316,543741,0.7194177790195163,False,True
57:B2:1168,57,B2,539320,545994,0.5715895689029775,False,True
57:B2:1169,57,B2,539323,532609,0.4773545447687294,False,True
57:B2:1170,57,B2,539327,538329,0.6870385779336925,False,True
57:B2:1171,57,B2,539344,533030,1.5778811955827508,False,True
57:B2:1172,57,B2,539360,542806,0.7998541980230947,False,True
57:B2:1173,57,B2,539362,531688,1.2579406059701284,False,True
57:B2:1174,57,B2,539377,531688,0.4889287934748851,False,True
57:B2:1175,57,B2,539399,535656,0.39211976870730914,False,True
57:B2:1176,57,B2,539422,533030,2.3832341436467637,False,True
57:B2:1177,57,B2,539430,545152,0.47892551926415594,False,True
57:B2:1178,57,B2,539440,535031,1.1530309688003966,False,True
57:B2:1179,57,B2,539441,533030,1.8227369712422532,False,True
57:B2:1180,57,B2,539449,533030,2.2611543008746247,False,True
57:B2:1181,57,B2,539454,535046,0.19976522981564787,False,True
57:B2:1182,57,B2,539455,541639,0.37620848105466115,False,True
57:B2:1183,57,B2,539466,531038,0.5990358952388047,False,True
57:B2:1184,57,B2,539467,542009,0.6797124900561285,False,True
57:B2:1185,57,B2,539473,544560,0.6932047166218593,False,True
57:B2:1186,57,B2,539479,540134,1.317529330374503,False,True
57:B2:1187,57,B2,539500,543741,0.9196133757321338,False,True
57:B2:1188,57,B2,539509,543132,0.0784790294912066,False,True
57:B2:1189,57,B2,539518,534681,0.5689546419398523,False,True
57:B2:1190,57,B2,539521,542340,1.3328262895642013,True,True
57:B2:1191,57,B2,539532,544792,0.5386128502384447,False,True
57:B2:1192,57,B2,539549,537906,1.1152328411296601,False,True
57:B2:1193,57,B2,539552,531900,0.48609698478958213,False,True
57:B2:1194,57,B2,539555,532635,0.5085730536237031,False,True
57:B2:1195,57,B2,539567,538053,0.1950228799791704,False,True
57:B2:1196,57,B2,539572,545152,0.7868343006312487,False,True
57:B2:1197,57,B2,539577,540134,1.5285419634918287,False,True
57:B2:1198,57,B2,539584,540134,1.9098603538483565,False,True
57:B2:1199,57,B2,539585,540134,1.9878444568600855,False,True
57:B2:1200,57,B2,539586,542186,0.5340165264445849,False,True
57:B2:1201,57,B2,539588,539693,0.45959475727554094,False,True
57:B2:1202,57,B2,539607,534950,1.5359558486695424,False,True
57:B2:1203,57,B2,539609,535031,0.4443731197792783,False,True
57:B2:1204,57,B2,539611,540134,2.358552747585655,False,True
57:B2:1205,57,B2,539622,540134,2.5908822197885226,False,True
57:B2:1206,57,B2,539624,543439,0.7977057415374516,False,True
57:B2:1207,57,B2,539631,544197,2.6712501077885946,False,True
57:B2:1208,57,B2,539634,534225,0.9422234930937596,False,True
57:B2:1209,57,B2,539636,535031,1.5948035459667025,False,True
57:B2:1210,57,B2,539651,537906,0.8471804603555642,False,True
57:B2:1211,57,B2,539655,541132,0.7748577782050354,False,True
57:B2:1212,57,B2,539660,533030,2.401822233793148,False,True
57:B2:1213,57,B2,539675,535031,1.2405916233896748,False,True
57:B2:1214,57,B2,539684,535595,0.2888101355333391,False,True
57:B2:1215,57,B2,539689,538270,0.15331030802431572,False,True
57:B2:1216,57,B2,539690,533030,2.2973465746413675,False,True
57:B2:1217,57,B2,539703,531688,1.7039055986241125,False,True
57:B2:1218,57,B2,539707,544043,0.5128487876421286,False,True
57:B2:1219,57,B2,539713,537026,0.4411891126120478,False,True
57:B2:1220,57,B2,539724,533030,2.0700512774969213,False,True
57:B2:1221,57,B2,539731,537906,0.25245625144196293,False,True
57:B2:1222,57,B2,539733,540134,1.9114811449695865,False,True
57:B2:1223,57,B2,539736,533030,2.3076948869005287,False,True
57:B2:1224,57,B2,539747,532871,0.12224020252998112,False,True
57:B2:1225,57,B2,539762,537481,0.8087425195837279,False,True
57:B2:1226,57,B2,539772,531688,0.3720627386489865,False,True
57:B2:1227,57,B2,539801,532243,0.3838969848574577,False,True
57:B2:1228,57,B2,539808,533030,1.471108476302169,False,True
57:B2:1229,57,B2,539813,534225,0.3776549494691002,False,True
57:B2:1230,57,B2,539824,541627,0.9010131018784949,False,True
57:B2:1231,57,B2,539825,537309,0.492994500107247,False,True
57:B2:1232,57,B2,539837,539376,1.2519399296738272,False,True
57:B2:1233,57,B2,539855,544792,1.363369060392942,False,True
57:B2:1234,57,B2,539861,533030,1.281314154519823,False,True
57:B2:1235,57,B2,539864,535031,1.0790411068694596,False,True
57:B2:1236,57,B2,539870,540134,2.0899762186567656,False,True
57:B2:1237,57,B2,539871,539334,0.5442184142647873,False,True
57:B2:1238,57,B2,539887,532749,0.8204095907611936,False,True
57:B2:1239,57,B2,539903,544559,0.8625157335302159,False,True
57:B2:1240,57,B2,539921,537452,0.8035355760214138,False,True
57:B2:1241,57,B2,539929,535903,0.2178531838607844,False,True
57:B2:1242,57,B2,539931,540955,0.4810465485453971,False,True
57:B2:1243,57,B2,539942,544560,0.6035781537160937,False,True
57:B2:1244,57,B2,539946,535656,0.6255911350673568,False,True
57:B2:1245,57,B2,539951,533289,0.9104478881178297,False,True
57:B2:1246,57,B2,539962,543741,1.0575649896071533,False,True
57:B2:1247,57,B2,539968,544593,0.4495998170024112,False,True
57:B2:1248,57,B2,539981,544197,2.1734389963817793,False,True
57:B2:1249,57,B2,539985,543741,1.0544288583957138,False,True
57:B2:1250,57,B2,539990,534225,0.5516048978819899,False,True
57:B2:1251,57,B2,540010,535117,0.6178479891575596,False,True
57:B2:1252,57,B2,540011,544197,1.6774463444788266,False,True
57:B2:1253,57,B2,540016,544197,1.4974964160919062,False,True
57:B2:1254,57,B2,540027,531688,1.4999002233753862,False,True
57:B2:1255,57,B2,540030,544197,1.229294950541881,False,True
57:B2:1256,57,B2,540032,545859,0.29975234050117733,False,True
57:B2:1257,57,B2,540033,542255,1.1859349046023944,False,True
57:B2:1258,57,B2,540034,539376,0.7542628000638292,False,True
57:B2:1259,57,B2,540036,546807,0.16127356925313172,False,True
57:B2:1260,57,B2,540039,544197,1.5629419465163372,False,True
57:B2:1261,57,B2,540042,535202,0.7624534735231715,False,True
57:B2:1262,57,B2,540043,535595,0.41898625803961964,False,True
57:B2:1263,57,B2,540045,542806,0.7296486893700044,False,True
57:B2:1264,57,B2,540050,534119,0.5532190295823205,False,True
57:B2:1265,57,B2,540066,535202,0.5009578953902553,False,True
57:B2:1266,57,B2,540072,535202,0.9891304762580337,False,True
57:B2:1267,57,B2,540077,534119,0.8718776896690419,False,True
57:B2:1268,57,B2,540080,538225,0.5202891906583821,False,True
57:B2:1269,57,B2,540093,534366,0.9366489003271122,False,True
57:B2:1270,57,B2,540094,541633,0.9198183384150765,False,True
57:B2:1271,57,B2,540095,537906,1.057913347726703,False,True
57:B2:1272,57,B2,540101,533544,0.7810691787129906,False,True
57:B2:1273,57,B2,540118,533030,2.553974123588685,False,True
57:B2:1274,57,B2,540149,539376,0.6537921122509267,False,True
57:B2:1275,57,B2,540151,537720,0.6691887862106282,False,True
57:B2:1276,57,B2,540159,533030,2.552111142602323,False,True
57:B2:1277,57,B2,540160,541225,0.2768623879215639,False,True
57:B2:1278,57,B2,540162,544593,0.294503069753955,False,True
57:B2:1279,57,B2,540163,535031,0.6959333414577076,False,True
57:B2:1280,57,B2,540164,540928,0.6051172695150325,True,True
57:B2:1281,57,B2,540184,541633,0.5339552405391209,False,True
57:B2:1282,57,B2,540186,535031,1.8100713882977755,False,True
57:B2:1283,57,B2,540188,535370,0.4677346845716982,False,True
57:B2:1284,57,B2,540193,538208,0.2714320108417579,False,True
57:B2:1285,57,B2,540194,540134,1.8987392670571195,False,True
57:B2:1286,57,B2,540213,541297,0.19753643466060467,False,True
57:B2:1287,57,B2,540222,538329,0.555563544242081,False,True
57:B2:1288,57,B2,540230,533030,2.0117775091692844,False,True
57:B2:1289,57,B2,540232,535031,0.44298298704883454,False,True
57:B2:1290,57,B2,540234,540134,0.7631217474248915,False,True
57:B2:1291,57,B2,540238,533030,1.7190805815695167,False,True
57:B2:1292,57,B2,540239,533030,1.8531443447033662,False,True
57:B2:1293,57,B2,540250,540134,1.182207238545622,False,True
57:B2:1294,57,B2,540257,533289,0.7380308280095031,False,True
57:B2:1295,57,B2,540260,538063,0.1295223527339624,False,True
57:B2:1296,57,B2,540267,544197,1.9102443263201303,False,True
57:B2:1297,57,B2,540268,537906,1.227842466414193,False,True
57:B2:1298,57,B2,540284,540134,1.6596516612161043,False,True
57:B2:1299,57,B2,540296,530772,0.712470398395581,False,True
57:B2:1300,57,B2,540312,532373,0.6318242754675545,False,True
57:B2:1301,57,B2,540318,535903,0.08199206126602633,False,True
57:B2:1302,57,B2,540321,535595,0.5247909098021616,False,True
57:B2:1303,57,B2,540322,539432,0.2965971575517991,False,True
57:B2:1304,57,B2,540331,537102,0.7167137383662411,False,True
57:B2:1305,57,B2,540332,541627,0.791867263060255,False,True
57:B2:1306,57,B2,540333,540134,0.9479200569905282,False,True
57:B2:1307,57,B2,540336,545152,0.5734614066698779,False,True
57:B2:1308,57,B2,540343,546193,0.9465875620527685,False,True
57:B2:1309,57,B2,540345,540134,2.0383744734459652,False,True
57:B2:1310,57,B2,540348,535595,1.3337407903784648,False,True
57:B2:1311,57,B2,540349,542527,0.43717568669900697,False,False
57:B2:1312,57,B2,540351,535031,0.37687543339854496,False,True
57:B2:1313,57,B2,540361,535579,0.45295776921365866,False,True
57:B2:1314,57,B2,540368,545152,0.7795134486191109,False,True
57:B2:1315,57,B2,540386,534599,0.8523935859590059,False,True
57:B2:1316,57,B2,540389,533289,0.7486901666715864,False,True
57:B2:1317,57,B2,540396,540134,2.0542816092807397,False,True
57:B2:1318,57,B2,540401,539190,0.5903513582200374,False,True
57:B2:1319,57,B2,540426,535949,1.3076334566314554,False,True
57:B2:1320,57,B2,540427,535031,1.154370312236351,False,True
57:B2:1321,57,B2,540438,541876,0.6069741861131591,False,True
57:B2:1322,57,B2,540442,540590,0.9648893717221486,False,True
57:B2:1323,57,B2,540454,535595,0.43418935182999285,False,True
57:B2:1324,57,B2,540459,544792,0.9591534206042355,False,True
57:B2:1325,57,B2,540469,535595,0.5626039800640052,False,True
57:B2:1326,57,B2,540477,535202,0.6868437359682119,False,True
57:B2:1327,57,B2,540483,535949,0.5943261795053655,False,True
57:B2:1328,57,B2,540493,541498,0.6366116446079602,False,True
57:B2:1329,57,B2,540497,540134,1.0083622958278675,False,True
57:B2:1330,57,B2,540501,537026,1.7866568452424074,False,True
57:B2:1331,57,B2,540518,537206,0.38458243498624206,False,True
57:B2:1332,57,B2,540521,544197,1.7060593224735332,False,True
57:B2:1333,57,B2,540522,544043,0.5498758441247694,False,True
57:B2:1334,57,B2,540530,543439,0.8373959874820542,False,True
57:B2:1335,57,B2,540537,537906,1.3444091260135707,False,True
57:B2:1336,57,B2,540542,535595,0.8348092700698946,False,True
57:B2:1337,57,B2,540566,541633,0.7840540101437873,False,True
57:B2:1338,57,B2,540578,544197,1.7530490079415855,False,True
57:B2:1339,57,B2,540587,544792,1.1039198841214708,False,True
57:B2:1340,57,B2,540588,535202,0.8140656103773593,False,True
57:B2:1341,57,B2,540589,542272,0.7495540293303105,False,True
57:B2:1342,57,B2,540594,539190,0.6397284984241868,False,True
57:B2:1343,57,B2,540609,535595,1.0318666207608613,False,True
57:B2:1344,57,B2,540615,544197,1.5534935424085412,False,True
57:B2:1345,57,B2,540619,534225,0.38987091921722883,False,True
57:B2:1346,57,B2,540626,544792,1.2745798390550465,False,True
57:B2:1347,57,B2,540632,535595,0.40390717943554094,False,True
57:B2:1348,57,B2,540633,533030,2.2300940029508265,False,True
57:B2:1349,57,B2,540638,540134,1.5722523840533635,False,True
57:B2:1350,57,B2,540641,534485,0.08449678674461017,False,True
57:B2:1351,57,B2,540643,543741,0.6936272037480887,False,True
57:B2:1352,57,B2,540647,535031,2.094586866057582,False,True
57:B2:1353,57,B2,540648,540134,1.9289461140163027,False,True
57:B2:1354,57,B2,540650,545846,0.461006461852159,False,True
57:B2:1355,57,B2,540669,545994,0.5672865638079299,False,True
57:B2:1356,57,B2,540676,543492,0.6187559101010123,True,True
57:B2:1357,57,B2,540683,541513,0.6008618747923331,False,True
57:B2:1358,57,B2,540685,546807,0.04645762313560212,False,True
57:B2:1359,57,B2,540698,541132,0.539324305971014,False,True
57:B2:1360,57,B2,540707,540970,0.8427843604616321,False,True
57:B2:1361,57,B2,540709,544197,2.1984668029722334,False,True
57:B2:1362,57,B2,540711,534975,0.29880750650674165,False,False
57:B2:1363,57,B2,540712,540970,0.2919912876634734,False,True
57:B2:1364,57,B2,540722,543558,0.49838750426702305,False,True
57:B2:1365,57,B2,540731,540134,1.94854856652562,False,True
57:B2:1366,57,B2,540742,540134,2.069875753687885,False,True
57:B2:1367,57,B2,540744,532185,0.907429474338976,False,True
57:B2:1368,57,B2,540755,540134,1.3437711642707197,False,True
57:B2:1369,57,B2,540761,541944,0.2729741989922921,False,True
57:B2:1370,57,B2,540762,540281,0.5251081316981108,False,True
