path,suffix,matched_keywords,is_root,size_bytes
reports/1781030650.597.5d382001__s03j_selector_timewalk_support/skipped_folds.csv,.csv,ped,False,27
reports/1781014767.1817.342d2609/fig_tagged_random_audit.png,.png,random,False,27466
reports/1781017360.928.15a27ed1/dominant_capped_fold_diagnostics.csv,.csv,ped,False,2420
reports/1781017360.928.15a27ed1/dominant_capped_event_scores.csv,.csv,ped,False,1741987
reports/1781017360.928.15a27ed1/reproduce_capped_all_event_scores.csv,.csv,ped,False,3426053
reports/1781017360.928.15a27ed1/dominant_capped_method_summary.csv,.csv,ped,False,451
reports/1781017360.928.15a27ed1/reproduce_capped_all_method_summary.csv,.csv,ped,False,454
reports/1781017360.928.15a27ed1/dominant_capped_template_summary_by_fold.csv,.csv,ped,False,2868
reports/1781017360.928.15a27ed1/reproduce_capped_all_method_stratum_summary.csv,.csv,ped,False,5067
reports/1781017360.928.15a27ed1/reproduce_capped_all_template_summary_by_fold.csv,.csv,ped,False,2868
reports/1781017360.928.15a27ed1/reproduce_capped_all_fold_diagnostics.csv,.csv,ped,False,2423
reports/1781017360.928.15a27ed1/dominant_capped_analysis_sample.csv,.csv,ped,False,466730
reports/1781017360.928.15a27ed1/reproduce_capped_all_analysis_sample.csv,.csv,ped,False,1051846
reports/1781017360.928.15a27ed1/dominant_capped_method_stratum_summary.csv,.csv,ped,False,1919
reports/1781017360.928.15a27ed1/dominant_capped_leakage_checks.csv,.csv,ped,False,878
reports/1781017360.928.15a27ed1/reproduce_capped_all_leakage_checks.csv,.csv,ped,False,878
reports/1781010192.1271.5e804d02__p01c_repeated_leakage_sentinels/random_row_benchmark.csv,.csv,random,False,443
reports/1781009378.1771.3b9145b2__s16d_sample_i_bstack_pedestal_timing/s16d_sample_i_bstack_pedestal_timing.py,.py,"pedestal,ped",False,35157
reports/1783546942.10898.0a8936fb__s16q_daq_forced_random_pedestal_root/forced_random_daq_audit.csv,.csv,"forced,random",False,9391
reports/1781034306.1188.0470572e__s16i_prepost_tagged_random_ingest/pedestal_preingest_context.csv,.csv,"pedestal,ped",False,954
reports/1781034306.1120.7f5675fd__s16h_forced_random_root_mirror_rerun/forced_random_candidate_inventory.csv,.csv,"forced,random",False,71
reports/1781007587.2616.535e78de/s16e_tagged_random_pedestal.py,.py,"random,pedestal,ped",False,30323
reports/1781007587.2616.535e78de/fig_tagged_random_audit.png,.png,random,False,38852
reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/s16c_pedestal_timing.py,.py,"pedestal,ped",False,34097
reports/1783550545.21741.0e552db2__p04n2_forced_random_bstack_pedestal_root_closure/forced_random_source_inventory.csv,.csv,"forced,random",False,13447
reports/1783550545.21741.0e552db2__p04n2_forced_random_bstack_pedestal_root_closure/forced_random_trigger_inventory.csv,.csv,"forced,random",False,3054
reports/1783604855.13292.5bd05951__s16q_no_pulse_bstack_forced_random_mirror/fig_pedestal_width68_ranking.png,.png,"pedestal,ped",False,97120
reports/1781010419.1274.000b7be0/s16d_forced_trigger_adaptive_strata.py,.py,forced,False,39757
reports/1781043990.570.2c97138c__s16o_no_proxy_pedestal_width_tradeoff/fig_pedestal_width68_ranking.png,.png,"pedestal,ped",False,97050
reports/1781038019.1322.46921ff8__s16m_pseudopedestal_charge_livetime_bias/fig_pedestal_bias_box.png,.png,"pedestal,ped",False,46166
reports/1781038019.1322.46921ff8__s16m_pseudopedestal_charge_livetime_bias/pedestal_estimator_summary.csv,.csv,"pedestal,ped",False,980
reports/1781007587.2596.601c7510__s16d_forced_random_pedestal_run_search/s16d_forced_random_pedestal_run_search.py,.py,"forced,random,pedestal,ped",False,31436
reports/1781035063.930.38bd04a3__s16l_target_excluded_pedestal_timing_risk/fig_pedestal_residuals.png,.png,"pedestal,ped",False,46108
reports/1783548269.15632.5bd03538__p03h_external_pedestal_proxy_validation/external_pedestal_validation.csv,.csv,"pedestal,ped",False,104436
reports/1781109804.807.1aec20e5__s16i_forced_random_pedestal_truth_benchmark/forced_random_source_inventory.csv,.csv,"forced,random",False,43
reports/1781007909.1585.0c094e3c/s16d_forced_random_pedestal_search.py,.py,"forced,random,pedestal,ped",False,37896
reports/1781124602.891.3b6f0ae7__s16n_external_no_pulse_pedestal_closure/fig_pedestal_residuals.png,.png,"pedestal,ped",False,46237
reports/1783568931.24470.56e21d18__s16j_mirror_true_nonbeam_bstack_forced_random/forced_random_daq_audit.csv,.csv,"forced,random",False,9391
reports/1781001221.625922.5a564a7e__s16b_forced_trigger_pedestal_validation/s16b_forced_trigger_pedestal_validation.py,.py,"forced,pedestal,ped",False,34125
reports/1781095392.2104.2cc76ed8__s16k_hidden_mode_independent_truth/forced_random_raw_audit.csv,.csv,"forced,random",False,2174
reports/1781101446.892.139c702a__p04n_forced_random_pedestal_validation/forced_random_source_inventory.csv,.csv,"forced,random",False,14032
reports/1781101446.892.139c702a__p04n_forced_random_pedestal_validation/forced_random_trigger_inventory.csv,.csv,"forced,random",False,3054
reports/1781014246.505.46f447b1/s16g_1781014246_quiet_pseudopedestal.py,.py,"pedestal,ped",False,46606
reports/1783714082.13505.551221eb__p04n3_bstack_trigger_code_semantics/forced_random_source_inventory.csv,.csv,"forced,random",False,16500
reports/1783714082.13505.551221eb__p04n3_bstack_trigger_code_semantics/forced_random_trigger_inventory.csv,.csv,"forced,random",False,3054
reports/1781182736.737.1d9a19c6__s02l_external_atom_handoff_validation/forced_random_inventory.csv,.csv,"forced,random",False,2278
reports/1781014587.1760.7ce2645e/s16e_forced_random_pedestal_no_proxy.py,.py,"forced,random,pedestal,ped",False,35299
reports/1781005319.615.15053b04__p09a_rare_waveform_anomaly_taxonomy/random_baseline_replicates.csv,.csv,random,False,23786
src/ccb_mc_validation/studies/mv7_pedestal.py,.py,"pedestal,ped",False,544
src/ccb_figures/figures/fig14_pedestal.py,.py,"pedestal,ped",False,4537
.python38-packages/numpy/random/tests/__pycache__/test_randomstate_regression.cpython-38.pyc,.pyc,random,False,9134
.python38-packages/numpy/random/tests/__pycache__/test_random.cpython-38.pyc,.pyc,random,False,57671
.python38-packages/numpy/random/tests/__pycache__/test_randomstate.cpython-38.pyc,.pyc,random,False,69367
.python38-packages/numpy/typing/tests/data/reveal/random.pyi,.pyi,random,False,129510
.python38-packages/numpy/typing/tests/data/pass/random.py,.py,random,False,61881
.python38-packages/numpy/typing/tests/data/pass/__pycache__/random.cpython-38.pyc,.pyc,random,False,26635
.python38-packages/numpy/typing/tests/data/fail/random.pyi,.pyi,random,False,2830
.python38-packages/uproot/interpretation/__pycache__/grouped.cpython-38.pyc,.pyc,ped,False,4774
tests/test_digitizer_pedestal_once.py,.py,"pedestal,ped",False,1641
docs/latex/chapters/06_amplitude_energy_pedestal.tex,.tex,"pedestal,ped",False,14909
docs/figures/19_pedestal_comparison.png,.png,"pedestal,ped",False,58319
.python-deps/numpy/random/tests/__pycache__/test_randomstate_regression.cpython-38.pyc,.pyc,random,False,9134
.python-deps/numpy/random/tests/__pycache__/test_random.cpython-38.pyc,.pyc,random,False,57671
.python-deps/numpy/random/tests/__pycache__/test_randomstate.cpython-38.pyc,.pyc,random,False,69367
.python-deps/numpy/typing/tests/data/reveal/random.pyi,.pyi,random,False,129510
.python-deps/numpy/typing/tests/data/pass/random.py,.py,random,False,61881
.python-deps/numpy/typing/tests/data/pass/__pycache__/random.cpython-38.pyc,.pyc,random,False,26635
.python-deps/numpy/typing/tests/data/fail/random.pyi,.pyi,random,False,2830
.python-deps/uproot/interpretation/__pycache__/grouped.cpython-38.pyc,.pyc,ped,False,4774
.venv/lib/python3.11/site-packages/cycler/py.typed,.typed,ped,False,0
.venv/lib/python3.11/site-packages/numpy/py.typed,.typed,ped,False,0
.venv/lib/python3.11/site-packages/numpy/random/tests/test_randomstate_regression.py,.py,random,False,8047
.venv/lib/python3.11/site-packages/numpy/random/tests/test_random.py,.py,random,False,71278
.venv/lib/python3.11/site-packages/numpy/random/tests/test_randomstate.py,.py,random,False,87749
.venv/lib/python3.11/site-packages/numpy/random/lib/libnpyrandom.a,.a,random,False,70870
.venv/lib/python3.11/site-packages/numpy/typing/tests/data/reveal/random.pyi,.pyi,random,False,104296
.venv/lib/python3.11/site-packages/numpy/typing/tests/data/pass/random.py,.py,random,False,61825
.venv/lib/python3.11/site-packages/numpy/typing/tests/data/fail/random.pyi,.pyi,random,False,2903
.venv/lib/python3.11/site-packages/contourpy/py.typed,.typed,ped,False,0
.venv/lib/python3.11/site-packages/narwhals/py.typed,.typed,ped,False,0
.venv/lib/python3.11/site-packages/fontTools/misc/plistlib/py.typed,.typed,ped,False,0
.venv/lib/python3.11/site-packages/PIL/py.typed,.typed,ped,False,0
.venv/lib/python3.11/site-packages/pyparsing/py.typed,.typed,ped,False,0
.venv/lib/python3.11/site-packages/importlib_metadata/py.typed,.typed,ped,False,0
.venv/lib/python3.11/site-packages/matplotlib/py.typed,.typed,ped,False,0
.venv/lib/python3.11/site-packages/sklearn/random_projection.py,.py,random,False,28585
.venv/lib/python3.11/site-packages/sklearn/tests/test_random_projection.py,.py,random,False,19583
.venv/lib/python3.11/site-packages/sklearn/utils/_typedefs.pyx,.pyx,ped,False,428
