max_depth,min_samples_leaf,n_estimators,roc_auc,average_precision,brier
7,15,300,0.9934725824756305,0.9977874576233497,0.02684066097372348
5,20,250,0.9902319829952158,0.9964866727724376,0.034324772048402716
4,25,150,0.9858401366564957,0.9947618996995129,0.04434345920349449
