method,n,amp_bias_median_frac,amp_res68_abs_frac,amp_full_rms_frac,amp_catastrophic_rate,charge_bias_median_frac,charge_res68_abs_frac,charge_full_rms_frac,charge_catastrophic_rate,time_abs68_samples,time_bias_median_samples,tail_bias_median_frac,amp_res68_abs_frac_ci95,charge_res68_abs_frac_ci95,time_abs68_samples_ci95
peak_calibrated,5112,0.0029012753013139166,0.17869763539960437,0.22228858817403724,0.280320813771518,-0.0017011814561861552,0.12565410628092685,0.21988958207969678,0.17625195618153364,0.06017699115044284,-0.00140350877192974,-0.012294588894434855,"[0.1683383620651912, 0.18897040147650637]","[0.11835712464810856, 0.13235406468933267]","[0.05496772821792383, 0.06422110552763804]"
integral_calibrated,5112,0.027761564567077374,0.34503886261124456,0.37697415303533066,0.54518779342723,-0.0017011814561861552,0.12565410628092685,0.21988958207969678,0.17625195618153364,0.06017699115044284,-0.00140350877192974,-0.012294588894434855,"[0.3279035694115004, 0.3612959897610683]","[0.11835712464810856, 0.13235406468933267]","[0.05496772821792383, 0.06422110552763804]"
interpolation_calibrated,5112,0.002900991385014158,0.1786973087713184,0.22228867484672857,0.280320813771518,-0.007036870095023452,0.10383993757326815,0.16389960102726717,0.10856807511737089,0.05172634293263617,-0.011600016249639022,0.00015992109447687808,"[0.16833813968179295, 0.18897025343859075]","[0.09938690676377887, 0.10860959287894424]","[0.04673634647694514, 0.05520434718606228]"
adaptive_template,5112,-0.03302091094559072,0.4327030941617774,0.59445336267572,0.63302034428795,0.0163984620233899,0.376435759862442,0.5396287957824025,0.6279342723004695,3.375223003659126,-0.16959346555474486,0.06562869623000014,"[0.40788728208389313, 0.4509989843321526]","[0.36275433880998764, 0.39343161044493585]","[3.171319068098058, 3.7087185935566307]"
rising_edge_huber,5112,-0.0001014297814058791,0.03484148144959359,0.16998276449095528,0.07296557120500782,0.00012608118392876298,0.02368148404238189,0.15435059227589973,0.0715962441314554,0.06017699115044284,-0.00140350877192974,-0.012294588894434855,"[0.03336150431832757, 0.03613262956591152]","[0.022480354236358857, 0.025287495885663844]","[0.05496772821792383, 0.06422110552763804]"
ml_inpaint_et,5112,-0.0011407088163968375,0.024487222729499276,0.0781953828162712,0.029147104851330204,0.00023581924192723434,0.017430883909371177,0.06664384433904007,0.025821596244131457,0.07317526488913204,-0.011747106025478127,0.0007670517836658175,"[0.023164018865709075, 0.02576133165431096]","[0.016337785821074525, 0.018466095198853266]","[0.06825326196435796, 0.07836185040375407]"
ml_residual_hgb,5112,0.001563676514954761,0.02051927944704644,0.06854680535744528,0.017801251956181534,0.0007596204693681224,0.015400848779832745,0.07121596285780729,0.02034428794992175,0.05172634293263617,-0.011600016249639022,0.00015992109447682257,"[0.0194706405606299, 0.02147194292918902]","[0.014416201587008999, 0.016462889709246427]","[0.04673634647694514, 0.05520434718606228]"
