empirical_amp_template_mse,empirical_amp_template_mse_ci,traditional_cfd_tail_binned_template_mse,traditional_cfd_tail_binned_template_mse_ci,ridge_amp_monotone_mse,ridge_amp_monotone_mse_ci,et_amp_monotone_mse,et_amp_monotone_mse_ci,et_amp_monotone_shuffled_mse,et_amp_monotone_shuffled_mse_ci,ridge_cfd_shape_no_tail_mse,ridge_cfd_shape_no_tail_mse_ci,et_cfd_shape_no_tail_mse,et_cfd_shape_no_tail_mse_ci,et_cfd_shape_no_tail_shuffled_mse,et_cfd_shape_no_tail_shuffled_mse_ci,ridge_full_aggressive_mse,ridge_full_aggressive_mse_ci,et_full_aggressive_mse,et_full_aggressive_mse_ci,et_full_aggressive_shuffled_mse,et_full_aggressive_shuffled_mse_ci,delta_traditional_cfd_tail_binned_template_mse_minus_empirical_amp_template,delta_traditional_cfd_tail_binned_template_mse_minus_empirical_amp_template_ci,delta_ridge_amp_monotone_mse_minus_empirical_amp_template,delta_ridge_amp_monotone_mse_minus_empirical_amp_template_ci,delta_et_amp_monotone_mse_minus_empirical_amp_template,delta_et_amp_monotone_mse_minus_empirical_amp_template_ci,delta_et_amp_monotone_shuffled_mse_minus_empirical_amp_template,delta_et_amp_monotone_shuffled_mse_minus_empirical_amp_template_ci,delta_ridge_cfd_shape_no_tail_mse_minus_empirical_amp_template,delta_ridge_cfd_shape_no_tail_mse_minus_empirical_amp_template_ci,delta_et_cfd_shape_no_tail_mse_minus_empirical_amp_template,delta_et_cfd_shape_no_tail_mse_minus_empirical_amp_template_ci,delta_et_cfd_shape_no_tail_shuffled_mse_minus_empirical_amp_template,delta_et_cfd_shape_no_tail_shuffled_mse_minus_empirical_amp_template_ci,delta_ridge_full_aggressive_mse_minus_empirical_amp_template,delta_ridge_full_aggressive_mse_minus_empirical_amp_template_ci,delta_et_full_aggressive_mse_minus_empirical_amp_template,delta_et_full_aggressive_mse_minus_empirical_amp_template_ci,delta_et_full_aggressive_shuffled_mse_minus_empirical_amp_template,delta_et_full_aggressive_shuffled_mse_minus_empirical_amp_template_ci,delta_et_amp_monotone_mse_minus_shuffled,delta_et_amp_monotone_mse_minus_shuffled_ci,delta_et_cfd_shape_no_tail_mse_minus_shuffled,delta_et_cfd_shape_no_tail_mse_minus_shuffled_ci,delta_et_full_aggressive_mse_minus_shuffled,delta_et_full_aggressive_mse_minus_shuffled_ci,fold,train_group,eval_group,train_runs,eval_runs,train_pulses,eval_pulses
0.047782082970732505,"[0.03388646597191048, 0.0635086733066598]",0.05979758630658844,"[0.04863482773717012, 0.07274267145530851]",0.0627009058944985,"[0.04751074547964706, 0.08040590921446265]",0.060805634650404734,"[0.045358724989602334, 0.07878164122201307]",0.08176481231272162,"[0.06529030522829794, 0.1011000737169506]",0.05330923573395974,"[0.04328359433210382, 0.06471775130386263]",0.01873130923377841,"[0.014662256073036466, 0.023457364335048515]",0.07912302337544032,"[0.0630319460898869, 0.09790912609747023]",0.025104854702187002,"[0.02087586813017018, 0.02989415372767395]",0.016292427413187396,"[0.012627229177961007, 0.020582600201595833]",0.07866858597194638,"[0.062058807278432354, 0.09811843541083694]",0.01201550333585595,"[0.008890064709763463, 0.015058316326851806]",0.014918822923766003,"[0.012484429731075972, 0.017005565461102403]",0.013023551679672233,"[0.010502657269247819, 0.01569101397158097]",0.03398272934198911,"[0.03014793804948564, 0.03779020235153311]",0.005527152763227237,"[0.0010009800953036186, 0.009964376734130587]",-0.029050773736954093,"[-0.03977977056078769, -0.019001850920365184]",0.031340940404707814,"[0.02786608162664774, 0.034763203762796305]",-0.022677228268545506,"[-0.03338046797980445, -0.012180956383097494]",-0.031489655557545106,"[-0.042458756520374716, -0.021032432316934368]",0.03088650300121389,"[0.02711868600204579, 0.03467667278092379]",-0.02095917766231687,"[-0.022503185428896504, -0.019381616227618498]",-0.060391714141661904,"[-0.07375124568602795, -0.047895140886574046]",-0.062376158558759,"[-0.07736217193233282, -0.04878880067932689]",holdout_sample_i,sample_ii_calib,sample_i_analysis,[64],"[44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]",14630,252266
0.038992194449586605,"[0.029041496567139634, 0.04576358442350985]",0.0639938842950225,"[0.05706056241262586, 0.06952909076472896]",0.06837896343757444,"[0.05816585676323124, 0.0761052499965346]",0.07315603211654746,"[0.0625346802173374, 0.08140557488264753]",0.0877570905526367,"[0.07238382390695922, 0.09968063982166893]",0.07304321840053092,"[0.0650007973414335, 0.07986159249427244]",0.033858319924406195,"[0.030981690058192825, 0.03640078185598695]",0.08634070002256829,"[0.07106738304016245, 0.09801987435179157]",0.05220917626501459,"[0.047039872974455596, 0.056725129992992195]",0.03220958940984856,"[0.02958653872719871, 0.03468988717553663]",0.08662993681888309,"[0.07125503522589301, 0.0985328199314224]",0.02500168984543589,"[0.022606909283116188, 0.02823344193135535]",0.029386768987987828,"[0.026392318925041184, 0.03267163755404763]",0.03416383766696086,"[0.03068808222999423, 0.038642709383175385]",0.048764896103050084,"[0.04288569150785722, 0.053903213934238]",0.03405102395094431,"[0.02953636654457951, 0.03808079883356096]",-0.00513387452518041,"[-0.010208836029238463, 0.0024908514211976307]",0.04734850557298168,"[0.04169967021643793, 0.05220741912593916]",0.013216981815427976,"[0.008675690911894853, 0.018724843846712056]",-0.006782605039738055,"[-0.012201975800368406, 0.0010218893783297798]",0.04763774236929647,"[0.04159787637123251, 0.05279442090649239]",-0.01460105843608923,"[-0.02043965377274964, -0.00824044832383633]",-0.052482380098162085,"[-0.0612788548815684, -0.03986142459895121]",-0.05442034740903452,"[-0.0636977520287962, -0.040792052288034834]",holdout_sample_ii,sample_i_calib,sample_ii_analysis,"[31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42]","[58, 59, 60, 61, 62, 63, 65]",248745,125096
