heldout_run,stave,n_heldout_template_pulses,heldout_weight,threshold_5pct,fit_cross_5pct_ns,fit_decay_tau_5pct_ns,fit_ok_5pct,threshold_10pct,fit_cross_10pct_ns,fit_decay_tau_10pct_ns,fit_ok_10pct,threshold_20pct,fit_cross_20pct_ns,fit_decay_tau_20pct_ns,fit_ok_20pct,threshold_noise_floor,fit_cross_noise_floor_ns,fit_decay_tau_noise_floor_ns,fit_ok_noise_floor,train_template_cross_5pct_ns,train_template_cross_10pct_ns,train_template_cross_20pct_ns,train_template_cross_noise_floor_ns
44,B2,1884,0.9244357212953876,0.05,134.67974393645417,52.507174400031985,True,0.1,119.57437118646587,52.507174400031985,True,0.2,98.28454404190268,52.507174400031985,True,0.005,153.40773742196683,52.507174400031985,True,136.90899248105967,121.05742042415474,98.71588442588849,156.5621412732389
44,B4,93,0.04563297350343474,0.05,137.20690403046086,50.66051509602377,True,0.1,122.632782056162,50.66051509602377,True,0.2,102.09171082593743,50.66051509602377,True,0.0070443031512118,154.29938172746074,50.66051509602377,True,141.98621686094944,126.73948042409837,105.25041235330055,159.86753437417482
45,B2,10000,0.936423786627214,0.05,138.51189650614793,54.86581620444419,True,0.1,122.72798479369494,54.86581620444419,True,0.2,100.4818106949173,54.86581620444419,True,0.005,158.08115842502087,54.86581620444419,True,141.48932354845215,124.91491229809542,101.55459167686004,162.03866523372295
45,B4,969,0.03982246332141536,0.05,137.05738096502552,50.54396013165102,True,0.1,122.51678976443195,50.54396013165102,True,0.2,102.02297750543732,50.54396013165102,True,0.006918058193574459,154.17017915630169,50.54396013165102,True,142.5648376151442,127.23218763159511,105.62203121767266,160.60980850293296
45,B6,401,0.01647967780380553,0.05,133.0877818804422,48.760482784585506,True,0.1,119.06026513922323,48.760482784585506,True,0.2,99.289590715565,48.760482784585506,True,0.007101870437956204,149.51298711122922,48.760482784585506,True,137.90016023288854,123.17898547587906,102.43065498917318,155.13758871598228
45,B8,177,0.007274072247565035,0.05,142.07046574891717,52.786563676481585,True,0.1,126.88471771285904,52.786563676481585,True,0.2,105.48160796511594,52.786563676481585,True,0.006522887389894099,160.13800936935993,52.786563676481585,True,140.3615365520995,125.3798102080204,104.26425288469385,158.18634133540402
46,B2,675,0.982532751091703,0.05,140.39594755006823,55.16566253331114,True,0.1,124.5257754243097,55.16566253331114,True,0.2,102.1580241013822,55.16566253331114,True,0.005,160.07215714148,55.16566253331114,True,139.45965608631343,123.21823368503408,100.32723448706055,159.59615042915271
47,B2,5116,0.9696739954510993,0.05,142.452792719456,56.48451100909675,True,0.1,126.20321153093361,56.48451100909675,True,0.2,103.3007131681934,56.48451100909675,True,0.005,162.5994025170323,56.48451100909675,True,142.90733708063158,126.13171320508329,102.48779931670163,163.70614687212924
47,B4,85,0.01611068991660349,0.05,129.8507244960715,44.947654466899905,True,0.1,116.92009010718719,44.947654466899905,True,0.2,98.69538452955722,44.947654466899905,True,0.007027234195113138,145.02289366587743,44.947654466899905,True,141.49888090014838,126.31970724330674,104.92586356263917,159.30937523888232
48,B2,10000,0.9317142857142857,0.05,137.494960965304,53.58806484836349,True,0.1,122.07863541104633,53.58806484836349,True,0.2,100.35054490399732,53.58806484836349,True,0.005,156.6084809908792,53.58806484836349,True,136.30438053859183,120.52835955223824,98.29330680726508,155.86385935118653
