heldout_run,stave,n_heldout_template_pulses,heldout_weight,threshold_5pct,fit_cross_5pct_ns,fit_decay_tau_5pct_ns,fit_ok_5pct,threshold_10pct,fit_cross_10pct_ns,fit_decay_tau_10pct_ns,fit_ok_10pct,threshold_20pct,fit_cross_20pct_ns,fit_decay_tau_20pct_ns,fit_ok_20pct,threshold_noise_floor,fit_cross_noise_floor_ns,fit_decay_tau_noise_floor_ns,fit_ok_noise_floor,train_template_cross_5pct_ns,train_template_cross_10pct_ns,train_template_cross_20pct_ns,train_template_cross_noise_floor_ns
48,B4,599,0.04278571428571429,0.05,144.87818131127636,54.557749162691316,True,0.1,129.1828949638489,54.557749162691316,True,0.2,107.06163130146015,54.557749162691316,True,0.00695738776337462,163.32987309094355,54.557749162691316,True,141.4341294388242,126.26783015324109,104.89213187972273,159.26393347432904
48,B6,245,0.0175,0.05,135.44380455144437,48.34412643777807,True,0.1,121.53606606695344,48.34412643777807,True,0.2,101.93420961446499,48.34412643777807,True,0.007141873327386261,151.71070481269584,48.34412643777807,True,136.61352050007423,122.0807407381939,101.59793808370937,153.61148743545078
48,B8,112,0.008,0.05,144.2959387607137,54.00009922178606,True,0.1,128.76107830398848,54.00009922178606,True,0.2,106.86592223517542,54.00009922178606,True,0.006467959282598157,162.80669789806032,54.00009922178606,True,139.4267186939244,124.58421382397502,103.66487814761412,157.11249278940952
49,B2,10000,0.9300708741140735,0.05,138.8122774677777,54.39825723222063,True,0.1,123.1628740894474,54.39825723222063,True,0.2,101.10627883988933,54.39825723222063,True,0.005,158.21477281644474,54.39825723222063,True,138.52901874563986,122.39954078771,99.66631842107658,158.52672175638247
49,B4,640,0.043199460006749915,0.05,139.48161944101338,51.71799276588884,True,0.1,124.60328009907626,51.71799276588884,True,0.2,103.63343857111788,51.71799276588884,True,0.006970562883635888,156.96652173861312,51.71799276588884,True,142.11679056534481,126.84850727461632,105.32907061893472,160.0599517915428
49,B6,281,0.018967262909213634,0.05,135.1169274914546,48.24543616802542,True,0.1,121.23758042829691,48.24543616802542,True,0.2,101.67573943670294,48.24543616802542,True,0.00721627071503071,151.31713117431661,48.24543616802542,True,137.02676922601705,122.4353999466612,101.87002000526144,154.0580570280847
49,B8,115,0.0077624029699628755,0.05,138.9789779035906,51.506240771562695,True,0.1,124.161555814227,51.506240771562695,True,0.2,103.2775723315402,51.506240771562695,True,0.006373541478938576,156.68056127087692,51.506240771562695,True,141.06770761179766,125.993722174644,104.74813296289066,159.07579351795385
50,B2,10000,0.9679416191044098,0.05,144.11714195954,59.5942362842897,True,0.1,126.97294855909442,59.5942362842897,True,0.2,102.8095651014614,59.5942362842897,True,0.005,165.37291284531062,59.5942362842897,True,146.38464017247776,129.09454500193192,104.72552454897729,167.82130347614418
50,B4,659,0.018712553596274526,0.05,136.53478550108366,50.21262900145285,True,0.1,122.0895123266933,50.21262900145285,True,0.2,101.73004328022407,50.21262900145285,True,0.007065188774854292,153.4663536614312,50.21262900145285,True,142.29212632627258,126.99627530603127,105.43798411787235,160.2206722937439
50,B6,330,0.009370474486753556,0.05,140.1472328816788,52.14102084443364,True,0.1,125.1471959454006,52.14102084443364,True,0.2,104.00583129184226,52.14102084443364,True,0.007455238800794157,157.53943958119618,52.14102084443364,True,136.85620007634031,122.2801496114642,101.73636032643098,153.7568039631613
50,B8,140,0.0039753528125621145,0.05,140.31709515913082,50.331300763326134,True,0.1,125.83768224634323,50.331300763326134,True,0.2,105.43009594111668,50.331300763326134,True,0.006482623481781375,157.5632906220049,50.331300763326134,True,140.17451994328093,125.2212298605526,104.14575119657565,157.9851428692999
51,B2,10000,0.9633649932157394,0.05,140.68168590165655,57.51617317752334,True,0.1,124.1353140024511,57.51617317752334,True,0.2,100.81451262705869,57.51617317752334,True,0.005,161.19626374532012,57.51617317752334,True,138.2751759682792,122.21984179435081,99.59111922201981,158.18095378612833
51,B4,303,0.02055630936227951,0.05,138.38519498639994,51.26071223901386,True,0.1,123.63840705412606,51.26071223901386,True,0.2,102.8539768244328,51.26071223901386,True,0.0070443031512118,155.68017469627745,51.26071223901386,True,142.21147929802706,126.93067317417645,105.39358657652102,160.13275361730982
51,B6,177,0.012008141112618725,0.05,137.1039801981949,50.69053238478251,True,0.1,122.52122278805655,50.69053238478251,True,0.2,101.96798059460032,50.69053238478251,True,0.00728387673068334,154.09326286543566,50.69053238478251,True,137.09573953311775,122.48914299608276,101.90230144037925,154.11279538851468
52,B2,6893,0.9637863534675615,0.05,142.05470730888612,58.280920228534846,True,0.1,125.28833139314426,58.280920228534846,True,0.2,101.65745177203809,58.280920228534846,True,0.005,162.84205126409648,58.280920228534846,True,144.8713702782199,127.78043219302461,103.69210788652772,166.06111398190208
52,B4,148,0.02069351230425056,0.05,136.52063369021965,50.36919609756669,True,0.1,122.03031896914148,50.36919609756669,True,0.2,101.60736742812027,50.36919609756669,True,0.0070313008130081294,153.52094110387822,50.36919609756669,True,141.9675255640287,126.7240562706567,105.23959297996444,159.8514479650397
53,B2,10000,0.96972049689441,0.05,144.6261756559657,59.326385944432,True,0.1,127.55903799639727,59.326385944432,True,0.2,103.50425850577147,59.326385944432,True,0.005,165.78641103678356,59.326385944432,True,142.13470397447003,125.50160702026784,102.058573545043,162.7568055642795
53,B4,559,0.01736024844720497,0.05,143.74927138139208,53.83277277582587,True,0.1,128.2625477434167,53.83277277582587,True,0.2,106.4352367101042,53.83277277582587,True,0.007017302615093831,161.9256253497276,53.83277277582587,True,141.6915274784002,126.48385146829385,105.04983597695578,159.5403706977394
53,B6,296,0.009192546583850932,0.05,132.39304287753848,46.69489245461782,True,0.1,118.95975944328097,46.69489245461782,True,0.2,100.02660982607026,46.69489245461782,True,0.007283696007263067,148.0432378347454,46.69489245461782,True,137.3274859470568,122.68808474595147,102.05500761306945,154.382845790786
53,B8,120,0.0037267080745341614,0.05,125.28042354479119,44.497360414613205,True,0.1,112.47933068208143,44.497360414613205,True,0.2,94.43720363104234,44.497360414613205,True,0.006422815884476535,140.552598678847,44.497360414613205,True,141.01137547020147,125.93977683921602,104.69755164181637,158.9923475880681
54,B2,10000,0.9688896189224704,0.05,147.7140154113186,60.95621774420566,True,0.1,130.17800436184348,60.95621774420566,True,0.2,105.46238494432431,60.95621774420566,True,0.005,169.4555709579503,60.95621774420566,True,139.31362993733194,123.10337231206788,100.25629739887339,159.4114854639135
54,B4,536,0.017608409986859395,0.05,142.1222366029279,53.121716211528515,True,0.1,126.84007119099998,53.121716211528515,True,0.2,105.30106878440135,53.121716211528515,True,0.007061120812827432,160.036759827243,53.121716211528515,True,141.82430822270848,126.60019376708452,105.14300958806241,159.67078119518635
54,B6,298,0.009789750328515113,0.05,138.09314118651088,51.09057859770791,True,0.1,123.39529765276166,51.09057859770791,True,0.2,102.67985067833335,51.09057859770791,True,0.007324770187493116,155.19703159543627,51.09057859770791,True,137.44164659204392,122.77928563812692,102.11384855115877,154.50424589894592
54,B8,113,0.003712220762155059,0.05,136.96411944140124,48.80008890921726,True,0.1,122.92520872816644,48.80008890921726,True,0.2,103.13847540290264,48.80008890921726,True,0.006493666409884314,153.68057921222675,48.80008890921726,True,140.05904983089033,125.13131247429611,104.09184835504254,157.83385630185893
55,B2,10000,0.9625007189279347,0.05,139.4675161371477,56.79570314066431,True,0.1,123.12841055128526,56.79570314066431,True,0.2,100.09973463727658,56.79570314066431,True,0.005,159.72512037080503,56.79570314066431,True,140.1433989453683,123.79192032489148,100.74580559804753,160.41634355595573
55,B4,372,0.02139529533559556,0.05,145.4990148365129,54.89490883365906,True,0.1,129.7067336961943,54.89490883365906,True,0.2,107.44876355136691,54.89490883365906,True,0.007033611270845313,164.02562853953992,54.89490883365906,True,141.7317185681723,126.52081889156719,105.08225989748567,159.5762883222209
55,B6,199,0.011445332719848163,0.05,135.37369421227925,49.95771641479239,True,0.1,121.0017548191134,49.95771641479239,True,0.2,100.74564393215259,49.95771641479239,True,0.007200971397733405,152.15598908590837,49.95771641479239,True,137.22163220151094,122.60026080145614,101.99259524590948,154.29519197516623
55,B8,81,0.004658653016621614,0.05,130.14095071490482,46.95160092168596,True,0.1,116.63381685682523,46.95160092168596,True,0.2,97.59658091326246,46.95160092168596,True,0.00636504199689302,146.2809543491013,46.95160092168596,True,140.98972806882512,125.92228028069019,104.68590536770621,158.9941888681156
56,B2,10000,0.9646806814785295,0.05,147.33249250139363,61.33063564608473,True,0.1,129.68876813394292,61.33063564608473,True,0.2,104.82133532136075,61.33063564608473,True,0.005,169.20759353218776,61.33063564608473,True,140.34592780919905,123.99598697618264,100.95203963903232,160.61696583502243
56,B4,825,0.02054896881538308,0.05,142.71778895390818,53.29957687809348,True,0.1,127.38445621681522,53.29957687809348,True,0.2,105.77333751581962,53.29957687809348,True,0.006983462658183269,160.73096865035183,53.29957687809348,True,141.7385331927342,126.52273965476809,105.07728315049805,159.61363105455317
56,B6,421,0.010486201056092458,0.05,140.00137812690966,52.278469830132515,True,0.1,124.96179958156922,52.278469830132515,True,0.2,103.76470416016514,52.278469830132515,True,0.007321481481481481,157.50454776958264,52.278469830132515,True,136.94992304437648,122.36620135996657,101.81160009825682,153.92256319477758
56,B8,172,0.0042841486499950185,0.05,146.60533595489264,55.027387637656005,True,0.1,130.77494303768424,55.027387637656005,True,0.2,108.46325736027218,55.027387637656005,True,0.0065369240079536615,165.4326080220221,55.027387637656005,True,139.72403433865009,124.83102776037212,103.84051392385486,157.43646183259978
57,B2,10000,0.9234439384081544,0.05,137.35372803073162,53.54384549250943,True,0.1,121.95012359240856,53.54384549250943,True,0.2,100.23996249126137,53.54384549250943,True,0.005,156.45147612003657,53.54384549250943,True,142.41390176180144,125.69697418963898,102.1357880944599,163.13993850720297
57,B4,656,0.04742282946577026,0.05,140.56731092399474,52.173035707476124,True,0.1,125.55806388556722,52.173035707476124,True,0.2,104.40371832210431,52.173035707476124,True,0.007033611270845313,158.17531317417743,52.173035707476124,True,141.59054869356066,126.39793171746884,104.98514074249591,159.4136702143332
57,B6,273,0.01973541531121232,0.05,131.36801638912596,46.23456348778508,True,0.1,118.06716134605651,46.23456348778508,True,0.2,99.32065906314794,46.23456348778508,True,0.007192722862340813,146.90315019638777,46.23456348778508,True,136.97389133964276,122.38856558757354,101.83170351947655,154.0092613551187
57,B8,130,0.009397816814863008,0.05,130.33586370353964,46.95994184798007,True,0.1,116.82633031049761,46.95994184798007,True,0.2,97.78571241235326,46.95994184798007,True,0.0063687846787184536,146.47708224351172,46.95994184798007,True,140.84197888725396,125.79454317208283,104.5863736917786,158.82068631395566
