delay_sample,delay_ns,method,n_positive,timing_bias_ns,abs_timing_bias_ns,area_bias_fraction,abs_area_bias_fraction,time_sigma68_ns,area_res68_fraction,passes_bias_criteria,timing_bias_requirement_ns,area_bias_requirement_fraction
0.5,5.0,compact_mlp_classifier_regressor,44,0.2526586886235105,0.2526586886235105,0.010353580311482386,0.010353580311482386,6.57112741886416,0.0696342479282638,True,1.0,0.2
0.75,7.5,compact_mlp_classifier_regressor,42,1.0367444403183246,1.0367444403183246,0.019086142076390672,0.019086142076390672,6.310260554054591,0.07467897754511106,False,1.0,0.2
1.0,10.0,compact_mlp_classifier_regressor,41,0.961463194121781,0.961463194121781,0.0077160571095472455,0.0077160571095472455,6.247363211405146,0.06866913969083067,True,1.0,0.2
1.5,15.0,compact_mlp_classifier_regressor,39,0.2800333775112307,0.2800333775112307,0.00836981419720992,0.00836981419720992,5.52226086903738,0.0742357395709981,True,1.0,0.2
2.0,20.0,compact_mlp_classifier_regressor,54,1.6766948083727717,1.6766948083727717,-0.012211404660511583,0.012211404660511583,6.525178736282095,0.06704486582606907,False,1.0,0.2
3.0,30.0,compact_mlp_classifier_regressor,39,-1.3287731794788904,1.3287731794788904,-0.016908481130544547,0.016908481130544547,7.343759653793912,0.0615289958233102,False,1.0,0.2
4.0,40.0,compact_mlp_classifier_regressor,53,-0.5498504122615433,0.5498504122615433,-0.019211742347251624,0.019211742347251624,7.352111289137331,0.07179818442328156,True,1.0,0.2
5.0,50.0,compact_mlp_classifier_regressor,48,-0.5601514231949878,0.5601514231949878,-0.01998975373135359,0.01998975373135359,6.525007116445311,0.07497673338122607,True,1.0,0.2
6.0,60.0,compact_mlp_classifier_regressor,60,-0.9582191454543931,0.9582191454543931,-0.019207076636488553,0.019207076636488553,8.529129302934232,0.10123264051454176,True,1.0,0.2
0.5,5.0,constrained_template_fit,58,-0.1900974500751751,0.1900974500751751,0.0034936131053239236,0.0034936131053239236,6.938839557151144,0.10256853644106366,True,1.0,0.2
0.75,7.5,constrained_template_fit,51,-1.1567846696616124,1.1567846696616124,-0.0086380068856565,0.0086380068856565,11.31352731756854,0.09744915603783547,False,1.0,0.2
1.0,10.0,constrained_template_fit,55,-1.6175898878919481,1.6175898878919481,-0.01225455348232628,0.01225455348232628,6.793351900237239,0.07103737224503333,False,1.0,0.2
1.5,15.0,constrained_template_fit,49,-0.8936744632288374,0.8936744632288374,-0.008257651767280622,0.008257651767280622,6.204881630234662,0.07560936652821293,True,1.0,0.2
2.0,20.0,constrained_template_fit,59,0.07015081096320763,0.07015081096320763,-0.017160198495371096,0.017160198495371096,9.022903518738762,0.07155780756603006,True,1.0,0.2
3.0,30.0,constrained_template_fit,48,-0.5049235488760173,0.5049235488760173,-0.043686732095306546,0.043686732095306546,8.618802231363745,0.06505904392534462,True,1.0,0.2
4.0,40.0,constrained_template_fit,57,-1.008757160105489,1.008757160105489,-0.06951544658913246,0.06951544658913246,6.3249815385694514,0.07584086409721158,False,1.0,0.2
5.0,50.0,constrained_template_fit,54,-0.06508311723715465,0.06508311723715465,-0.03942597041684753,0.03942597041684753,6.097264010272581,0.08158809981193049,True,1.0,0.2
6.0,60.0,constrained_template_fit,67,-1.4457962057602414,1.4457962057602414,-0.05825600534078212,0.05825600534078212,6.305732963783279,0.07595872434044984,False,1.0,0.2
