method,energy_bias,energy_sigma68,saturated_energy_sigma68,saturated_fraction,saturation_onset_accuracy,saturation_onset_calibration_abs,timing_shift_sigma68_ns,pileup_separation_sigma68_ns,pileup_merge_rate,false_split_rate,pid_proxy_energy_bias_span,energy_bias_ci_low,energy_bias_ci_high,energy_sigma68_ci_low,energy_sigma68_ci_high,saturated_energy_sigma68_ci_low,saturated_energy_sigma68_ci_high,saturated_fraction_ci_low,saturated_fraction_ci_high,saturation_onset_accuracy_ci_low,saturation_onset_accuracy_ci_high,saturation_onset_calibration_abs_ci_low,saturation_onset_calibration_abs_ci_high,timing_shift_sigma68_ns_ci_low,timing_shift_sigma68_ns_ci_high,pileup_separation_sigma68_ns_ci_low,pileup_separation_sigma68_ns_ci_high,pileup_merge_rate_ci_low,pileup_merge_rate_ci_high,false_split_rate_ci_low,false_split_rate_ci_high,pid_proxy_energy_bias_span_ci_low,pid_proxy_energy_bias_span_ci_high,winner_score
saturation_residual_fusion_new,-0.004185285734328036,0.07320524422538646,0.10377810051695538,0.01627906976744186,0.9953488372093023,0.0,4.666016999392754,12.068233254815384,0.27674418604651163,0.19534883720930232,0.040022449061647467,-0.01606348952564058,0.001803466059700725,0.05670333213475698,0.08218488996302022,0.0381488600857268,0.15293080598036687,0.0,0.03488372093023256,0.986046511627907,1.0,0.0,0.0,4.000294038668791,5.119830399586034,9.907501922388414,13.543502078943483,0.21395348837209302,0.34418604651162793,0.16511627906976745,0.23488372093023255,0.01951225048128797,0.05630852373075282,0.16778574947680713
gradient_boosted_trees,0.006402096971991815,0.07188345590522861,0.11004924015107981,0.01627906976744186,0.9906976744186047,0.004651162790697674,5.283149344910911,11.588225784090508,0.27209302325581397,0.20232558139534884,0.0520740708831107,-0.013006853180559106,0.01521894653724536,0.055277692989178055,0.0810314001709153,0.030150163098505465,0.13476727281507717,0.0,0.03488372093023256,0.9837209302325581,0.9976744186046511,0.0,0.009302325581395349,4.632273684561955,5.6114043369117645,10.193677011041206,13.327623927110931,0.22325581395348837,0.3209302325581395,0.1743604651162791,0.2302325581395349,0.024175577076553108,0.08626263431302304,0.17016413869558383
ridge,0.005000287235373208,0.08005594716162823,0.06612302322018411,0.01627906976744186,0.9883720930232558,0.011627906976744186,7.090680535627375,13.775797346150526,0.2558139534883721,0.18604651162790697,0.08624965107995797,-0.004863331306808565,0.015209585808222932,0.0688747841522658,0.08655608109118118,0.03204817828258185,0.10657301580242566,0.0,0.037267441860465066,0.9837209302325581,0.9953488372093023,0.004651162790697674,0.01627906976744186,6.612840347371165,7.383885755332611,12.795452530193344,14.863680043250408,0.19534883720930232,0.31627906976744186,0.1558139534883721,0.21395348837209302,0.06113530957960109,0.09766875486940813,0.19758467891988554
mlp,-0.015456726606075472,0.11127598892204428,0.08507455088474841,0.01627906976744186,0.9837209302325581,0.002325581395348837,10.184974490327573,15.811266868416723,0.3116279069767442,0.17906976744186046,0.04390342265087412,-0.027128805535179046,-0.00652542874939184,0.09733158191545976,0.12473360558135008,0.013051158414798963,0.139076291854863,0.0,0.03953488372093023,0.9720930232558139,0.9953488372093023,0.0,0.013953488372093023,8.321381751843044,11.525224520762464,14.637789137018107,17.04468118957019,0.2533139534883721,0.3791279069767441,0.15348837209302327,0.20465116279069767,0.022728296276234856,0.08734567432942086,0.2472134106996088
analytic_clipped_template_sideband_traditional,0.06618743637296993,0.08661742971461173,0.02937444124141722,0.01627906976744186,0.9813953488372092,0.009302325581395349,6.8393370334123365,19.999999999999996,0.6,0.19069767441860466,0.0825375702600929,0.05062144690270454,0.07658941298654624,0.0625873860164152,0.1027708885501629,0.02937444124141722,0.04319770770796649,0.0,0.03953488372093023,0.9534883720930233,0.9976744186046511,0.0,0.030232558139534883,5.238156163832081,8.54805616274498,15.199999999999957,20.207499999999992,0.5813953488372093,0.6255813953488372,0.15808139534883722,0.2186046511627907,0.07270983516508693,0.17167310570292565,0.25660596841808114
1d_cnn,0.07181796114599175,0.12601818517476177,0.07742747580010889,0.01627906976744186,0.9790697674418605,0.0069767441860465115,8.000813495976026,15.88363037109375,0.2558139534883721,0.26744186046511625,0.14800917275061093,0.04455307925439088,0.09798646064216229,0.11276924047165464,0.12926448780040994,0.005545118300393562,0.13595850717908903,0.0,0.03953488372093023,0.9697674418604652,0.9883720930232558,0.002325581395348837,0.011627906976744186,7.147739678797327,8.636530402914596,14.275806312561036,17.081872577667234,0.2,0.3023255813953488,0.23703488372093026,0.30465116279069765,0.1008522516063157,0.1995581998723058,0.27636493785507876
tiny_sequence_transformer,0.0522111633834933,0.1277837708573256,0.1310696846163802,0.01627906976744186,0.9837209302325581,0.002325581395348837,11.269486644610856,17.021875286102297,0.2627906976744186,0.30697674418604654,0.126532689993921,0.02291575440795816,0.0833078510553086,0.12069285293880402,0.13137230622757348,0.06731975760075154,0.18808309099124812,0.0,0.03953488372093023,0.9767441860465116,0.9930232558139535,0.0,0.013953488372093023,10.504235423493164,11.478914101397988,15.161241827011109,18.455033779144287,0.2372093023255814,0.2930232558139535,0.25116279069767444,0.3674418604651163,0.06756331269965,0.17086749192426715,0.2908163920377859
