run,available_all_hit_events,selected_all_hit_events,selection_fraction
58,72,63,0.875
59,749,63,0.08411214953271028
60,802,63,0.07855361596009976
61,925,63,0.0681081081081081
62,798,63,0.07894736842105263
63,365,63,0.1726027397260274
65,63,63,1.0
