run,n_all_hit_events,baseline_external_sigma68_ns,baseline_external_n_pairs,baseline_downstream_sigma68_ns,baseline_downstream_n_pairs,traditional_external_sigma68_ns,traditional_external_n_pairs,traditional_downstream_sigma68_ns,traditional_downstream_n_pairs,ml_external_sigma68_ns,ml_external_n_pairs,ml_downstream_sigma68_ns,ml_downstream_n_pairs,traditional_shuffled_external_sigma68_ns,traditional_shuffled_external_n_pairs,traditional_shuffled_downstream_sigma68_ns,traditional_shuffled_downstream_n_pairs,ml_shuffled_external_sigma68_ns,ml_shuffled_external_n_pairs,ml_shuffled_downstream_sigma68_ns,ml_shuffled_downstream_n_pairs
58,63,3.8546000269997625,378,3.1163055363100747,189,3.2524212520757505,378,1.482322416048118,189,4.773531547578739,378,2.2411821480591505,189,4.045035004487563,378,3.240305249769068,189,4.4398846524980184,378,3.132499967766764,189
59,63,3.384501449609593,378,3.1796827142816735,189,2.7507375449760993,378,1.5537608001163998,189,3.297709083145933,378,1.8379931363492954,189,3.524763599111945,378,3.342423004204682,189,3.6374482180737706,378,3.3275015216330446,189
60,63,3.0324128754487245,378,3.120707345883071,189,2.6430097681090894,378,1.6514555703816423,189,2.8528718175949557,378,1.9623067173425521,189,3.2319357585870865,378,3.2704858382200555,189,3.1236794228329736,378,3.0744846626432274,189
61,63,2.4952883270801194,378,2.7242552624837284,189,2.7394236680530186,378,1.8235809809234287,189,2.923776536442369,378,2.245842633634069,189,2.6431740885978625,378,2.892760776400797,189,2.6410024753051196,378,2.7097648302747106,189
62,63,3.059259654247273,378,3.0743680500790282,189,2.644050309542203,378,1.661870074083184,189,3.0568792109899947,378,2.030618034720559,189,3.213917457403707,378,3.2099910764420203,189,3.442636157239486,378,3.3134426998166906,189
63,63,3.5917699521643005,378,3.4463967206266184,189,2.884497861663063,378,1.4314434129228633,189,3.3416056785275896,378,1.5964679549887653,189,3.8252590835611304,378,3.5926854950511435,189,3.9366861662294865,378,3.3989936465860917,189
65,63,3.6682319220221866,378,2.9761312171956633,189,3.0079300803581486,378,1.644413807906587,189,4.030332525484803,378,2.194905351010512,189,3.772160663984824,378,3.0930637783556385,189,3.9285846918547707,378,3.0700398561760824,189
