method,detection_ap,detection_auc,time_rms_ns,time_sigma68_ns,charge_fractional_bias,charge_fractional_res68,failure_rate,n_events,n_positive,detection_ap_ci_low,detection_ap_ci_high,time_rms_ns_ci_low,time_rms_ns_ci_high,charge_fractional_bias_ci_low,charge_fractional_bias_ci_high,charge_fractional_res68_ci_low,charge_fractional_res68_ci_high,failure_rate_ci_low,failure_rate_ci_high
stress_amp_binned_template_fit,0.704982332328281,0.6838569444444444,17.599910082396146,12.83630660048604,-0.007075245084425978,0.12429098290126397,0.028333333333333332,1200,600,0.7027447372021078,0.7081599635882152,16.79737946212464,18.354624548217565,-0.016407599692415044,0.010671016899905688,0.10041668438889144,0.1315083603345336,0.02,0.03666666666666667
stress_compact_mlp_classifier_regressor,0.8526149250304297,0.8412138888888889,8.759740145201349,7.380590843426143,-0.00641542355516696,0.08878120137690404,0.2866666666666667,1200,600,0.8520149259999924,0.8526511894008728,8.604167870371706,8.918368593725802,-0.009054186546659838,-0.0036923387442193843,0.08738558661260445,0.08923411199370535,0.2733333333333333,0.3
