event_id,split,source_run,stave,is_overlap,true_t1_sample,true_t2_sample,true_amp1_adc,true_amp2_adc,true_sep_sample,true_ratio,generation_family,secondary_generation_family
train:59:585,train,59,B6,1,6.791053217176265,10.464231865721693,3091.105414438516,3076.801667653496,4.0,1.0,train_family_1,train_family_1
train:59:586,train,59,B2,1,4.520473050765053,6.867439999110008,1648.3514576599623,1155.7435349338941,2.0,0.75,train_family_1,train_family_1
train:59:587,train,59,B6,1,4.688528702059811,7.5511494990697035,1955.4229564858908,2079.6522427467667,3.0,1.0,train_family_0,train_family_0
train:59:588,train,59,B8,1,7.464360814611568,8.134468137170868,5924.198569664848,4474.474829248526,0.5,0.75,train_family_0,train_family_1
train:59:589,train,59,B8,1,6.085956841640311,6.927973105637982,3305.092917427037,3176.287572277515,0.5,1.0,train_family_0,train_family_0
train:59:590,train,59,B6,1,4.71503697382921,9.433111035555541,2213.051661831696,1250.551190324395,5.0,0.5,train_family_0,train_family_0
train:59:591,train,59,B8,1,6.243495124776373,10.989106952288532,3610.191641819844,2506.3812958537565,5.0,0.75,train_family_0,train_family_0
train:59:592,train,59,B6,1,5.736915503816675,10.562048204827198,2124.0079602742403,999.6095305223167,5.0,0.5,train_family_0,train_family_1
train:59:593,train,59,B6,1,4.439279002810818,10.731078033276768,2357.500612524255,577.5684740875039,6.0,0.25,train_family_0,train_family_0
train:59:594,train,59,B4,1,4.833247424058599,9.073135236638736,2167.6407946191193,1784.2452442321628,4.0,0.75,train_family_0,train_family_0
train:59:595,train,59,B4,1,4.56675554731453,7.737273201859498,3479.803759347681,3079.999044635086,3.0,1.0,train_family_0,train_family_0
train:59:596,train,59,B8,1,5.373244648310733,6.458571222288693,3816.0948385371603,1664.6964736536245,1.0,0.5,train_family_0,train_family_0
train:59:597,train,59,B6,1,6.227708459318044,6.883325476201856,1681.7599545626174,1200.8363297566455,0.75,0.75,train_family_1,train_family_1
train:59:598,train,59,B2,1,4.763760470485982,10.844406411915111,6718.403732726337,4863.896935182784,6.0,0.75,train_family_0,train_family_0
train:59:599,train,59,B6,1,7.165505278185794,7.604022463175265,2051.127657982037,566.9553550679035,0.5,0.25,train_family_0,train_family_0
train:59:600,train,59,B4,1,10.56166581913291,11.033194805917937,2851.4709439177595,1886.059686382877,0.5,0.75,train_family_0,train_family_0
train:59:601,train,59,B4,1,4.9738520070061885,10.274989540841473,2309.4736954756095,1720.8078664097575,5.0,0.75,train_family_0,train_family_0
train:59:602,train,59,B2,1,5.795109591676229,8.609007924382992,2150.531372664928,2366.956994110685,3.0,1.0,train_family_0,train_family_1
train:59:603,train,59,B4,1,5.335816047672439,9.616912194804243,3231.213003610324,2649.8746789630773,4.0,0.75,train_family_0,train_family_0
train:59:604,train,59,B8,1,4.438357249172436,9.278232067387755,2462.8022880617577,2672.4883767098695,5.0,1.0,train_family_1,train_family_1
train:59:605,train,59,B4,1,8.110447787396309,9.225808912653925,3453.210286007425,3558.311957332297,1.0,1.0,train_family_0,train_family_0
train:59:606,train,59,B6,1,4.457763554434552,5.418888395568603,2524.4950412746043,1940.9671223553346,1.0,0.75,train_family_0,train_family_1
train:59:607,train,59,B6,1,8.090936982741553,8.844816862757176,1623.8106795845288,437.886429768831,0.5,0.25,train_family_0,train_family_1
train:59:608,train,59,B4,1,5.009316517353629,11.169793021265361,2954.245607200419,2639.2179193419383,6.0,1.0,train_family_0,train_family_0
train:59:609,train,59,B2,1,6.773903965395726,10.10564045281069,2927.724422109263,1560.8437181590832,3.0,0.5,train_family_1,train_family_1
train:59:610,train,59,B8,1,9.541692221330198,10.435017309277194,3130.6008405370358,2228.5745139984133,0.75,0.75,train_family_1,train_family_1
train:59:611,train,59,B6,1,7.434266145917041,8.776764068583752,1831.9000431925585,2067.0065634035777,1.0,1.0,train_family_0,train_family_0
train:59:612,train,59,B4,1,4.443020287734046,9.59474637548693,3746.697995856624,1976.9714032359095,5.0,0.5,train_family_0,train_family_0
train:59:613,train,59,B4,1,5.3258953334019,11.67560835100712,1706.8293173346235,465.41322643842335,6.0,0.25,train_family_0,train_family_0
train:59:614,train,59,B2,1,9.976973408743321,11.137282182297572,5104.77229065943,2562.450629215372,1.5,0.5,train_family_0,train_family_0
train:59:615,train,59,B4,1,8.065250296534096,8.61901905674117,3392.660321493083,825.9489777573414,0.75,0.25,train_family_0,train_family_0
train:59:616,train,59,B6,1,4.366940206880491,10.409260134081645,1672.4897106549572,920.8561540116004,6.0,0.5,train_family_0,train_family_1
train:59:617,train,59,B4,1,9.65878490572168,10.76488868781079,1865.133683091458,398.0956475731654,1.0,0.25,train_family_0,train_family_1
train:59:618,train,59,B6,1,5.950396280426541,8.970991901666556,2920.6189029394654,2737.892600293092,3.0,1.0,train_family_0,train_family_0
train:59:619,train,59,B8,1,5.304367920875905,11.522663714210983,3550.377555300615,3333.630718697725,6.0,1.0,train_family_0,train_family_1
train:59:620,train,59,B8,1,4.670443273424646,10.478065121914609,3389.8932173451567,897.3390140046564,6.0,0.25,train_family_0,train_family_0
train:59:621,train,59,B6,1,5.72277806293314,6.5995386216789536,3073.009702524554,1384.4555076332429,0.75,0.5,train_family_0,train_family_0
train:59:622,train,59,B6,1,4.43943015858659,5.33080908628941,3932.652630696318,3430.9933067799534,0.75,1.0,train_family_1,train_family_1
train:59:623,train,59,B2,1,4.660411878354269,10.896935984711464,3704.1543024487173,2975.3464927567593,6.0,0.75,train_family_1,train_family_1
train:59:624,train,59,B6,1,8.655726002050315,10.182024330009094,2782.467565122805,2029.8775782244788,1.5,0.75,train_family_0,train_family_0
train:59:625,train,59,B2,1,8.88866582316867,10.13560627957889,3657.2822197964456,1705.6106628149696,1.0,0.5,train_family_0,train_family_1
train:59:626,train,59,B4,1,7.69069304473018,9.418149691866509,3633.861653185594,3244.5110087226203,2.0,1.0,train_family_0,train_family_0
train:59:627,train,59,B4,1,4.341417377951036,10.523792496722411,3400.213826525688,795.3980304359155,6.0,0.25,train_family_0,train_family_0
train:59:628,train,59,B8,1,4.4035345160386345,10.136134042878856,7210.933491844207,3478.7718498635945,6.0,0.5,train_family_0,train_family_0
train:59:629,train,59,B4,1,6.723177899682105,10.56376492294808,3600.8322014830965,2436.6341464528314,4.0,0.75,train_family_0,train_family_1
train:59:630,train,59,B2,1,5.392390445318791,5.684568591774853,2302.2997421953496,1038.1540978163514,0.5,0.5,train_family_0,train_family_1
train:59:631,train,59,B8,1,4.860759059200733,8.60778674640592,4999.1098757205455,2232.673703628271,4.0,0.5,train_family_1,train_family_0
train:59:632,train,59,B6,1,8.217275283015244,9.546155993266387,2397.809622541376,1086.5981467776771,1.5,0.5,train_family_1,train_family_0
train:59:633,train,59,B4,1,5.583321436948405,9.562063286686582,2486.130909873873,2237.5696671980795,4.0,1.0,train_family_0,train_family_0
train:59:634,train,59,B4,1,4.362173092384733,5.672655011399126,2610.057596321286,1326.5284325119842,1.5,0.5,train_family_0,train_family_0
train:59:635,train,59,B8,1,3.848289001827088,9.13893184287695,4365.357226226974,1140.8443239793016,5.0,0.25,train_family_1,train_family_0
train:59:636,train,59,B6,1,4.047730898251488,5.234324608802755,2305.151573686377,1549.0513265751856,1.5,0.75,train_family_0,train_family_0
train:59:637,train,59,B6,1,4.636125497603816,10.500220813386727,2060.3838302795375,1624.1689958092138,6.0,0.75,train_family_0,train_family_1
train:59:638,train,59,B6,1,7.790788395635493,9.52727581291828,2205.797426123333,1101.677732933014,2.0,0.5,train_family_0,train_family_0
train:59:639,train,59,B8,1,6.502745006818447,10.541733023782307,3040.237378228088,1293.1073752651544,4.0,0.5,train_family_0,train_family_0
train:59:640,train,59,B8,1,8.24346453137352,9.959710299340358,3481.1377779165114,3138.7452225418606,1.5,1.0,train_family_0,train_family_0
train:59:641,train,59,B2,1,8.353621463106538,8.679022295766142,2365.7625030919344,529.799627192743,0.5,0.25,train_family_0,train_family_0
train:59:642,train,59,B4,1,7.202402948759108,8.333212971269354,3085.404626891851,1703.2477463460075,1.0,0.5,train_family_0,train_family_1
train:59:643,train,59,B8,1,6.075857575649818,8.905653572152243,3110.3897683595105,693.9506056173032,3.0,0.25,train_family_0,train_family_0
train:59:644,train,59,B2,1,4.841197055550242,6.937567392564335,1823.374988745134,1805.9046020539784,2.0,1.0,train_family_0,train_family_0
train:59:645,train,59,B4,1,4.763369112426191,8.672600801036262,2923.626764509341,676.8549060610845,4.0,0.25,train_family_0,train_family_1
train:59:646,train,59,B8,1,6.440150589634083,7.768098127902642,4334.469075734056,2325.326513048264,1.5,0.5,train_family_0,train_family_0
train:59:647,train,59,B4,1,8.29956337104649,8.506043896283375,3561.131365707499,1705.1601778172908,0.5,0.5,train_family_0,train_family_0
train:59:648,train,59,B4,1,6.1744630957806645,9.449145590539072,2238.8313719840776,1047.721181848027,3.0,0.5,train_family_0,train_family_0
train:59:649,train,59,B4,1,5.825133813379232,8.139739321600683,3092.3722700774065,2964.964192785942,2.0,1.0,train_family_0,train_family_0
train:59:650,train,59,B6,1,8.960678833719145,9.18615256084844,3430.085554330271,929.8916466161975,0.5,0.25,train_family_0,train_family_0
train:59:651,train,59,B4,1,7.126021672884972,9.45875466404932,2785.6313028166096,1460.6072348133862,2.0,0.5,train_family_0,train_family_0
train:59:652,train,59,B4,1,6.92363217315311,7.391494170553052,3358.325411862065,919.8858125697355,0.75,0.25,train_family_1,train_family_1
train:59:653,train,59,B2,1,9.824745464355908,10.632352859180864,4093.3572533545403,1046.457141128402,0.75,0.25,train_family_1,train_family_1
train:59:654,train,59,B6,1,4.563219467314912,9.428453542101122,4367.217540089664,3374.910798862416,5.0,0.75,train_family_0,train_family_0
train:59:655,train,59,B8,1,6.534876478984357,7.471782948188337,2800.1606780202783,1283.0774129017238,0.75,0.5,train_family_1,train_family_1
train:59:656,train,59,B4,1,4.520791247955738,6.640383230986537,1838.2648887898567,2010.760568539229,2.0,1.0,train_family_0,train_family_0
train:59:657,train,59,B4,1,7.206745472114738,11.091100195812189,2114.2274566561277,1676.025856079909,4.0,0.75,train_family_0,train_family_1
train:59:658,train,59,B8,1,5.218808450299088,10.46548656101536,2843.112217974593,1331.7044895562017,5.0,0.5,train_family_0,train_family_0
train:59:659,train,59,B8,1,6.6547095452913645,8.607685190304526,4307.1781090638615,2155.5857650987564,2.0,0.5,train_family_0,train_family_0
train:59:660,train,59,B4,1,6.951563553195214,11.184696602631172,4394.795780404519,4168.3812061989975,4.0,1.0,train_family_0,train_family_0
train:59:661,train,59,B2,1,5.8279820245421226,9.548542484408602,2063.9201022145685,1480.4705290735485,4.0,0.75,train_family_1,train_family_1
train:59:662,train,59,B4,1,8.00853035429007,9.151008400735098,2066.9273757374785,564.5086029434718,1.0,0.25,train_family_0,train_family_1
train:59:663,train,59,B2,1,9.73490287373283,12.084015489229397,6424.294357790652,2934.4674772517083,2.0,0.5,train_family_0,train_family_1
train:59:664,train,59,B4,1,4.6277874522435765,7.555567815184431,1976.7958264810343,1480.3981767430448,3.0,0.75,train_family_0,train_family_0
train:59:665,train,59,B8,1,5.641463066205535,9.823725366374596,1841.6585429606241,394.4415606597516,4.0,0.25,train_family_0,train_family_1
train:59:666,train,59,B2,1,5.835918849931943,8.696833965634227,3430.0580854113273,1968.3432400609422,3.0,0.5,train_family_0,train_family_0
train:59:667,train,59,B4,1,9.20614155496795,11.01209712860469,3250.268433564058,1740.7381886535973,2.0,0.5,train_family_0,train_family_0
train:59:668,train,59,B6,1,7.2253027000926755,8.589972952626239,2450.918349153908,2429.0209778589006,1.5,1.0,train_family_0,train_family_0
train:59:669,train,59,B6,1,5.469083045608482,6.1126436906011845,4288.387961071651,959.5425285678141,0.5,0.25,train_family_1,train_family_0
train:59:670,train,59,B8,1,4.82880244671613,6.946529917879641,3587.6667617209014,1890.8804437316367,2.0,0.5,train_family_1,train_family_1
train:59:671,train,59,B6,1,5.300064619542871,7.125875709571209,2817.9649654169416,2060.4221580760473,1.5,0.75,train_family_0,train_family_0
train:59:672,train,59,B4,1,4.356872855826481,10.086749684223285,3218.8677510003135,2239.531771185616,6.0,0.75,train_family_1,train_family_1
train:59:673,train,59,B2,1,7.3822351868157945,8.604024001333,3512.5709076657545,3722.519011762495,1.5,1.0,train_family_0,train_family_0
train:59:674,train,59,B4,1,8.892779155409501,9.402194855434688,1348.3844998274587,344.4294785949186,0.75,0.25,train_family_0,train_family_0
train:59:675,train,59,B4,1,6.352065937137813,8.019637570604718,2901.6301973555533,2559.654785339743,1.5,1.0,train_family_0,train_family_1
train:59:676,train,59,B6,1,7.686813798777442,8.368182451373864,1815.951385342486,470.07973461668956,0.75,0.25,train_family_0,train_family_1
train:59:677,train,59,B4,1,3.7108585172563737,5.994915206630822,3662.68508120824,1741.589983536394,2.0,0.5,train_family_0,train_family_0
train:59:678,train,59,B4,1,7.182679632990726,8.859273504354583,2247.3080661893873,1235.2062558234006,1.5,0.5,train_family_0,train_family_0
train:59:679,train,59,B2,1,6.935120367139485,11.018473654543035,3369.8377582994053,1842.975632969335,4.0,0.5,train_family_1,train_family_0
train:59:680,train,59,B6,1,10.072745864472665,10.917253531783704,2466.586141335723,2245.9499528877163,0.5,1.0,train_family_0,train_family_0
train:59:681,train,59,B8,1,6.484249388595949,10.39176493270972,3679.5848461603364,918.335634146034,4.0,0.25,train_family_0,train_family_0
train:59:682,train,59,B8,1,5.38483588165861,11.63114628072535,2644.8814640886617,1279.277475288633,6.0,0.5,train_family_1,train_family_0
train:59:683,train,59,B6,1,4.712917196038651,5.489101678057025,2771.666211854703,1292.2082880290902,0.5,0.5,train_family_0,train_family_1
train:59:684,train,59,B4,1,7.333835416604282,8.104419779387227,1531.8091259898988,408.4660008046039,1.0,0.25,train_family_0,train_family_0
train:59:685,train,59,B4,1,4.452649636901143,10.39695815565871,4037.5174165562767,2125.329371948624,6.0,0.5,train_family_0,train_family_0
train:59:686,train,59,B2,1,4.507377792601723,7.264910499360265,5335.5070729162635,1228.3714539528269,3.0,0.25,train_family_0,train_family_1
train:59:687,train,59,B6,1,6.501341009756976,8.842255547181281,3216.9048782757254,2915.3100530809766,2.0,1.0,train_family_1,train_family_1
train:59:688,train,59,B6,1,8.011821979899182,9.983788743620044,3726.2686519042254,3742.6579029061613,2.0,1.0,train_family_1,train_family_0
train:59:689,train,59,B6,1,8.941905906766744,9.831999552303754,2216.6660747466262,1244.4899350360947,0.75,0.5,train_family_0,train_family_0
train:59:690,train,59,B8,1,5.294829429375146,11.168481637087272,3198.3082193466425,688.7499604795727,6.0,0.25,train_family_1,train_family_1
train:59:691,train,59,B2,1,6.505755207335575,8.389724265369129,2850.635940160787,761.5335224510364,2.0,0.25,train_family_1,train_family_1
train:59:692,train,59,B6,1,9.234449941565419,9.951763648078122,3352.7475461584177,2593.459397404816,0.75,0.75,train_family_0,train_family_0
train:59:693,train,59,B4,1,8.65639354987,9.83910178632274,5346.951671992898,1328.2447022347392,1.0,0.25,train_family_0,train_family_1
train:59:694,train,59,B8,1,5.038910038292784,6.950244007911022,2141.1347964412557,2435.251628287942,2.0,1.0,train_family_1,train_family_1
train:59:695,train,59,B6,1,7.14578108094459,9.99431476469761,3424.7704696383157,2878.006318835013,3.0,0.75,train_family_0,train_family_0
train:59:696,train,59,B6,1,5.049640199328315,10.172324390467987,2309.4350012745886,2255.936206812308,5.0,1.0,train_family_0,train_family_0
train:59:697,train,59,B8,1,8.132358528601351,8.97625900129192,1957.7841223388164,1281.603273546017,0.75,0.75,train_family_1,train_family_1
train:59:698,train,59,B2,1,7.9672829701814125,11.09223741634411,5605.868531339953,1503.0654603376588,3.0,0.25,train_family_1,train_family_0
train:59:699,train,59,B4,1,6.531344695034938,7.487609456024084,5090.423755837257,4489.338956535344,0.75,1.0,train_family_1,train_family_1
train:59:700,train,59,B8,1,6.167588551743179,11.36549268260695,2750.6305621748315,2043.1115963527934,5.0,0.75,train_family_1,train_family_0
train:59:701,train,59,B4,1,6.932859846497073,7.922426470912518,3809.658460390765,3910.5020184826244,0.75,1.0,train_family_0,train_family_1
train:59:702,train,59,B2,1,5.355496126331955,7.687506256272295,2624.9894930454,726.2437546400446,2.0,0.25,train_family_1,train_family_1
train:59:703,train,59,B6,1,5.235149162793723,8.346239412468814,3273.3768181811083,2496.3505331552756,3.0,0.75,train_family_0,train_family_0
train:59:704,train,59,B6,1,6.337232072900318,9.406010426612633,2431.7578834341957,580.8533241631307,3.0,0.25,train_family_0,train_family_1
train:59:705,train,59,B6,1,5.9868979031385745,9.655512732391792,1960.776033949964,1975.4046885769349,4.0,1.0,train_family_0,train_family_0
train:59:706,train,59,B8,1,8.318219482398856,10.22453628831845,3208.5877279023666,747.2104106240361,2.0,0.25,train_family_0,train_family_1
train:59:707,train,59,B6,1,4.696873770353515,7.770841447259244,3800.11660944544,2736.6779419284626,3.0,0.75,train_family_0,train_family_0
train:59:708,train,59,B2,1,5.838032929222642,7.939714628375595,5741.401439744415,5055.967397332289,2.0,1.0,train_family_0,train_family_1
train:59:709,train,59,B8,1,4.979743655504497,11.257879454003959,4399.440129347071,3289.0915350724135,6.0,0.75,train_family_1,train_family_1
train:59:710,train,59,B2,1,6.166477767792175,11.097867875200704,7531.505285395229,3343.201265647317,5.0,0.5,train_family_0,train_family_0
train:59:711,train,59,B8,1,6.476709311870846,11.628065378292137,5152.673394154935,1126.5534463703912,5.0,0.25,train_family_0,train_family_0
train:59:712,train,59,B4,1,5.480137692366181,11.48019285265499,3376.2474076682315,1646.1293480852821,6.0,0.5,train_family_0,train_family_0
train:59:713,train,59,B6,1,4.4815755710401,9.421012545982482,1836.6434801046125,1474.8637998934116,5.0,0.75,train_family_1,train_family_0
train:59:714,train,59,B6,1,5.755419466141017,8.485001678817246,2192.9486862399717,1177.7104422119805,3.0,0.5,train_family_1,train_family_1
train:59:715,train,59,B8,1,8.316466158328604,8.669999860923932,2758.994866184421,1969.7793562853797,0.5,0.75,train_family_0,train_family_0
train:59:716,train,59,B4,1,6.155711502210499,9.438841136371801,3334.7305753604887,2403.515504663644,3.0,0.75,train_family_0,train_family_0
train:59:717,train,59,B8,1,7.27509175400507,10.075125623799572,2814.3704617800454,699.7642424380958,3.0,0.25,train_family_0,train_family_0
train:59:718,train,59,B8,1,4.16161593449584,9.169638703291321,2337.165088156458,552.5277611622504,5.0,0.25,train_family_0,train_family_0
train:59:719,train,59,B4,1,10.308732015498077,11.219990467061097,2985.576052101861,845.2740042334984,1.0,0.25,train_family_1,train_family_0
train:59:720,train,59,B6,1,5.722447122509724,9.043204203715609,2030.133338434431,1965.3994748136788,3.0,1.0,train_family_0,train_family_0
train:59:721,train,59,B6,1,4.515372031900648,6.196963362088702,1791.070134397552,1723.5013364920633,2.0,1.0,train_family_0,train_family_0
train:59:722,train,59,B8,1,3.8975261210001206,9.123465667605089,3910.8497063221175,1973.3139629833947,5.0,0.5,train_family_1,train_family_0
train:59:723,train,59,B2,1,7.457768056619939,8.445063738266251,6545.790716051012,1518.4454489012328,0.75,0.25,train_family_0,train_family_1
train:59:724,train,59,B6,1,6.82343985358138,7.653946293520364,4213.5265390033765,2287.7575745707068,0.75,0.5,train_family_1,train_family_1
train:59:725,train,59,B2,1,9.145322358276266,9.298714016949171,7444.013871170203,6589.451815619861,0.5,1.0,train_family_0,train_family_1
train:59:726,train,59,B2,1,5.704089572040866,11.01932719315993,3677.756463440956,3894.1296704879005,5.0,1.0,train_family_0,train_family_0
train:59:727,train,59,B6,1,5.9310278959845,8.972275877701444,3066.8289388637936,3322.047211137238,3.0,1.0,train_family_0,train_family_0
train:59:728,train,59,B8,1,5.380054040672165,10.356743832191007,4526.860748693764,2342.7115120573667,5.0,0.5,train_family_0,train_family_0
train:59:729,train,59,B2,1,5.161561680646658,7.400394382893083,6730.763889195948,1563.0080185435936,2.0,0.25,train_family_0,train_family_0
train:59:730,train,59,B8,1,8.965151430113833,9.755905444254712,5111.719099079145,5505.147765227063,1.0,1.0,train_family_1,train_family_1
train:59:731,train,59,B6,1,6.5122106779332825,8.052611771752005,1891.2748710613291,448.53175707122944,1.5,0.25,train_family_0,train_family_1
train:59:732,train,59,B6,1,11.235269756769029,11.545387314167634,3451.2266385891085,1477.1235707177773,0.5,0.5,train_family_0,train_family_0
train:59:733,train,59,B4,1,10.247328051152795,10.583988637783602,1810.102172754908,1157.0131478886992,0.5,0.75,train_family_0,train_family_1
train:59:734,train,59,B4,1,6.55582855495831,7.830753427127653,1756.0934719369277,1369.0507914676257,1.0,0.75,train_family_0,train_family_0
train:59:735,train,59,B2,1,6.454207304811899,7.0715877467631945,6115.74215325063,2909.272902888875,0.5,0.5,train_family_0,train_family_0
train:59:736,train,59,B8,1,5.457477023238555,10.506143241787306,2799.1603079926113,2157.6676456713176,5.0,0.75,train_family_0,train_family_1
train:59:737,train,59,B2,1,8.67304950248142,10.183471512405097,3111.491529127515,733.2611099548606,1.5,0.25,train_family_0,train_family_0
train:59:738,train,59,B4,1,7.597057063762346,10.57425276934106,3770.797602838174,2899.600515592943,3.0,0.75,train_family_0,train_family_0
train:59:739,train,59,B4,1,4.481181758394031,9.394712412517928,3328.9747372471006,1428.7819260058955,5.0,0.5,train_family_0,train_family_0
train:59:740,train,59,B2,1,9.061104325877062,10.832989670098412,2313.441158348189,1245.4841238573492,2.0,0.5,train_family_0,train_family_1
train:59:741,train,59,B2,1,4.504393604524695,6.205167737235467,2306.3802355361654,2463.9552400758394,1.5,1.0,train_family_1,train_family_1
train:59:742,train,59,B8,1,6.650105057131503,10.91104485163505,4429.106043007381,3584.7864443791877,4.0,0.75,train_family_1,train_family_1
train:59:743,train,59,B2,1,5.1571906121121645,6.317268893022838,5891.9894240193935,1293.7458803495058,1.0,0.25,train_family_0,train_family_0
train:59:744,train,59,B4,1,9.150715698958814,9.857444082666648,2264.0037913072347,2277.6449373123373,0.5,1.0,train_family_0,train_family_0
train:59:745,train,59,B4,1,6.586615726666814,9.643391223308633,3269.044221348267,1702.8422708781854,3.0,0.5,train_family_1,train_family_1
train:59:746,train,59,B2,1,4.3760074398223985,10.690459513145205,3383.8649295590876,2670.0526844731926,6.0,0.75,train_family_1,train_family_0
train:59:747,train,59,B8,1,5.775297075469851,8.482938021506842,1955.6300963333626,2167.801544895751,3.0,1.0,train_family_1,train_family_1
train:59:748,train,59,B4,1,5.897627571848,10.623181054428137,2899.5177113528057,2165.2148978672103,5.0,0.75,train_family_0,train_family_1
train:59:749,train,59,B2,1,5.344436631112782,10.34932415150887,3474.6724039716228,946.2699559280859,5.0,0.25,train_family_0,train_family_0
train:59:750,train,59,B8,1,7.83855009789416,8.439576207221462,2126.434374607444,1128.236618488876,0.75,0.5,train_family_1,train_family_1
train:59:751,train,59,B8,1,7.030476077964937,7.531185847529254,2977.2667037391107,2858.6063828032193,0.75,1.0,train_family_0,train_family_0
train:59:752,train,59,B8,1,7.543430285337751,10.496042545449193,3117.6001915845486,2140.513559520699,3.0,0.75,train_family_1,train_family_1
train:59:753,train,59,B2,1,9.391855651364972,10.046768571756619,3973.0129556810625,2621.5450485021042,1.0,0.75,train_family_0,train_family_0
train:59:754,train,59,B4,1,3.8791962496953722,9.782761455950059,1899.3141526100978,509.2462729546448,6.0,0.25,train_family_1,train_family_1
train:59:755,train,59,B4,1,8.110914106828089,10.253586440238008,3218.58502899968,1536.4876515443193,2.0,0.5,train_family_0,train_family_1
train:59:756,train,59,B8,1,8.871296253938295,10.204461773938226,2688.600212520097,1870.7218739356124,1.0,0.75,train_family_1,train_family_1
train:59:757,train,59,B8,1,4.399621305382826,6.685556991958174,3435.678625608888,918.1193085206698,2.0,0.25,train_family_0,train_family_0
train:59:758,train,59,B4,1,6.837042106066225,7.1197196339498054,4137.842937916836,4584.541838792426,0.5,1.0,train_family_0,train_family_0
train:59:759,train,59,B8,1,6.329791307360943,10.510502949639164,2741.22258742705,2133.5546362891787,4.0,0.75,train_family_0,train_family_0
train:59:760,train,59,B8,1,4.06625651580925,9.94278094097034,4178.283127016599,1197.0034433118976,6.0,0.25,train_family_0,train_family_0
train:59:761,train,59,B2,1,7.632338324939525,8.38823095453426,3466.379292755227,2713.695347128326,0.5,0.75,train_family_0,train_family_0
train:59:762,train,59,B8,1,4.742598268325094,9.665160093234144,4196.534227897954,3434.2442279262195,5.0,0.75,train_family_1,train_family_1
train:59:763,train,59,B2,1,6.62828609426745,7.412562323077283,4391.889943224149,3088.8383430961253,1.0,0.75,train_family_1,train_family_1
train:59:764,train,59,B2,1,9.00948556401155,9.639572055395663,2891.009318015068,2346.066883260688,0.75,0.75,train_family_1,train_family_1
train:59:765,train,59,B2,1,4.649140313190033,5.164987900868305,4547.2927897253285,3476.3669251144656,0.75,0.75,train_family_1,train_family_1
train:59:766,train,59,B8,1,4.848950529284922,9.194122620765636,3135.1235972072463,2160.774234872908,4.0,0.75,train_family_0,train_family_0
train:59:767,train,59,B2,1,4.824073918814107,5.981697496341029,7663.721885646566,6743.985514726742,1.0,1.0,train_family_0,train_family_0
train:59:768,train,59,B4,1,4.84194681635967,5.551137299982275,3329.0964348616317,3286.99768008617,0.5,1.0,train_family_1,train_family_0
train:59:769,train,59,B2,1,5.851673285757804,6.303229833318533,3346.1731887509513,1628.7076460077367,0.5,0.5,train_family_1,train_family_1
train:59:770,train,59,B6,1,4.6166342390289685,6.4695605539070025,2288.8554484059964,1230.501493910756,2.0,0.5,train_family_0,train_family_1
train:59:771,train,59,B6,1,5.177168462281357,10.126660368304394,2745.2002246148295,1797.2145509284512,5.0,0.75,train_family_0,train_family_1
train:59:772,train,59,B8,1,7.51079361653172,8.199986181737847,5201.277068360089,2435.98653014451,0.75,0.5,train_family_0,train_family_1
train:59:773,train,59,B6,1,7.078886504050685,8.904288927976415,2438.418949922666,548.0052491627287,1.5,0.25,train_family_1,train_family_1
train:59:774,train,59,B4,1,4.244360614873044,9.292668997964045,1445.478786835492,655.742215186563,5.0,0.5,train_family_0,train_family_1
train:59:775,train,59,B6,1,4.919898280341496,7.046157883664123,3174.8996861205464,1398.621199477415,2.0,0.5,train_family_0,train_family_0
train:59:776,train,59,B2,1,4.336642432252965,9.448059889370857,3101.936498703232,3305.8490138624643,5.0,1.0,train_family_0,train_family_0
train:59:777,train,59,B2,1,4.380577567330678,5.469537403670617,6833.623148150877,5077.317362825142,1.0,0.75,train_family_0,train_family_0
train:59:778,train,59,B4,1,4.158666434160903,4.32821469814336,2791.7642043946616,2995.9007168487174,0.5,1.0,train_family_0,train_family_0
train:59:779,train,59,B2,1,7.974031911535528,9.506598456462157,2215.9388414971795,1561.9862496534456,1.5,0.75,train_family_0,train_family_0
train:59:780,train,59,B6,0,6.941735079603244,,2082.5242037139064,0.0,,0.0,train_family_0,
train:59:781,train,59,B8,0,4.5077360257083825,,1824.8907840991812,0.0,,0.0,train_family_1,
train:59:782,train,59,B6,0,9.199313222799445,,2810.597344775385,0.0,,0.0,train_family_1,
train:59:783,train,59,B2,0,9.736616481896004,,8469.450883299556,0.0,,0.0,train_family_0,
train:59:784,train,59,B4,0,7.708350858990917,,4281.079353828932,0.0,,0.0,train_family_0,
train:59:785,train,59,B6,0,4.2593735963118124,,2012.1462528681607,0.0,,0.0,train_family_0,
train:59:786,train,59,B2,0,5.889941198603088,,3237.750466506599,0.0,,0.0,train_family_0,
train:59:787,train,59,B6,0,11.063223383396396,,2298.420602651668,0.0,,0.0,train_family_0,
train:59:788,train,59,B8,0,10.339353260234997,,1876.2201204913615,0.0,,0.0,train_family_1,
train:59:789,train,59,B8,0,4.978661116248919,,1951.2279856696548,0.0,,0.0,train_family_0,
train:59:790,train,59,B2,0,7.248018902176776,,4309.701275132545,0.0,,0.0,train_family_0,
train:59:791,train,59,B4,0,9.016450364780704,,3456.9835276658987,0.0,,0.0,train_family_0,
train:59:792,train,59,B2,0,10.12497154032188,,1984.7077508345305,0.0,,0.0,train_family_0,
