delay_sample,delay_ns,method,n_positive,timing_bias_ns,abs_timing_bias_ns,area_bias_fraction,abs_area_bias_fraction,time_sigma68_ns,area_res68_fraction,passes_bias_criteria,timing_bias_requirement_ns,area_bias_requirement_fraction
0.5,5.0,stress_amp_binned_template_fit,65,1.9612069845768465,1.9612069845768465,0.0488260331467701,0.0488260331467701,18.198131692143875,0.16829118281658403,False,1.0,0.2
0.75,7.5,stress_amp_binned_template_fit,69,-0.07826034282258476,0.07826034282258476,0.018757514625140703,0.018757514625140703,14.174618884871059,0.11177552253718565,True,1.0,0.2
1.0,10.0,stress_amp_binned_template_fit,66,-0.6389036021752936,0.6389036021752936,0.014940566427939759,0.014940566427939759,13.497516169506685,0.08765719887888325,True,1.0,0.2
1.5,15.0,stress_amp_binned_template_fit,70,-1.3445331183217135,1.3445331183217135,0.024514086619598082,0.024514086619598082,15.053157348885435,0.11157200629663688,False,1.0,0.2
2.0,20.0,stress_amp_binned_template_fit,57,0.8922838909106279,0.8922838909106279,0.01059172135949682,0.01059172135949682,13.749786963817485,0.10647731773943035,True,1.0,0.2
3.0,30.0,stress_amp_binned_template_fit,50,-3.320822240862147,3.320822240862147,-0.038333171387766624,0.038333171387766624,15.24610749714827,0.09890998169976661,False,1.0,0.2
4.0,40.0,stress_amp_binned_template_fit,63,-4.442634749766916,4.442634749766916,-0.06443181826998774,0.06443181826998774,11.518116255787554,0.1068978905063557,False,1.0,0.2
5.0,50.0,stress_amp_binned_template_fit,84,-2.4244098690549,2.4244098690549,-0.052808306463838856,0.052808306463838856,11.389642502691668,0.13957091336918948,False,1.0,0.2
6.0,60.0,stress_amp_binned_template_fit,59,-1.6388117638794508,1.6388117638794508,-0.03262808690652566,0.03262808690652566,9.144291748141558,0.09756444831560984,False,1.0,0.2
0.5,5.0,stress_compact_mlp_classifier_regressor,41,0.05978230479187552,0.05978230479187552,0.008176897924747548,0.008176897924747548,7.823860334913753,0.09266586401112181,True,1.0,0.2
0.75,7.5,stress_compact_mlp_classifier_regressor,40,-0.14834242868274838,0.14834242868274838,0.0345024002713094,0.0345024002713094,6.660145672776846,0.05840975504245361,True,1.0,0.2
1.0,10.0,stress_compact_mlp_classifier_regressor,42,1.9823324823074095,1.9823324823074095,0.015407518554437486,0.015407518554437486,6.422993492916675,0.0852352204667686,False,1.0,0.2
1.5,15.0,stress_compact_mlp_classifier_regressor,46,-0.865438360225399,0.865438360225399,0.013217144127231196,0.013217144127231196,7.744970242610611,0.08920158691696277,True,1.0,0.2
2.0,20.0,stress_compact_mlp_classifier_regressor,36,-0.09010786204161292,0.09010786204161292,-0.011992542850405505,0.011992542850405505,6.285686033917057,0.09274380183107311,True,1.0,0.2
3.0,30.0,stress_compact_mlp_classifier_regressor,46,0.37724997966849916,0.37724997966849916,-0.020178462295038523,0.020178462295038523,7.482941071030327,0.07329715418988188,True,1.0,0.2
4.0,40.0,stress_compact_mlp_classifier_regressor,59,0.8669374201096236,0.8669374201096236,-0.031538840829090746,0.031538840829090746,7.679222546479983,0.09289092357230783,True,1.0,0.2
5.0,50.0,stress_compact_mlp_classifier_regressor,70,-0.46552625529880043,0.46552625529880043,-0.022797473691267507,0.022797473691267507,8.305408046869562,0.07347925028602617,True,1.0,0.2
6.0,60.0,stress_compact_mlp_classifier_regressor,48,-1.0783743973174253,1.0783743973174253,-0.022647019251782342,0.022647019251782342,7.981487884781199,0.08499896995323665,False,1.0,0.2
