threshold,value
amplitude_adc_q995,9505.5
amplitude_adc_q999,9605.5
saturation_count_q995,2.0
post_peak_min_q001,-4.558413259029388
baseline_mad_q995,1975.6925000000047
abs_baseline_slope_q995,6416.0
late_fraction_q999,0.9993421362042427
timing_span_dup_q990,18.0
secondary_peak_q999,0.9993728252649308
undershoot_area_q001,-39.315384349823
width_half_q995,12.0
q_template_rmse_q995,2.251081978082657
q_template_rmse_q999,3.012178329944643
