consumer,policy,n_total,n_accepted,veto_fraction,sigma68_ns,full_rms_ns,bad_tail_frac_abs_gt10ns,median_bias_ns,mean_bias_ns,consumer_utility_loss,method,method_label,accepted_cases,sigma68_ns_ci_low,sigma68_ns_ci_high,full_rms_ns_ci_low,full_rms_ns_ci_high,bad_tail_frac_abs_gt10ns_ci_low,bad_tail_frac_abs_gt10ns_ci_high,veto_fraction_ci_low,veto_fraction_ci_high,consumer_utility_loss_ci_low,consumer_utility_loss_ci_high
timing,recover_all,16656,16656,0.0,0.218042226487527,7.7896803466585265,0.008645533141210375,0.0,-0.948264377881496,0.4430000985503805,traditional_phase_selected_template_interp,traditional,"cfd_crossing_single,early_tail_pair,late_tail_pair,leading_edge_pair,peak_contiguous,peak_single",0.19970993632852668,0.235494603083554,5.233169805973656,9.455631800483655,0.006191183754333828,0.010662377888968311,0.0,0.0,0.3582944357229896,0.5019924072363048
timing,phase_recover_veto,16656,16656,0.0,0.218042226487527,7.7896803466585265,0.008645533141210375,0.0,-0.948264377881496,0.4430000985503805,traditional_phase_selected_template_interp,traditional,"cfd_crossing_single,early_tail_pair,late_tail_pair,leading_edge_pair,peak_contiguous,peak_single",0.20230461693652432,0.23711810587815843,5.654078822842193,9.37675405380992,0.0064333974328131165,0.010565516391841034,0.0,0.0,0.37274638267640753,0.5004884674492248
timing,recover_all,16656,16656,0.0,3.628249588070206,6.780477357395929,0.04628962536023055,0.0421656569815975,0.2739641435421646,4.134176138099969,ridge,ridge,"cfd_crossing_single,early_tail_pair,late_tail_pair,leading_edge_pair,peak_contiguous,peak_single",3.5232569884556466,3.7053093132543187,5.588761577975361,7.859540847673911,0.03933420516083477,0.05346538974802711,0.0,0.0,3.969889125724886,4.280696493202645
timing,phase_recover_veto,16656,0,1.0,,,,,,,ridge,ridge,,,,,,,,1.0,1.0,,
timing,recover_all,16656,16656,0.0,0.3535131490830939,3.8424471125754236,0.011047070124879923,0.00734740209959555,-0.052384744624464026,0.5187386523336417,hist_gradient_boosted_trees,gradient_boosted_trees,"cfd_crossing_single,early_tail_pair,late_tail_pair,leading_edge_pair,peak_contiguous,peak_single",0.34553494758169884,0.3616923845516515,2.3907203094120986,5.166145256208181,0.007733453281138765,0.014126417259381787,0.0,0.0,0.4609651615412591,0.5718142204276079
timing,phase_recover_veto,16656,16656,0.0,0.3535131490830939,3.8424471125754236,0.011047070124879923,0.00734740209959555,-0.052384744624464026,0.5187386523336417,hist_gradient_boosted_trees,gradient_boosted_trees,"cfd_crossing_single,early_tail_pair,late_tail_pair,leading_edge_pair,peak_contiguous,peak_single",0.34493244461026673,0.36093683610640087,2.366447371480726,5.222949215811554,0.007731032002876663,0.014465059081670444,0.0,0.0,0.46115388778926636,0.5743998844283013
timing,recover_all,16656,16656,0.0,1.6248569172842189,4.512035137631972,0.01813160422670509,-0.1042777385478954,-0.14435855037436424,1.8601504538504992,mlp,mlp,"cfd_crossing_single,early_tail_pair,late_tail_pair,leading_edge_pair,peak_contiguous,peak_single",1.5898823995124935,1.6557538069467626,3.29403483039166,5.597136866716103,0.012990900383141763,0.02391123768838258,0.0,0.0,1.779132624147873,1.9357554815102176
timing,phase_recover_veto,16656,0,1.0,,,,,,,mlp,mlp,,,,,,,,1.0,1.0,,
timing,recover_all,16656,16656,0.0,1.0807792985108278,5.688378549086414,0.02509606147934678,-0.047860346531680656,-0.04102822703650065,1.3953153613273304,one_dimensional_cnn,1d_cnn,"cfd_crossing_single,early_tail_pair,late_tail_pair,leading_edge_pair,peak_contiguous,peak_single",1.0430610624113437,1.1172999732018292,4.367387353255772,6.9268695705931025,0.02096930142615422,0.029774489076814657,0.0,0.0,1.3150463523235252,1.4748004582872176
timing,phase_recover_veto,16656,5552,0.6666666666666667,0.8149062204180327,6.023197327482796,0.02521613832853026,-0.01688810927046865,-0.03191361319228825,1.270432606929264,one_dimensional_cnn,1d_cnn,"early_tail_pair,late_tail_pair",0.7725308848176603,0.8550248447924892,4.321452829968422,7.605429443431455,0.020326580394017975,0.029675000912584265,0.6666666666666667,0.6666666666666667,1.1828761771179532,1.3549028977216215
timing,recover_all,16656,16656,0.0,0.9988427344036088,5.419424251585781,0.022214217098943324,-0.0866060809070812,-0.1016859233207488,1.284944956226871,phase_gated_cnn,phase_gated_cnn_new_architecture,"cfd_crossing_single,early_tail_pair,late_tail_pair,leading_edge_pair,peak_contiguous,peak_single",0.966710010760087,1.0355009839669247,4.093602338736035,6.446007490112817,0.01687838155728064,0.02738438025065723,0.0,0.0,1.20623028656433,1.363227016082415
timing,phase_recover_veto,16656,5552,0.6666666666666667,0.7452229428206093,5.81154887781549,0.0223342939481268,0.04774481823852645,0.010898166211013936,1.1734616052952669,phase_gated_cnn,phase_gated_cnn_new_architecture,"early_tail_pair,late_tail_pair",0.716356468646103,0.7848604089979032,4.232747454497735,7.071841612770597,0.016374534699135235,0.02769858087954893,0.6666666666666667,0.6666666666666667,1.0801399867860715,1.2630754046628974
charge,recover_all,16656,16656,0.0,0.218042226487527,7.7896803466585265,0.008645533141210375,0.0,-0.948264377881496,0.7804369066446609,traditional_phase_selected_template_interp,traditional,"cfd_crossing_single,early_tail_pair,late_tail_pair,leading_edge_pair,peak_contiguous,peak_single",0.2033362337896057,0.23657895679230573,5.615732299424491,9.440261154639611,0.006346981132100697,0.010702006010004735,0.0,0.0,0.6186055787479369,0.9163433663882828
charge,phase_recover_veto,16656,13880,0.16666666666666663,0.1658119658119616,8.388890841030545,0.005619596541786743,0.0,-0.8387539768314616,0.7176484386992237,traditional_phase_selected_template_interp,traditional,"cfd_crossing_single,early_tail_pair,late_tail_pair,peak_contiguous,peak_single",0.1503894722907203,0.18064530807254706,5.969862403934779,10.08614223599339,0.0032341051084160237,0.008321579689703809,0.16666666666666663,0.16666666666666663,0.546709770153985,0.8608617770067183
charge,recover_all,16656,16656,0.0,3.628249588070206,6.780477357395929,0.04628962536023055,0.0421656569815975,0.2739641435421646,4.893065963144614,ridge,ridge,"cfd_crossing_single,early_tail_pair,late_tail_pair,leading_edge_pair,peak_contiguous,peak_single",3.5234035253514295,3.708999555610624,5.603442021906905,7.775871392931062,0.039464959973233814,0.053073648894259584,0.0,0.0,4.621538198093098,5.141263077424289
charge,phase_recover_veto,16656,0,1.0,,,,,,,ridge,ridge,,,,,,,,1.0,1.0,,
charge,recover_all,16656,16656,0.0,0.3535131490830939,3.8424471125754236,0.011047070124879923,0.00734740209959555,-0.052384744624464026,0.7665769072094635,hist_gradient_boosted_trees,gradient_boosted_trees,"cfd_crossing_single,early_tail_pair,late_tail_pair,leading_edge_pair,peak_contiguous,peak_single",0.3455342961630554,0.3612809554912752,2.3950084797422777,5.147265909810397,0.0076426915585564486,0.014493003843382176,0.0,0.0,0.6205987748799272,0.8994632101804186
charge,phase_recover_veto,16656,16656,0.0,0.3535131490830939,3.8424471125754236,0.011047070124879923,0.00734740209959555,-0.052384744624464026,0.7665769072094635,hist_gradient_boosted_trees,gradient_boosted_trees,"cfd_crossing_single,early_tail_pair,late_tail_pair,leading_edge_pair,peak_contiguous,peak_single",0.3457423504598137,0.3608489248655102,2.339838257391966,5.147071995166908,0.007733812949640288,0.01436988936988937,0.0,0.0,0.6253723158286386,0.8962505744191396
charge,recover_all,16656,16656,0.0,1.6248569172842189,4.512035137631972,0.01813160422670509,-0.1042777385478954,-0.14435855037436424,2.2130907586999196,mlp,mlp,"cfd_crossing_single,early_tail_pair,late_tail_pair,leading_edge_pair,peak_contiguous,peak_single",1.5883585014170825,1.6596876404450553,3.3245253878056458,5.67893138174369,0.01298912528958389,0.02411965466610612,0.0,0.0,2.04353884481496,2.3887248775882957
charge,phase_recover_veto,16656,0,1.0,,,,,,,mlp,mlp,,,,,,,,1.0,1.0,,
charge,recover_all,16656,16656,0.0,1.0807792985108278,5.688378549086414,0.02509606147934678,-0.047860346531680656,-0.04102822703650065,1.8671194555520843,one_dimensional_cnn,1d_cnn,"cfd_crossing_single,early_tail_pair,late_tail_pair,leading_edge_pair,peak_contiguous,peak_single",1.0475116280440768,1.114007895355607,4.379699635958329,6.881440689436049,0.020839342340442074,0.02907321704046517,0.0,0.0,1.7084958830267383,2.014790676115845
