method,pid_proxy_auc,pid_proxy_prevalence,n
1d_cnn,0.9824604743083004,0.05641025641025641,390
fft_matched_filter_template_traditional,0.9841666666666666,0.05660377358490566,390
gradient_boosted_trees,0.9845602766798418,0.05641025641025641,390
mlp,0.9555335968379447,0.05641025641025641,390
ridge,0.9887598814229249,0.05641025641025641,390
saturation_residual_fusion_new,0.9861660079051383,0.05641025641025641,390
tiny_sequence_transformer,0.9838191699604744,0.05641025641025641,390
