coverage,coverage_error,abs_coverage_error,mean_interval_width_ns,timing_rmse_ns,energy_bias,overlap_ap,pid_proxy_confusion_span,n_eval_overlap,n_eval_rows,method,interval_policy,nominal_coverage,stratum,heldout_run
0.6164383561643836,-0.06356164383561647,0.06356164383561647,15.115642603247874,9.394340784010694,0.06521935369965373,0.7603543942031646,0.18292682926829268,73,176,1d_cnn,native_s36b_proxy,0.68,synthetic_injection_all,58
0.5692307692307692,-0.11076923076923084,0.11076923076923084,15.115642603247874,9.602419663016606,0.05930054787669364,0.8106244758130668,0.27380952380952384,65,176,1d_cnn,native_s36b_proxy,0.68,synthetic_injection_all,60
0.6515151515151515,-0.028484848484848557,0.028484848484848557,15.115642603247874,7.953059386975934,0.05082960051891884,0.818592672736419,0.053012048192771055,66,176,1d_cnn,native_s36b_proxy,0.68,synthetic_injection_all,62
0.6949152542372882,0.014915254237288122,0.014915254237288122,15.115642603247874,7.93134169529861,0.039407510533007575,0.7554272492359769,0.17441860465116277,59,176,1d_cnn,native_s36b_proxy,0.68,synthetic_injection_all,64
0.6307692307692307,-0.0492307692307693,0.0492307692307693,15.115642603247874,7.422530671826139,0.04824989934696047,0.7874877582383504,0.10162601626016263,65,176,1d_cnn,native_s36b_proxy,0.68,synthetic_injection_all,65
0.0,-0.68,0.68,15.115642603247874,18.998913266793735,-0.05780746836072091,1.0,0.0,1,1,1d_cnn,native_s36b_proxy,0.68,real_high_rate_proxy,58
0.0,-0.68,0.68,15.115642603247874,14.585498520204306,0.14592577808817261,1.0,0.0,2,2,1d_cnn,native_s36b_proxy,0.68,real_high_rate_proxy,60
0.5,-0.18000000000000005,0.18000000000000005,15.115642603247874,10.588376772707527,0.013948976987612263,1.0,0.0,2,2,1d_cnn,native_s36b_proxy,0.68,real_high_rate_proxy,62
0.6949152542372882,0.014915254237288122,0.014915254237288122,15.115642603247874,7.93134169529861,0.039407510533007575,0.7554272492359769,0.17441860465116277,59,176,1d_cnn,native_s36b_proxy,0.68,real_high_rate_proxy,64
0.6307692307692307,-0.0492307692307693,0.0492307692307693,15.115642603247874,7.422530671826139,0.04824989934696047,0.7874877582383504,0.10162601626016263,65,176,1d_cnn,native_s36b_proxy,0.68,real_high_rate_proxy,65
0.7945205479452054,-0.15547945205479452,0.15547945205479452,22.88126245495082,9.394340784010694,0.06521935369965373,0.7603543942031646,0.18292682926829268,73,176,1d_cnn,native_s36b_proxy,0.95,synthetic_injection_all,58
0.7692307692307693,-0.18076923076923068,0.18076923076923068,22.88126245495082,9.602419663016606,0.05930054787669364,0.8106244758130668,0.27380952380952384,65,176,1d_cnn,native_s36b_proxy,0.95,synthetic_injection_all,60
0.803030303030303,-0.14696969696969697,0.14696969696969697,22.88126245495082,7.953059386975934,0.05082960051891884,0.818592672736419,0.053012048192771055,66,176,1d_cnn,native_s36b_proxy,0.95,synthetic_injection_all,62
0.847457627118644,-0.10254237288135593,0.10254237288135593,22.88126245495082,7.93134169529861,0.039407510533007575,0.7554272492359769,0.17441860465116277,59,176,1d_cnn,native_s36b_proxy,0.95,synthetic_injection_all,64
0.9076923076923077,-0.04230769230769227,0.04230769230769227,22.88126245495082,7.422530671826139,0.04824989934696047,0.7874877582383504,0.10162601626016263,65,176,1d_cnn,native_s36b_proxy,0.95,synthetic_injection_all,65
0.0,-0.95,0.95,22.88126245495082,18.998913266793735,-0.05780746836072091,1.0,0.0,1,1,1d_cnn,native_s36b_proxy,0.95,real_high_rate_proxy,58
