run,eventno,stave,target_sample,target_adc,pre_mean,pre_median,pre_std,pre_slope,pre0,pre1,pre2,pre3,stave_code
62,538131,B8,9,-9.5,-1.25,0.0,3.766629695892334,-8.0,0.5,-0.5,2.5,-7.5,3
48,66700,B2,9,5.0,-4.0,0.0,11.683320999145508,-27.0,4.0,7.0,-4.0,-23.0,0
46,52918,B8,7,-7.0,0.0,0.0,5.522680282592773,-11.0,6.0,5.0,-6.0,-5.0,3
60,466114,B6,6,22.5,-0.25,0.0,9.832980155944824,19.0,-8.5,-11.5,8.5,10.5,2
57,358711,B6,4,-25.0,1.25,0.0,8.042854309082031,1.0,-7.0,12.0,6.0,-6.0,2
48,66272,B4,6,-1.5,0.0,0.0,4.031128883361816,-4.0,-1.5,1.5,5.5,-5.5,1
54,246368,B8,5,-18.0,1.0,0.0,8.573214530944824,-24.0,14.0,-1.0,1.0,-10.0,3
58,390029,B8,8,6.0,1.25,0.0,4.085033893585205,-11.0,8.0,0.0,0.0,-3.0,3
57,359716,B2,8,46.0,1.25,0.0,4.96865177154541,-11.0,9.0,2.0,-4.0,-2.0,0
47,55015,B2,5,2.5,-3.5,0.0,15.443445205688477,37.0,-25.5,-10.5,10.5,11.5,0
48,65272,B8,6,-5.0,-5.75,0.0,11.840080261230469,29.0,-26.0,-2.0,2.0,3.0,3
54,247337,B2,7,-19.5,-1.25,0.0,9.283721923828125,-26.0,10.5,0.5,-0.5,-15.5,0
46,53280,B2,9,-3.5,0.25,0.0,6.832825183868408,-12.0,3.5,9.5,-3.5,-8.5,0
63,576851,B8,4,8.5,1.5,0.0,4.183300018310547,-8.0,8.5,-2.5,-0.5,0.5,3
56,309284,B4,4,3.0,-3.75,0.0,10.009370803833008,25.0,-20.0,-4.0,4.0,5.0,1
65,650065,B8,6,57.5,7.5,0.0,21.691011428833008,55.0,-12.5,-8.5,8.5,42.5,3
60,466027,B8,6,-3.0,-1.25,0.0,6.299801349639893,4.0,2.0,-11.0,-2.0,6.0,3
57,358302,B4,9,-6.0,0.0,0.0,1.5811388492584229,-4.0,2.0,1.0,-1.0,-2.0,1
52,195932,B8,6,-1.5,0.75,0.0,1.6393595933914185,4.0,-0.5,0.5,-0.5,3.5,3
50,129410,B2,8,1.5,0.5,0.0,2.7386128902435303,-1.0,-1.5,1.5,4.5,-2.5,0
44,715,B8,5,6.0,0.0,0.0,1.5811388492584229,3.0,-2.0,-1.0,2.0,1.0,3
56,307214,B8,4,22.0,-1.0,0.0,2.4494898319244385,-6.0,1.0,1.0,-1.0,-5.0,3
60,465581,B4,8,-20.5,-4.0,0.0,7.2284159660339355,17.0,-16.5,0.5,-0.5,0.5,1
54,248070,B6,8,-26.5,-0.25,0.0,6.456585884094238,-18.0,8.5,-1.5,1.5,-9.5,2
48,65744,B8,6,-3.0,-0.25,0.0,2.2776083946228027,-1.0,-2.0,2.0,2.0,-3.0,3
65,649579,B6,4,32.5,2.0,0.0,8.558621406555176,18.0,-2.5,-7.5,2.5,15.5,2
52,196204,B4,4,-5.0,0.25,0.0,3.960744857788086,4.0,-5.0,6.0,1.0,-1.0,1
51,175915,B6,7,-5.0,0.5,0.0,0.8660253882408142,0.0,0.0,2.0,0.0,0.0,2
55,284807,B2,7,-8.5,0.25,0.0,2.1650636196136475,-6.0,3.5,-0.5,0.5,-2.5,0
50,130173,B2,5,20.0,1.0,0.0,6.480740547180176,12.0,-1.0,-7.0,1.0,11.0,0
48,66839,B8,5,19.0,4.75,0.0,14.148763656616211,35.0,-8.0,-7.0,7.0,27.0,3
62,538872,B2,4,1.0,-1.0,0.0,4.41588020324707,7.0,-8.0,1.0,4.0,-1.0,0
57,358498,B8,9,1.0,-7.25,0.0,14.497844696044922,35.0,-32.0,-3.0,3.0,3.0,3
57,357856,B6,7,-6.0,-1.75,0.0,3.699662208557129,7.0,-8.0,1.0,1.0,-1.0,2
62,538393,B6,5,35.5,-0.75,0.0,3.1124749183654785,8.0,-5.5,-1.5,1.5,2.5,2
54,249601,B4,7,-33.5,-5.5,0.0,24.56623649597168,65.0,-43.5,-9.5,9.5,21.5,1
63,576195,B2,8,6.0,0.75,0.0,5.402545928955078,-10.0,9.0,1.0,-6.0,-1.0,0
44,194,B8,4,-18.5,3.75,0.0,12.173229217529297,-32.0,23.5,3.5,-3.5,-8.5,3
49,98325,B2,4,7.5,0.75,0.0,6.219927787780762,16.0,-6.5,-3.5,3.5,9.5,0
58,390578,B8,5,-14.0,0.75,0.0,1.9202864170074463,-4.0,4.0,0.0,-1.0,0.0,3
52,197072,B6,6,-4.5,0.75,0.0,4.96865177154541,-12.0,7.5,3.5,-3.5,-4.5,2
50,132888,B2,4,-1.5,-1.25,0.0,3.1124749183654785,2.0,-0.5,0.5,-6.5,1.5,0
50,132564,B6,4,-1.5,-2.0,0.0,7.017834186553955,13.0,-13.5,5.5,0.5,-0.5,2
46,53651,B2,5,6.5,1.25,0.0,5.117372512817383,-10.0,9.5,-4.5,0.5,-0.5,0
62,539580,B2,5,-18.5,2.75,0.0,10.755812644958496,-4.0,-4.5,19.5,4.5,-8.5,0
48,65405,B6,7,-2.5,2.75,0.0,5.673402786254883,-13.0,12.5,0.5,-1.5,-0.5,2
60,466974,B6,7,-4.0,2.0,0.0,10.319883346557617,7.0,-10.0,3.0,18.0,-3.0,2
51,175937,B2,4,-107.0,-4.5,0.0,50.79616165161133,-128.0,55.0,32.0,-32.0,-73.0,0
54,244471,B4,8,5.5,-2.25,0.0,5.4486236572265625,-3.0,2.5,0.5,-11.5,-0.5,1
53,205851,B6,7,35.5,-1.0,0.0,5.408327102661133,5.0,0.5,-9.5,-0.5,5.5,2
44,1866,B2,5,-30.0,-3.5,0.0,10.874281883239746,17.0,-21.0,4.0,7.0,-4.0,0
54,249426,B2,7,-17.0,-0.5,0.0,7.664855003356934,-16.0,6.0,8.0,-6.0,-10.0,0
62,539383,B4,5,-1.0,-2.0,0.0,4.690415859222412,-10.0,0.0,2.0,0.0,-10.0,1
65,649835,B8,5,4.0,0.5,0.0,5.123475551605225,-9.0,4.0,-4.0,7.0,-5.0,3
62,538345,B2,5,2.0,0.25,0.0,11.098986625671387,21.0,-6.0,-14.0,6.0,15.0,0
59,423330,B2,5,-8.5,2.5,0.0,8.03118896484375,-18.0,15.5,2.5,-5.5,-2.5,0
44,1905,B4,8,13.5,-1.75,0.0,6.609652042388916,13.0,-12.5,-0.5,5.5,0.5,1
48,66709,B6,9,1.5,-0.25,0.0,3.0310888290405273,-6.0,1.5,3.5,-1.5,-4.5,2
54,245208,B6,9,0.5,-0.25,0.0,3.5619516372680664,5.0,-0.5,-5.5,0.5,4.5,2
47,55463,B6,7,19.5,1.5,0.0,7.648529052734375,-21.0,13.5,1.5,-1.5,-7.5,2
54,244895,B4,9,0.5,0.5,0.0,4.7434163093566895,4.0,-5.5,1.5,7.5,-1.5,1
45,4817,B4,8,27.5,0.75,0.0,3.1124749183654785,8.0,-2.5,1.5,-1.5,5.5,1
49,97505,B4,4,-3.5,0.5,0.0,4.636809349060059,11.0,-4.5,-3.5,3.5,6.5,1
58,391003,B6,6,17.0,1.25,0.0,7.822243690490723,-21.0,13.0,3.0,-3.0,-8.0,2
62,538345,B4,7,-4.0,-4.75,0.0,13.553135871887207,31.0,-27.0,-4.0,8.0,4.0,1
59,423673,B8,6,-41.5,0.75,0.0,18.833148956298828,-48.0,25.5,11.5,-11.5,-22.5,3
49,97091,B6,7,-11.0,-2.0,0.0,5.385164737701416,-2.0,1.0,-11.0,3.0,-1.0,2
63,577521,B4,8,-33.5,-1.75,0.0,3.960744857788086,-8.0,-0.5,0.5,1.5,-8.5,1
57,359190,B2,5,19.5,0.5,0.0,3.391165018081665,-4.0,5.5,-1.5,-3.5,1.5,0
60,466142,B6,8,27.0,-1.25,0.0,2.7726340293884277,-6.0,0.0,0.0,1.0,-6.0,2
61,502144,B4,4,-4.5,-1.75,0.0,5.2618913650512695,-10.0,-0.5,3.5,0.5,-10.5,1
44,879,B6,7,36.5,-0.5,0.0,3.391165018081665,9.0,-5.5,1.5,-1.5,3.5,2
56,309664,B4,8,-59.0,-3.5,0.0,6.689544200897217,-16.0,1.0,1.0,-1.0,-15.0,1
59,424143,B2,4,-13.0,-2.75,0.0,7.790218353271484,-19.0,4.0,4.0,-4.0,-15.0,0
53,205104,B4,5,16.5,-1.5,0.0,4.183300018310547,11.0,-8.5,-0.5,0.5,2.5,1
59,423595,B6,7,-14.0,1.75,0.0,5.760859489440918,-9.0,11.0,-2.0,-4.0,2.0,2
57,359003,B8,8,-23.0,-2.25,0.0,5.804093360900879,-13.0,1.0,-1.0,3.0,-12.0,3
58,390085,B2,4,-11.0,0.0,0.0,1.5811388492584229,-3.0,1.0,2.0,-1.0,-2.0,0
48,66779,B6,6,22.5,-1.0,0.0,4.153311729431152,11.0,-7.5,-1.5,1.5,3.5,2
49,97162,B2,9,24.5,0.25,0.0,1.4790199995040894,3.0,-0.5,-1.5,0.5,2.5,0
48,66067,B8,7,-4.5,-1.0,0.0,2.692582368850708,7.0,-5.5,-0.5,0.5,1.5,3
62,538623,B8,7,-7.0,-0.75,0.0,6.832825183868408,3.0,-9.0,6.0,6.0,-6.0,3
50,130154,B8,9,-12.0,0.25,0.0,1.785357117652893,3.0,0.0,0.0,-2.0,3.0,3
59,424458,B2,8,19.5,0.5,0.0,3.082206964492798,5.0,-2.5,-2.5,4.5,2.5,0
65,649530,B6,5,-33.0,-1.25,0.0,8.437268257141113,-19.0,7.0,7.0,-7.0,-12.0,2
55,284392,B6,8,10.5,0.5,0.0,4.062019348144531,-11.0,6.5,-1.5,1.5,-4.5,2
62,539680,B6,5,-11.5,-1.25,0.0,8.584142684936523,-24.0,9.5,0.5,-0.5,-14.5,2
48,65911,B6,6,11.0,-0.5,0.0,4.769696235656738,8.0,-3.0,-7.0,3.0,5.0,2
47,56033,B6,8,-3.5,2.0,0.0,5.315073013305664,0.0,-2.5,10.5,2.5,-2.5,2
45,4724,B8,6,-24.0,-3.25,0.0,10.473179817199707,-27.0,7.0,4.0,-4.0,-20.0,3
49,96692,B8,9,45.0,-1.5,0.0,5.172039985656738,14.0,-10.0,0.0,0.0,4.0,3
50,129292,B4,5,1.0,-0.25,0.0,3.4910600185394287,-4.0,2.0,-5.0,4.0,-2.0,1
63,577399,B4,5,-16.0,0.5,0.0,5.722761631011963,2.0,-6.0,8.0,4.0,-4.0,1
50,133297,B4,5,-16.5,2.0,0.0,7.2284159660339355,-19.0,13.5,2.5,-2.5,-5.5,1
54,246748,B6,9,-57.0,-0.25,0.0,6.64736795425415,12.0,-4.0,-9.0,4.0,8.0,2
49,97338,B8,6,7.0,2.75,0.0,4.763139724731445,-11.0,11.0,0.0,0.0,0.0,3
60,465554,B8,7,-6.0,-0.5,0.0,2.9580399990081787,-4.0,-1.0,3.0,1.0,-5.0,3
54,248726,B2,9,6.0,4.25,0.0,16.482946395874023,32.0,-1.0,-14.0,1.0,31.0,0
58,389535,B4,6,-2.0,0.5,0.0,2.1794495582580566,4.0,0.0,0.0,-2.0,4.0,1
44,1956,B8,8,-4.5,-0.75,0.0,2.9474565982818604,-2.0,2.5,-0.5,-5.5,0.5,3
59,424609,B4,4,15.0,0.75,0.0,4.86698055267334,-7.0,2.0,8.0,-2.0,-5.0,1
54,246294,B6,8,-7.5,-0.75,0.0,2.2776083946228027,-2.0,1.5,0.5,-4.5,-0.5,2
59,423949,B4,9,-2.0,-0.25,0.0,4.602988243103027,-7.0,0.0,6.0,0.0,-7.0,1
57,358189,B2,8,-5.5,2.25,0.0,6.759253025054932,-13.0,13.5,-0.5,-4.5,0.5,0
47,55367,B6,6,-7.0,1.75,0.0,14.359230041503906,23.0,-15.0,-8.0,22.0,8.0,2
58,390039,B4,7,49.0,-0.25,0.0,7.292975902557373,-14.0,4.0,9.0,-4.0,-10.0,1
44,1285,B6,4,-8.0,-0.25,0.0,5.71729850769043,-15.0,7.0,3.0,-3.0,-8.0,2
54,245641,B8,8,-16.0,-1.0,0.0,8.124038696289062,-12.0,9.0,3.0,-13.0,-3.0,3
57,359060,B6,9,-4.5,-0.5,0.0,4.062019348144531,3.0,-1.5,-6.5,4.5,1.5,2
63,575882,B2,7,-10.5,1.0,0.0,4.387482166290283,11.0,-3.5,2.5,-2.5,7.5,0
59,424217,B8,9,5.0,-1.5,0.0,10.404326438903809,28.0,-17.0,-4.0,4.0,11.0,3
49,97240,B2,5,-697.5,-39.5,0.0,80.7496109008789,-183.0,4.5,20.5,-4.5,-178.5,0
60,465984,B4,8,5.5,0.25,0.0,3.699662208557129,6.0,-4.5,-1.5,5.5,1.5,1
49,98328,B6,9,3.0,1.0,0.0,5.916079998016357,-16.0,10.0,2.0,-2.0,-6.0,2
59,424091,B6,9,-22.5,-0.75,0.0,6.219927787780762,16.0,-9.5,3.5,-3.5,6.5,2
45,6682,B4,6,25.0,-1.25,0.0,5.214163303375244,13.0,-9.0,-3.0,3.0,4.0,1
65,649542,B8,6,-14.0,1.5,0.0,11.521718978881836,-30.0,18.0,6.0,-6.0,-12.0,3
57,358103,B4,6,-15.5,-5.25,0.0,13.497685432434082,32.0,-27.5,-4.5,6.5,4.5,1
55,282326,B8,6,40.0,-0.25,0.0,2.4874684810638428,0.0,0.0,3.0,-4.0,0.0,3
52,194839,B2,6,0.5,1.25,0.0,3.766629695892334,-10.0,7.5,0.5,-0.5,-2.5,0
54,245869,B4,9,31.0,-2.0,0.0,3.464101552963257,0.0,0.0,-8.0,0.0,0.0,1
44,2165,B8,4,0.5,0.5,0.0,1.8708287477493286,5.0,-1.5,0.5,-0.5,3.5,3
45,6239,B2,7,-12.0,1.0,0.0,3.9370038509368896,4.0,-2.0,7.0,-3.0,2.0,0
56,309225,B2,5,5.0,0.25,0.0,2.8613808155059814,1.0,-3.0,2.0,4.0,-2.0,0
53,206006,B2,5,-17.0,0.0,0.0,3.1622776985168457,-6.0,2.0,4.0,-2.0,-4.0,0
50,129019,B4,5,14.5,2.5,0.0,14.645818710327148,35.0,-12.5,-10.5,10.5,22.5,1
50,131931,B4,9,-26.0,-3.75,0.0,7.822243690490723,-19.0,2.0,2.0,-2.0,-17.0,1
55,282364,B2,6,-24.5,3.0,0.0,7.566372871398926,-19.0,15.5,2.5,-2.5,-3.5,0
47,55309,B8,4,-9.0,0.25,0.0,7.949056625366211,-21.0,11.0,4.0,-4.0,-10.0,3
62,538333,B2,6,-13.5,0.5,0.0,3.391165018081665,-9.0,5.5,-1.5,1.5,-3.5,0
45,7080,B8,6,-16.5,-1.5,0.0,4.527692794799805,11.0,-8.5,2.5,-2.5,2.5,3
51,177570,B8,7,-6.5,0.75,0.0,4.023369312286377,10.0,-3.5,-2.5,2.5,6.5,3
49,98193,B4,7,26.0,1.25,0.0,4.96865177154541,2.0,-4.0,9.0,2.0,-2.0,1
46,53019,B4,9,-0.5,-0.75,0.0,4.96865177154541,-7.0,3.5,4.5,-7.5,-3.5,1
57,358621,B4,4,-17.0,-2.5,0.0,13.275918006896973,-36.0,13.0,4.0,-4.0,-23.0,1
60,466459,B2,4,8.0,2.25,0.0,6.417748928070068,13.0,0.0,-4.0,0.0,13.0,0
62,538949,B8,6,5.0,-0.5,0.0,5.024937629699707,-5.0,6.0,-8.0,-1.0,1.0,3
45,4591,B8,6,-20.5,2.0,0.0,7.2284159660339355,-16.0,13.5,2.5,-5.5,-2.5,3
44,54,B2,9,-5.0,-2.5,0.0,15.898113250732422,26.0,-13.0,-23.0,13.0,13.0,0
56,307757,B2,4,-23.0,0.75,0.0,7.595228672027588,-10.0,12.0,-9.0,-2.0,2.0,0
59,423301,B8,8,4.5,0.5,0.0,3.674234628677368,5.0,-2.5,-3.5,5.5,2.5,3
55,282835,B4,9,18.5,1.5,0.0,4.3011627197265625,-7.0,8.5,-1.5,-2.5,1.5,1
62,539640,B4,6,19.5,0.75,0.0,2.2776083946228027,4.0,0.5,-0.5,-1.5,4.5,1
47,54430,B6,4,-14.0,-0.25,0.0,5.2618913650512695,1.0,-6.0,5.0,5.0,-5.0,2
61,501566,B4,9,-2.5,1.75,0.0,4.085033893585205,10.0,-1.5,-1.5,1.5,8.5,1
46,53599,B8,6,-13.0,-1.0,0.0,12.786711692810059,-30.0,13.0,10.0,-10.0,-17.0,3
58,390772,B8,5,-4.0,-0.25,0.0,2.4874684810638428,3.0,0.0,0.0,-4.0,3.0,3
54,247855,B4,9,8.0,-0.5,0.0,4.153311729431152,-6.0,3.0,4.0,-6.0,-3.0,1
44,558,B8,9,12.0,0.75,0.0,2.6809513568878174,-3.0,1.0,5.0,-1.0,-2.0,3
44,2088,B4,7,17.0,3.0,0.0,12.041594505310059,-32.0,22.0,4.0,-4.0,-10.0,1
54,245667,B6,5,-26.5,0.0,0.0,6.020797252655029,-9.0,0.5,8.5,-0.5,-8.5,2
61,502604,B6,6,29.0,-1.25,0.0,5.214163303375244,-13.0,4.0,3.0,-3.0,-9.0,2
50,131205,B2,9,23.5,0.5,0.0,4.7434163093566895,-7.0,1.5,7.5,-1.5,-5.5,0
56,306089,B6,7,-7.5,-0.5,0.0,6.51920223236084,-17.0,7.5,-3.5,3.5,-9.5,2
59,423219,B6,5,2.0,0.75,0.0,7.395099639892578,16.0,-6.0,-7.0,6.0,10.0,2
48,66555,B2,5,-12.5,-2.5,0.0,11.5108642578125,-29.0,9.5,6.5,-6.5,-19.5,0
60,465704,B8,4,12.5,-1.25,0.0,10.353139877319336,-9.0,-6.5,10.5,6.5,-15.5,3
58,390885,B4,6,21.0,2.75,0.0,7.917543888092041,16.0,0.0,0.0,-5.0,16.0,1
50,129864,B4,4,-13.0,-0.25,0.0,1.299038052558899,-3.0,1.0,-1.0,1.0,-2.0,1
53,206542,B4,7,-11.5,-0.5,0.0,6.041522979736328,-17.0,7.5,0.5,-0.5,-9.5,1
48,66787,B6,6,-26.0,3.0,0.0,10.559355735778809,-28.0,20.0,3.0,-3.0,-8.0,2
52,195860,B6,5,16.0,-0.25,0.0,5.71729850769043,10.0,-3.0,-8.0,3.0,7.0,2
48,65348,B6,4,-19.0,-1.0,0.0,6.4031243324279785,-16.0,6.0,-4.0,4.0,-10.0,2
53,208942,B8,9,-8.5,1.75,0.0,4.602988243103027,-3.0,0.5,9.5,-0.5,-2.5,3
48,66531,B6,5,19.5,-0.5,0.0,7.5828752517700195,16.0,-9.5,-6.5,7.5,6.5,2
46,52626,B8,4,-19.5,-0.25,0.0,4.2646803855896,-12.0,5.5,0.5,-0.5,-6.5,3
56,306730,B8,4,-7.5,-0.25,0.0,7.8541388511657715,-22.0,10.5,1.5,-1.5,-11.5,3
54,247127,B8,7,17.5,2.25,0.0,6.179603576660156,-16.0,12.5,1.5,-1.5,-3.5,3
58,389033,B8,8,-7.5,-0.5,0.0,2.7386128902435303,3.0,-4.5,2.5,1.5,-1.5,3
44,825,B2,7,3.0,0.0,0.0,6.964194297790527,13.0,-9.0,-4.0,9.0,4.0,0
55,282572,B8,4,7.0,0.0,0.0,6.324555397033691,16.0,-8.0,-4.0,4.0,8.0,3
58,389439,B8,4,0.5,0.75,0.0,4.4370598793029785,-6.0,1.5,-1.5,7.5,-4.5,3
55,282424,B2,7,-6.0,1.25,0.0,4.14578104019165,-9.0,8.0,1.0,-3.0,-1.0,0
63,576979,B8,8,-10.0,2.0,0.0,6.164413928985596,-14.0,12.0,2.0,-4.0,-2.0,3
60,467063,B6,9,-2.0,-1.75,0.0,5.760859489440918,15.0,-11.0,2.0,-2.0,4.0,2
51,173822,B6,4,18.5,0.75,0.0,2.2776083946228027,-1.0,0.5,-1.5,4.5,-0.5,2
61,502788,B8,5,-4.5,1.25,0.0,5.402545928955078,-14.0,9.5,-2.5,2.5,-4.5,3
52,197703,B8,6,8.0,-0.75,0.0,2.586019992828369,0.0,0.0,2.0,-5.0,0.0,3
58,389905,B2,8,51.5,2.5,0.0,10.024969100952148,-27.0,18.5,2.5,-2.5,-8.5,0
54,248679,B8,8,7.0,-0.5,0.0,3.570714235305786,-8.0,3.0,-3.0,3.0,-5.0,3
59,424373,B6,8,-23.5,-2.5,0.0,5.8736701011657715,-15.0,2.5,-0.5,0.5,-12.5,2
50,131778,B4,7,0.0,-2.0,0.0,7.4833149909973145,-20.0,6.0,2.0,-2.0,-14.0,1
46,53525,B8,6,-9.0,-4.75,0.0,15.400893211364746,39.0,-29.0,-7.0,7.0,10.0,3
63,577223,B8,9,37.0,-1.25,0.0,4.14578104019165,-4.0,3.0,-8.0,1.0,-1.0,3
62,539504,B6,9,-5.5,5.25,0.0,9.984362602233887,-22.0,22.5,-1.5,-0.5,0.5,2
65,648689,B2,5,-13.0,-2.75,0.0,14.341809272766113,-39.0,14.0,4.0,-4.0,-25.0,0
60,465941,B4,8,-7.0,0.25,0.0,1.9202864170074463,-4.0,3.0,1.0,-2.0,-1.0,1
48,66245,B6,4,1.0,2.25,0.0,5.309190273284912,0.0,-2.0,2.0,11.0,-2.0,2
52,195972,B6,6,3.5,-0.25,0.0,8.166241645812988,22.0,-11.5,3.5,-3.5,10.5,2
62,539488,B4,8,-12.0,3.0,0.0,9.027734756469727,-24.0,18.0,1.0,-1.0,-6.0,1
49,97309,B4,8,28.5,-2.75,0.0,11.562331199645996,28.0,-19.5,-7.5,7.5,8.5,1
51,176652,B4,9,38.5,0.5,0.0,5.612485885620117,15.0,-6.5,-2.5,2.5,8.5,1
57,358848,B4,7,-17.5,-1.25,0.0,3.1124749183654785,-6.0,-0.5,0.5,1.5,-6.5,1
51,173957,B4,8,-43.0,-0.25,0.0,6.8693156242370605,-12.0,2.0,9.0,-2.0,-10.0,1
51,176180,B2,9,-23.0,0.25,0.0,3.191786289215088,-4.0,0.0,5.0,0.0,-4.0,0
55,282780,B2,7,9.5,1.0,0.0,3.3541018962860107,-6.0,6.5,-2.5,-0.5,0.5,0
46,52815,B2,9,9.5,1.25,0.0,4.14578104019165,5.0,-2.5,-2.5,7.5,2.5,0
55,284503,B4,6,1.5,-1.0,0.0,2.0615527629852295,5.0,-4.5,0.5,-0.5,0.5,1
48,65400,B4,8,0.5,-1.25,0.0,3.1124749183654785,1.0,0.5,-0.5,-6.5,1.5,1
63,576102,B8,9,48.0,0.25,0.0,1.0897247791290283,1.0,-1.0,2.0,0.0,0.0,3
49,97894,B8,7,-5.0,-4.5,0.0,14.150971412658691,33.0,-27.0,-6.0,9.0,6.0,3
60,466398,B2,6,10.5,0.5,0.0,3.9370038509368896,-11.0,6.5,-0.5,0.5,-4.5,0
61,503066,B6,9,-43.5,0.25,0.0,8.166241645812988,-22.0,11.5,3.5,-3.5,-10.5,2
54,248932,B8,8,-14.0,0.0,0.0,4.123105525970459,-10.0,5.0,-3.0,3.0,-5.0,3
48,66332,B2,4,-11.0,-0.25,0.0,6.057020664215088,-8.0,-1.0,8.0,1.0,-9.0,0
60,467059,B4,5,36.0,-2.5,0.0,8.440971374511719,3.0,3.0,-3.0,-16.0,6.0,1
54,245021,B4,6,5.0,0.0,0.0,1.5811388492584229,1.0,-2.0,1.0,2.0,-1.0,1
51,176637,B2,9,-7.5,-0.25,0.0,1.4790199995040894,-3.0,0.5,1.5,-0.5,-2.5,0
48,65583,B4,4,-11.0,-0.75,0.0,3.8971142768859863,-9.0,3.0,3.0,-3.0,-6.0,1
58,390247,B8,7,3.5,-0.75,0.0,6.905613422393799,-16.0,6.5,5.5,-5.5,-9.5,3
60,466000,B4,9,-5.5,0.75,0.0,2.9474565982818604,-2.0,-0.5,5.5,0.5,-2.5,1
53,205800,B8,7,-27.0,2.75,0.0,10.158124923706055,-27.0,19.0,3.0,-3.0,-8.0,3
57,357911,B6,5,7.0,0.25,0.0,5.068283557891846,9.0,-6.0,-3.0,7.0,3.0,2
55,282845,B8,7,-14.5,1.25,0.0,7.224091529846191,-18.0,11.5,4.5,-4.5,-6.5,3
65,648951,B2,4,21.0,-4.5,0.0,26.949026107788086,68.0,-43.0,-16.0,16.0,25.0,0
44,1038,B4,5,-7.0,-0.25,0.0,3.269174098968506,-1.0,-3.0,3.0,3.0,-4.0,1
57,358113,B6,7,-35.5,-1.0,0.0,2.692582368850708,-5.0,-0.5,0.5,1.5,-5.5,2
51,174262,B6,4,-1.5,0.75,0.0,5.018714904785156,-14.0,8.5,0.5,-0.5,-5.5,2
61,501533,B8,7,-8.0,0.0,0.0,3.1622776985168457,2.0,2.0,-4.0,-2.0,4.0,3
45,5423,B8,5,-11.0,0.0,0.0,3.535533905029297,-5.0,0.0,5.0,0.0,-5.0,3
56,309268,B6,8,-27.5,-1.0,0.0,8.139410018920898,17.0,-12.5,-4.5,8.5,4.5,2
45,5028,B2,8,-3.0,1.0,0.0,8.306623458862305,-18.0,12.0,6.0,-8.0,-6.0,0
49,97072,B6,5,4.5,0.75,0.0,7.154543876647949,-18.0,10.5,4.5,-4.5,-7.5,2
49,97478,B8,8,-0.5,-0.25,0.0,0.829156219959259,1.0,-0.5,-1.5,0.5,0.5,3
54,248163,B2,6,15.0,0.75,0.0,3.269174098968506,-6.0,6.0,-3.0,0.0,0.0,0
63,575929,B4,9,2.5,0.25,0.0,0.829156219959259,-2.0,1.5,0.5,-0.5,-0.5,1
53,206194,B4,7,-8.0,-0.5,0.0,3.570714235305786,-6.0,3.0,-5.0,3.0,-3.0,1
58,390973,B4,6,-2.5,-1.5,0.0,6.964194297790527,-19.0,6.5,1.5,-1.5,-12.5,1
57,359185,B2,9,-2689.0,-60.0,0.0,129.71121215820312,-304.0,23.0,41.0,-23.0,-281.0,0
63,576185,B8,5,-3.0,0.75,0.0,3.3447721004486084,-9.0,6.0,1.0,-1.0,-3.0,3
51,174705,B2,8,-6.0,1.25,0.0,5.214163303375244,-13.0,9.0,3.0,-3.0,-4.0,0
63,575796,B8,6,-4.0,-2.75,0.0,12.173229217529297,25.0,-22.0,-3.0,11.0,3.0,3
47,54208,B8,5,-5.0,-0.25,0.0,1.9202864170074463,-2.0,-1.0,2.0,1.0,-3.0,3
50,131616,B8,9,14.0,0.75,0.0,1.9202864170074463,4.0,0.0,0.0,-1.0,4.0,3
51,176381,B2,7,-4.0,0.0,0.0,1.0,2.0,-1.0,-1.0,1.0,1.0,0
63,577199,B2,4,-29.0,-3.0,0.0,10.72380542755127,-28.0,8.0,4.0,-4.0,-20.0,0
57,358311,B4,9,3.5,2.25,0.0,4.815340042114258,10.0,0.5,-0.5,-1.5,10.5,1
52,197684,B2,8,-4.5,-2.0,0.0,15.564382553100586,41.0,-24.5,-7.5,7.5,16.5,0
44,34,B8,8,1.5,2.0,0.0,7.088723659515381,-12.0,13.5,-1.5,-5.5,1.5,3
53,208744,B8,7,-35.0,0.25,0.0,8.870597839355469,-23.0,12.0,5.0,-5.0,-11.0,3
44,546,B4,8,-25.5,-2.75,0.0,13.589978218078613,-36.0,12.5,5.5,-5.5,-23.5,1
49,97212,B2,4,-17.5,-0.75,0.0,9.443913459777832,-20.0,7.5,9.5,-7.5,-12.5,0
49,98270,B6,7,-47.0,-2.25,0.0,18.3626651763916,37.0,-29.0,-8.0,20.0,8.0,2
54,247386,B2,8,-55.0,-0.75,0.0,4.656983852386475,13.0,-8.0,0.0,0.0,5.0,0
48,65167,B6,9,23.5,-1.5,0.0,6.442049503326416,14.0,-11.5,-2.5,5.5,2.5,2
49,98165,B6,5,3.5,0.5,0.0,3.391165018081665,-7.0,5.5,1.5,-3.5,-1.5,2
60,465882,B6,7,-24.0,-0.25,0.0,5.494315147399902,-4.0,2.0,7.0,-8.0,-2.0,2
61,503021,B8,8,6.0,2.25,0.0,4.4930500984191895,10.0,0.0,-1.0,0.0,10.0,3
50,133291,B8,6,-17.5,-1.25,0.0,4.548351287841797,5.0,-1.5,-8.5,1.5,3.5,3
51,176552,B4,7,2.0,1.0,0.0,3.0,6.0,0.0,0.0,-2.0,6.0,1
