stratum,value,method,n_target_rows,pedestal_mae_adc,pedestal_rmse_adc,pedestal_bias_adc,pedestal_q05_adc,pedestal_q95_adc,n_pair_rows,timing_sigma68_shift_ns,timing_full_rms_shift_ns,timing_tail_gt0p5_fraction,timing_tail_gt5_fraction,timing_shift_bias_ns
target_sample,0,gradient_boosted_trees,125096.0,44.62055762846783,196.44525710747325,1.0027337680142396,-117.74183568331887,76.75745390513202,,,,,,
target_sample,1,gradient_boosted_trees,125096.0,32.088798427290776,148.63370536470092,2.3166930623131123,-52.752471607661846,100.55227424117493,,,,,,
target_sample,2,gradient_boosted_trees,125096.0,42.600110434624646,195.9624103633774,-1.8648791021335467,-122.72429588556088,112.05155401451839,,,,,,
target_sample,3,gradient_boosted_trees,125096.0,85.66357485280838,297.93388164885977,-4.146646635249909,-304.50503804926484,136.6691611528572,,,,,,
target_sample,0,mlp,125096.0,66.27655243494215,271.7864445722881,15.61095854846809,-135.83457734722765,93.78620308650875,,,,,,
target_sample,1,mlp,125096.0,76.41300224696514,272.74138647468124,3.6961224001961894,-116.35705596260414,209.08530282434435,,,,,,
target_sample,2,mlp,125096.0,116.54668521524023,368.33181526295954,-39.13974589505105,-474.80772151667,217.48190152864277,,,,,,
target_sample,3,mlp,125096.0,120.44522875013253,384.69815393738236,-8.150698588611442,-390.9744242540862,240.7344941223953,,,,,,
target_sample,0,one_dimensional_cnn,125096.0,66.08075884516984,327.76322369740484,21.738545074095008,-107.36367672526376,80.68552940314589,,,,,,
target_sample,1,one_dimensional_cnn,125096.0,62.8666792978674,233.2392194086043,0.727125637354782,-124.12491905006164,88.4803137458614,,,,,,
target_sample,2,one_dimensional_cnn,125096.0,89.7504242763538,320.20662843031744,-26.08297212840854,-293.1279745084403,144.40193193154937,,,,,,
target_sample,3,one_dimensional_cnn,125096.0,98.51494822482272,348.12537483560186,-13.63013472087817,-294.7058913531828,180.65062754998644,,,,,,
target_sample,0,ridge,125096.0,130.41419536378098,375.2128672588213,-31.490699035517466,-247.2323484029298,162.13518641223072,,,,,,
target_sample,1,ridge,125096.0,120.41979204956195,328.0988409441739,52.06031809048669,-100.35561193433227,564.268302145543,,,,,,
target_sample,2,ridge,125096.0,177.50709581477474,443.609318941035,34.25715111229406,-375.9662297487398,487.34549595658336,,,,,,
target_sample,3,ridge,125096.0,274.30841166008787,646.1007152098731,-94.60589809977665,-1264.7416754545866,142.6011438598166,,,,,,
target_sample,0,target_masked_residual_cnn,125096.0,59.959297654402384,248.50987547364173,11.436731618551676,-82.1910797627254,100.62531259928687,,,,,,
target_sample,1,target_masked_residual_cnn,125096.0,41.77752585682665,174.0858565997054,1.6619477758678165,-62.20115014438534,85.53435523123358,,,,,,
target_sample,2,target_masked_residual_cnn,125096.0,45.64556904254965,220.47702740225557,7.484680007277006,-63.843394270217686,111.48532107836763,,,,,,
target_sample,3,target_masked_residual_cnn,125096.0,56.140432155966806,282.1742419274353,-1.7019341442946725,-120.44327766472816,97.8774832748561,,,,,,
target_sample,0,traditional_line3,125096.0,211.71791530771034,633.6054585281187,-129.59583839611176,-1156.333333333333,27.0,,,,,,
target_sample,1,traditional_line3,125096.0,95.18129961903543,309.0976871379852,65.06795809389816,-11.714285714285325,552.3571428571424,,,,,,
target_sample,2,traditional_line3,125096.0,127.87730679980632,402.81288990866705,36.487304607204536,-123.42857142857065,549.0,,,,,,
target_sample,3,traditional_line3,125096.0,239.47204013983924,722.8655435938795,-107.36644123979448,-1154.666666666667,51.0,,,,,,
target_sample,0,traditional_mean3,125096.0,287.84822323122506,818.9813493937369,255.47077444522603,-22.0,1963.7499999999995,,,,,,
target_sample,1,traditional_mean3,125096.0,185.2503410713905,521.3153739333679,163.16646415552856,-13.0,1203.3333333333333,,,,,,
target_sample,2,traditional_mean3,125096.0,140.70092835369104,480.79735637969185,-68.38155230116604,-757.0,230.08333333333326,,,,,,
