primary_atom,n,runs,median_amp_adc,dynamic_amp_adc,baseline_excursion_adc,secondary_fraction,timing_tail_fraction,saturation_fraction,dropout_proxy_fraction,calibrated_deuteron_like_fraction,calibrated_ambiguous_pid_fraction,dominant_calibrated_energy_support,fraction_of_edge
baseline_excursion,119017,33,4895.5,5896.0,843.0,0.05036255324869556,0.07645126326491174,1.0,0.24553635194972148,0.2799432013913979,0.461270238705395,energy_q4,0.6087608116333431
dynamic_only,65636,33,351.5,3255.0,831.0,1.5235541471143885e-05,0.09467365470168809,1.0,0.9925650557620818,0.37145773660795905,0.5296178926199037,energy_q1,0.3357219946088887
median_threshold_edge,10854,33,1074.5,1138.0,40.0,0.0003685277317118113,0.06486088078127879,1.0,0.4028929426939377,0.4014188317670905,0.5076469504330201,energy_q1,0.055517193757768264
