feature,coefficient_ns_per_raw_unit,standardized_coefficient_ns,method,alpha,heldout_run
area_over_amp_x_B6,0.041019312650289456,0.1355617994143667,traditional_family_ridge,100.0,61
cfd50_minus_cfd10_ns_x_B8,0.025880481089531757,0.12486833344175362,traditional_family_ridge,100.0,61
max_norm_slope_x_B6,0.582965859309729,0.1119246453927449,traditional_family_ridge,100.0,61
late_norm_charge_x_B6,0.048285189274182336,0.10679596134479226,traditional_family_ridge,100.0,61
peak_sample,0.04028064850829815,0.1045929378226455,traditional_family_ridge,100.0,61
cfd50_minus_cfd10_ns,0.02572532970719591,0.0948144275511091,traditional_family_ridge,100.0,61
family_area_over_amp_median,-0.15759612682484817,-0.08083096204590876,traditional_family_ridge,100.0,61
peak_sample_x_B4,-0.019415930794370432,-0.07736838564359372,traditional_family_ridge,100.0,61
early_norm_charge_x_B6,0.12877901755859625,0.07431900783882335,traditional_family_ridge,100.0,61
area_over_amp_x_B8,-0.016768632990267675,-0.06387085922388089,traditional_family_ridge,100.0,61
inv_amp_1000_x_B6,-0.28856740768205236,-0.06345715090709064,traditional_family_ridge,100.0,61
family_log_amp_median,0.37809766778535603,0.05966066634602377,traditional_family_ridge,100.0,61
peak_sample_x_B6,-0.01265971315276261,-0.05127516931670402,traditional_family_ridge,100.0,61
family_log_support,0.3603756971261152,0.04985797382421818,traditional_family_ridge,100.0,61
early_norm_charge_x_B4,0.08131943287368809,0.04963699912545276,traditional_family_ridge,100.0,61
inv_sqrt_amp_1000,-0.4405284473981376,-0.046492081615208125,traditional_family_ridge,100.0,61
cfd50_minus_cfd10_ns_x_B4,-0.005919476571145935,-0.03551774764904709,traditional_family_ridge,100.0,61
norm_peak_height_x_B8,-0.06786611666326224,-0.03199239420359136,traditional_family_ridge,100.0,61
stave_B8,-0.06786611666319364,-0.031992394203559024,traditional_family_ridge,100.0,61
inv_amp_1000_x_B8,-0.12548523199409586,-0.021148826170935504,traditional_family_ridge,100.0,61
cfd50_minus_cfd10_ns_x_B6,-0.001370201691881421,-0.007394128719670703,traditional_family_ridge,100.0,61
family_target_iqr_ns,0.028816096644832957,0.0032589385024846557,traditional_family_ridge,100.0,61
norm_peak_height,0.0,0.0,traditional_family_ridge,100.0,61
family_peak_median,0.0,0.0,traditional_family_ridge,100.0,61
family_target_median_ns,0.3826874034672074,1.1618038931426988,ml_family_ridge,100.0,61
stave_B4,-2.3842158546873975,-1.1239301324412214,ml_family_ridge,100.0,61
stave_B6,1.7985569772147671,0.8478478899592401,ml_family_ridge,100.0,61
peak_sample,0.2848119883128248,0.7395442647506152,ml_family_ridge,100.0,61
waveform_norm_17,-1.545393548482556,-0.46275379757727597,ml_family_ridge,100.0,61
waveform_norm_5,1.0460449613266156,0.4102181325190899,ml_family_ridge,100.0,61
waveform_norm_0,1.6441197391819111,0.2912463885367115,ml_family_ridge,100.0,61
family_log_amp_median,1.7612159029241345,0.2779052168269879,ml_family_ridge,100.0,61
stave_B8,0.5856588774715081,0.27608224248145236,ml_family_ridge,100.0,61
waveform_norm_16,-0.913383749579392,-0.26249098156674916,ml_family_ridge,100.0,61
waveform_norm_7,-0.8688243134948179,-0.23790688388835737,ml_family_ridge,100.0,61
waveform_norm_3,0.8556545528274937,0.23162827668877717,ml_family_ridge,100.0,61
waveform_norm_9,0.5420907650350562,0.15489012149702344,ml_family_ridge,100.0,61
waveform_norm_15,0.49411211779812314,0.1423068308005578,ml_family_ridge,100.0,61
waveform_norm_10,0.4704674108319822,0.1389206596738955,ml_family_ridge,100.0,61
waveform_norm_1,-1.350536308183921,-0.13042115316942113,ml_family_ridge,100.0,61
family_log_amp_iqr,4.590856356565104,0.1240396683655243,ml_family_ridge,100.0,61
waveform_norm_14,0.35361703204759437,0.10569129392837562,ml_family_ridge,100.0,61
waveform_norm_2,-0.9813674538630015,-0.09518823396158871,ml_family_ridge,100.0,61
waveform_norm_13,0.2722486322605981,0.08531945340049411,ml_family_ridge,100.0,61
family_area_over_amp_median,0.11517304431990413,0.05907218763365003,ml_family_ridge,100.0,61
waveform_norm_8,-0.20734543292891744,-0.05747480738838528,ml_family_ridge,100.0,61
waveform_norm_6,-0.14908109493554306,-0.04977985468841987,ml_family_ridge,100.0,61
waveform_norm_4,-0.1316356463318748,-0.047915574367732916,ml_family_ridge,100.0,61
area_over_amp,0.022924981311731936,0.045911529853670384,ml_family_ridge,100.0,61
family_log_support,-0.3161204276194868,-0.0437352577636148,ml_family_ridge,100.0,61
waveform_norm_12,-0.12702234153900227,-0.040543444673942344,ml_family_ridge,100.0,61
log_amp,0.08434697798838837,0.027909701628560574,ml_family_ridge,100.0,61
family_target_iqr_ns,0.16207366670906717,0.01832962039193308,ml_family_ridge,100.0,61
waveform_norm_11,-0.04022214715436729,-0.01252298528364067,ml_family_ridge,100.0,61
family_peak_median,0.0,0.0,ml_family_ridge,100.0,61
stave_B4,-4.174236915219068,-1.9677541526869502,analytic_timewalk,100.0,62
stave_B6,2.4201121917170285,1.1408518279968245,analytic_timewalk,100.0,62
log_amp,-2.673847439037725,-0.8808049615467196,analytic_timewalk,100.0,62
stave_B8,1.7541247235035522,0.8269023246908388,analytic_timewalk,100.0,62
inv_amp_1000,-4.7642647982352635,-0.6623773765181313,analytic_timewalk,100.0,62
inv_sqrt_amp_1000,-0.48849006337731715,-0.05114038335434439,analytic_timewalk,100.0,62
max_norm_slope_x_B4,-3.6462129986203635,-0.7283888119187547,traditional_family_ridge,100.0,62
late_norm_charge_x_B8,0.20247070095509828,0.524822908558535,traditional_family_ridge,100.0,62
inv_sqrt_amp_1000_x_B4,-1.5701913134808343,-0.5040200392585986,traditional_family_ridge,100.0,62
log_amp,-1.3775840044718055,-0.45379658105057846,traditional_family_ridge,100.0,62
inv_sqrt_amp_1000_x_B8,1.6592871911364273,0.44641360179388984,traditional_family_ridge,100.0,62
area_over_amp,-0.2104088678556028,-0.41188613325861184,traditional_family_ridge,100.0,62
family_target_iqr_ns,3.2918391263133926,0.4112894132524436,traditional_family_ridge,100.0,62
log_amp_x_B8,-0.10394894994850216,-0.3975113091133487,traditional_family_ridge,100.0,62
max_norm_slope_x_B8,1.8410422838623632,0.39270776281392417,traditional_family_ridge,100.0,62
late_norm_charge,0.15261079558315674,0.33543730861944293,traditional_family_ridge,100.0,62
cfd40_minus_cfd20_ns_x_B4,-0.09966462789940556,-0.2988132583985321,traditional_family_ridge,100.0,62
late_norm_charge_x_B4,-0.12385180129725047,-0.29038740973411115,traditional_family_ridge,100.0,62
inv_amp_1000,-1.9839875548245194,-0.2758344733684959,traditional_family_ridge,100.0,62
log_amp_x_B6,0.07006328913588525,0.257034759765144,traditional_family_ridge,100.0,62
max_norm_slope,-2.8752118084232876,-0.24877343061979842,traditional_family_ridge,100.0,62
stave_B6,0.48957099705125934,0.2307859812581214,traditional_family_ridge,100.0,62
norm_peak_height_x_B6,0.4895709970512403,0.2307859812581124,traditional_family_ridge,100.0,62
peak_sample_x_B8,0.056009087425079346,0.2221306799274993,traditional_family_ridge,100.0,62
early_norm_charge_x_B8,0.360025151963582,0.2141137628363719,traditional_family_ridge,100.0,62
max_norm_slope_x_B6,1.083257497700418,0.20871804350809858,traditional_family_ridge,100.0,62
cfd40_minus_cfd20_ns_x_B8,0.09286411190870127,0.2040395920147837,traditional_family_ridge,100.0,62
cfd50_minus_cfd10_ns_x_B4,0.03179250420061906,0.2002909539737649,traditional_family_ridge,100.0,62
family_log_amp_median,-1.292792312981759,-0.19728877194067848,traditional_family_ridge,100.0,62
inv_amp_1000_x_B4,-0.7993214278919933,-0.18389922974392114,traditional_family_ridge,100.0,62
early_norm_charge,0.1788569848871878,0.1577278565165448,traditional_family_ridge,100.0,62
family_log_support,1.7291476462423396,0.15749605027795788,traditional_family_ridge,100.0,62
area_over_amp_x_B8,-0.04125199430492063,-0.15716872788163114,traditional_family_ridge,100.0,62
cfd40_minus_cfd20_ns_x_B6,0.05951917030034944,0.15275543965426286,traditional_family_ridge,100.0,62
stave_B8,-0.29067634161548034,-0.13702614152452675,traditional_family_ridge,100.0,62
norm_peak_height_x_B8,-0.2906763416153776,-0.1370261415244783,traditional_family_ridge,100.0,62
area_over_amp_x_B4,-0.03897254531952204,-0.1351425939742253,traditional_family_ridge,100.0,62
cfd50_minus_cfd10_ns_x_B8,-0.0279862742388345,-0.13316121261425748,traditional_family_ridge,100.0,62
family_target_median_ns,0.0418984388310092,0.12525902218811177,traditional_family_ridge,100.0,62
peak_sample,0.045271444474549775,0.11767148951618626,traditional_family_ridge,100.0,62
log_amp_x_B4,0.03219872890528279,0.11734834671894451,traditional_family_ridge,100.0,62
inv_sqrt_amp_1000_x_B6,0.35359089426399787,0.11023272848923506,traditional_family_ridge,100.0,62
family_log_amp_iqr,-4.150737870727063,-0.10829960572785392,traditional_family_ridge,100.0,62
norm_peak_height_x_B4,-0.19889465543440193,-0.09375983973294547,traditional_family_ridge,100.0,62
stave_B4,-0.19889465543433035,-0.09375983973291173,traditional_family_ridge,100.0,62
peak_sample_x_B4,-0.022761200418937907,-0.09190893665010419,traditional_family_ridge,100.0,62
area_over_amp_x_B6,0.02363153570551894,0.07855731091775846,traditional_family_ridge,100.0,62
family_area_over_amp_median,-0.14808374318402204,-0.07533918673063172,traditional_family_ridge,100.0,62
early_norm_charge_x_B6,0.12581768800701176,0.07255721028374719,traditional_family_ridge,100.0,62
inv_sqrt_amp_1000,-0.6677509061017363,-0.06990733258145393,traditional_family_ridge,100.0,62
cfd50_minus_cfd10_ns,0.01639770720455161,0.06782603511301227,traditional_family_ridge,100.0,62
inv_amp_1000_x_B8,0.38544008067174335,0.06431902399751976,traditional_family_ridge,100.0,62
cfd50_minus_cfd10_ns_x_B6,-0.011479917888990618,-0.06317693023010179,traditional_family_ridge,100.0,62
peak_sample_x_B6,-0.012447832645708295,-0.05038993936348746,traditional_family_ridge,100.0,62
early_norm_charge_x_B4,-0.08217854260104471,-0.04972295671950557,traditional_family_ridge,100.0,62
inv_amp_1000_x_B6,-0.14560513418333443,-0.03140318399671735,traditional_family_ridge,100.0,62
cfd40_minus_cfd20_ns,-0.013606117482914461,-0.02748971841014666,traditional_family_ridge,100.0,62
late_norm_charge_x_B6,0.011617528454180794,0.0259023094262256,traditional_family_ridge,100.0,62
norm_peak_height,0.0,0.0,traditional_family_ridge,100.0,62
family_peak_median,0.0,0.0,traditional_family_ridge,100.0,62
family_target_median_ns,0.38564762312564443,1.1529270667272766,ml_family_ridge,100.0,62
stave_B4,-2.3356922920490057,-1.1010559056485958,ml_family_ridge,100.0,62
stave_B6,1.944615092128323,0.9167003456277,ml_family_ridge,100.0,62
peak_sample,0.26746640687077317,0.6952102115875594,ml_family_ridge,100.0,62
family_target_iqr_ns,3.2391362858210795,0.40470460776497247,ml_family_ridge,100.0,62
waveform_norm_5,0.9314130549510524,0.3639289782343952,ml_family_ridge,100.0,62
waveform_norm_17,-1.14379537312755,-0.33843636557603796,ml_family_ridge,100.0,62
waveform_norm_7,-1.0964361321099785,-0.302654674950691,ml_family_ridge,100.0,62
waveform_norm_13,0.7408118786428965,0.2305214035691289,ml_family_ridge,100.0,62
waveform_norm_0,1.2859700419919005,0.22244188932945858,ml_family_ridge,100.0,62
waveform_norm_16,-0.7627104891049076,-0.21699011072206625,ml_family_ridge,100.0,62
family_log_amp_median,1.4215509020472865,0.21693819564042385,ml_family_ridge,100.0,62
waveform_norm_9,0.7425167578437856,0.21237561658957926,ml_family_ridge,100.0,62
waveform_norm_3,0.7718890963874496,0.20923285624866053,ml_family_ridge,100.0,62
waveform_norm_10,0.6981194059031964,0.20534240083884964,ml_family_ridge,100.0,62
stave_B8,0.391077199922218,0.1843555600216196,ml_family_ridge,100.0,62
waveform_norm_14,0.5318296354604488,0.15819613773956195,ml_family_ridge,100.0,62
waveform_norm_1,-1.6276944148450774,-0.15610554405414953,ml_family_ridge,100.0,62
family_log_support,1.4945292940044472,0.13612629398184803,ml_family_ridge,100.0,62
waveform_norm_12,-0.38852039605554617,-0.12306696073451252,ml_family_ridge,100.0,62
waveform_norm_2,-1.140197110897866,-0.1095732870058674,ml_family_ridge,100.0,62
waveform_norm_11,-0.34516608887433914,-0.10686740751725578,ml_family_ridge,100.0,62
area_over_amp,0.028468403689179536,0.05572835800641434,ml_family_ridge,100.0,62
log_amp,-0.12178412813538328,-0.0401174961342937,ml_family_ridge,100.0,62
waveform_norm_8,-0.11219321335513893,-0.03132823719594667,ml_family_ridge,100.0,62
waveform_norm_4,-0.06172448321666217,-0.022450226997148073,ml_family_ridge,100.0,62
family_area_over_amp_median,0.04225357060484496,0.02149695555627894,ml_family_ridge,100.0,62
waveform_norm_15,-0.06486549435107569,-0.01851048958149073,ml_family_ridge,100.0,62
family_log_amp_iqr,0.5810486226488799,0.015160518129891833,ml_family_ridge,100.0,62
waveform_norm_6,-0.027431345601675445,-0.009142627685845159,ml_family_ridge,100.0,62
family_peak_median,0.0,0.0,ml_family_ridge,100.0,62
stave_B4,-4.122839885501529,-1.943525360522934,analytic_timewalk,100.0,63
stave_B6,2.3869859922546364,1.1252359878136635,analytic_timewalk,100.0,63
log_amp,-2.8153968379966168,-0.9186684180416438,analytic_timewalk,100.0,63
stave_B8,1.7358538932468985,0.8182893727092728,analytic_timewalk,100.0,63
inv_amp_1000,-5.390192198185007,-0.7397472269207667,analytic_timewalk,100.0,63
inv_sqrt_amp_1000,-0.367515051634704,-0.038036048728263425,analytic_timewalk,100.0,63
max_norm_slope_x_B4,-3.242543773162799,-0.651949423372993,traditional_family_ridge,100.0,63
family_log_amp_median,-3.755957594062279,-0.5623184435612284,traditional_family_ridge,100.0,63
late_norm_charge_x_B8,0.20670972654224623,0.5379317408584149,traditional_family_ridge,100.0,63
inv_sqrt_amp_1000_x_B4,-1.6757713279272304,-0.5363201237244606,traditional_family_ridge,100.0,63
area_over_amp,-0.24086305576846267,-0.4806557701639337,traditional_family_ridge,100.0,63
inv_sqrt_amp_1000_x_B8,1.7827275044024815,0.4791176462120487,traditional_family_ridge,100.0,63
log_amp,-1.4050086385796288,-0.4584565294380509,traditional_family_ridge,100.0,63
log_amp_x_B8,-0.11862914672044697,-0.4537531308420697,traditional_family_ridge,100.0,63
late_norm_charge,0.18906735803077557,0.424904509017052,traditional_family_ridge,100.0,63
max_norm_slope_x_B8,1.9695001646934622,0.4214302684549864,traditional_family_ridge,100.0,63
family_log_amp_iqr,13.182993655361273,0.38186980435230783,traditional_family_ridge,100.0,63
log_amp_x_B6,0.09241030168954911,0.33927447394854165,traditional_family_ridge,100.0,63
inv_amp_1000,-2.265271664199452,-0.3108847273345816,traditional_family_ridge,100.0,63
stave_B6,0.631968357457357,0.2979127407022706,traditional_family_ridge,100.0,63
norm_peak_height_x_B6,0.6319683574573487,0.29791274070226664,traditional_family_ridge,100.0,63
family_area_over_amp_median,0.5570863265769503,0.2859376881237207,traditional_family_ridge,100.0,63
late_norm_charge_x_B4,-0.09168974918593578,-0.21610039563487352,traditional_family_ridge,100.0,63
area_over_amp_x_B8,-0.0550288049024245,-0.21017528750435666,traditional_family_ridge,100.0,63
early_norm_charge_x_B8,0.35105824184825674,0.20932110387614386,traditional_family_ridge,100.0,63
max_norm_slope,-2.312190835721966,-0.20509301052120982,traditional_family_ridge,100.0,63
early_norm_charge,0.2284611410442265,0.20192748342143793,traditional_family_ridge,100.0,63
cfd40_minus_cfd20_ns_x_B4,-0.0627520191878909,-0.18785953236872788,traditional_family_ridge,100.0,63
family_target_median_ns,0.05788303523360443,0.17218449156415913,traditional_family_ridge,100.0,63
stave_B8,-0.3488581492969716,-0.16445330869337946,traditional_family_ridge,100.0,63
norm_peak_height_x_B8,-0.34885814929691655,-0.1644533086933535,traditional_family_ridge,100.0,63
peak_sample_x_B8,0.04089407070290249,0.16096152804250619,traditional_family_ridge,100.0,63
cfd50_minus_cfd10_ns,0.038141555452109566,0.1480737069305334,traditional_family_ridge,100.0,63
cfd40_minus_cfd20_ns_x_B8,0.062267061512329434,0.13654020549605278,traditional_family_ridge,100.0,63
family_target_iqr_ns,-1.0852934088841493,-0.135645057178382,traditional_family_ridge,100.0,63
norm_peak_height_x_B4,-0.28311020816046556,-0.13345943200892893,traditional_family_ridge,100.0,63
stave_B4,-0.2831102081604348,-0.13345943200891444,traditional_family_ridge,100.0,63
area_over_amp_x_B4,-0.03798276879454773,-0.1318082115082768,traditional_family_ridge,100.0,63
inv_sqrt_amp_1000_x_B6,0.39052846130000024,0.1212792531975172,traditional_family_ridge,100.0,63
max_norm_slope_x_B6,0.60984617762325,0.1176917197796139,traditional_family_ridge,100.0,63
inv_amp_1000_x_B4,-0.5023023339375097,-0.11483994787964855,traditional_family_ridge,100.0,63
cfd40_minus_cfd20_ns_x_B6,0.043864229163065725,0.11198348827381334,traditional_family_ridge,100.0,63
cfd50_minus_cfd10_ns_x_B4,0.018045265464905702,0.11033916403203375,traditional_family_ridge,100.0,63
family_log_support,2.3263494472080333,0.10913372740865566,traditional_family_ridge,100.0,63
peak_sample,0.03995579935231242,0.10196631640905057,traditional_family_ridge,100.0,63
cfd50_minus_cfd10_ns_x_B6,-0.01797345858718391,-0.09825429668695405,traditional_family_ridge,100.0,63
log_amp_x_B4,0.02559418957992582,0.09333786763141719,traditional_family_ridge,100.0,63
cfd50_minus_cfd10_ns_x_B8,0.01921348764677167,0.09166240231926613,traditional_family_ridge,100.0,63
area_over_amp_x_B6,0.02716417750946802,0.09041806811774337,traditional_family_ridge,100.0,63
early_norm_charge_x_B6,0.13743964486473992,0.07957231484293534,traditional_family_ridge,100.0,63
inv_amp_1000_x_B6,-0.3325979802759534,-0.07107107187532545,traditional_family_ridge,100.0,63
peak_sample_x_B6,-0.015282468337302065,-0.06148278390575823,traditional_family_ridge,100.0,63
inv_sqrt_amp_1000,-0.4870549989392037,-0.05040786109465153,traditional_family_ridge,100.0,63
peak_sample_x_B4,-0.007858517786725328,-0.03146546584504764,traditional_family_ridge,100.0,63
late_norm_charge_x_B6,0.01285798850323925,0.028764582039806495,traditional_family_ridge,100.0,63
early_norm_charge_x_B4,0.020620438061074164,0.012516008307604456,traditional_family_ridge,100.0,63
cfd40_minus_cfd20_ns,0.005722310535339284,0.011448568994593275,traditional_family_ridge,100.0,63
inv_amp_1000_x_B8,-0.04410160578408425,-0.00734514405982069,traditional_family_ridge,100.0,63
norm_peak_height,0.0,0.0,traditional_family_ridge,100.0,63
family_peak_median,0.0,0.0,traditional_family_ridge,100.0,63
family_target_median_ns,0.3675925303672396,1.0934763992355436,ml_family_ridge,100.0,63
stave_B4,-2.2001981363666343,-1.0371833481191988,ml_family_ridge,100.0,63
stave_B6,1.930446639373392,0.9100212729464402,ml_family_ridge,100.0,63
peak_sample,0.2642396793660983,0.6743338186402797,ml_family_ridge,100.0,63
family_log_amp_iqr,15.474320921611822,0.4482423383718751,ml_family_ridge,100.0,63
waveform_norm_5,1.0063903179283773,0.3947567012618094,ml_family_ridge,100.0,63
family_area_over_amp_median,0.7259779241635008,0.37262528150652,ml_family_ridge,100.0,63
waveform_norm_7,-1.2952923915138361,-0.3500020297903386,ml_family_ridge,100.0,63
waveform_norm_10,1.0610047548282953,0.3122208145196786,ml_family_ridge,100.0,63
waveform_norm_17,-0.9023534764489519,-0.2689360498807363,ml_family_ridge,100.0,63
waveform_norm_14,0.8368294475008073,0.25242143517990173,ml_family_ridge,100.0,63
waveform_norm_16,-0.7771513450479932,-0.22401851508806886,ml_family_ridge,100.0,63
waveform_norm_12,-0.6901819811903664,-0.2208275424276884,ml_family_ridge,100.0,63
waveform_norm_13,0.6460903868344842,0.20359624518384292,ml_family_ridge,100.0,63
waveform_norm_9,0.6779264478984014,0.1923160631012767,ml_family_ridge,100.0,63
family_target_iqr_ns,-1.4418855958715928,-0.18021362011014064,ml_family_ridge,100.0,63
waveform_norm_3,0.6481446617703591,0.17711566443620508,ml_family_ridge,100.0,63
family_log_amp_median,-1.0234693520440012,-0.1532274203478291,ml_family_ridge,100.0,63
waveform_norm_1,-1.4453148209814763,-0.1419385553416938,ml_family_ridge,100.0,63
waveform_norm_0,0.7571402978749249,0.13629387784607822,ml_family_ridge,100.0,63
family_log_support,2.870951685463101,0.1346821127929764,ml_family_ridge,100.0,63
stave_B8,0.2697514969928887,0.12716207517259176,ml_family_ridge,100.0,63
waveform_norm_2,-1.1036893252025093,-0.1087006123968211,ml_family_ridge,100.0,63
waveform_norm_11,-0.25639463644393656,-0.07996218166191572,ml_family_ridge,100.0,63
area_over_amp,0.03643158951223416,0.07270128521549714,ml_family_ridge,100.0,63
log_amp,-0.1250029006173243,-0.04078864315357029,ml_family_ridge,100.0,63
waveform_norm_15,-0.1204806013292691,-0.03493351225187044,ml_family_ridge,100.0,63
waveform_norm_8,-0.06732736546026874,-0.018493673785602033,ml_family_ridge,100.0,63
waveform_norm_6,0.03868023601772502,0.012892273417926791,ml_family_ridge,100.0,63
waveform_norm_4,0.007675358493633302,0.002801678245515825,ml_family_ridge,100.0,63
family_peak_median,0.0,0.0,ml_family_ridge,100.0,63
stave_B4,-4.222265920078846,-1.9903952427070473,analytic_timewalk,100.0,65
stave_B6,2.4322058055318028,1.1465528122218696,analytic_timewalk,100.0,65
log_amp,-2.6936814234877944,-0.8827035204578143,analytic_timewalk,100.0,65
stave_B8,1.790060114547558,0.8438424304854197,analytic_timewalk,100.0,65
inv_amp_1000,-4.99899047685335,-0.6906545750780206,analytic_timewalk,100.0,65
inv_sqrt_amp_1000,-0.537107396550516,-0.055906852911550425,analytic_timewalk,100.0,65
max_norm_slope_x_B4,-3.4240176387255734,-0.6868846236647609,traditional_family_ridge,100.0,65
inv_sqrt_amp_1000_x_B4,-1.8298554282926596,-0.5874335926398496,traditional_family_ridge,100.0,65
family_log_amp_median,-3.612436915513069,-0.5554863481041843,traditional_family_ridge,100.0,65
late_norm_charge_x_B8,0.212392770527127,0.5515406429463231,traditional_family_ridge,100.0,65
inv_sqrt_amp_1000_x_B8,1.98121891834613,0.5326216769501125,traditional_family_ridge,100.0,65
max_norm_slope_x_B8,2.3420466743366863,0.5015042786386017,traditional_family_ridge,100.0,65
area_over_amp,-0.2457702032463566,-0.48943240821314415,traditional_family_ridge,100.0,65
late_norm_charge,0.1957538120422735,0.4392544935539189,traditional_family_ridge,100.0,65
log_amp_x_B8,-0.11268875546953952,-0.43095016330436825,traditional_family_ridge,100.0,65
log_amp,-1.31037077517646,-0.42940077704349855,traditional_family_ridge,100.0,65
log_amp_x_B6,0.09304185578690738,0.34121692178935126,traditional_family_ridge,100.0,65
norm_peak_height_x_B6,0.6380909644554978,0.3007989653202272,traditional_family_ridge,100.0,65
stave_B6,0.6380909644554171,0.3007989653201892,traditional_family_ridge,100.0,65
inv_amp_1000,-1.9496322705941092,-0.26935887428478344,traditional_family_ridge,100.0,65
early_norm_charge_x_B8,0.34915999879601745,0.2086544347428643,traditional_family_ridge,100.0,65
family_target_median_ns,0.06943663938620721,0.2081320466444641,traditional_family_ridge,100.0,65
early_norm_charge,0.2314632823645557,0.20484459946991457,traditional_family_ridge,100.0,65
peak_sample_x_B8,0.051726196768410164,0.2032934399423494,traditional_family_ridge,100.0,65
max_norm_slope,-2.1954856424488676,-0.19463338153203993,traditional_family_ridge,100.0,65
late_norm_charge_x_B4,-0.08282115467410052,-0.19435559146377834,traditional_family_ridge,100.0,65
area_over_amp_x_B4,-0.054042135244458084,-0.18711970668720676,traditional_family_ridge,100.0,65
norm_peak_height_x_B4,-0.368013719270472,-0.17348333097721985,traditional_family_ridge,100.0,65
stave_B4,-0.36801371927037263,-0.17348333097717303,traditional_family_ridge,100.0,65
area_over_amp_x_B8,-0.042710533551990414,-0.16307717465152943,traditional_family_ridge,100.0,65
family_area_over_amp_median,0.29952351139459826,0.15488272557864688,traditional_family_ridge,100.0,65
cfd40_minus_cfd20_ns_x_B4,-0.05054780776305675,-0.1497216226762924,traditional_family_ridge,100.0,65
cfd50_minus_cfd10_ns,0.03607114755519005,0.14052002288850693,traditional_family_ridge,100.0,65
stave_B8,-0.27007724518430243,-0.12731563434266638,traditional_family_ridge,100.0,65
norm_peak_height_x_B8,-0.27007724518428544,-0.12731563434265836,traditional_family_ridge,100.0,65
inv_sqrt_amp_1000_x_B6,0.39333871068068804,0.12271196387128039,traditional_family_ridge,100.0,65
peak_sample,0.04238735072970382,0.10800966569840036,traditional_family_ridge,100.0,65
cfd50_minus_cfd10_ns_x_B8,0.022037877899127853,0.10513695097652377,traditional_family_ridge,100.0,65
cfd40_minus_cfd20_ns_x_B6,0.040699432884334294,0.10359948630559185,traditional_family_ridge,100.0,65
peak_sample_x_B6,-0.02530077369794749,-0.10165328379779036,traditional_family_ridge,100.0,65
cfd40_minus_cfd20_ns_x_B8,0.045153308547080676,0.09917466879598255,traditional_family_ridge,100.0,65
cfd50_minus_cfd10_ns_x_B6,-0.016998933390976936,-0.09266168830982793,traditional_family_ridge,100.0,65
cfd50_minus_cfd10_ns_x_B4,0.01458231661121843,0.08963210774070525,traditional_family_ridge,100.0,65
area_over_amp_x_B6,0.026815346705961206,0.08907544109498476,traditional_family_ridge,100.0,65
family_log_support,-0.65775111714515,-0.08139414138164691,traditional_family_ridge,100.0,65
inv_amp_1000_x_B6,-0.36994893174130233,-0.07980615083201203,traditional_family_ridge,100.0,65
inv_amp_1000_x_B4,-0.3314432790427614,-0.07622200266818041,traditional_family_ridge,100.0,65
log_amp_x_B4,0.019278236608273526,0.07024958731900476,traditional_family_ridge,100.0,65
inv_sqrt_amp_1000,-0.6563861572658706,-0.06832243343345851,traditional_family_ridge,100.0,65
max_norm_slope_x_B6,0.35447455638705977,0.06828008513294512,traditional_family_ridge,100.0,65
family_target_iqr_ns,0.5981332477667193,0.06798708948298994,traditional_family_ridge,100.0,65
early_norm_charge_x_B6,0.09577784654950716,0.05559760689438118,traditional_family_ridge,100.0,65
early_norm_charge_x_B4,0.0656774291580513,0.039969031599326466,traditional_family_ridge,100.0,65
family_log_amp_iqr,1.3180141308648796,0.03589871776310017,traditional_family_ridge,100.0,65
peak_sample_x_B4,-0.007230900749223114,-0.028878379995029728,traditional_family_ridge,100.0,65
cfd40_minus_cfd20_ns,0.01005330065047519,0.01956211151993905,traditional_family_ridge,100.0,65
inv_amp_1000_x_B8,-0.08915946475153279,-0.01483868344849937,traditional_family_ridge,100.0,65
late_norm_charge_x_B6,0.0019135586376629473,0.004264281906916506,traditional_family_ridge,100.0,65
norm_peak_height,0.0,0.0,traditional_family_ridge,100.0,65
family_peak_median,0.0,0.0,traditional_family_ridge,100.0,65
family_target_median_ns,0.39021878708157925,1.1696567620831935,ml_family_ridge,100.0,65
stave_B4,-2.3877468967693183,-1.125594681641799,ml_family_ridge,100.0,65
stave_B6,1.8949482976738647,0.8932871941887177,ml_family_ridge,100.0,65
peak_sample,0.2768109971634326,0.7053581493195651,ml_family_ridge,100.0,65
waveform_norm_5,1.0347000638604933,0.4058948047373745,ml_family_ridge,100.0,65
family_area_over_amp_median,0.6552690914494039,0.3388377172749638,ml_family_ridge,100.0,65
waveform_norm_7,-1.212128635275807,-0.3256330788677353,ml_family_ridge,100.0,65
waveform_norm_10,0.949942973826295,0.27903560863972066,ml_family_ridge,100.0,65
waveform_norm_17,-0.8893957239291298,-0.26417258295798185,ml_family_ridge,100.0,65
waveform_norm_16,-0.8815622638171007,-0.25290528511853144,ml_family_ridge,100.0,65
stave_B8,0.49279859909687584,0.23230748745375143,ml_family_ridge,100.0,65
waveform_norm_3,0.8114668691306438,0.22197507543838138,ml_family_ridge,100.0,65
family_log_amp_iqr,7.861165378950068,0.2141143638898619,ml_family_ridge,100.0,65
waveform_norm_14,0.6988294545792593,0.21006872389600392,ml_family_ridge,100.0,65
waveform_norm_13,0.6616489288940401,0.20800416742993502,ml_family_ridge,100.0,65
