candidate,alpha,fold,sigma68_ns,n_pair_residuals,n_features,method,heldout_run,summary_train_runs
,100.0,-1,1.7295262689602522,0,54.0,traditional_family_ridge,58,inner_cv_train_only
,0.01,0,1.982206910810496,2997,31.0,ml_family_ridge,58,"59,60,62,63"
,0.01,1,1.5263291355114224,3534,31.0,ml_family_ridge,58,"59,61,62,65"
,0.01,2,1.5849407677193037,4710,31.0,ml_family_ridge,58,"60,61,63,65"
,0.01,-1,1.6978256046804072,0,31.0,ml_family_ridge,58,inner_cv_train_only
,0.1,0,1.9823543061459388,2997,31.0,ml_family_ridge,58,"59,60,62,63"
,0.1,1,1.5251111834871645,3534,31.0,ml_family_ridge,58,"59,61,62,65"
,0.1,2,1.5845877482179591,4710,31.0,ml_family_ridge,58,"60,61,63,65"
,0.1,-1,1.6973510792836874,0,31.0,ml_family_ridge,58,inner_cv_train_only
,1.0,0,1.9829686893873932,2997,31.0,ml_family_ridge,58,"59,60,62,63"
,1.0,1,1.5178856739027065,3534,31.0,ml_family_ridge,58,"59,61,62,65"
,1.0,2,1.5778867914057209,4710,31.0,ml_family_ridge,58,"60,61,63,65"
,1.0,-1,1.6929137182319403,0,31.0,ml_family_ridge,58,inner_cv_train_only
,10.0,0,1.978345268332296,2997,31.0,ml_family_ridge,58,"59,60,62,63"
,10.0,1,1.4720803791410793,3534,31.0,ml_family_ridge,58,"59,61,62,65"
,10.0,2,1.5506079839127267,4710,31.0,ml_family_ridge,58,"60,61,63,65"
,10.0,-1,1.667011210462034,0,31.0,ml_family_ridge,58,inner_cv_train_only
,100.0,0,1.9740539020712737,2997,31.0,ml_family_ridge,58,"59,60,62,63"
,100.0,1,1.3688080894487658,3534,31.0,ml_family_ridge,58,"59,61,62,65"
,100.0,2,1.4387339514975712,4710,31.0,ml_family_ridge,58,"60,61,63,65"
,100.0,-1,1.5938653143392036,0,31.0,ml_family_ridge,58,inner_cv_train_only
amp_only,0.0,0,2.145891561717157,2799,6.0,analytic_timewalk,59,
amp_only,0.0,1,1.300727513175709,2841,6.0,analytic_timewalk,59,
amp_only,0.0,2,1.3682426836911943,3531,6.0,analytic_timewalk,59,
amp_only,0.0,-1,1.60495391952802,0,6.0,analytic_timewalk,59,
amp_only,0.01,0,2.14626500525599,2799,6.0,analytic_timewalk,59,
amp_only,0.01,1,1.3002476530224107,2841,6.0,analytic_timewalk,59,
amp_only,0.01,2,1.3678350489949167,3531,6.0,analytic_timewalk,59,
amp_only,0.01,-1,1.604782569091106,0,6.0,analytic_timewalk,59,
amp_only,0.1,0,2.15034423535877,2799,6.0,analytic_timewalk,59,
amp_only,0.1,1,1.2996153293910724,2841,6.0,analytic_timewalk,59,
amp_only,0.1,2,1.3815909529799035,3531,6.0,analytic_timewalk,59,
amp_only,0.1,-1,1.6105168392432485,0,6.0,analytic_timewalk,59,
amp_only,1.0,0,2.1505174583369633,2799,6.0,analytic_timewalk,59,
amp_only,1.0,1,1.3238059394372022,2841,6.0,analytic_timewalk,59,
amp_only,1.0,2,1.419722046200014,3531,6.0,analytic_timewalk,59,
amp_only,1.0,-1,1.6313484813247265,0,6.0,analytic_timewalk,59,
amp_only,10.0,0,2.1475321340408993,2799,6.0,analytic_timewalk,59,
amp_only,10.0,1,1.3254012267218442,2841,6.0,analytic_timewalk,59,
amp_only,10.0,2,1.4197120465813695,3531,6.0,analytic_timewalk,59,
amp_only,10.0,-1,1.6308818024480376,0,6.0,analytic_timewalk,59,
amp_only,100.0,0,2.1124370044005816,2799,6.0,analytic_timewalk,59,
amp_only,100.0,1,1.253061653665808,2841,6.0,analytic_timewalk,59,
amp_only,100.0,2,1.3556723993018678,3531,6.0,analytic_timewalk,59,
amp_only,100.0,-1,1.5737236857894192,0,6.0,analytic_timewalk,59,
amp_rise_shape,0.0,0,2.098393173262241,2799,14.0,analytic_timewalk,59,
amp_rise_shape,0.0,1,1.3177070222956608,2841,14.0,analytic_timewalk,59,
amp_rise_shape,0.0,2,1.4024803342358623,3531,14.0,analytic_timewalk,59,
amp_rise_shape,0.0,-1,1.6061935099312548,0,14.0,analytic_timewalk,59,
amp_rise_shape,0.01,0,2.0967029773774066,2799,14.0,analytic_timewalk,59,
amp_rise_shape,0.01,1,1.3170483096606787,2841,14.0,analytic_timewalk,59,
amp_rise_shape,0.01,2,1.3995803683854149,3531,14.0,analytic_timewalk,59,
amp_rise_shape,0.01,-1,1.6044438851411666,0,14.0,analytic_timewalk,59,
amp_rise_shape,0.1,0,2.088846177970166,2799,14.0,analytic_timewalk,59,
amp_rise_shape,0.1,1,1.3111531922732373,2841,14.0,analytic_timewalk,59,
amp_rise_shape,0.1,2,1.403841366873422,3531,14.0,analytic_timewalk,59,
amp_rise_shape,0.1,-1,1.6012802457056086,0,14.0,analytic_timewalk,59,
amp_rise_shape,1.0,0,2.0736234606014365,2799,14.0,analytic_timewalk,59,
amp_rise_shape,1.0,1,1.3186329221226256,2841,14.0,analytic_timewalk,59,
amp_rise_shape,1.0,2,1.4391059388971652,3531,14.0,analytic_timewalk,59,
amp_rise_shape,1.0,-1,1.6104541072070757,0,14.0,analytic_timewalk,59,
amp_rise_shape,10.0,0,2.0850290234538678,2799,14.0,analytic_timewalk,59,
amp_rise_shape,10.0,1,1.3254893307237117,2841,14.0,analytic_timewalk,59,
amp_rise_shape,10.0,2,1.4523249638163689,3531,14.0,analytic_timewalk,59,
amp_rise_shape,10.0,-1,1.6209477726646495,0,14.0,analytic_timewalk,59,
amp_rise_shape,100.0,0,2.0490392646630733,2799,14.0,analytic_timewalk,59,
amp_rise_shape,100.0,1,1.289915509573305,2841,14.0,analytic_timewalk,59,
amp_rise_shape,100.0,2,1.4269084938077208,3531,14.0,analytic_timewalk,59,
amp_rise_shape,100.0,-1,1.588621089348033,0,14.0,analytic_timewalk,59,
amp_rise_shape_by_stave,0.0,0,2.2529701204678467,2799,47.0,analytic_timewalk,59,
amp_rise_shape_by_stave,0.0,1,1.4863181399833898,2841,47.0,analytic_timewalk,59,
amp_rise_shape_by_stave,0.0,2,1.4786578714327394,3531,47.0,analytic_timewalk,59,
amp_rise_shape_by_stave,0.0,-1,1.7393153772946588,0,47.0,analytic_timewalk,59,
amp_rise_shape_by_stave,0.01,0,2.27104854592709,2799,47.0,analytic_timewalk,59,
amp_rise_shape_by_stave,0.01,1,1.5213966147091647,2841,47.0,analytic_timewalk,59,
amp_rise_shape_by_stave,0.01,2,1.5082157346604808,3531,47.0,analytic_timewalk,59,
amp_rise_shape_by_stave,0.01,-1,1.7668869650989116,0,47.0,analytic_timewalk,59,
amp_rise_shape_by_stave,0.1,0,2.261125101292067,2799,47.0,analytic_timewalk,59,
amp_rise_shape_by_stave,0.1,1,1.5136671853985104,2841,47.0,analytic_timewalk,59,
amp_rise_shape_by_stave,0.1,2,1.5138510067509316,3531,47.0,analytic_timewalk,59,
amp_rise_shape_by_stave,0.1,-1,1.7628810978138365,0,47.0,analytic_timewalk,59,
amp_rise_shape_by_stave,1.0,0,2.2566533494498975,2799,47.0,analytic_timewalk,59,
amp_rise_shape_by_stave,1.0,1,1.4593099924637967,2841,47.0,analytic_timewalk,59,
amp_rise_shape_by_stave,1.0,2,1.4942706227417686,3531,47.0,analytic_timewalk,59,
amp_rise_shape_by_stave,1.0,-1,1.7367446548851542,0,47.0,analytic_timewalk,59,
amp_rise_shape_by_stave,10.0,0,2.241634661627992,2799,47.0,analytic_timewalk,59,
amp_rise_shape_by_stave,10.0,1,1.395222460251081,2841,47.0,analytic_timewalk,59,
amp_rise_shape_by_stave,10.0,2,1.4769004859708375,3531,47.0,analytic_timewalk,59,
amp_rise_shape_by_stave,10.0,-1,1.7045858692833036,0,47.0,analytic_timewalk,59,
amp_rise_shape_by_stave,100.0,0,2.201303256593634,2799,47.0,analytic_timewalk,59,
amp_rise_shape_by_stave,100.0,1,1.376946890807037,2841,47.0,analytic_timewalk,59,
amp_rise_shape_by_stave,100.0,2,1.498247012087271,3531,47.0,analytic_timewalk,59,
amp_rise_shape_by_stave,100.0,-1,1.6921657198293139,0,47.0,analytic_timewalk,59,
,0.01,0,2.0430895264100104,2799,,ml_ridge_no_family,59,
,0.01,1,1.3795485581464633,2841,,ml_ridge_no_family,59,
,0.01,2,1.4549001728378905,3531,,ml_ridge_no_family,59,
,0.01,-1,1.6258460857981216,0,,ml_ridge_no_family,59,
,0.1,0,2.043043982209025,2799,,ml_ridge_no_family,59,
,0.1,1,1.3788740779734177,2841,,ml_ridge_no_family,59,
,0.1,2,1.45483687513047,3531,,ml_ridge_no_family,59,
,0.1,-1,1.6255849784376377,0,,ml_ridge_no_family,59,
,1.0,0,2.0416732597577436,2799,,ml_ridge_no_family,59,
,1.0,1,1.3800423320667619,2841,,ml_ridge_no_family,59,
,1.0,2,1.455303166805649,3531,,ml_ridge_no_family,59,
,1.0,-1,1.625672919543385,0,,ml_ridge_no_family,59,
,10.0,0,2.0329603305704342,2799,,ml_ridge_no_family,59,
,10.0,1,1.367616978536241,2841,,ml_ridge_no_family,59,
,10.0,2,1.449014411149421,3531,,ml_ridge_no_family,59,
,10.0,-1,1.616530573418699,0,,ml_ridge_no_family,59,
,100.0,0,1.9753620907196294,2799,,ml_ridge_no_family,59,
,100.0,1,1.3036866431107383,2841,,ml_ridge_no_family,59,
,100.0,2,1.4029107160623517,3531,,ml_ridge_no_family,59,
,100.0,-1,1.5606531499642398,0,,ml_ridge_no_family,59,
,0.01,0,2.2410867234712066,2799,54.0,traditional_family_ridge,59,"58,60,62,63,65"
,0.01,1,1.5191778206015043,2841,54.0,traditional_family_ridge,59,"61,62,63"
,0.01,2,1.306701056892949,3531,54.0,traditional_family_ridge,59,"58,60,61,65"
,0.01,-1,1.6889885336552197,0,54.0,traditional_family_ridge,59,inner_cv_train_only
,0.1,0,2.2331816604774453,2799,54.0,traditional_family_ridge,59,"58,60,62,63,65"
,0.1,1,1.5133355409593938,2841,54.0,traditional_family_ridge,59,"61,62,63"
,0.1,2,1.3102407930709226,3531,54.0,traditional_family_ridge,59,"58,60,61,65"
,0.1,-1,1.6855859981692538,0,54.0,traditional_family_ridge,59,inner_cv_train_only
,1.0,0,2.2203867854879413,2799,54.0,traditional_family_ridge,59,"58,60,62,63,65"
,1.0,1,1.459680364627819,2841,54.0,traditional_family_ridge,59,"61,62,63"
,1.0,2,1.2913815455216122,3531,54.0,traditional_family_ridge,59,"58,60,61,65"
,1.0,-1,1.6571495652124575,0,54.0,traditional_family_ridge,59,inner_cv_train_only
,10.0,0,2.2078004361740593,2799,54.0,traditional_family_ridge,59,"58,60,62,63,65"
,10.0,1,1.4006008741908813,2841,54.0,traditional_family_ridge,59,"61,62,63"
,10.0,2,1.315758336764908,3531,54.0,traditional_family_ridge,59,"58,60,61,65"
,10.0,-1,1.6413865490432828,0,54.0,traditional_family_ridge,59,inner_cv_train_only
,100.0,0,2.1917714412437914,2799,54.0,traditional_family_ridge,59,"58,60,62,63,65"
,100.0,1,1.3798081879217263,2841,54.0,traditional_family_ridge,59,"61,62,63"
,100.0,2,1.4300184125794686,3531,54.0,traditional_family_ridge,59,"58,60,61,65"
,100.0,-1,1.6671993472483289,0,54.0,traditional_family_ridge,59,inner_cv_train_only
,0.01,0,1.997906395300164,2799,31.0,ml_family_ridge,59,"58,60,62,63,65"
,0.01,1,1.3795497961690877,2841,31.0,ml_family_ridge,59,"61,62,63"
,0.01,2,1.2722535422578058,3531,31.0,ml_family_ridge,59,"58,60,61,65"
,0.01,-1,1.5499032445756857,0,31.0,ml_family_ridge,59,inner_cv_train_only
,0.1,0,1.997820674402412,2799,31.0,ml_family_ridge,59,"58,60,62,63,65"
,0.1,1,1.3788754319461745,2841,31.0,ml_family_ridge,59,"61,62,63"
,0.1,2,1.272523957681789,3531,31.0,ml_family_ridge,59,"58,60,61,65"
,0.1,-1,1.5497400213434585,0,31.0,ml_family_ridge,59,inner_cv_train_only
,1.0,0,1.9953766328390365,2799,31.0,ml_family_ridge,59,"58,60,62,63,65"
,1.0,1,1.3802495107170798,2841,31.0,ml_family_ridge,59,"61,62,63"
,1.0,2,1.274311498462665,3531,31.0,ml_family_ridge,59,"58,60,61,65"
,1.0,-1,1.5499792140062603,0,31.0,ml_family_ridge,59,inner_cv_train_only
,10.0,0,1.991880544936755,2799,31.0,ml_family_ridge,59,"58,60,62,63,65"
,10.0,1,1.367561370846677,2841,31.0,ml_family_ridge,59,"61,62,63"
,10.0,2,1.2874562051848266,3531,31.0,ml_family_ridge,59,"58,60,61,65"
,10.0,-1,1.5489660403227525,0,31.0,ml_family_ridge,59,inner_cv_train_only
,100.0,0,1.984069685763054,2799,31.0,ml_family_ridge,59,"58,60,62,63,65"
,100.0,1,1.3193792775959514,2841,31.0,ml_family_ridge,59,"61,62,63"
,100.0,2,1.3427039447811657,3531,31.0,ml_family_ridge,59,"58,60,61,65"
,100.0,-1,1.5487176360467236,0,31.0,ml_family_ridge,59,inner_cv_train_only
amp_only,0.0,0,2.09154520452328,2799,6.0,analytic_timewalk,60,
amp_only,0.0,1,1.3251335649892184,2838,6.0,analytic_timewalk,60,
amp_only,0.0,2,1.3640696444962463,3399,6.0,analytic_timewalk,60,
amp_only,0.0,-1,1.5935828046695815,0,6.0,analytic_timewalk,60,
amp_only,0.01,0,2.0916881270484726,2799,6.0,analytic_timewalk,60,
amp_only,0.01,1,1.3248178910903077,2838,6.0,analytic_timewalk,60,
amp_only,0.01,2,1.366222031430433,3399,6.0,analytic_timewalk,60,
amp_only,0.01,-1,1.5942426831897378,0,6.0,analytic_timewalk,60,
amp_only,0.1,0,2.0957227368716276,2799,6.0,analytic_timewalk,60,
amp_only,0.1,1,1.324634530131757,2838,6.0,analytic_timewalk,60,
amp_only,0.1,2,1.3739827076990951,3399,6.0,analytic_timewalk,60,
amp_only,0.1,-1,1.5981133249008266,0,6.0,analytic_timewalk,60,
amp_only,1.0,0,2.0992318496587488,2799,6.0,analytic_timewalk,60,
amp_only,1.0,1,1.398629798765025,2838,6.0,analytic_timewalk,60,
amp_only,1.0,2,1.3868133826123592,3399,6.0,analytic_timewalk,60,
amp_only,1.0,-1,1.6282250103453777,0,6.0,analytic_timewalk,60,
amp_only,10.0,0,2.098821915218444,2799,6.0,analytic_timewalk,60,
amp_only,10.0,1,1.3996736322083763,2838,6.0,analytic_timewalk,60,
amp_only,10.0,2,1.3882158760616123,3399,6.0,analytic_timewalk,60,
amp_only,10.0,-1,1.6289038078294775,0,6.0,analytic_timewalk,60,
amp_only,100.0,0,2.0828542318326826,2799,6.0,analytic_timewalk,60,
amp_only,100.0,1,1.3318548624978486,2838,6.0,analytic_timewalk,60,
amp_only,100.0,2,1.3083076177833302,3399,6.0,analytic_timewalk,60,
amp_only,100.0,-1,1.5743389040379538,0,6.0,analytic_timewalk,60,
amp_rise_shape,0.0,0,2.133907020434906,2799,14.0,analytic_timewalk,60,
amp_rise_shape,0.0,1,1.4102656522746388,2838,14.0,analytic_timewalk,60,
amp_rise_shape,0.0,2,1.3422512948104504,3399,14.0,analytic_timewalk,60,
amp_rise_shape,0.0,-1,1.6288079891733318,0,14.0,analytic_timewalk,60,
amp_rise_shape,0.01,0,2.133875139669377,2799,14.0,analytic_timewalk,60,
amp_rise_shape,0.01,1,1.4092965325094327,2838,14.0,analytic_timewalk,60,
amp_rise_shape,0.01,2,1.3438558438078507,3399,14.0,analytic_timewalk,60,
amp_rise_shape,0.01,-1,1.6290091719955535,0,14.0,analytic_timewalk,60,
amp_rise_shape,0.1,0,2.1342596615817033,2799,14.0,analytic_timewalk,60,
amp_rise_shape,0.1,1,1.4051024267516923,2838,14.0,analytic_timewalk,60,
amp_rise_shape,0.1,2,1.3488040125831913,3399,14.0,analytic_timewalk,60,
amp_rise_shape,0.1,-1,1.629388700305529,0,14.0,analytic_timewalk,60,
amp_rise_shape,1.0,0,2.1415786925535873,2799,14.0,analytic_timewalk,60,
amp_rise_shape,1.0,1,1.4200498327051774,2838,14.0,analytic_timewalk,60,
amp_rise_shape,1.0,2,1.3514099081684963,3399,14.0,analytic_timewalk,60,
amp_rise_shape,1.0,-1,1.6376794778090868,0,14.0,analytic_timewalk,60,
amp_rise_shape,10.0,0,2.1356691801686902,2799,14.0,analytic_timewalk,60,
amp_rise_shape,10.0,1,1.4245792119244634,2838,14.0,analytic_timewalk,60,
amp_rise_shape,10.0,2,1.356261225059706,3399,14.0,analytic_timewalk,60,
amp_rise_shape,10.0,-1,1.6388365390509534,0,14.0,analytic_timewalk,60,
amp_rise_shape,100.0,0,2.1018787226807687,2799,14.0,analytic_timewalk,60,
amp_rise_shape,100.0,1,1.4021961695138274,2838,14.0,analytic_timewalk,60,
amp_rise_shape,100.0,2,1.3326038227628145,3399,14.0,analytic_timewalk,60,
amp_rise_shape,100.0,-1,1.6122262383191368,0,14.0,analytic_timewalk,60,
amp_rise_shape_by_stave,0.0,0,2.2386782598917288,2799,47.0,analytic_timewalk,60,
amp_rise_shape_by_stave,0.0,1,1.5641935318245261,2838,47.0,analytic_timewalk,60,
amp_rise_shape_by_stave,0.0,2,1.436765822631621,3399,47.0,analytic_timewalk,60,
amp_rise_shape_by_stave,0.0,-1,1.7465458714492919,0,47.0,analytic_timewalk,60,
amp_rise_shape_by_stave,0.01,0,2.2359238250244826,2799,47.0,analytic_timewalk,60,
amp_rise_shape_by_stave,0.01,1,1.5662093011458904,2838,47.0,analytic_timewalk,60,
amp_rise_shape_by_stave,0.01,2,1.469331948129701,3399,47.0,analytic_timewalk,60,
amp_rise_shape_by_stave,0.01,-1,1.7571550247666916,0,47.0,analytic_timewalk,60,
amp_rise_shape_by_stave,0.1,0,2.229768354465978,2799,47.0,analytic_timewalk,60,
amp_rise_shape_by_stave,0.1,1,1.57021558955551,2838,47.0,analytic_timewalk,60,
amp_rise_shape_by_stave,0.1,2,1.4702812896090067,3399,47.0,analytic_timewalk,60,
amp_rise_shape_by_stave,0.1,-1,1.7567550778768315,0,47.0,analytic_timewalk,60,
amp_rise_shape_by_stave,1.0,0,2.2198121531474153,2799,47.0,analytic_timewalk,60,
amp_rise_shape_by_stave,1.0,1,1.52783411864501,2838,47.0,analytic_timewalk,60,
amp_rise_shape_by_stave,1.0,2,1.4327638249236654,3399,47.0,analytic_timewalk,60,
amp_rise_shape_by_stave,1.0,-1,1.7268033655720305,0,47.0,analytic_timewalk,60,
amp_rise_shape_by_stave,10.0,0,2.221193313542839,2799,47.0,analytic_timewalk,60,
