method,run,pair_a,pair_b,cov_ns2
traditional_b_only,55,B2-B6,B4-B6,-15.817642591315625
traditional_b_only,55,B2-B6,B4-B8,-44.80884650680129
traditional_b_only,55,B2-B6,B6-B8,-60.84062163821294
traditional_b_only,55,B2-B8,B4-B6,-32.592318504701154
traditional_b_only,55,B2-B8,B4-B8,-18.2514117907101
traditional_b_only,55,B2-B8,B6-B8,-23.913201030950404
traditional_b_only,55,B4-B6,B4-B8,47.37220643284902
traditional_b_only,55,B4-B6,B6-B8,17.023414597763498
traditional_b_only,55,B4-B8,B6-B8,53.58214186812549
traditional_b_only,56,B2-B4,B2-B6,223.28926411159895
traditional_b_only,56,B2-B4,B2-B8,221.49536264204337
traditional_b_only,56,B2-B4,B4-B6,-87.19648833861763
traditional_b_only,56,B2-B4,B4-B8,-59.248061655327625
traditional_b_only,56,B2-B4,B6-B8,-43.25401020476981
traditional_b_only,56,B2-B6,B2-B8,199.92263339551863
traditional_b_only,56,B2-B6,B4-B6,-26.854965985445833
traditional_b_only,56,B2-B6,B4-B8,-60.99966062120968
traditional_b_only,56,B2-B6,B6-B8,-62.63082169655316
traditional_b_only,56,B2-B8,B4-B6,-54.61397568849844
traditional_b_only,56,B2-B8,B4-B8,20.55087986948736
traditional_b_only,56,B2-B8,B6-B8,29.596123073276242
traditional_b_only,56,B4-B6,B4-B8,20.81579669354926
traditional_b_only,56,B4-B6,B6-B8,8.598242539473752
traditional_b_only,56,B4-B8,B6-B8,102.93225105658594
traditional_b_only,57,B2-B4,B2-B6,300.70259036725366
traditional_b_only,57,B2-B4,B2-B8,304.1196656400267
traditional_b_only,57,B2-B4,B4-B6,-48.96929391988701
traditional_b_only,57,B2-B4,B4-B8,-29.94726354985545
traditional_b_only,57,B2-B4,B6-B8,-28.26019229226648
traditional_b_only,57,B2-B6,B2-B8,298.23110588329286
traditional_b_only,57,B2-B6,B4-B6,-15.042696551274963
traditional_b_only,57,B2-B6,B4-B8,-21.565045325319673
traditional_b_only,57,B2-B6,B6-B8,-42.737212084085115
traditional_b_only,57,B2-B8,B4-B6,-26.25364650716904
traditional_b_only,57,B2-B8,B4-B8,16.256650141450606
traditional_b_only,57,B2-B8,B6-B8,5.030497253840244
traditional_b_only,57,B4-B6,B4-B8,28.57261182558899
traditional_b_only,57,B4-B6,B6-B8,13.186508398593228
traditional_b_only,57,B4-B8,B6-B8,58.96908035383585
traditional_b_only,58,B2-B4,B2-B6,317.34884630477455
traditional_b_only,58,B2-B4,B2-B8,242.52810913843462
traditional_b_only,58,B2-B4,B4-B6,-71.27173955714535
traditional_b_only,58,B2-B4,B4-B8,-66.52027449228234
traditional_b_only,58,B2-B4,B6-B8,-9.292892412424717
traditional_b_only,58,B2-B6,B2-B8,292.9768235272833
traditional_b_only,58,B2-B6,B4-B6,-5.797718303286601
traditional_b_only,58,B2-B6,B4-B8,19.290722283685078
traditional_b_only,58,B2-B6,B6-B8,-22.369115995994925
traditional_b_only,58,B2-B8,B4-B6,9.15543636288236
traditional_b_only,58,B2-B8,B4-B8,102.08901168254116
traditional_b_only,58,B2-B8,B6-B8,24.876674611044777
traditional_b_only,58,B4-B6,B4-B8,70.5713042460014
traditional_b_only,58,B4-B6,B6-B8,4.525838842825814
traditional_b_only,58,B4-B8,B6-B8,52.416208161568775
traditional_b_only,59,B2-B4,B2-B6,85.96866693916046
traditional_b_only,59,B2-B4,B2-B8,76.12567166120941
traditional_b_only,59,B2-B4,B4-B6,-31.167272013963988
traditional_b_only,59,B2-B4,B4-B8,-23.199371135453685
traditional_b_only,59,B2-B4,B6-B8,-3.789369961570666
traditional_b_only,59,B2-B6,B2-B8,91.37080191006534
traditional_b_only,59,B2-B6,B4-B6,27.333905675748913
traditional_b_only,59,B2-B6,B4-B8,4.17280271335973
traditional_b_only,59,B2-B6,B6-B8,-10.068562303345091
traditional_b_only,59,B2-B8,B4-B6,7.15464715048889
traditional_b_only,59,B2-B8,B4-B8,45.12023088838748
traditional_b_only,59,B2-B8,B6-B8,38.159045164656874
traditional_b_only,59,B4-B6,B4-B8,28.85299261619076
traditional_b_only,59,B4-B6,B6-B8,-1.0251301487395452
traditional_b_only,59,B4-B8,B6-B8,46.09610955014212
traditional_b_only,60,B2-B4,B2-B6,46.15151410635388
traditional_b_only,60,B2-B4,B2-B8,52.84396244450452
traditional_b_only,60,B2-B4,B4-B6,-49.63254653135799
traditional_b_only,60,B2-B4,B4-B8,-35.772552559914594
traditional_b_only,60,B2-B4,B6-B8,6.79253939379119
traditional_b_only,60,B2-B6,B2-B8,64.92417788220304
traditional_b_only,60,B2-B6,B4-B6,38.46099910925373
traditional_b_only,60,B2-B6,B4-B8,14.195861125078252
traditional_b_only,60,B2-B6,B6-B8,-17.925276409771758
traditional_b_only,60,B2-B8,B4-B6,11.250689370101155
traditional_b_only,60,B2-B8,B4-B8,56.115854806270804
traditional_b_only,60,B2-B8,B6-B8,46.65185476184384
traditional_b_only,60,B4-B6,B4-B8,47.83294735812951
traditional_b_only,60,B4-B6,B6-B8,-17.323844978615142
traditional_b_only,60,B4-B8,B6-B8,46.396983784423846
traditional_b_only,61,B2-B4,B2-B6,42.73973858257416
traditional_b_only,61,B2-B4,B2-B8,29.480808472574363
traditional_b_only,61,B2-B4,B4-B6,-61.268879751151914
traditional_b_only,61,B2-B4,B4-B8,-32.628051266142215
traditional_b_only,61,B2-B4,B6-B8,7.694919664379653
traditional_b_only,61,B2-B6,B2-B8,69.06117146926418
traditional_b_only,61,B2-B6,B4-B6,41.98694648045021
traditional_b_only,61,B2-B6,B4-B8,27.086365043745612
traditional_b_only,61,B2-B6,B6-B8,-8.549873678270519
traditional_b_only,61,B2-B8,B4-B6,27.01198104893846
traditional_b_only,61,B2-B8,B4-B8,95.64822728902206
traditional_b_only,61,B2-B8,B6-B8,69.74198882822208
traditional_b_only,61,B4-B6,B4-B8,55.541281362597466
traditional_b_only,61,B4-B6,B6-B8,-10.810149425142514
traditional_b_only,61,B4-B8,B6-B8,66.43510676817937
traditional_b_only,62,B2-B4,B2-B6,69.00675240285636
traditional_b_only,62,B2-B4,B2-B8,48.55611001051879
traditional_b_only,62,B2-B4,B4-B6,-38.35347984885549
traditional_b_only,62,B2-B4,B4-B8,-22.75172189496166
traditional_b_only,62,B2-B4,B6-B8,-2.5593686498703367
traditional_b_only,62,B2-B6,B2-B8,63.27067167702147
traditional_b_only,62,B2-B6,B4-B6,28.606195523924438
traditional_b_only,62,B2-B6,B4-B8,2.901419280060924
traditional_b_only,62,B2-B6,B6-B8,-9.989385612712251
traditional_b_only,62,B2-B8,B4-B6,7.2149488815838385
traditional_b_only,62,B2-B8,B4-B8,45.12694431703666
traditional_b_only,62,B2-B8,B6-B8,43.15593950999514
traditional_b_only,62,B4-B6,B4-B8,26.563407121834185
traditional_b_only,62,B4-B6,B6-B8,-2.9072199399940906
traditional_b_only,62,B4-B8,B6-B8,48.70554922318352
traditional_b_only,63,B2-B4,B2-B6,114.30170262605209
traditional_b_only,63,B2-B4,B2-B8,109.56798792022434
traditional_b_only,63,B2-B4,B4-B6,-50.72533886382619
traditional_b_only,63,B2-B4,B4-B8,-19.81597940610751
traditional_b_only,63,B2-B4,B6-B8,-7.501454618386435
traditional_b_only,63,B2-B6,B2-B8,116.52943305876997
traditional_b_only,63,B2-B6,B4-B6,19.668361571416405
traditional_b_only,63,B2-B6,B4-B8,4.695002481037765
traditional_b_only,63,B2-B6,B6-B8,-12.597197628785192
traditional_b_only,63,B2-B8,B4-B6,7.109380288048508
traditional_b_only,63,B2-B8,B4-B8,39.562017536121914
traditional_b_only,63,B2-B8,B6-B8,30.405220583647242
traditional_b_only,63,B4-B6,B4-B8,31.393355251864364
traditional_b_only,63,B4-B6,B6-B8,8.526850845085026
traditional_b_only,63,B4-B8,B6-B8,49.34902677052981
traditional_b_only,65,B2-B4,B2-B6,313.40143498895844
traditional_b_only,65,B2-B4,B2-B8,334.5532487584923
traditional_b_only,65,B2-B4,B4-B6,-67.42049088694128
traditional_b_only,65,B2-B4,B4-B8,-44.896188638117835
traditional_b_only,65,B2-B4,B6-B8,-31.561114846226673
traditional_b_only,65,B2-B6,B2-B8,317.70302080533446
traditional_b_only,65,B2-B6,B4-B6,-12.79695116427298
traditional_b_only,65,B2-B6,B4-B8,-26.311657705680652
traditional_b_only,65,B2-B6,B6-B8,-32.797984322072935
traditional_b_only,65,B2-B8,B4-B6,-11.434951797567171
traditional_b_only,65,B2-B8,B4-B8,-14.45787757927991
traditional_b_only,65,B2-B8,B6-B8,-5.221266488120035
traditional_b_only,65,B4-B6,B4-B8,39.11389127365884
traditional_b_only,65,B4-B6,B6-B8,21.557588627814393
traditional_b_only,65,B4-B8,B6-B8,42.92137735226543
traditional_b_plus_a,44,B2-B4,B2-B6,229.2729719473688
traditional_b_plus_a,44,B2-B4,B2-B8,508.7877237548565
traditional_b_plus_a,44,B2-B4,B4-B6,-47.9476873943905
traditional_b_plus_a,44,B2-B4,B4-B8,-61.51249707332387
traditional_b_plus_a,44,B2-B4,B6-B8,-16.565288817262452
traditional_b_plus_a,44,B2-B6,B2-B8,480.8269353616796
traditional_b_plus_a,44,B2-B6,B4-B6,-7.049705053179888
traditional_b_plus_a,44,B2-B6,B4-B8,-41.816241226847886
traditional_b_plus_a,44,B2-B6,B6-B8,-51.873562875955535
traditional_b_plus_a,44,B2-B8,B4-B6,-77.56747068374713
traditional_b_plus_a,44,B2-B8,B4-B8,-53.9834057476296
traditional_b_plus_a,44,B2-B8,B6-B8,-50.33019350921648
traditional_b_plus_a,44,B4-B6,B4-B8,13.382770386511906
traditional_b_plus_a,44,B4-B6,B6-B8,9.162324328558277
traditional_b_plus_a,44,B4-B8,B6-B8,7.7270292803103855
traditional_b_plus_a,45,B2-B4,B2-B6,418.8045466123338
traditional_b_plus_a,45,B2-B4,B2-B8,542.7332833708568
traditional_b_plus_a,45,B2-B4,B4-B6,-62.41641693710626
traditional_b_plus_a,45,B2-B4,B4-B8,-90.27333807744314
traditional_b_plus_a,45,B2-B4,B6-B8,-82.72130669465484
traditional_b_plus_a,45,B2-B6,B2-B8,572.0523902800711
traditional_b_plus_a,45,B2-B6,B4-B6,-15.005367505732279
traditional_b_plus_a,45,B2-B6,B4-B8,-86.07672879509248
traditional_b_plus_a,45,B2-B6,B6-B8,-95.10819124572049
traditional_b_plus_a,45,B2-B8,B4-B6,-38.91747693285414
traditional_b_plus_a,45,B2-B8,B4-B8,13.95876135418055
traditional_b_plus_a,45,B2-B8,B6-B8,18.832033277009746
traditional_b_plus_a,45,B4-B6,B4-B8,23.28696175508742
traditional_b_plus_a,45,B4-B6,B6-B8,3.189234704861407
traditional_b_plus_a,45,B4-B8,B6-B8,117.30130208150837
traditional_b_plus_a,47,B2-B4,B2-B6,208.96789250109197
traditional_b_plus_a,47,B2-B4,B2-B8,330.8050870389775
traditional_b_plus_a,47,B2-B4,B4-B6,-80.12538309619536
traditional_b_plus_a,47,B2-B4,B4-B8,-131.34603631800772
traditional_b_plus_a,47,B2-B4,B6-B8,-55.8201311994222
traditional_b_plus_a,47,B2-B6,B2-B8,288.60854487139864
traditional_b_plus_a,47,B2-B6,B4-B6,-17.10777444252958
traditional_b_plus_a,47,B2-B6,B4-B8,-92.42414319212983
traditional_b_plus_a,47,B2-B6,B6-B8,-39.319314342664754
traditional_b_plus_a,47,B2-B8,B4-B6,-99.22151448932625
traditional_b_plus_a,47,B2-B8,B4-B8,-46.94605995875756
traditional_b_plus_a,47,B2-B8,B6-B8,1.280552346428781
traditional_b_plus_a,47,B4-B6,B4-B8,39.30802950891966
traditional_b_plus_a,47,B4-B6,B6-B8,14.199099528904133
traditional_b_plus_a,47,B4-B8,B6-B8,54.79896621799767
traditional_b_plus_a,48,B2-B4,B2-B6,288.3168042812947
traditional_b_plus_a,48,B2-B4,B2-B8,176.18776732992174
traditional_b_plus_a,48,B2-B4,B4-B6,-58.15198222420606
traditional_b_plus_a,48,B2-B4,B4-B8,-44.38162510517445
traditional_b_plus_a,48,B2-B4,B6-B8,-12.52389572415652
traditional_b_plus_a,48,B2-B6,B2-B8,170.96881232285554
traditional_b_plus_a,48,B2-B6,B4-B6,-4.1708045581281725
traditional_b_plus_a,48,B2-B6,B4-B8,-19.408731402848776
traditional_b_plus_a,48,B2-B6,B6-B8,-14.432268342695545
traditional_b_plus_a,48,B2-B8,B4-B6,-28.713004165994906
traditional_b_plus_a,48,B2-B8,B4-B8,7.726510362128855
traditional_b_plus_a,48,B2-B8,B6-B8,17.679377816551295
traditional_b_plus_a,48,B4-B6,B4-B8,43.533910799738265
traditional_b_plus_a,48,B4-B6,B6-B8,18.70485770231022
traditional_b_plus_a,48,B4-B8,B6-B8,52.17794023251182
traditional_b_plus_a,49,B2-B4,B2-B6,190.88515152330592
traditional_b_plus_a,49,B2-B4,B2-B8,424.4948078145661
traditional_b_plus_a,49,B2-B4,B4-B6,-81.68408240016846
traditional_b_plus_a,49,B2-B4,B4-B8,-58.80327472372154
traditional_b_plus_a,49,B2-B4,B6-B8,-37.15215505355249
traditional_b_plus_a,49,B2-B6,B2-B8,241.14887948880911
traditional_b_plus_a,49,B2-B6,B4-B6,12.594414163685222
traditional_b_plus_a,49,B2-B6,B4-B8,-39.02413245903115
traditional_b_plus_a,49,B2-B6,B6-B8,-47.16680785241605
traditional_b_plus_a,49,B2-B8,B4-B6,-35.35361156328659
traditional_b_plus_a,49,B2-B8,B4-B8,-24.51226482082093
traditional_b_plus_a,49,B2-B8,B6-B8,-12.831613459354907
traditional_b_plus_a,49,B4-B6,B4-B8,32.4525296760762
traditional_b_plus_a,49,B4-B6,B6-B8,19.715068045385532
traditional_b_plus_a,49,B4-B8,B6-B8,50.429079520808315
traditional_b_plus_a,50,B2-B4,B2-B6,325.831533908902
traditional_b_plus_a,50,B2-B4,B2-B8,186.1140814747199
traditional_b_plus_a,50,B2-B4,B4-B6,-79.62143173527572
traditional_b_plus_a,50,B2-B4,B4-B8,-76.65726476517847
traditional_b_plus_a,50,B2-B4,B6-B8,-53.901135303346855
traditional_b_plus_a,50,B2-B6,B2-B8,188.54737483372008
traditional_b_plus_a,50,B2-B6,B4-B6,-24.21574497867948
traditional_b_plus_a,50,B2-B6,B4-B8,-56.61284626768854
traditional_b_plus_a,50,B2-B6,B6-B8,-58.79160714754093
traditional_b_plus_a,50,B2-B8,B4-B6,-26.979497017298556
traditional_b_plus_a,50,B2-B8,B4-B8,-32.094874436630946
traditional_b_plus_a,50,B2-B8,B6-B8,-23.610546848953067
traditional_b_plus_a,50,B4-B6,B4-B8,45.61404879452112
traditional_b_plus_a,50,B4-B6,B6-B8,23.39920048784992
traditional_b_plus_a,50,B4-B8,B6-B8,52.18980475054771
traditional_b_plus_a,51,B2-B4,B2-B6,323.88987464669196
traditional_b_plus_a,51,B2-B4,B2-B8,206.04346899703202
traditional_b_plus_a,51,B2-B4,B4-B6,-232.38762721972347
traditional_b_plus_a,51,B2-B4,B4-B8,-339.7103029159599
traditional_b_plus_a,51,B2-B4,B6-B8,-3.605669993422171
traditional_b_plus_a,51,B2-B6,B2-B8,347.3420985828399
traditional_b_plus_a,51,B2-B6,B4-B6,22.60020168656149
traditional_b_plus_a,51,B2-B6,B4-B8,122.61858444972732
traditional_b_plus_a,51,B2-B6,B6-B8,-35.746341630005894
traditional_b_plus_a,51,B2-B8,B4-B6,123.97047382755561
traditional_b_plus_a,51,B2-B8,B4-B8,148.54706136776485
traditional_b_plus_a,51,B2-B8,B6-B8,1.4636544963665277
traditional_b_plus_a,51,B4-B6,B4-B8,464.1822646389365
traditional_b_plus_a,51,B4-B6,B6-B8,-4.028238848616929
traditional_b_plus_a,51,B4-B8,B6-B8,34.072000220024606
traditional_b_plus_a,52,B2-B4,B2-B6,252.0962998314436
traditional_b_plus_a,52,B2-B4,B2-B8,223.70454595351856
traditional_b_plus_a,52,B2-B4,B4-B6,-45.28898065736167
traditional_b_plus_a,52,B2-B4,B4-B8,-47.25269558305501
traditional_b_plus_a,52,B2-B4,B6-B8,-37.661972844358665
traditional_b_plus_a,52,B2-B6,B2-B8,252.81735291477708
traditional_b_plus_a,52,B2-B6,B4-B6,23.548732142112716
traditional_b_plus_a,52,B2-B6,B4-B8,-25.95679778923478
traditional_b_plus_a,52,B2-B6,B6-B8,-48.90819442987249
traditional_b_plus_a,52,B2-B8,B4-B6,-24.93558019997603
traditional_b_plus_a,52,B2-B8,B4-B8,17.871549854387162
traditional_b_plus_a,52,B2-B8,B6-B8,-10.476117452015115
traditional_b_plus_a,52,B4-B6,B4-B8,35.05294777998833
traditional_b_plus_a,52,B4-B6,B6-B8,25.392398004561414
traditional_b_plus_a,52,B4-B8,B6-B8,59.83399901486039
traditional_b_plus_a,53,B2-B4,B2-B6,256.1233910445091
traditional_b_plus_a,53,B2-B4,B2-B8,199.4468593426247
traditional_b_plus_a,53,B2-B4,B4-B6,-94.50963975186734
traditional_b_plus_a,53,B2-B4,B4-B8,-102.893001205786
traditional_b_plus_a,53,B2-B4,B6-B8,-58.488348812588626
traditional_b_plus_a,53,B2-B6,B2-B8,217.45643427779316
traditional_b_plus_a,53,B2-B6,B4-B6,-47.570000726374175
traditional_b_plus_a,53,B2-B6,B4-B8,-60.101132828736226
traditional_b_plus_a,53,B2-B6,B6-B8,-50.10353719805343
traditional_b_plus_a,53,B2-B8,B4-B6,-60.26801231400024
traditional_b_plus_a,53,B2-B8,B4-B8,-42.14783430460289
traditional_b_plus_a,53,B2-B8,B6-B8,-32.90981434120671
traditional_b_plus_a,53,B4-B6,B4-B8,71.11897483815441
traditional_b_plus_a,53,B4-B6,B6-B8,33.808462592979474
traditional_b_plus_a,53,B4-B8,B6-B8,50.866079401479226
traditional_b_plus_a,54,B2-B4,B2-B6,299.02938103142475
traditional_b_plus_a,54,B2-B4,B2-B8,477.1564122255211
traditional_b_plus_a,54,B2-B4,B4-B6,-148.0143632889897
traditional_b_plus_a,54,B2-B4,B4-B8,-98.82368908766792
traditional_b_plus_a,54,B2-B4,B6-B8,-87.57990127214507
traditional_b_plus_a,54,B2-B6,B2-B8,447.3750852779278
traditional_b_plus_a,54,B2-B6,B4-B6,-21.849917765970147
traditional_b_plus_a,54,B2-B6,B4-B8,-88.1816249789422
traditional_b_plus_a,54,B2-B6,B6-B8,-86.59021363530458
traditional_b_plus_a,54,B2-B8,B4-B6,-112.85100786859164
traditional_b_plus_a,54,B2-B8,B4-B8,-30.54574921314056
traditional_b_plus_a,54,B2-B8,B6-B8,-24.964618295921472
traditional_b_plus_a,54,B4-B6,B4-B8,30.82265704520643
traditional_b_plus_a,54,B4-B6,B6-B8,19.5947569542472
traditional_b_plus_a,54,B4-B8,B6-B8,80.53012389955595
traditional_b_plus_a,55,B2-B4,B2-B6,228.4574113530496
traditional_b_plus_a,55,B2-B4,B2-B8,180.42520183907618
traditional_b_plus_a,55,B2-B4,B4-B6,-51.118846122950124
traditional_b_plus_a,55,B2-B4,B4-B8,-66.90326512745729
traditional_b_plus_a,55,B2-B4,B6-B8,-47.76452314958696
traditional_b_plus_a,55,B2-B6,B2-B8,192.7205976029705
traditional_b_plus_a,55,B2-B6,B4-B6,-15.627418044230325
traditional_b_plus_a,55,B2-B6,B4-B8,-44.61335876273297
traditional_b_plus_a,55,B2-B6,B6-B8,-60.826107951754366
traditional_b_plus_a,55,B2-B8,B4-B6,-32.39727390081244
traditional_b_plus_a,55,B2-B8,B4-B8,-18.159660304107476
traditional_b_plus_a,55,B2-B8,B6-B8,-23.990864406581263
traditional_b_plus_a,55,B4-B6,B4-B8,47.37207002920172
traditional_b_plus_a,55,B4-B6,B6-B8,16.940950458641662
traditional_b_plus_a,55,B4-B8,B6-B8,53.39491954952129
traditional_b_plus_a,56,B2-B4,B2-B6,223.69780696378012
traditional_b_plus_a,56,B2-B4,B2-B8,222.58164084165384
traditional_b_plus_a,56,B2-B4,B4-B6,-86.98570668353334
traditional_b_plus_a,56,B2-B4,B4-B8,-58.44975311482249
traditional_b_plus_a,56,B2-B4,B6-B8,-42.336263269838064
traditional_b_plus_a,56,B2-B6,B2-B8,200.91761508284873
traditional_b_plus_a,56,B2-B6,B4-B6,-26.53508129769785
traditional_b_plus_a,56,B2-B6,B4-B8,-60.20543584201438
traditional_b_plus_a,56,B2-B6,B6-B8,-61.81536419832054
traditional_b_plus_a,56,B2-B8,B4-B6,-53.81926982928215
traditional_b_plus_a,56,B2-B8,B4-B8,21.68377018801348
traditional_b_plus_a,56,B2-B8,B6-B8,30.77476616960485
traditional_b_plus_a,56,B4-B6,B4-B8,21.349061345156255
traditional_b_plus_a,56,B4-B6,B6-B8,9.223037515857799
traditional_b_plus_a,56,B4-B8,B6-B8,103.92280094282269
traditional_b_plus_a,57,B2-B4,B2-B6,300.5932015084729
traditional_b_plus_a,57,B2-B4,B2-B8,304.28851726796853
traditional_b_plus_a,57,B2-B4,B4-B6,-48.93513832999786
traditional_b_plus_a,57,B2-B4,B4-B8,-29.774798983969777
traditional_b_plus_a,57,B2-B4,B6-B8,-28.12983298651443
traditional_b_plus_a,57,B2-B6,B2-B8,298.55054204499265
traditional_b_plus_a,57,B2-B6,B4-B6,-15.04430346986636
traditional_b_plus_a,57,B2-B6,B4-B8,-21.280212486914408
traditional_b_plus_a,57,B2-B6,B6-B8,-42.53119885521751
traditional_b_plus_a,57,B2-B8,B4-B6,-25.969746997762616
traditional_b_plus_a,57,B2-B8,B4-B8,16.49860879810803
traditional_b_plus_a,57,B2-B8,B6-B8,5.221379696729368
traditional_b_plus_a,57,B4-B6,B4-B8,28.883485889815454
traditional_b_plus_a,57,B4-B6,B6-B8,13.431966541447924
traditional_b_plus_a,57,B4-B8,B6-B8,59.21052006870939
traditional_b_plus_a,58,B2-B4,B2-B6,317.21010427490285
traditional_b_plus_a,58,B2-B4,B2-B8,242.446843034119
traditional_b_plus_a,58,B2-B4,B4-B6,-71.38575906926849
traditional_b_plus_a,58,B2-B4,B4-B8,-66.49491745514032
traditional_b_plus_a,58,B2-B4,B6-B8,-9.275156811875775
traditional_b_plus_a,58,B2-B6,B2-B8,293.0099647504004
traditional_b_plus_a,58,B2-B6,B4-B6,-5.908823239075346
traditional_b_plus_a,58,B2-B6,B4-B8,19.35592459194949
traditional_b_plus_a,58,B2-B6,B6-B8,-22.338838926324858
traditional_b_plus_a,58,B2-B8,B4-B6,9.221684426003787
traditional_b_plus_a,58,B2-B8,B4-B8,102.27724243646846
traditional_b_plus_a,58,B2-B8,B6-B8,24.962954845207594
traditional_b_plus_a,58,B4-B6,B4-B8,70.64854065683923
traditional_b_plus_a,58,B4-B6,B6-B8,4.58664674686754
traditional_b_plus_a,58,B4-B8,B6-B8,52.528921380145306
traditional_b_plus_a,59,B2-B4,B2-B6,85.99867313337869
traditional_b_plus_a,59,B2-B4,B2-B8,76.17584565240742
traditional_b_plus_a,59,B2-B4,B4-B6,-31.13558408004403
traditional_b_plus_a,59,B2-B4,B4-B8,-23.15929188309777
traditional_b_plus_a,59,B2-B4,B6-B8,-3.7320476641968514
traditional_b_plus_a,59,B2-B6,B2-B8,91.4283508647825
traditional_b_plus_a,59,B2-B6,B4-B6,27.367191032845447
traditional_b_plus_a,59,B2-B6,B4-B8,4.231864216476471
traditional_b_plus_a,59,B2-B6,B6-B8,-10.008577441553838
traditional_b_plus_a,59,B2-B8,B4-B6,7.213063504995638
traditional_b_plus_a,59,B2-B8,B4-B8,45.146803190354625
traditional_b_plus_a,59,B2-B8,B6-B8,38.19818278920344
traditional_b_plus_a,59,B4-B6,B4-B8,28.90150290356822
traditional_b_plus_a,59,B4-B6,B6-B8,-0.9663861864085779
traditional_b_plus_a,59,B4-B8,B6-B8,46.1375796814427
traditional_b_plus_a,60,B2-B4,B2-B6,46.309301472510874
traditional_b_plus_a,60,B2-B4,B2-B8,52.89966475263425
traditional_b_plus_a,60,B2-B4,B4-B6,-49.51434397577604
traditional_b_plus_a,60,B2-B4,B4-B8,-35.704574108480394
traditional_b_plus_a,60,B2-B4,B6-B8,6.818241203284601
traditional_b_plus_a,60,B2-B6,B2-B8,65.0005384109802
traditional_b_plus_a,60,B2-B6,B4-B6,38.59576980320085
traditional_b_plus_a,60,B2-B6,B4-B8,14.27162324849169
traditional_b_plus_a,60,B2-B6,B6-B8,-17.869041463412863
traditional_b_plus_a,60,B2-B8,B4-B6,11.32621767293578
traditional_b_plus_a,60,B2-B8,B4-B8,56.19679786194883
traditional_b_plus_a,60,B2-B8,B6-B8,46.68723095172166
traditional_b_plus_a,60,B4-B6,B4-B8,47.90452733339879
traditional_b_plus_a,60,B4-B6,B6-B8,-17.26800291369987
traditional_b_plus_a,60,B4-B8,B6-B8,46.44040900527892
traditional_b_plus_a,61,B2-B4,B2-B6,42.79558445993621
traditional_b_plus_a,61,B2-B4,B2-B8,29.458337162697024
traditional_b_plus_a,61,B2-B4,B4-B6,-61.20139431935865
traditional_b_plus_a,61,B2-B4,B4-B8,-32.618621431388426
traditional_b_plus_a,61,B2-B4,B6-B8,7.616901770034804
traditional_b_plus_a,61,B2-B6,B2-B8,69.1338069451445
traditional_b_plus_a,61,B2-B6,B4-B6,42.0933397892166
traditional_b_plus_a,61,B2-B6,B4-B8,27.161805276647478
traditional_b_plus_a,61,B2-B6,B6-B8,-8.526831674354597
traditional_b_plus_a,61,B2-B8,B4-B6,27.08706878852857
traditional_b_plus_a,61,B2-B8,B4-B8,95.68458647925512
traditional_b_plus_a,61,B2-B8,B6-B8,69.69095926264424
traditional_b_plus_a,61,B4-B6,B4-B8,55.627769635668066
traditional_b_plus_a,61,B4-B6,B6-B8,-10.781557610862448
traditional_b_plus_a,61,B4-B8,B6-B8,66.39360123619197
traditional_b_plus_a,62,B2-B4,B2-B6,69.05264102092326
traditional_b_plus_a,62,B2-B4,B2-B8,48.69951909797379
traditional_b_plus_a,62,B2-B4,B4-B6,-38.34067150841072
traditional_b_plus_a,62,B2-B4,B4-B8,-22.654399026416932
traditional_b_plus_a,62,B2-B4,B6-B8,-2.454194816294388
traditional_b_plus_a,62,B2-B6,B2-B8,63.41298888586986
traditional_b_plus_a,62,B2-B6,B4-B6,28.58508565962547
traditional_b_plus_a,62,B2-B6,B4-B8,2.993714363058073
traditional_b_plus_a,62,B2-B6,B6-B8,-9.886770667315911
traditional_b_plus_a,62,B2-B8,B4-B6,7.306927362475605
traditional_b_plus_a,62,B2-B8,B4-B8,45.277184541580056
traditional_b_plus_a,62,B2-B8,B6-B8,43.31084698377428
traditional_b_plus_a,62,B4-B6,B4-B8,26.602759310510237
traditional_b_plus_a,62,B4-B6,B6-B8,-2.854278763830683
traditional_b_plus_a,62,B4-B8,B6-B8,48.80913242966756
traditional_b_plus_a,63,B2-B4,B2-B6,114.31940218686702
traditional_b_plus_a,63,B2-B4,B2-B8,109.78554130598918
traditional_b_plus_a,63,B2-B4,B4-B6,-50.722564208580906
traditional_b_plus_a,63,B2-B4,B4-B8,-19.740012364058167
traditional_b_plus_a,63,B2-B4,B6-B8,-7.426349536162178
traditional_b_plus_a,63,B2-B6,B2-B8,116.68165825246616
traditional_b_plus_a,63,B2-B6,B4-B6,19.69744250484261
traditional_b_plus_a,63,B2-B6,B4-B8,4.736919723562266
traditional_b_plus_a,63,B2-B6,B6-B8,-12.544578104092157
traditional_b_plus_a,63,B2-B8,B4-B6,7.1517139598621835
traditional_b_plus_a,63,B2-B8,B4-B8,39.612978412074426
traditional_b_plus_a,63,B2-B8,B6-B8,30.461979297772427
traditional_b_plus_a,63,B4-B6,B4-B8,31.31551501332401
traditional_b_plus_a,63,B4-B6,B6-B8,8.464421773310653
traditional_b_plus_a,63,B4-B8,B6-B8,49.28454326500605
traditional_b_plus_a,65,B2-B4,B2-B6,313.3111649454417
