method,B4_B6_pair_sigma68_ns,B4_B8_pair_sigma68_ns,B6_B8_pair_sigma68_ns,B4_sigma_ns,B6_sigma_ns,B8_sigma_ns,combined_sigma_ns,B4_sigma_ns_ci_low,B4_sigma_ns_ci_high,B6_sigma_ns_ci_low,B6_sigma_ns_ci_high,B8_sigma_ns_ci_low,B8_sigma_ns_ci_high,combined_sigma_ns_ci_low,combined_sigma_ns_ci_high
pair_median,1.8148328504550202,2.0355560749822237,1.3226069032312948,1.68638930692362,0.6706037433420474,1.139991070092529,0.5467856287403515,1.6096234843975967,1.7348029147084323,0.5398675396486109,0.7868523784187551,1.0625494268171243,1.2225484497338857,0.4721700771037782,0.5936066503545194
traditional_s05d_static_priors,6.908438071855372,8.400826177541425,7.806450804797445,5.355358199513986,4.364247374698079,6.472558923653271,2.9982603730947583,4.834522050277718,6.173230276743653,3.790447647202733,5.166182560647134,5.881483233642589,7.378728873791663,2.737969676901455,3.3976798929434655
ridge,6.1997544859680005,6.774720054727357,6.771219224283257,4.386591941524892,4.381183267660601,5.162813473143681,2.6576240296231237,3.795227870597895,5.43192262480289,3.771486706994991,5.462791912916133,4.5309348455127365,6.186963604221746,2.3556948137019504,3.1991453716945153
gradient_boosted_trees,1.9767993127472425,2.516077906674405,1.573831910981074,1.9699538917587243,0.1643690579842404,1.5652251265551904,0.16291024106164922,1.8056934590975706,2.0769271872005106,0.12009148041370087,0.7862551177253694,1.3837243242861137,1.762079378046901,0.1549998798896117,1.3366934159730441
extra_trees_s05e_dynamic,1.663632079862211,1.8427822592356047,1.6454294724446201,1.3145493530694776,1.0196233105864556,1.291435810754099,0.6835604752258505,1.0193468328299697,1.4721001470230959,0.8294060463937621,1.684749589946191,1.077282892351218,2.038167295965072,0.5929936014612548,0.8472129661790815
mlp,2.474427290436815,2.397718741803337,1.8881887512800033,2.0379632994724313,1.403387332728181,1.26323424383541,0.8527479229443213,1.5898823766569712,2.337978291167848,1.0284143269674784,1.6796204708370255,0.9659805508329704,1.560533595554357,0.6983111605960769,0.9694270217882391
cnn_1d,3.7879399749891784,3.987711785799464,3.5965901748530227,2.94235226093645,2.3855926782842,2.6915438802230427,1.5263003990768214,1.9919558188922128,3.463095598005402,1.5008487007803306,3.2917939799656617,1.5487066900095856,3.3825201633759674,0.9749327571161482,1.8934980219701256
support_gated_cnn_new,2.822606003433968,2.883278883944177,2.6791610832234336,2.133365611347583,1.8482034030217103,1.9396000337486932,1.1335238986662708,1.8080554195545067,2.338784563525572,1.2285643209105013,2.086935453326436,1.3714632317002344,2.30453103057399,0.8353926521623805,1.2352687450423494
