quantity,report_value,reproduced,delta,tolerance,pass
B4 sigma,1.45,1.68638930692362,0.23638930692362004,0.25,True
B6 sigma,0.72,0.6706037433420474,-0.04939625665795255,0.25,True
B8 sigma,0.93,1.139991070092529,0.20999107009252904,0.25,True
combined sigma,0.54,0.5467856287403515,0.00678562874035149,0.25,True
