stave,dropout_case,amp_bin_label,peak_region,method,n,charge_res68_abs_frac,charge_gain_vs_no_recovery,time_delta_vs_no_recovery_samples,tail_bias_median_frac,q_template_abs68_shift,pileup_score_abs68_shift,phase_harm_rate,net_harm_label_rate,catastrophic_rate,accepted_fraction,support_status
B6,trailing_sample,2000_3000,late,gbt_residual,24,0.02220926565938702,0.5124238824783093,0.0,-0.0032065318959814126,0.025464236367112557,0.12574806993792625,0.0,0.0,0.041666666666666664,1.0,accept
B2,leading_edge,3000_5000,late,gbt_residual,24,0.049092829873648394,0.2412958176661636,-1.171731539910027,0.002567948294248945,0.0071589760987590045,0.011732148590408645,0.0,0.0,0.08333333333333333,1.0,accept
B4,leading_edge,1000_2000,central,gbt_residual,24,0.011133776473522176,0.22781162253371415,2.8421709430404033e-16,0.019608408476814665,0.015325624599273953,0.010798477755999377,0.0,0.0,0.0,1.0,accept
B2,leading_edge,2000_3000,late,gbt_residual,24,0.023934553386210283,0.22114349594833885,-1.7875000221665782,0.015776533493330747,0.01012676524543569,0.008831900895917278,0.0,0.0,0.0,1.0,accept
B2,leading_edge,1000_2000,central,gbt_residual,24,0.010039817054082377,0.21084160900757018,-1.9395291085597208,0.022747147472395757,0.015185861440972061,0.012028737891771515,0.0,0.0,0.0,1.0,accept
B2,leading_edge,2000_3000,central,gbt_residual,24,0.012686126506104498,0.20960230828541154,-1.7661363400715806,0.021207005370096427,0.010069991555178456,0.012075071604389365,0.0,0.0,0.0,1.0,accept
B2,leading_edge,5000_7000,late,gbt_residual,24,0.04384462408557364,0.17056696956792358,-0.5204401711789337,-0.005276955964768376,0.010203857331782681,0.010485946846953717,0.0,0.0,0.0,1.0,accept
B6,trailing_sample,1000_2000,early,gbt_residual,24,0.005074891094525577,0.144536493040085,0.0,-3.812117522761227e-05,0.0007127056588148162,0.003955406170751674,0.0,0.0,0.0,1.0,accept
B6,leading_edge,3000_5000,central,gbt_residual,24,0.02087480009236238,0.13941362713801075,-1.363084859751372,0.01413813592861407,0.01717291430723094,0.0119552173757854,0.0,0.0,0.0,1.0,accept
B2,leading_edge,3000_5000,central,gbt_residual,24,0.03007702480666796,0.1376575246912047,-1.6665128847201172,0.01724761578434575,0.010359916295577585,0.01384314940476648,0.0,0.0,0.0,1.0,accept
B2,leading_edge,5000_7000,central,gbt_residual,24,0.01715430504289488,0.13021489083750612,-1.0699519147537901,0.008737995552231925,0.015292107931403391,0.010181541235850999,0.0,0.0,0.0,1.0,accept
B4,leading_edge,3000_5000,central,gbt_residual,24,0.03077607701417427,0.12318778940524854,-1.1915116042172156,-0.0012360832798967714,0.014959091281146435,0.012768205011442135,0.0,0.0,0.0,1.0,accept
B4,trailing_sample,1000_2000,early,gbt_residual,24,0.006491540659291065,0.12262551015767177,0.0,0.00012805804824031486,0.00103720097683234,0.002828892793486824,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,1000_2000,central,gbt_residual,24,0.0020820437519008268,0.12146109537137428,0.0,-0.0010331632033474258,0.001795464422827473,0.0049404733516596085,0.0,0.0,0.0,1.0,accept
B6,trailing_sample,2000_3000,early,gbt_residual,24,0.006543385090680631,0.12030673422067013,0.0,-0.0005122678328376706,0.0018101528297978003,0.00800559945497403,0.0,0.0,0.0,1.0,accept
B6,trailing_sample,2000_3000,central,gbt_residual,24,0.0053987219193432105,0.11854936035688918,0.0,-0.0009454880465287752,0.0031070871305975112,0.011122315950527215,0.0,0.0,0.0,1.0,accept
B4,trailing_sample,1000_2000,central,gbt_residual,24,0.0012817423462944835,0.11791997963987713,0.0,-0.0008251366211491085,0.0016003786919582975,0.004353845078164796,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,2000_3000,central,gbt_residual,24,0.0016926886520182546,0.1178107457696625,0.0,-0.00015212558710608892,0.0005658271198626386,0.001958772047333919,0.0,0.0,0.0,1.0,accept
B6,trailing_sample,1000_2000,central,gbt_residual,24,0.001701051673710612,0.11715809816445251,0.0,-0.0005512855530519223,0.0013728047211443808,0.004149135831499562,0.0,0.0,0.0,1.0,accept
B4,trailing_sample,2000_3000,early,gbt_residual,24,0.004236742284221951,0.1169355887109024,0.0,-0.0006016412568925211,0.0003381660251883623,0.004603192662462501,0.0,0.0,0.0,1.0,accept
B4,trailing_sample,2000_3000,central,gbt_residual,24,0.0030570931980746555,0.11403541398667552,0.0,-4.767062519253629e-05,0.0010464113671369867,0.0030617717557184544,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,3000_5000,central,gbt_residual,24,0.008178817474610259,0.11097408592085668,0.0,0.000803816159482329,0.002609421162583221,0.009086715360901363,0.0,0.0,0.0,1.0,accept
B6,trailing_sample,3000_5000,central,gbt_residual,24,0.00710024639801337,0.10851495018100013,0.0,0.0005502685804702478,0.0023554597454550196,0.0035723779552533897,0.0,0.0,0.0,1.0,accept
B4,trailing_sample,3000_5000,central,gbt_residual,24,0.00566452512068327,0.10080033467791691,0.0,0.0015600850888155826,0.001991458283072463,0.008329487576579005,0.0,0.0,0.0,1.0,accept
B6,trailing_sample,3000_5000,early,gbt_residual,24,0.005253782844472626,0.09625429188097936,0.0,0.0025206290125311392,0.0014289050317781594,0.006784894201884329,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,3000_5000,early,gbt_residual,24,0.005379806124502126,0.09225477918323109,0.0,0.0033826071506765087,0.0026659263675487366,0.011772751481580745,0.0,0.0,0.0,1.0,accept
B8,trailing_sample,3000_5000,central,gbt_residual,24,0.00561817400899785,0.091253975450163,0.0,0.0014557599103882102,0.0008398242901705812,0.0021168263413875055,0.0,0.0,0.0,1.0,accept
B4,trailing_sample,3000_5000,early,gbt_residual,24,0.005187486370741774,0.09041469618413386,0.0,0.0027061732157454554,0.001765364503941298,0.010516873826191413,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,5000_7000,early,gbt_residual,24,0.00354209264488485,0.0842779071555281,0.0,0.0024413001176852855,0.00405059592983405,0.02259760663850559,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,ge7000,early,gbt_residual,24,0.00847489354256675,0.08111433375478388,0.0,0.0038874296533726316,0.005330694238415381,0.02694418770577196,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,5000_7000,central,gbt_residual,24,0.006989306007091889,0.07576155362365415,0.0,0.004073444819411465,0.004665751517096193,0.02232746120749715,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,ge7000,central,gbt_residual,24,0.00971205936963649,0.0710245106121396,0.0,0.005653032847227901,0.0039348009552789085,0.028167964486120897,0.0,0.0,0.0,1.0,accept
B6,trailing_sample,3000_5000,late,gbt_residual,24,0.024100908574414718,0.3065707931828202,0.0,0.0033316416466230847,0.007149333179806543,0.018311531107417015,0.041666666666666664,0.041666666666666664,0.0,1.0,accept
B4,trailing_sample,3000_5000,late,gbt_residual,24,0.012321407681268215,0.258128953584131,0.0,0.0013828837213376993,0.005957576771300431,0.0665450821422623,0.041666666666666664,0.041666666666666664,0.0,1.0,accept
B2,trailing_sample,3000_5000,late,gbt_residual,24,0.013466233264646042,0.25346630190300423,0.0,0.0017806539734033233,0.005405531105450155,0.03202076322555712,0.041666666666666664,0.041666666666666664,0.041666666666666664,1.0,accept
B4,trailing_sample,2000_3000,late,gbt_residual,24,0.01379845146180309,0.2507317903183872,1.1368683772161613e-15,-0.0024575280792661636,0.00912910313538867,0.05598291306118206,0.041666666666666664,0.041666666666666664,0.08333333333333333,1.0,accept
B6,leading_edge,3000_5000,late,gbt_residual,24,0.07447531894322724,0.23303715326098873,-0.8041723324491084,-0.014722528849947264,0.010600023855139633,0.018257447199711254,0.041666666666666664,0.041666666666666664,0.041666666666666664,1.0,accept
B6,leading_edge,1000_2000,central,gbt_residual,24,0.021199840724245314,0.2252052469691942,0.0,0.024358374266981175,0.02340031850031655,0.012477958240603892,0.041666666666666664,0.041666666666666664,0.0,1.0,accept
B4,leading_edge,2000_3000,central,gbt_residual,24,0.016379832107175314,0.21299624274603013,-1.5408186278856089,0.02199819213612636,0.012481560059921442,0.011989020085731697,0.041666666666666664,0.041666666666666664,0.0,1.0,accept
B2,peak_trailing,5000_7000,central,gbt_residual,24,0.016591894439294264,0.2082700826430348,0.0,0.1147663907162258,0.034422987878724345,0.11370551877137364,0.041666666666666664,0.041666666666666664,0.0,1.0,accept
B2,leading_edge,ge7000,late,gbt_residual,24,0.05012131886123161,0.16970190451210154,-0.4867662021714591,-0.00714850344240181,0.01022324020594846,0.010559878171575474,0.041666666666666664,0.041666666666666664,0.041666666666666664,1.0,accept
B2,trailing_sample,2000_3000,late,gbt_residual,24,0.005393618398177085,0.1490393299786518,0.0,-0.00014437360335620153,0.0026524721392676438,0.007698116872769031,0.041666666666666664,0.041666666666666664,0.08333333333333333,1.0,accept
B8,leading_edge,3000_5000,central,gbt_residual,24,0.02362671690062897,0.1368620382608375,-1.3168270746727007,0.0027458112250858813,0.007117361408241971,0.011043516252700872,0.041666666666666664,0.041666666666666664,0.0,1.0,accept
B2,trailing_sample,5000_7000,late,gbt_residual,24,0.010410448792834658,0.1327361089521022,0.0,0.011688039223737304,0.007241460984936628,0.02369107867701395,0.041666666666666664,0.041666666666666664,0.0,1.0,accept
B2,trailing_sample,2000_3000,early,gbt_residual,24,0.007992586040924166,0.11431873956203105,0.0,0.0004485929260217292,0.0006781285738300348,0.00485787205846267,0.041666666666666664,0.041666666666666664,0.0,1.0,accept
B2,leading_edge,5000_7000,early,gbt_residual,24,0.02406352984656202,0.07248798271762599,-0.4400554081875446,-0.015496821735488941,0.04324947614526818,0.015033082095553135,0.041666666666666664,0.041666666666666664,0.0,1.0,accept
B6,trailing_sample,2000_3000,late,interpolation,24,0.21574588077449255,0.3188872673632037,0.0,-0.0032065318959814126,0.04943711883699595,0.12574806993792625,0.0,0.0,0.375,1.0,accept
B6,trailing_sample,3000_5000,late,interpolation,24,0.02057027009948518,0.3101014316577497,0.0,0.0033316416466230847,0.004866880477110756,0.01831153110741698,0.0,0.0,0.20833333333333334,1.0,accept
B2,leading_edge,1000_2000,late,interpolation,24,0.11565060532066233,0.28754498129165956,-1.3329074945695196,0.021077627382470154,0.03098782132502999,0.026141264820267705,0.0,0.0,0.20833333333333334,1.0,accept
B4,leading_edge,2000_3000,late,interpolation,24,0.06976728117008905,0.27433962551211166,-1.669965528532706,0.01290857404422524,0.012628559272243158,0.016477109874986344,0.0,0.0,0.125,1.0,accept
B2,trailing_sample,3000_5000,late,interpolation,24,0.019846280092639022,0.24708625507501122,0.0,0.0017806539734033788,0.005405531105450155,0.03202076322555712,0.0,0.0,0.16666666666666666,1.0,accept
B4,trailing_sample,2000_3000,late,interpolation,24,0.025622844297573822,0.23890739748261647,0.0,-0.0024575280792662746,0.00912910313538867,0.05598291306118213,0.0,0.0,0.25,1.0,accept
B6,leading_edge,2000_3000,late,interpolation,24,0.12431692607300882,0.2235289583335106,-1.3616231694253,0.011341106582987454,0.00911434624953353,0.012012912179911676,0.0,0.0,0.25,1.0,accept
B4,leading_edge,3000_5000,late,interpolation,24,0.08070507119161134,0.2227979237482936,-0.6553600051115124,-0.004020244295188449,0.009244017397587987,0.013101055483985928,0.0,0.0,0.16666666666666666,1.0,accept
B6,leading_edge,3000_5000,late,interpolation,24,0.11546186533006447,0.19205060687415149,-0.8041723324491084,-0.01472252884994732,0.010600023855139633,0.018257447199711223,0.0,0.0,0.125,1.0,accept
B4,leading_edge,1000_2000,central,interpolation,24,0.048342342106981906,0.19060305690025442,0.0,0.01960840847681472,0.015325624599273948,0.010798477755999408,0.0,0.0,0.0,1.0,accept
B2,leading_edge,2000_3000,late,interpolation,24,0.055459129324325215,0.1896189200102239,-1.7875000221665782,0.01577653349333072,0.01012676524543569,0.008831900895917328,0.0,0.0,0.0,1.0,accept
B6,leading_edge,1000_2000,central,interpolation,24,0.05711240559102947,0.18929268210241004,0.0,0.024358374266981175,0.022499522937596387,0.012477958240603892,0.0,0.0,0.0,1.0,accept
B2,leading_edge,ge7000,late,interpolation,24,0.04211057333050242,0.17771265004283074,-0.4867662021714591,-0.007148503442401824,0.010223240205948479,0.01055987817157551,0.0,0.0,0.125,1.0,accept
B2,leading_edge,2000_3000,central,interpolation,24,0.04820621248423702,0.17408222230727902,-1.7661363400715806,0.021207005370096482,0.010069991555178445,0.012075071604389405,0.0,0.0,0.0,1.0,accept
B2,leading_edge,1000_2000,central,interpolation,24,0.049946794551406215,0.17093463151024635,-1.9395291085597208,0.022747147472395812,0.015185861440972042,0.012028737891771515,0.0,0.0,0.0,1.0,accept
B2,leading_edge,5000_7000,late,interpolation,24,0.048455644121942885,0.16595594953155432,-0.5204401711789337,-0.005276955964768362,0.010203857331782681,0.010485946846953646,0.0,0.0,0.0,1.0,accept
B6,trailing_sample,1000_2000,early,interpolation,24,0.002816809871685109,0.14679457426292547,0.0,-3.812117522761227e-05,0.0007127056588147763,0.003955406170751634,0.0,0.0,0.0,1.0,accept
B2,leading_edge,3000_5000,central,interpolation,24,0.0416716106586673,0.12606293883920539,-1.6665128847201172,0.017247615784345804,0.010359916295577557,0.01384314940476648,0.0,0.0,0.0,1.0,accept
B4,trailing_sample,1000_2000,early,interpolation,24,0.005436265497608206,0.12368078531935464,0.0,0.00012805804824031486,0.0010372009768323043,0.002828892793486824,0.0,0.0,0.0,1.0,accept
B6,leading_edge,3000_5000,central,interpolation,24,0.037009805829162475,0.12327862140121065,-1.363084859751372,0.014138135928614126,0.01717291430723094,0.01195521737578544,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,1000_2000,central,interpolation,24,0.002373472756011606,0.1211696663672635,0.0,-0.0010331632033474258,0.0017954644228274374,0.0049404733516596085,0.0,0.0,0.0,1.0,accept
B6,trailing_sample,2000_3000,early,interpolation,24,0.006577432485028959,0.1202726868263218,0.0,-0.0005122678328376706,0.0018101528297978003,0.00800559945497403,0.0,0.0,0.0,1.0,accept
B2,leading_edge,5000_7000,central,interpolation,24,0.027286275378310777,0.12008292050209024,-1.0699519147537901,0.00873799555223198,0.015292107931403391,0.01018154123585107,0.0,0.0,0.0,1.0,accept
B6,trailing_sample,2000_3000,central,interpolation,24,0.004757686354806122,0.11919039592142626,0.0,-0.0009454880465288029,0.0031070871305974913,0.011122315950527215,0.0,0.0,0.0,1.0,accept
B4,leading_edge,3000_5000,central,interpolation,24,0.035272479538503695,0.11869138688091911,-1.1915116042172156,-0.0012360832798968269,0.014959091281146435,0.012768205011442175,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,2000_3000,central,interpolation,24,0.0008630521200367206,0.11864038230164403,0.0,-0.00015212558710606117,0.0005658271198626641,0.00195877204733399,0.0,0.0,0.0,1.0,accept
B4,trailing_sample,2000_3000,early,interpolation,24,0.003902267313433368,0.11727006368169099,0.0,-0.0006016412568924379,0.0003381660251883623,0.00460319266246243,0.0,0.0,0.0,1.0,accept
B4,trailing_sample,1000_2000,central,interpolation,24,0.002003132518413843,0.11719858946775777,0.0,-0.0008251366211491362,0.001600378691958262,0.004353845078164796,0.0,0.0,0.0,1.0,accept
B6,trailing_sample,1000_2000,central,interpolation,24,0.0018871439568899154,0.11697200588127321,0.0,-0.0005512855530520056,0.0013728047211443808,0.004149135831499602,0.0,0.0,0.0,1.0,accept
B4,trailing_sample,2000_3000,central,interpolation,24,0.0019094072334227686,0.1151830999513274,0.0,-4.767062519250853e-05,0.001046411367136997,0.0030617717557184544,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,2000_3000,early,interpolation,24,0.009175544877123501,0.1131357807258317,0.0,0.0004485929260216459,0.0006781285738300348,0.00485787205846267,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,3000_5000,central,interpolation,24,0.009473651068761262,0.10967925232670568,0.0,0.000803816159482329,0.0026094211625832526,0.009086715360901363,0.0,0.0,0.0,1.0,accept
B6,trailing_sample,3000_5000,central,interpolation,24,0.008737747889424075,0.10687744868958943,0.0,0.0005502685804702478,0.0023554597454550196,0.0035723779552533186,0.0,0.0,0.0,1.0,accept
B4,trailing_sample,3000_5000,central,interpolation,24,0.007680392819109384,0.0987844669794908,0.0,0.0015600850888156381,0.001991458283072463,0.008329487576579005,0.0,0.0,0.0,1.0,accept
B6,trailing_sample,3000_5000,early,interpolation,24,0.010528812001208504,0.09097926272424349,0.0,0.0025206290125311948,0.0014289050317781594,0.006784894201884329,0.0,0.0,0.0,1.0,accept
B8,trailing_sample,3000_5000,central,interpolation,24,0.006820661870968263,0.09005148758819259,0.0,0.0014557599103881547,0.0008398242901705762,0.0021168263413874656,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,3000_5000,early,interpolation,24,0.011504522438057344,0.08613006286967588,0.0,0.0033826071506766198,0.0026659263675487595,0.011772751481580745,0.0,0.0,0.0,1.0,accept
B4,trailing_sample,3000_5000,early,interpolation,24,0.010926719073305221,0.08467546348157041,0.0,0.0027061732157454554,0.001765364503941298,0.010516873826191413,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,5000_7000,early,interpolation,24,0.009029089846469001,0.07879090995394396,0.0,0.0024413001176852855,0.004050595929834074,0.02259760663850552,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,ge7000,early,interpolation,24,0.015539593273216658,0.07404963402413398,0.0,0.003887429653372687,0.005330694238415386,0.026944187705772032,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,5000_7000,central,interpolation,24,0.016250883173045804,0.06649997645770023,0.0,0.004073444819411465,0.004665751517096198,0.022327461207497224,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,ge7000,central,interpolation,24,0.017229523854290996,0.06350704612748509,0.0,0.005653032847227957,0.003934800955278891,0.028167964486120897,0.0,0.0,0.0,1.0,accept
B2,leading_edge,3000_5000,late,interpolation,24,0.05562878994609133,0.23475985759372064,-1.171731539910027,0.002567948294248945,0.0071589760987590045,0.011732148590408716,0.041666666666666664,0.041666666666666664,0.125,1.0,accept
B4,trailing_sample,3000_5000,late,interpolation,24,0.03772913642537058,0.23272122484002866,0.0,0.0013828837213377132,0.005957576771300431,0.0665450821422623,0.041666666666666664,0.041666666666666664,0.20833333333333334,1.0,accept
B4,leading_edge,2000_3000,central,interpolation,24,0.04680402775940622,0.1825720470937992,-1.5408186278856089,0.021998192136126388,0.012481560059921442,0.011989020085731697,0.041666666666666664,0.041666666666666664,0.0,1.0,accept
B2,peak_trailing,5000_7000,central,interpolation,24,0.045371350717397216,0.17949062636493185,0.0,0.1147663907162258,0.05563168814884904,0.11370551877137368,0.041666666666666664,0.041666666666666664,0.125,1.0,accept
B8,leading_edge,3000_5000,central,interpolation,24,0.03053656442263599,0.1299521907388305,-1.3168270746727007,0.0027458112250858258,0.007117361408241975,0.011043516252700872,0.041666666666666664,0.041666666666666664,0.0,1.0,accept
B2,trailing_sample,5000_7000,late,interpolation,24,0.02378979510807404,0.1193567626368628,0.0,0.01168803922373729,0.005994730391424478,0.02369107867701395,0.041666666666666664,0.041666666666666664,0.0,1.0,accept
B2,leading_edge,5000_7000,early,interpolation,24,0.03255983648795897,0.06399167607622905,-0.4400554081875444,-0.015496821735488886,0.041921305607866485,0.015033082095553095,0.041666666666666664,0.041666666666666664,0.0,1.0,accept
B2,trailing_sample,3000_5000,late,mlp_residual,24,0.010290450839610289,0.25664208432804,0.0,0.0017806539734033788,0.0070963863986032655,0.03202076322555712,0.0,0.0,0.08333333333333333,1.0,accept
B4,leading_edge,1000_2000,central,mlp_residual,24,0.016339241344572902,0.22260615766266342,0.0,0.01960840847681472,0.015325624599273948,0.010798477755999408,0.0,0.0,0.0,1.0,accept
B2,leading_edge,3000_5000,late,mlp_residual,24,0.06803704869854393,0.22235159884126804,-1.171731539910027,0.002567948294248945,0.009836508434925034,0.011732148590408716,0.0,0.0,0.125,1.0,accept
B2,leading_edge,2000_3000,central,mlp_residual,24,0.007851271408066563,0.21443716338344945,-1.7661363400715806,0.021207005370096482,0.009286137591854262,0.012075071604389405,0.0,0.0,0.0,1.0,accept
B2,leading_edge,1000_2000,central,mlp_residual,24,0.010223193113174052,0.21065823294847852,-1.9395291085597208,0.022747147472395812,0.015185861440972061,0.012028737891771515,0.0,0.0,0.041666666666666664,1.0,accept
B2,leading_edge,ge7000,late,mlp_residual,24,0.05082145350968699,0.16900176986364618,-0.4867662021714591,-0.00714850344240181,0.011920811293949592,0.01055987817157551,0.0,0.0,0.125,1.0,accept
B2,leading_edge,5000_7000,late,mlp_residual,24,0.053234237915204444,0.16117735573829278,-0.5204401711789337,-0.005276955964768362,0.010203857331782681,0.010485946846953646,0.0,0.0,0.0,1.0,accept
B2,leading_edge,3000_5000,central,mlp_residual,24,0.015217894481960773,0.15251665501591188,-1.6665128847201172,0.017247615784345804,0.010359916295577557,0.01384314940476648,0.0,0.0,0.0,1.0,accept
B6,trailing_sample,1000_2000,early,mlp_residual,24,0.0076852243684573775,0.14192615976615322,0.0,-3.812117522761227e-05,0.0007127056588147763,0.003955406170751634,0.0,0.0,0.0,1.0,accept
B6,leading_edge,3000_5000,central,mlp_residual,24,0.03135368090687188,0.12893474632350124,-1.363084859751372,0.014138135928614126,0.01717291430723094,0.01195521737578544,0.0,0.0,0.0,1.0,accept
B4,leading_edge,3000_5000,central,mlp_residual,24,0.02730841001361538,0.12665545640580742,-1.1915116042172156,-0.0012360832798968269,0.014959091281146435,0.012768205011442175,0.0,0.0,0.0,1.0,accept
B2,leading_edge,5000_7000,central,mlp_residual,24,0.023348692732347825,0.12402050314805318,-1.0699519147537901,0.00873799555223198,0.015292107931403396,0.01018154123585107,0.0,0.0,0.0,1.0,accept
B6,trailing_sample,2000_3000,early,mlp_residual,24,0.006431143422019922,0.12041897588933084,0.0,-0.0005122678328376706,0.0018101528297978003,0.00800559945497403,0.0,0.0,0.0,1.0,accept
B4,trailing_sample,1000_2000,early,mlp_residual,24,0.009976786699577349,0.11914026411738549,0.0,0.00012805804824031486,0.0010372009768323043,0.002828892793486824,0.0,0.0,0.0,1.0,accept
B6,trailing_sample,2000_3000,central,mlp_residual,24,0.008349114239672223,0.11559896803656017,0.0,-0.0009454880465288029,0.0031541452020885487,0.011122315950527215,0.0,0.0,0.0,1.0,accept
B4,trailing_sample,2000_3000,early,mlp_residual,24,0.006067503020426809,0.11510482797469754,0.0,-0.0006016412568924379,0.0012838780731398147,0.00460319266246243,0.0,0.0,0.0,1.0,accept
B6,trailing_sample,1000_2000,central,mlp_residual,24,0.008663827154587054,0.11019532268357607,0.0,-0.0005512855530520056,0.0013728047211443808,0.004149135831499602,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,3000_5000,central,mlp_residual,24,0.009624350749810695,0.10952855264565625,0.0,0.000803816159482329,0.0026094211625832526,0.009086715360901363,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,1000_2000,central,mlp_residual,24,0.015072057627988791,0.10847108149528632,0.0,-0.0010331632033474258,0.0017954644228274374,0.0049404733516596085,0.0,0.0,0.0,1.0,accept
B6,trailing_sample,3000_5000,central,mlp_residual,24,0.010902764517111828,0.10471243206190167,0.0,0.0005502685804702478,0.0023554597454550196,0.0035723779552533186,0.0,0.0,0.0,1.0,accept
B4,trailing_sample,1000_2000,central,mlp_residual,24,0.017923750095643013,0.1012779718905286,0.0,-0.0008251366211491362,0.001600378691958262,0.004353845078164796,0.0,0.0,0.0,1.0,accept
B6,trailing_sample,3000_5000,early,mlp_residual,24,0.005038731332709382,0.09646934339274262,0.0,0.0025206290125311948,0.0014289050317781594,0.006784894201884329,0.0,0.0,0.0,1.0,accept
B4,trailing_sample,3000_5000,central,mlp_residual,24,0.010093841967848287,0.09637101783075189,0.0,0.0015600850888156381,0.001991458283072463,0.008329487576579005,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,3000_5000,early,mlp_residual,24,0.0073823069243142804,0.09025227838341894,0.0,0.0033826071506766198,0.0026659263675487595,0.011772751481580745,0.0,0.0,0.0,1.0,accept
B4,trailing_sample,3000_5000,early,mlp_residual,24,0.0058916328758274895,0.08971054967904815,0.0,0.0027061732157454554,0.002203575244536147,0.010516873826191413,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,5000_7000,early,mlp_residual,24,0.006185480224617306,0.08163451957579565,0.0,0.0024413001176852855,0.004050595929834074,0.02259760663850552,0.0,0.0,0.0,1.0,accept
B8,trailing_sample,3000_5000,central,mlp_residual,24,0.01575474649756018,0.08111740296160067,0.0,0.0014557599103881547,0.0008398242901705762,0.0021168263413874656,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,5000_7000,central,mlp_residual,24,0.00350304562330321,0.07924781400744282,0.0,0.004073444819411465,0.004665751517096198,0.022327461207497224,0.0,0.0,0.0,1.0,accept
