dropout_like_location,stave,amp_bin_label,peak_region,q_template_bin,saturation_proxy,lowering_proxy,p09_taxon_proxy,n_raw_pulses,n_candidates,candidate_fraction,median_notch_deficit_frac,median_q_template_score,median_pileup_score
none,B2,1000_2000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,460,0,0.0,0.0,0.407290595498341,0.4893860872260384
none,B2,1000_2000,early,q_mid,amp_lt_7000,quiet_prepeak,ordinary,1555,0,0.0,0.0,0.39979670011346846,0.553609012255289
none,B2,1000_2000,late,q_extreme,amp_lt_7000,negative_prepeak,qtemplate_outlier,1,0,0.0,0.0,1.0903029925425984,0.3081098015459402
none,B2,1000_2000,late,q_high,amp_lt_7000,negative_prepeak,ordinary,29,0,0.0,0.0,0.5863706033460971,0.3639784935049081
none,B2,1000_2000,late,q_high,amp_lt_7000,quiet_prepeak,ordinary,264,0,0.0,0.0,0.4776310420599382,0.4340654834731452
none,B2,1000_2000,late,q_mid,amp_lt_7000,quiet_prepeak,ordinary,95,0,0.0,0.0,0.3641438302312349,0.42884074086011115
none,B2,2000_3000,central,q_high,amp_lt_7000,negative_prepeak,ordinary,20,0,0.0,0.05152191178279124,0.44079665576760974,0.3930809291879528
none,B2,2000_3000,central,q_low,amp_lt_7000,negative_prepeak,ordinary,52,0,0.0,0.01387757029870964,0.11614801882026879,0.5044788260344715
none,B2,2000_3000,central,q_low,amp_lt_7000,quiet_prepeak,ordinary,19789,0,0.0,0.004900868790376476,0.11640505798963915,0.5445284848655323
none,B2,2000_3000,central,q_mid,amp_lt_7000,negative_prepeak,ordinary,314,0,0.0,0.030818344510411398,0.2063137946273137,0.4650051758689954
none,B2,2000_3000,central,q_mid,amp_lt_7000,quiet_prepeak,ordinary,16462,0,0.0,0.0002233888110076265,0.15199019664297375,0.5389462543055232
none,B2,2000_3000,early,q_extreme,amp_lt_7000,negative_prepeak,qtemplate_outlier,983,0,0.0,0.0,1.4866048849469882,0.0
none,B2,2000_3000,early,q_high,amp_lt_7000,negative_prepeak,ordinary,1042,0,0.0,0.02872125069890278,0.45462015734553296,0.5477553887540647
none,B2,2000_3000,early,q_high,amp_lt_7000,quiet_prepeak,ordinary,5,0,0.0,0.06008985398727069,0.5152811534221811,0.2651238249168739
none,B2,2000_3000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,2217,0,0.0,0.005187455788729073,0.35559736788978846,0.5690781244849306
none,B2,2000_3000,early,q_mid,amp_lt_7000,quiet_prepeak,ordinary,3963,0,0.0,0.007494429815677537,0.1882805061245941,0.5786131510563778
none,B2,2000_3000,late,q_high,amp_lt_7000,negative_prepeak,ordinary,16,0,0.0,0.006480089682111357,0.5661687295173321,0.41427449183179055
none,B2,2000_3000,late,q_high,amp_lt_7000,quiet_prepeak,ordinary,933,0,0.0,0.0012355848434925864,0.5289156236995849,0.4292306135886681
none,B2,2000_3000,late,q_mid,amp_lt_7000,negative_prepeak,ordinary,4,0,0.0,0.03775445816390673,0.3961203345436276,0.4382768342664416
none,B2,2000_3000,late,q_mid,amp_lt_7000,quiet_prepeak,ordinary,90,0,0.0,0.019421297498871684,0.3837150773165854,0.40429588021396706
none,B2,3000_5000,central,q_low,amp_lt_7000,negative_prepeak,ordinary,23,0,0.0,0.05413846954711088,0.11753777675476078,0.6089694230540068
none,B2,3000_5000,central,q_low,amp_lt_7000,quiet_prepeak,ordinary,15999,0,0.0,0.05334581188582124,0.10078859283630529,0.6265051903256371
none,B2,3000_5000,central,q_mid,amp_lt_7000,negative_prepeak,ordinary,239,0,0.0,0.03852941176470588,0.2625721456334866,0.5649133836937159
none,B2,3000_5000,central,q_mid,amp_lt_7000,quiet_prepeak,ordinary,4087,0,0.0,0.04299695170864752,0.1498680800005555,0.6040207263440103
none,B2,3000_5000,early,q_extreme,amp_lt_7000,negative_prepeak,qtemplate_outlier,102,0,0.0,0.0,1.3879166343823197,0.0
none,B2,3000_5000,early,q_high,amp_lt_7000,negative_prepeak,ordinary,969,0,0.0,0.061329795075925106,0.4407890827229865,0.6303753304587343
none,B2,3000_5000,early,q_high,amp_lt_7000,quiet_prepeak,ordinary,49,0,0.0,0.04897330595482546,0.4604575294281177,0.3375234891225132
none,B2,3000_5000,early,q_low,amp_lt_7000,quiet_prepeak,ordinary,4,0,0.0,0.0719089705942467,0.1299725233616545,0.6927506500342028
none,B2,3000_5000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,1336,0,0.0,0.060242528149471425,0.37338414537245873,0.6338182753393706
none,B2,3000_5000,early,q_mid,amp_lt_7000,quiet_prepeak,ordinary,11690,0,0.0,0.061729651778878666,0.21437821742121566,0.6800939996149986
none,B2,3000_5000,late,q_high,amp_lt_7000,negative_prepeak,ordinary,2,0,0.0,0.020821071218363744,0.47015317795123895,0.3841486595482233
none,B2,3000_5000,late,q_high,amp_lt_7000,quiet_prepeak,ordinary,589,0,0.0,0.048592634084862064,0.5664909262409772,0.45462621956356897
none,B2,3000_5000,late,q_low,amp_lt_7000,quiet_prepeak,ordinary,60,0,0.0,0.06695652173913044,0.12573014705544397,0.45362219299291273
none,B2,3000_5000,late,q_mid,amp_lt_7000,negative_prepeak,ordinary,3,0,0.0,0.051013734466971876,0.21843305254730913,0.43472603831414763
none,B2,3000_5000,late,q_mid,amp_lt_7000,quiet_prepeak,ordinary,393,0,0.0,0.0447289156626506,0.26207289588880234,0.45996722226817766
none,B2,5000_7000,central,q_low,amp_lt_7000,negative_prepeak,ordinary,3,0,0.0,0.056105924938083446,0.10561990700810321,0.5693785300788217
none,B2,5000_7000,central,q_low,amp_lt_7000,quiet_prepeak,ordinary,1111,0,0.0,0.053897375636506074,0.06740744296155274,0.6073077240730395
none,B2,5000_7000,central,q_mid,amp_lt_7000,negative_prepeak,ordinary,32,0,0.0,0.06785517118328321,0.17975125673882236,0.5405267155377137
none,B2,5000_7000,central,q_mid,amp_lt_7000,quiet_prepeak,ordinary,272,0,0.0,0.04774394319281728,0.16713043203532713,0.5874534200070952
none,B2,5000_7000,early,q_high,amp_lt_7000,negative_prepeak,ordinary,299,0,0.0,0.051719042458871045,0.4784559796612083,0.5339525590849021
none,B2,5000_7000,early,q_high,amp_lt_7000,quiet_prepeak,ordinary,64,0,0.0,0.04157625311132468,0.4447731337250882,0.33568580022403116
none,B2,5000_7000,early,q_low,amp_lt_7000,quiet_prepeak,ordinary,6,0,0.0,0.06524257004715397,0.12509148243501056,0.6482395450804443
none,B2,5000_7000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,520,0,0.0,0.05822333496232319,0.3249956338919915,0.578966702753202
none,B2,5000_7000,early,q_mid,amp_lt_7000,quiet_prepeak,ordinary,24428,0,0.0,0.06252311731707877,0.19718862675469928,0.669995376702047
none,B2,5000_7000,late,q_high,amp_lt_7000,quiet_prepeak,ordinary,12,0,0.0,0.05819400862730095,0.4798759805114696,0.40452240523613225
none,B2,5000_7000,late,q_mid,amp_lt_7000,quiet_prepeak,ordinary,144,0,0.0,0.06418634863602192,0.18972213834277632,0.4284899645548406
none,B2,ge7000,central,q_high,amp_ge_7000,negative_prepeak,saturation_edge,1,0,0.0,0.053278174752413185,0.46310857044240217,0.5378859390843164
none,B2,ge7000,central,q_low,amp_ge_7000,negative_prepeak,saturation_edge,4,0,0.0,0.06919485344519227,0.12685792377892502,0.49544432542711064
none,B2,ge7000,central,q_low,amp_ge_7000,quiet_prepeak,saturation_edge,264,0,0.0,0.049752813733758866,0.09335503833014801,0.5579207913047876
none,B2,ge7000,central,q_mid,amp_ge_7000,negative_prepeak,saturation_edge,3,0,0.0,0.06873629870589067,0.16150962776955655,0.4426457940839077
none,B2,ge7000,central,q_mid,amp_ge_7000,quiet_prepeak,saturation_edge,105,0,0.0,0.04901850813236119,0.1620342742694786,0.5532604595492413
none,B2,ge7000,early,q_high,amp_ge_7000,negative_prepeak,saturation_edge,32,0,0.0,0.0,0.45735169251144325,0.7347604901454474
none,B2,ge7000,early,q_low,amp_ge_7000,negative_prepeak,saturation_edge,1,0,0.0,0.07922861066332318,0.10401902640341124,0.56943724688492
none,B2,ge7000,early,q_low,amp_ge_7000,quiet_prepeak,saturation_edge,8423,0,0.0,0.05058469762779819,0.12743679574932842,0.6555870344538324
none,B2,ge7000,early,q_mid,amp_ge_7000,negative_prepeak,saturation_edge,217,0,0.0,0.052136335122325225,0.21828743236534623,0.5688746509170364
none,B2,ge7000,early,q_mid,amp_ge_7000,quiet_prepeak,saturation_edge,30097,0,0.0,0.05583933944440557,0.14843843445629115,0.6316482797109613
none,B2,ge7000,late,q_high,amp_ge_7000,quiet_prepeak,saturation_edge,1,0,0.0,0.044120751530504536,0.48201464187267296,0.33238884131136465
none,B2,ge7000,late,q_mid,amp_ge_7000,negative_prepeak,saturation_edge,1,0,0.0,0.0011130753617494926,0.2210880058229944,0.3185350527224863
none,B2,ge7000,late,q_mid,amp_ge_7000,quiet_prepeak,saturation_edge,31,0,0.0,0.06691588785046729,0.20705976712135474,0.39479566810731936
none,B4,1000_2000,central,q_high,amp_lt_7000,negative_prepeak,ordinary,2,0,0.0,0.0,0.4866217150208165,0.3490413753067716
none,B4,1000_2000,central,q_high,amp_lt_7000,quiet_prepeak,ordinary,11,0,0.0,0.0,0.4196539927587401,0.5626624033351071
none,B4,1000_2000,central,q_mid,amp_lt_7000,negative_prepeak,ordinary,24,0,0.0,0.0,0.31586197206048555,0.4614355879900838
none,B4,1000_2000,central,q_mid,amp_lt_7000,quiet_prepeak,ordinary,2307,0,0.0,0.0,0.2966613218474358,0.523304133462918
none,B4,1000_2000,early,q_extreme,amp_lt_7000,negative_prepeak,qtemplate_outlier,347,0,0.0,0.0,1.4547918648836218,0.0
none,B4,1000_2000,early,q_high,amp_lt_7000,negative_prepeak,ordinary,1031,0,0.0,0.0,0.6204995262311745,0.41584493144993767
none,B4,1000_2000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,406,0,0.0,0.0,0.35955537456433406,0.4935035546100711
none,B4,1000_2000,early,q_mid,amp_lt_7000,quiet_prepeak,ordinary,319,0,0.0,0.0,0.3048163075996171,0.5434082944588228
none,B4,1000_2000,late,q_high,amp_lt_7000,negative_prepeak,ordinary,14,0,0.0,0.0,0.5712436934444047,0.39212966758082585
none,B4,1000_2000,late,q_high,amp_lt_7000,quiet_prepeak,ordinary,592,0,0.0,0.0,0.47068072685249657,0.4407801627227017
none,B4,1000_2000,late,q_mid,amp_lt_7000,quiet_prepeak,ordinary,85,0,0.0,0.0,0.3952915135563146,0.42795934430126426
none,B4,2000_3000,central,q_high,amp_lt_7000,negative_prepeak,ordinary,23,0,0.0,0.06636155606407322,0.4377886969558753,0.40647691366704447
none,B4,2000_3000,central,q_low,amp_lt_7000,negative_prepeak,ordinary,2,0,0.0,0.010214706384748494,0.1035523313621772,0.48096866193742016
none,B4,2000_3000,central,q_low,amp_lt_7000,quiet_prepeak,ordinary,1232,0,0.0,0.0004660676369865803,0.12081911867147038,0.537338434093906
none,B4,2000_3000,central,q_mid,amp_lt_7000,negative_prepeak,ordinary,188,0,0.0,0.0485911055315754,0.3378082543300944,0.47172554110040005
none,B4,2000_3000,central,q_mid,amp_lt_7000,quiet_prepeak,ordinary,5007,0,0.0,0.007641262819223809,0.17518267366697968,0.54800656079744
none,B4,2000_3000,early,q_extreme,amp_lt_7000,negative_prepeak,qtemplate_outlier,2,0,0.0,0.0,1.4717664874882275,0.0
none,B4,2000_3000,early,q_high,amp_lt_7000,negative_prepeak,ordinary,261,0,0.0,0.03969270166453265,0.443164176370334,0.5800265397188977
none,B4,2000_3000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,821,0,0.0,0.009900990099009901,0.36212295982740095,0.5873944711665007
none,B4,2000_3000,early,q_mid,amp_lt_7000,quiet_prepeak,ordinary,1152,0,0.0,0.004977941232914427,0.23948188862468964,0.5939760410935864
none,B4,2000_3000,late,q_high,amp_lt_7000,negative_prepeak,ordinary,3,0,0.0,0.010173802458668928,0.557762454673386,0.404580956403815
none,B4,2000_3000,late,q_high,amp_lt_7000,quiet_prepeak,ordinary,1561,0,0.0,0.0032615786040443573,0.5254723706724889,0.43959372872387414
none,B4,2000_3000,late,q_mid,amp_lt_7000,negative_prepeak,ordinary,2,0,0.0,0.036999428809716545,0.3130669921234441,0.44727948653561694
none,B4,2000_3000,late,q_mid,amp_lt_7000,quiet_prepeak,ordinary,164,0,0.0,0.013581664526174146,0.375615592774291,0.48433737132824084
none,B4,3000_5000,central,q_low,amp_lt_7000,negative_prepeak,ordinary,2,0,0.0,0.059401783007688704,0.11611915776027704,0.6244690672138692
none,B4,3000_5000,central,q_low,amp_lt_7000,quiet_prepeak,ordinary,903,0,0.0,0.05810480586478414,0.10724611846495521,0.5033341168989311
none,B4,3000_5000,central,q_mid,amp_lt_7000,negative_prepeak,ordinary,9,0,0.0,0.06057085960836376,0.37855668392983577,0.4785347247496426
none,B4,3000_5000,central,q_mid,amp_lt_7000,quiet_prepeak,ordinary,819,0,0.0,0.05649157581764123,0.20141635636450828,0.5069385671072109
none,B4,3000_5000,early,q_high,amp_lt_7000,negative_prepeak,ordinary,146,0,0.0,0.06148558199666781,0.43263337703261184,0.6520442636079105
none,B4,3000_5000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,134,0,0.0,0.06578669619507302,0.39389272657999463,0.6674492264232326
none,B4,3000_5000,early,q_mid,amp_lt_7000,quiet_prepeak,ordinary,1456,0,0.0,0.061443768278943045,0.3203340074733997,0.6936687059822995
none,B4,3000_5000,late,q_high,amp_lt_7000,negative_prepeak,ordinary,2,0,0.0,0.026129612725929938,0.4486411223032805,0.38785565157465096
none,B4,3000_5000,late,q_high,amp_lt_7000,quiet_prepeak,ordinary,399,0,0.0,0.05576036866359447,0.5285053007344374,0.43832002048647
none,B4,3000_5000,late,q_low,amp_lt_7000,quiet_prepeak,ordinary,371,0,0.0,0.04530848329048843,0.1082213124605197,0.46162809321974624
none,B4,3000_5000,late,q_mid,amp_lt_7000,quiet_prepeak,ordinary,217,0,0.0,0.04613406204790227,0.271602303805054,0.4542194777930074
none,B4,5000_7000,central,q_low,amp_lt_7000,quiet_prepeak,ordinary,24,0,0.0,0.061165157868663875,0.12899212986634845,0.606873517578493
none,B4,5000_7000,central,q_mid,amp_lt_7000,negative_prepeak,ordinary,3,0,0.0,0.06900555693787841,0.22241484283439644,0.5387472608085639
none,B4,5000_7000,central,q_mid,amp_lt_7000,quiet_prepeak,ordinary,19,0,0.0,0.04936994545796502,0.13954039909036475,0.6004756072657648
none,B4,5000_7000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,8,0,0.0,0.07900031660615824,0.35812152974775546,0.6547241534500376
none,B4,5000_7000,early,q_mid,amp_lt_7000,quiet_prepeak,ordinary,173,0,0.0,0.06553890768487192,0.2706789317349056,0.6636494065285001
none,B4,5000_7000,late,q_high,amp_lt_7000,quiet_prepeak,ordinary,8,0,0.0,0.059465539754398215,0.46418637186131256,0.3590192719625077
none,B4,5000_7000,late,q_mid,amp_lt_7000,quiet_prepeak,ordinary,7,0,0.0,0.0692750677506775,0.36921483601506216,0.36185756538076685
none,B4,ge7000,central,q_low,amp_ge_7000,quiet_prepeak,saturation_edge,3,0,0.0,0.04510603025488706,0.06036302554471928,0.5361816034148592
none,B4,ge7000,central,q_mid,amp_ge_7000,quiet_prepeak,saturation_edge,2,0,0.0,0.04182340608454363,0.18654861686666652,0.5270759393138134
none,B4,ge7000,early,q_mid,amp_ge_7000,negative_prepeak,saturation_edge,1,0,0.0,0.06457028475495577,0.3275929223185812,0.6060670775933084
none,B4,ge7000,early,q_mid,amp_ge_7000,quiet_prepeak,saturation_edge,17,0,0.0,0.06459313346907253,0.20414680654476097,0.6232734333398531
none,B4,ge7000,late,q_high,amp_ge_7000,quiet_prepeak,saturation_edge,4,0,0.0,0.04635966838305832,0.4898058321071108,0.31963058467156075
none,B6,1000_2000,central,q_mid,amp_lt_7000,negative_prepeak,ordinary,9,0,0.0,0.03847309888788698,0.3270204608952772,0.4627589063463384
none,B6,1000_2000,central,q_mid,amp_lt_7000,quiet_prepeak,ordinary,1719,0,0.0,0.0,0.29978869701884814,0.5176470983872826
none,B6,1000_2000,early,q_extreme,amp_lt_7000,negative_prepeak,qtemplate_outlier,169,0,0.0,0.0,1.4107166807431866,0.0
none,B6,1000_2000,early,q_extreme,amp_lt_7000,quiet_prepeak,qtemplate_outlier,1,0,0.0,0.0,2.153191946823818,0.0
none,B6,1000_2000,early,q_high,amp_lt_7000,negative_prepeak,ordinary,630,0,0.0,0.0,0.5837888011597039,0.4308103599258558
none,B6,1000_2000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,194,0,0.0,0.0,0.37542628796824606,0.49466513771489506
none,B6,1000_2000,early,q_mid,amp_lt_7000,quiet_prepeak,ordinary,248,0,0.0,0.0,0.3245885822174851,0.5446573164151021
none,B6,1000_2000,late,q_high,amp_lt_7000,quiet_prepeak,ordinary,353,0,0.0,0.0,0.44885936452723196,0.41758551536556654
none,B6,1000_2000,late,q_mid,amp_lt_7000,quiet_prepeak,ordinary,105,0,0.0,0.0,0.3954641080137401,0.4528812568880791
none,B6,2000_3000,central,q_high,amp_lt_7000,negative_prepeak,ordinary,6,0,0.0,0.060216067666407094,0.4487945766442539,0.41236940574039926
none,B6,2000_3000,central,q_low,amp_lt_7000,quiet_prepeak,ordinary,343,0,0.0,0.004682524817381532,0.12510223621904176,0.5251565605513526
none,B6,2000_3000,central,q_mid,amp_lt_7000,negative_prepeak,ordinary,29,0,0.0,0.054044690802009354,0.36419581526038586,0.4787738766399644
none,B6,2000_3000,central,q_mid,amp_lt_7000,quiet_prepeak,ordinary,3089,0,0.0,0.0061987602479504095,0.1793895246123992,0.5499234425914908
none,B6,2000_3000,early,q_high,amp_lt_7000,negative_prepeak,ordinary,267,0,0.0,0.030882992605480643,0.4502490925001866,0.5813755481139229
none,B6,2000_3000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,329,0,0.0,0.0,0.37852293113025587,0.5475922434629752
none,B6,2000_3000,early,q_mid,amp_lt_7000,quiet_prepeak,ordinary,668,0,0.0,0.004444133711900371,0.28150248999017136,0.5787519242607511
none,B6,2000_3000,late,q_high,amp_lt_7000,quiet_prepeak,ordinary,710,0,0.0,0.003655246879872981,0.5053418885534546,0.4312831431379708
none,B6,2000_3000,late,q_mid,amp_lt_7000,quiet_prepeak,ordinary,99,0,0.0,0.003278688524590164,0.3836946503392618,0.4994094186311895
none,B6,3000_5000,central,q_low,amp_lt_7000,quiet_prepeak,ordinary,367,0,0.0,0.06285896617740906,0.10165749658756114,0.6378724677146244
none,B6,3000_5000,central,q_mid,amp_lt_7000,negative_prepeak,ordinary,1,0,0.0,0.04175284384694933,0.36848382148378966,0.538606865470399
none,B6,3000_5000,central,q_mid,amp_lt_7000,quiet_prepeak,ordinary,244,0,0.0,0.06050217531748793,0.180883492322064,0.6203856021139327
none,B6,3000_5000,early,q_high,amp_lt_7000,negative_prepeak,ordinary,85,0,0.0,0.05837352403126559,0.4379236667315779,0.640135990735056
none,B6,3000_5000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,41,0,0.0,0.06868451688009314,0.3948987363226376,0.6504973121995464
none,B6,3000_5000,early,q_mid,amp_lt_7000,quiet_prepeak,ordinary,578,0,0.0,0.06048417189926176,0.32041362599246526,0.6823025417855562
none,B6,3000_5000,late,q_high,amp_lt_7000,quiet_prepeak,ordinary,128,0,0.0,0.06033896630794068,0.5542966858209772,0.451170917367573
none,B6,3000_5000,late,q_low,amp_lt_7000,quiet_prepeak,ordinary,26,0,0.0,0.040146556544514024,0.1065999843151813,0.45878676783399136
none,B6,3000_5000,late,q_mid,amp_lt_7000,quiet_prepeak,ordinary,80,0,0.0,0.05069243642024395,0.17298423342599478,0.4708834187903143
none,B6,5000_7000,central,q_low,amp_lt_7000,quiet_prepeak,ordinary,1,0,0.0,0.06793595845954133,0.12660249349674027,0.5913830438523764
none,B6,5000_7000,central,q_mid,amp_lt_7000,quiet_prepeak,ordinary,3,0,0.0,0.06487651901215209,0.20583531471427752,0.5871919661514273
none,B6,5000_7000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,2,0,0.0,0.05763193799915596,0.373233416191627,0.615603154531805
none,B6,5000_7000,early,q_mid,amp_lt_7000,quiet_prepeak,ordinary,15,0,0.0,0.06739871260886028,0.29468450880428104,0.6683626199945945
none,B6,5000_7000,late,q_high,amp_lt_7000,quiet_prepeak,ordinary,2,0,0.0,0.056633020642738556,0.4961353567384228,0.4176227847910471
none,B6,ge7000,early,q_mid,amp_ge_7000,quiet_prepeak,saturation_edge,1,0,0.0,0.07644600242685722,0.3127699605890802,0.6274887419292622
none,B8,1000_2000,central,q_mid,amp_lt_7000,negative_prepeak,ordinary,1,0,0.0,0.0,0.2444789541609547,0.5170173600281108
none,B8,1000_2000,central,q_mid,amp_lt_7000,quiet_prepeak,ordinary,562,0,0.0,0.0,0.22622062622219852,0.5230240088417994
none,B8,1000_2000,early,q_extreme,amp_lt_7000,negative_prepeak,qtemplate_outlier,75,0,0.0,0.0,1.5009809864304782,0.0
none,B8,1000_2000,early,q_high,amp_lt_7000,negative_prepeak,ordinary,159,0,0.0,0.0,0.5926165748353661,0.44223304642260985
none,B8,1000_2000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,39,0,0.0,0.0,0.3839046143003132,0.5186707918575882
none,B8,1000_2000,early,q_mid,amp_lt_7000,quiet_prepeak,ordinary,66,0,0.0,0.0,0.318528600383469,0.5487062212768608
none,B8,1000_2000,late,q_high,amp_lt_7000,negative_prepeak,ordinary,1,0,0.0,0.0,0.50233651794824,0.46303670700389055
none,B8,1000_2000,late,q_high,amp_lt_7000,quiet_prepeak,ordinary,183,0,0.0,0.0,0.45943140961132595,0.4246412573779874
none,B8,1000_2000,late,q_mid,amp_lt_7000,quiet_prepeak,ordinary,54,0,0.0,0.0,0.3637037251452976,0.4819315710607798
none,B8,2000_3000,central,q_high,amp_lt_7000,negative_prepeak,ordinary,13,0,0.0,0.04366455825341767,0.46698602815696977,0.4238030172688662
none,B8,2000_3000,central,q_low,amp_lt_7000,negative_prepeak,ordinary,1,0,0.0,0.0,0.12317095374748505,0.5042113022746956
none,B8,2000_3000,central,q_low,amp_lt_7000,quiet_prepeak,ordinary,407,0,0.0,0.0025498377375985167,0.11369643341545324,0.5346149691138842
none,B8,2000_3000,central,q_mid,amp_lt_7000,negative_prepeak,ordinary,17,0,0.0,0.054089462848586935,0.38345376913588497,0.4819717845385807
none,B8,2000_3000,central,q_mid,amp_lt_7000,quiet_prepeak,ordinary,505,0,0.0,0.009126466753585397,0.17073064953569375,0.5601360116788914
none,B8,2000_3000,early,q_extreme,amp_lt_7000,negative_prepeak,qtemplate_outlier,1,0,0.0,0.0,1.4376945303575424,0.0
none,B8,2000_3000,early,q_high,amp_lt_7000,negative_prepeak,ordinary,115,0,0.0,0.04524076147816349,0.4571011431432222,0.6290057900592966
none,B8,2000_3000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,34,0,0.0,0.0,0.39256183621698937,0.6013932082068936
none,B8,2000_3000,early,q_mid,amp_lt_7000,quiet_prepeak,ordinary,145,0,0.0,0.004493372275893057,0.3245715195420197,0.5969649690130179
none,B8,2000_3000,late,q_high,amp_lt_7000,quiet_prepeak,ordinary,195,0,0.0,0.0071581961345740875,0.5105396395729106,0.43259471584463993
none,B8,2000_3000,late,q_mid,amp_lt_7000,negative_prepeak,ordinary,1,0,0.0,0.05531914893617021,0.17309493061105022,0.47124236661250557
none,B8,2000_3000,late,q_mid,amp_lt_7000,quiet_prepeak,ordinary,87,0,0.0,0.02460612497787219,0.2955127929459579,0.4809348383293891
none,B8,3000_5000,central,q_high,amp_lt_7000,negative_prepeak,ordinary,1,0,0.0,0.07605258778498919,0.41718308805482235,0.4709644855483346
none,B8,3000_5000,central,q_low,amp_lt_7000,quiet_prepeak,ordinary,147,0,0.0,0.06357842375252604,0.09614569070238876,0.6534822601184456
none,B8,3000_5000,central,q_mid,amp_lt_7000,quiet_prepeak,ordinary,170,0,0.0,0.05779000744906383,0.1886849231791528,0.5146453829021931
none,B8,3000_5000,early,q_high,amp_lt_7000,negative_prepeak,ordinary,45,0,0.0,0.058494180050095775,0.4433705797924882,0.649588569776368
none,B8,3000_5000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,18,0,0.0,0.07095570566561649,0.39914678789084135,0.6960327293967213
none,B8,3000_5000,early,q_mid,amp_lt_7000,quiet_prepeak,ordinary,210,0,0.0,0.06344278531043734,0.34069049508343696,0.696291381085107
none,B8,3000_5000,late,q_high,amp_lt_7000,quiet_prepeak,ordinary,66,0,0.0,0.05599925995364013,0.5449422066851917,0.4369441831673757
none,B8,3000_5000,late,q_low,amp_lt_7000,quiet_prepeak,ordinary,124,0,0.0,0.045183896924300304,0.09027824413577978,0.4669232416653823
none,B8,3000_5000,late,q_mid,amp_lt_7000,quiet_prepeak,ordinary,50,0,0.0,0.0525185756580237,0.22197291721092977,0.44510379441933445
none,B8,5000_7000,central,q_low,amp_lt_7000,quiet_prepeak,ordinary,8,0,0.0,0.04913929093695794,0.11339341493850925,0.60062402983921
none,B8,5000_7000,central,q_mid,amp_lt_7000,quiet_prepeak,ordinary,4,0,0.0,0.06416216395779205,0.1760528190656313,0.5547479864155296
none,B8,5000_7000,early,q_mid,amp_lt_7000,negative_prepeak,ordinary,1,0,0.0,0.07391347196215631,0.36639691248533474,0.6742795152797609
none,B8,5000_7000,early,q_mid,amp_lt_7000,quiet_prepeak,ordinary,40,0,0.0,0.07323122874551594,0.2910258077605787,0.6708177031986011
none,B8,5000_7000,late,q_mid,amp_lt_7000,quiet_prepeak,ordinary,2,0,0.0,0.07032597100335086,0.40298924657839486,0.3915323222216496
