method,n_valid_doublets,median_abs_energy_residual,p68_abs_energy_residual,nominal_68_proxy_width,coverage_abs_resid_le_proxy,coverage_abs_resid_le_2proxy,calibration_ratio_p68_over_proxy
ridge,271,0.04219156741481867,0.06650252222854307,0.0345,0.44649446494464945,0.6678966789667896,1.9276093399577698
saturation_residual_fusion_new,263,0.04730265759532487,0.0694272959931502,0.03425,0.3612167300380228,0.6653992395437263,2.027074335566429
gradient_boosted_trees,252,0.05077589624436362,0.07358836956655601,0.03425,0.3968253968253968,0.6507936507936508,2.1485655347899564
tiny_sequence_transformer,158,0.06512951799741123,0.10396657219498374,0.0325,0.2468354430379747,0.5189873417721519,3.1989714521533457
1d_cnn,286,0.07396295447550585,0.11364294460388175,0.0345,0.27972027972027974,0.46853146853146854,3.2939983943154125
analytic_clipped_template_sideband_traditional,162,0.08269971064239659,0.12379723306671246,0.033,0.19135802469135801,0.3950617283950617,3.751431305051893
mlp,240,0.11191520823216126,0.1525932444152847,0.035500000000000004,0.15833333333333333,0.32083333333333336,4.29840125113478
