method,family,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,ap_ci_low,ap_ci_high,brier,gross_rejection_at_95_clean,gross_rejection_ci_low,gross_rejection_ci_high,notes
traditional_d_t_cut,traditional,1.0,0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,0.0,1.0,1.0,1.0,Plain D_t label-source score.
shape_random_forest,ml,0.9986852281515854,0.9978041952610919,0.9991574510472832,0.9627995219204485,0.9281170935220058,0.9772944374676276,0.006847600352039516,1.0,1.0,1.0,"Balanced shape-only RF, included for App. I family continuity."
gradient_boosted_trees,ml,0.9973897911832947,0.9965572755417957,0.9990069759503127,0.946336368983973,0.9230371848387209,0.9735075669438225,0.006797190965032322,1.0,1.0,1.0,Histogram gradient-boosted trees on identical descriptors.
residual_gated_cnn_new,new_architecture,0.9939224026811034,0.9880971880971882,0.9977929124104254,0.9119352133299035,0.8685255696262428,0.9641487255030674,0.018980307139271284,0.9861111111111112,0.9571153846153847,1.0,New residual-gated CNN: waveform convolution gated by aggregate morphology descriptors.
ridge,ml,0.9935099252384635,0.9850032320620555,0.9990314630183484,0.928164724610487,0.8796974221585291,0.9693848540608018,0.009851453843488038,0.9861111111111112,0.958318661971831,1.0,L2 logistic ridge on aggregate normalized shape descriptors.
mlp,nn,0.9897138437741687,0.9734306191863257,0.997142035600702,0.9114496225893552,0.8717504897017956,0.9492483767481058,0.008001721432151358,0.9583333333333334,0.9322033898305084,1.0,Two-layer MLP on aggregate normalized descriptors.
1d_cnn,nn,0.9368458365558134,0.8700905950969207,0.9693593856698295,0.621672834822588,0.5714303818115084,0.7028593235482726,0.06350591323352713,0.8055555555555556,0.71636460554371,0.9333870967741935,Small Torch 1D-CNN on four normalized stave waveforms.
curvature_cross_check,traditional,0.6563225058004641,0.6098240900028342,0.6799332904803713,0.3315026235368737,0.2502252893189148,0.3803991837906567,0.24773968670314864,0.3055555555555556,0.2194789356984479,0.35365853658536583,Independent C_t diagnostic where all downstream staves are present.
