method,family,n,bias_frac,res68_frac,mae_mev,res68_ci95,bias_ci95,mae_mev_ci95
gradient_boosted_trees,ml_tree,10095,0.02624696903606835,0.05815425653223081,3.089147639636334,"[0.05376350528144887, 0.06296594870704252]","[0.019867524770095055, 0.03231142277248724]","[2.892577917879187, 3.282612301001347]"
mlp,neural_tabular,10095,0.03412037537051738,0.09106904043042016,4.575037450143709,"[0.08571712920458262, 0.1013218089769801]","[0.025871445955459673, 0.04915445991830205]","[4.34541493037165, 5.004995205244284]"
physics_residual_mlp,neural_physics_residual,10095,0.029555180625574193,0.11526129962162839,6.213702636388688,"[0.11045428481358233, 0.12422576489270534]","[0.02234633523258692, 0.04265021558985081]","[6.083912385535741, 6.454075300799791]"
gated_residual_cnn,neural_gated_residual_new,10095,0.06586806712053882,0.15313028438797405,7.749304825006816,"[0.1480182311875373, 0.16181876211956528]","[0.05729502511502037, 0.08094920341522373]","[7.496343226179503, 8.097128531925746]"
transformer,neural_waveform_attention,10095,0.04439293172594184,0.17421450999041696,8.35683370613248,"[0.17106779154209978, 0.17763855875620826]","[0.03912587986497054, 0.05027361402123434]","[8.313973517589725, 8.412205794360627]"
1d_cnn,neural_waveform,10095,-0.02291218339563172,0.24118661912771638,12.14931307741897,"[0.2403756382805177, 0.24163505585815165]","[-0.02483322540721355, -0.02186615913384784]","[12.0653868233821, 12.25857629986289]"
ridge,ml_linear,10095,0.010239520561278744,0.255999520479331,12.878700288947115,"[0.25341088712794163, 0.2588087589645469]","[0.009264835125205605, 0.012327384833482488]","[12.637239554845943, 13.013752865121514]"
truth_birks_lookup,traditional_digitized_birks,10095,-0.009341424578094138,0.5885763165928183,28.45661169740585,"[0.5841976733132513, 0.593059653191791]","[-0.011106755255958705, -0.0066956296498657366]","[28.314787030317454, 28.56102365995266]"
