method,base_method,n,pred_mean_ns,target_mean_ns
s16e_base_timewalk,template_phase,33,-4.373546846564455,-4.586338363323943
s16e_base_timewalk,template_phase,33,-3.6118038529893672,-4.260580787566357
s16e_base_timewalk,template_phase,33,1.4488566838811252,1.9346373122062523
s16e_base_timewalk,template_phase,33,2.232630276481243,2.2913997075695915
s16e_base_timewalk,template_phase,33,2.5729216920203775,2.495213371141221
s16e_base_timewalk,template_phase,33,2.918480539224521,2.12566875997323
