method,base_method,shuffle_mode,seed,scope,metric,value,macro_f1,train_rows,heldout_rows,stratum
,ML residual masked-denoising AE-4,within_run,7008,heldout_run,balanced_accuracy,0.2478058615358537,,,2635,42
,ML residual masked-denoising AE-4,within_run,7008,heldout_run,balanced_accuracy,0.23011384347359956,,,2559,57
,ML residual masked-denoising AE-4,within_run,7008,heldout_run,balanced_accuracy,0.24702014931027422,,,4034,64
,ML residual masked-denoising AE-4,within_run,7008,heldout_run,balanced_accuracy,0.19737260942631835,,,2770,65
,ML residual masked-denoising AE-4,within_run,7008,topology,balanced_accuracy,0.2626716567205418,,,6121,single
,ML residual masked-denoising AE-4,within_run,7008,topology,balanced_accuracy,0.26627929673808914,,,2764,pair
,ML residual masked-denoising AE-4,within_run,7008,topology,balanced_accuracy,0.23898297592905435,,,1920,triple
,ML residual masked-denoising AE-4,within_run,7008,topology,balanced_accuracy,0.23918575063613232,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_run,7009,overall,balanced_accuracy,0.23259044153285258,0.12301323869328609,82118.0,11998,
,ML residual masked-denoising AE-4,within_run,7009,heldout_run,balanced_accuracy,0.25402424741885843,,,2635,42
,ML residual masked-denoising AE-4,within_run,7009,heldout_run,balanced_accuracy,0.21948255606182437,,,2559,57
,ML residual masked-denoising AE-4,within_run,7009,heldout_run,balanced_accuracy,0.23501053087201906,,,4034,64
,ML residual masked-denoising AE-4,within_run,7009,heldout_run,balanced_accuracy,0.19503809054563193,,,2770,65
,ML residual masked-denoising AE-4,within_run,7009,topology,balanced_accuracy,0.2536765394219126,,,6121,single
,ML residual masked-denoising AE-4,within_run,7009,topology,balanced_accuracy,0.2535362659167348,,,2764,pair
,ML residual masked-denoising AE-4,within_run,7009,topology,balanced_accuracy,0.2340055153251177,,,1920,triple
,ML residual masked-denoising AE-4,within_run,7009,topology,balanced_accuracy,0.24054444628830624,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_run,7010,overall,balanced_accuracy,0.24815574927036257,0.16565105282125941,82118.0,11998,
,ML residual masked-denoising AE-4,within_run,7010,heldout_run,balanced_accuracy,0.262511364000788,,,2635,42
,ML residual masked-denoising AE-4,within_run,7010,heldout_run,balanced_accuracy,0.24351682971500047,,,2559,57
,ML residual masked-denoising AE-4,within_run,7010,heldout_run,balanced_accuracy,0.25447602765673794,,,4034,64
,ML residual masked-denoising AE-4,within_run,7010,heldout_run,balanced_accuracy,0.19730521567296752,,,2770,65
,ML residual masked-denoising AE-4,within_run,7010,topology,balanced_accuracy,0.28518904803084,,,6121,single
,ML residual masked-denoising AE-4,within_run,7010,topology,balanced_accuracy,0.27543132973103646,,,2764,pair
,ML residual masked-denoising AE-4,within_run,7010,topology,balanced_accuracy,0.22209642250420542,,,1920,triple
,ML residual masked-denoising AE-4,within_run,7010,topology,balanced_accuracy,0.2494013654505689,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_topology,7001,overall,balanced_accuracy,0.2576681100794064,0.20467656521293462,82118.0,11998,
,ML residual masked-denoising AE-4,within_topology,7001,heldout_run,balanced_accuracy,0.2701781751557037,,,2635,42
,ML residual masked-denoising AE-4,within_topology,7001,heldout_run,balanced_accuracy,0.241037221924417,,,2559,57
,ML residual masked-denoising AE-4,within_topology,7001,heldout_run,balanced_accuracy,0.26135739434065375,,,4034,64
,ML residual masked-denoising AE-4,within_topology,7001,heldout_run,balanced_accuracy,0.23132913462922364,,,2770,65
,ML residual masked-denoising AE-4,within_topology,7001,topology,balanced_accuracy,0.30183849435612825,,,6121,single
,ML residual masked-denoising AE-4,within_topology,7001,topology,balanced_accuracy,0.22746408733162624,,,2764,pair
,ML residual masked-denoising AE-4,within_topology,7001,topology,balanced_accuracy,0.23377316851049443,,,1920,triple
,ML residual masked-denoising AE-4,within_topology,7001,topology,balanced_accuracy,0.2611410915945433,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_topology,7002,overall,balanced_accuracy,0.2607153190901233,0.20767934797538157,82118.0,11998,
,ML residual masked-denoising AE-4,within_topology,7002,heldout_run,balanced_accuracy,0.2748493858015979,,,2635,42
,ML residual masked-denoising AE-4,within_topology,7002,heldout_run,balanced_accuracy,0.24285267577950506,,,2559,57
,ML residual masked-denoising AE-4,within_topology,7002,heldout_run,balanced_accuracy,0.26467969544701997,,,4034,64
,ML residual masked-denoising AE-4,within_topology,7002,heldout_run,balanced_accuracy,0.23295215665963848,,,2770,65
,ML residual masked-denoising AE-4,within_topology,7002,topology,balanced_accuracy,0.3101451685996293,,,6121,single
,ML residual masked-denoising AE-4,within_topology,7002,topology,balanced_accuracy,0.23349035775927443,,,2764,pair
,ML residual masked-denoising AE-4,within_topology,7002,topology,balanced_accuracy,0.24003891990259912,,,1920,triple
,ML residual masked-denoising AE-4,within_topology,7002,topology,balanced_accuracy,0.28491121805509456,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_topology,7003,overall,balanced_accuracy,0.250784359531617,0.22150066245891376,82118.0,11998,
,ML residual masked-denoising AE-4,within_topology,7003,heldout_run,balanced_accuracy,0.2673863446622693,,,2635,42
,ML residual masked-denoising AE-4,within_topology,7003,heldout_run,balanced_accuracy,0.24519897480568212,,,2559,57
,ML residual masked-denoising AE-4,within_topology,7003,heldout_run,balanced_accuracy,0.24433835816733004,,,4034,64
,ML residual masked-denoising AE-4,within_topology,7003,heldout_run,balanced_accuracy,0.2293851099384622,,,2770,65
,ML residual masked-denoising AE-4,within_topology,7003,topology,balanced_accuracy,0.30855814152019334,,,6121,single
,ML residual masked-denoising AE-4,within_topology,7003,topology,balanced_accuracy,0.2363417554483909,,,2764,pair
,ML residual masked-denoising AE-4,within_topology,7003,topology,balanced_accuracy,0.25748570131883164,,,1920,triple
,ML residual masked-denoising AE-4,within_topology,7003,topology,balanced_accuracy,0.23386811530376916,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_topology,7004,overall,balanced_accuracy,0.2572248484593519,0.21433521376517778,82118.0,11998,
,ML residual masked-denoising AE-4,within_topology,7004,heldout_run,balanced_accuracy,0.2767075744616667,,,2635,42
,ML residual masked-denoising AE-4,within_topology,7004,heldout_run,balanced_accuracy,0.2487060104529617,,,2559,57
,ML residual masked-denoising AE-4,within_topology,7004,heldout_run,balanced_accuracy,0.2536723298818833,,,4034,64
,ML residual masked-denoising AE-4,within_topology,7004,heldout_run,balanced_accuracy,0.23214276539469392,,,2770,65
,ML residual masked-denoising AE-4,within_topology,7004,topology,balanced_accuracy,0.3103546892371502,,,6121,single
,ML residual masked-denoising AE-4,within_topology,7004,topology,balanced_accuracy,0.2222865493007795,,,2764,pair
,ML residual masked-denoising AE-4,within_topology,7004,topology,balanced_accuracy,0.2380599151118646,,,1920,triple
,ML residual masked-denoising AE-4,within_topology,7004,topology,balanced_accuracy,0.24636324857242548,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_topology,7005,overall,balanced_accuracy,0.2517002307293695,0.21922382467435958,82118.0,11998,
,ML residual masked-denoising AE-4,within_topology,7005,heldout_run,balanced_accuracy,0.272845475456204,,,2635,42
,ML residual masked-denoising AE-4,within_topology,7005,heldout_run,balanced_accuracy,0.24505283436076122,,,2559,57
,ML residual masked-denoising AE-4,within_topology,7005,heldout_run,balanced_accuracy,0.24503674722199384,,,4034,64
,ML residual masked-denoising AE-4,within_topology,7005,heldout_run,balanced_accuracy,0.22834963263965416,,,2770,65
,ML residual masked-denoising AE-4,within_topology,7005,topology,balanced_accuracy,0.31649639702068216,,,6121,single
,ML residual masked-denoising AE-4,within_topology,7005,topology,balanced_accuracy,0.22459357960369494,,,2764,pair
,ML residual masked-denoising AE-4,within_topology,7005,topology,balanced_accuracy,0.24793972322904356,,,1920,triple
,ML residual masked-denoising AE-4,within_topology,7005,topology,balanced_accuracy,0.2564345900669747,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_topology,7006,overall,balanced_accuracy,0.2570921217405929,0.2300425908086129,82118.0,11998,
,ML residual masked-denoising AE-4,within_topology,7006,heldout_run,balanced_accuracy,0.27135917258980385,,,2635,42
,ML residual masked-denoising AE-4,within_topology,7006,heldout_run,balanced_accuracy,0.24825502546234254,,,2559,57
,ML residual masked-denoising AE-4,within_topology,7006,heldout_run,balanced_accuracy,0.25146925533475517,,,4034,64
,ML residual masked-denoising AE-4,within_topology,7006,heldout_run,balanced_accuracy,0.24024922845747876,,,2770,65
,ML residual masked-denoising AE-4,within_topology,7006,topology,balanced_accuracy,0.2970463559621421,,,6121,single
,ML residual masked-denoising AE-4,within_topology,7006,topology,balanced_accuracy,0.22972988124690114,,,2764,pair
,ML residual masked-denoising AE-4,within_topology,7006,topology,balanced_accuracy,0.23989794567316908,,,1920,triple
,ML residual masked-denoising AE-4,within_topology,7006,topology,balanced_accuracy,0.2592759101585438,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_topology,7007,overall,balanced_accuracy,0.26241270231604535,0.21018951783175824,82118.0,11998,
,ML residual masked-denoising AE-4,within_topology,7007,heldout_run,balanced_accuracy,0.27645096156929744,,,2635,42
,ML residual masked-denoising AE-4,within_topology,7007,heldout_run,balanced_accuracy,0.24104271642991157,,,2559,57
,ML residual masked-denoising AE-4,within_topology,7007,heldout_run,balanced_accuracy,0.26468002189196205,,,4034,64
,ML residual masked-denoising AE-4,within_topology,7007,heldout_run,balanced_accuracy,0.24177576643859194,,,2770,65
,ML residual masked-denoising AE-4,within_topology,7007,topology,balanced_accuracy,0.3068921129629062,,,6121,single
,ML residual masked-denoising AE-4,within_topology,7007,topology,balanced_accuracy,0.23187953971415518,,,2764,pair
,ML residual masked-denoising AE-4,within_topology,7007,topology,balanced_accuracy,0.23810837025747425,,,1920,triple
,ML residual masked-denoising AE-4,within_topology,7007,topology,balanced_accuracy,0.273233323333929,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_topology,7008,overall,balanced_accuracy,0.2613297902023327,0.20303525717044363,82118.0,11998,
,ML residual masked-denoising AE-4,within_topology,7008,heldout_run,balanced_accuracy,0.271842732117729,,,2635,42
,ML residual masked-denoising AE-4,within_topology,7008,heldout_run,balanced_accuracy,0.24201091083713033,,,2559,57
,ML residual masked-denoising AE-4,within_topology,7008,heldout_run,balanced_accuracy,0.26843253148783125,,,4034,64
,ML residual masked-denoising AE-4,within_topology,7008,heldout_run,balanced_accuracy,0.2329570749915168,,,2770,65
,ML residual masked-denoising AE-4,within_topology,7008,topology,balanced_accuracy,0.30598492965865176,,,6121,single
,ML residual masked-denoising AE-4,within_topology,7008,topology,balanced_accuracy,0.2310839019150422,,,2764,pair
,ML residual masked-denoising AE-4,within_topology,7008,topology,balanced_accuracy,0.23078752485213347,,,1920,triple
,ML residual masked-denoising AE-4,within_topology,7008,topology,balanced_accuracy,0.25103225233390347,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_topology,7009,overall,balanced_accuracy,0.24660626807773828,0.221527269917986,82118.0,11998,
,ML residual masked-denoising AE-4,within_topology,7009,heldout_run,balanced_accuracy,0.26541832678378674,,,2635,42
,ML residual masked-denoising AE-4,within_topology,7009,heldout_run,balanced_accuracy,0.24238462655230947,,,2559,57
,ML residual masked-denoising AE-4,within_topology,7009,heldout_run,balanced_accuracy,0.2390795163456222,,,4034,64
,ML residual masked-denoising AE-4,within_topology,7009,heldout_run,balanced_accuracy,0.2243303805832872,,,2770,65
,ML residual masked-denoising AE-4,within_topology,7009,topology,balanced_accuracy,0.31657145394083325,,,6121,single
,ML residual masked-denoising AE-4,within_topology,7009,topology,balanced_accuracy,0.2413151619036977,,,2764,pair
,ML residual masked-denoising AE-4,within_topology,7009,topology,balanced_accuracy,0.2615405813189906,,,1920,triple
,ML residual masked-denoising AE-4,within_topology,7009,topology,balanced_accuracy,0.24316224246215118,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_topology,7010,overall,balanced_accuracy,0.25493268103346167,0.21229819825478533,82118.0,11998,
,ML residual masked-denoising AE-4,within_topology,7010,heldout_run,balanced_accuracy,0.2757850118815154,,,2635,42
,ML residual masked-denoising AE-4,within_topology,7010,heldout_run,balanced_accuracy,0.23726432815152326,,,2559,57
,ML residual masked-denoising AE-4,within_topology,7010,heldout_run,balanced_accuracy,0.25373982902345404,,,4034,64
,ML residual masked-denoising AE-4,within_topology,7010,heldout_run,balanced_accuracy,0.23236687604157802,,,2770,65
,ML residual masked-denoising AE-4,within_topology,7010,topology,balanced_accuracy,0.30734315328547507,,,6121,single
,ML residual masked-denoising AE-4,within_topology,7010,topology,balanced_accuracy,0.22609101932600884,,,2764,pair
,ML residual masked-denoising AE-4,within_topology,7010,topology,balanced_accuracy,0.24201588247903627,,,1920,triple
,ML residual masked-denoising AE-4,within_topology,7010,topology,balanced_accuracy,0.25337785727658774,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_run_topology,7001,overall,balanced_accuracy,0.26194874019977366,0.19849070053817683,82118.0,11998,
,ML residual masked-denoising AE-4,within_run_topology,7001,heldout_run,balanced_accuracy,0.2808239748999243,,,2635,42
,ML residual masked-denoising AE-4,within_run_topology,7001,heldout_run,balanced_accuracy,0.24688197980880905,,,2559,57
,ML residual masked-denoising AE-4,within_run_topology,7001,heldout_run,balanced_accuracy,0.2636616023368622,,,4034,64
,ML residual masked-denoising AE-4,within_run_topology,7001,heldout_run,balanced_accuracy,0.23106797873543716,,,2770,65
,ML residual masked-denoising AE-4,within_run_topology,7001,topology,balanced_accuracy,0.2878302894507432,,,6121,single
,ML residual masked-denoising AE-4,within_run_topology,7001,topology,balanced_accuracy,0.21629229787506954,,,2764,pair
,ML residual masked-denoising AE-4,within_run_topology,7001,topology,balanced_accuracy,0.2414004841980504,,,1920,triple
,ML residual masked-denoising AE-4,within_run_topology,7001,topology,balanced_accuracy,0.2798425040635877,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_run_topology,7002,overall,balanced_accuracy,0.2617211963200674,0.20310662808904564,82118.0,11998,
,ML residual masked-denoising AE-4,within_run_topology,7002,heldout_run,balanced_accuracy,0.27886265281834904,,,2635,42
,ML residual masked-denoising AE-4,within_run_topology,7002,heldout_run,balanced_accuracy,0.2563939850799607,,,2559,57
,ML residual masked-denoising AE-4,within_run_topology,7002,heldout_run,balanced_accuracy,0.2621879790881788,,,4034,64
,ML residual masked-denoising AE-4,within_run_topology,7002,heldout_run,balanced_accuracy,0.22556704654608437,,,2770,65
,ML residual masked-denoising AE-4,within_run_topology,7002,topology,balanced_accuracy,0.2843242298724413,,,6121,single
,ML residual masked-denoising AE-4,within_run_topology,7002,topology,balanced_accuracy,0.23081690964716323,,,2764,pair
,ML residual masked-denoising AE-4,within_run_topology,7002,topology,balanced_accuracy,0.2554195772305704,,,1920,triple
,ML residual masked-denoising AE-4,within_run_topology,7002,topology,balanced_accuracy,0.30090095696426594,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_run_topology,7003,overall,balanced_accuracy,0.2599598515247735,0.20399560590168098,82118.0,11998,
,ML residual masked-denoising AE-4,within_run_topology,7003,heldout_run,balanced_accuracy,0.2819811611991961,,,2635,42
,ML residual masked-denoising AE-4,within_run_topology,7003,heldout_run,balanced_accuracy,0.24370592111140893,,,2559,57
,ML residual masked-denoising AE-4,within_run_topology,7003,heldout_run,balanced_accuracy,0.25920103849793413,,,4034,64
,ML residual masked-denoising AE-4,within_run_topology,7003,heldout_run,balanced_accuracy,0.23477095351204613,,,2770,65
,ML residual masked-denoising AE-4,within_run_topology,7003,topology,balanced_accuracy,0.29112979715757836,,,6121,single
,ML residual masked-denoising AE-4,within_run_topology,7003,topology,balanced_accuracy,0.22068784171579342,,,2764,pair
,ML residual masked-denoising AE-4,within_run_topology,7003,topology,balanced_accuracy,0.25237766079627993,,,1920,triple
,ML residual masked-denoising AE-4,within_run_topology,7003,topology,balanced_accuracy,0.28023716140315047,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_run_topology,7004,overall,balanced_accuracy,0.2635984877112059,0.19824875757971677,82118.0,11998,
,ML residual masked-denoising AE-4,within_run_topology,7004,heldout_run,balanced_accuracy,0.2849578600021638,,,2635,42
,ML residual masked-denoising AE-4,within_run_topology,7004,heldout_run,balanced_accuracy,0.2484239591709104,,,2559,57
,ML residual masked-denoising AE-4,within_run_topology,7004,heldout_run,balanced_accuracy,0.26445250024584127,,,4034,64
,ML residual masked-denoising AE-4,within_run_topology,7004,heldout_run,balanced_accuracy,0.2323897047004825,,,2770,65
,ML residual masked-denoising AE-4,within_run_topology,7004,topology,balanced_accuracy,0.28437035433894553,,,6121,single
,ML residual masked-denoising AE-4,within_run_topology,7004,topology,balanced_accuracy,0.22418783042955248,,,2764,pair
,ML residual masked-denoising AE-4,within_run_topology,7004,topology,balanced_accuracy,0.24355799982729748,,,1920,triple
,ML residual masked-denoising AE-4,within_run_topology,7004,topology,balanced_accuracy,0.27448843473154794,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_run_topology,7005,overall,balanced_accuracy,0.26332090068283504,0.19864508159720473,82118.0,11998,
,ML residual masked-denoising AE-4,within_run_topology,7005,heldout_run,balanced_accuracy,0.28420857654053544,,,2635,42
,ML residual masked-denoising AE-4,within_run_topology,7005,heldout_run,balanced_accuracy,0.24712658581256142,,,2559,57
,ML residual masked-denoising AE-4,within_run_topology,7005,heldout_run,balanced_accuracy,0.2650239852398524,,,4034,64
,ML residual masked-denoising AE-4,within_run_topology,7005,heldout_run,balanced_accuracy,0.23189152810768013,,,2770,65
,ML residual masked-denoising AE-4,within_run_topology,7005,topology,balanced_accuracy,0.2864808256321525,,,6121,single
,ML residual masked-denoising AE-4,within_run_topology,7005,topology,balanced_accuracy,0.2190014435639584,,,2764,pair
,ML residual masked-denoising AE-4,within_run_topology,7005,topology,balanced_accuracy,0.24480650916119948,,,1920,triple
,ML residual masked-denoising AE-4,within_run_topology,7005,topology,balanced_accuracy,0.27470451228437454,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_run_topology,7006,overall,balanced_accuracy,0.26417516679347675,0.21802990966166216,82118.0,11998,
,ML residual masked-denoising AE-4,within_run_topology,7006,heldout_run,balanced_accuracy,0.2730290335040057,,,2635,42
,ML residual masked-denoising AE-4,within_run_topology,7006,heldout_run,balanced_accuracy,0.2494597739658715,,,2559,57
,ML residual masked-denoising AE-4,within_run_topology,7006,heldout_run,balanced_accuracy,0.26714085817136024,,,4034,64
,ML residual masked-denoising AE-4,within_run_topology,7006,heldout_run,balanced_accuracy,0.2381812966466747,,,2770,65
,ML residual masked-denoising AE-4,within_run_topology,7006,topology,balanced_accuracy,0.2816206632510805,,,6121,single
,ML residual masked-denoising AE-4,within_run_topology,7006,topology,balanced_accuracy,0.2218211977368018,,,2764,pair
,ML residual masked-denoising AE-4,within_run_topology,7006,topology,balanced_accuracy,0.24008533283391137,,,1920,triple
,ML residual masked-denoising AE-4,within_run_topology,7006,topology,balanced_accuracy,0.2895630685831482,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_run_topology,7007,overall,balanced_accuracy,0.26090503236035295,0.19952323494961824,82118.0,11998,
,ML residual masked-denoising AE-4,within_run_topology,7007,heldout_run,balanced_accuracy,0.28505210633912237,,,2635,42
,ML residual masked-denoising AE-4,within_run_topology,7007,heldout_run,balanced_accuracy,0.24390381265076386,,,2559,57
,ML residual masked-denoising AE-4,within_run_topology,7007,heldout_run,balanced_accuracy,0.2612334137758153,,,4034,64
,ML residual masked-denoising AE-4,within_run_topology,7007,heldout_run,balanced_accuracy,0.22967724239339443,,,2770,65
,ML residual masked-denoising AE-4,within_run_topology,7007,topology,balanced_accuracy,0.29127562092665216,,,6121,single
,ML residual masked-denoising AE-4,within_run_topology,7007,topology,balanced_accuracy,0.21562533478036078,,,2764,pair
,ML residual masked-denoising AE-4,within_run_topology,7007,topology,balanced_accuracy,0.24444038347455094,,,1920,triple
,ML residual masked-denoising AE-4,within_run_topology,7007,topology,balanced_accuracy,0.27598249465989255,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_run_topology,7008,overall,balanced_accuracy,0.25008376310603125,0.20275618150331862,82118.0,11998,
,ML residual masked-denoising AE-4,within_run_topology,7008,heldout_run,balanced_accuracy,0.2699837440147505,,,2635,42
,ML residual masked-denoising AE-4,within_run_topology,7008,heldout_run,balanced_accuracy,0.24129493880103633,,,2559,57
,ML residual masked-denoising AE-4,within_run_topology,7008,heldout_run,balanced_accuracy,0.24786405301143444,,,4034,64
,ML residual masked-denoising AE-4,within_run_topology,7008,heldout_run,balanced_accuracy,0.22312894661552582,,,2770,65
,ML residual masked-denoising AE-4,within_run_topology,7008,topology,balanced_accuracy,0.2924053159189932,,,6121,single
,ML residual masked-denoising AE-4,within_run_topology,7008,topology,balanced_accuracy,0.2199332543674025,,,2764,pair
,ML residual masked-denoising AE-4,within_run_topology,7008,topology,balanced_accuracy,0.26459666513835045,,,1920,triple
,ML residual masked-denoising AE-4,within_run_topology,7008,topology,balanced_accuracy,0.29413101453530427,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_run_topology,7009,overall,balanced_accuracy,0.2554321935648822,0.19795638223950923,82118.0,11998,
,ML residual masked-denoising AE-4,within_run_topology,7009,heldout_run,balanced_accuracy,0.278409417497386,,,2635,42
,ML residual masked-denoising AE-4,within_run_topology,7009,heldout_run,balanced_accuracy,0.24576153622799962,,,2559,57
,ML residual masked-denoising AE-4,within_run_topology,7009,heldout_run,balanced_accuracy,0.254520006641744,,,4034,64
,ML residual masked-denoising AE-4,within_run_topology,7009,heldout_run,balanced_accuracy,0.2222067073860423,,,2770,65
,ML residual masked-denoising AE-4,within_run_topology,7009,topology,balanced_accuracy,0.2829101304411681,,,6121,single
,ML residual masked-denoising AE-4,within_run_topology,7009,topology,balanced_accuracy,0.21841252124231775,,,2764,pair
,ML residual masked-denoising AE-4,within_run_topology,7009,topology,balanced_accuracy,0.2565236357991063,,,1920,triple
,ML residual masked-denoising AE-4,within_run_topology,7009,topology,balanced_accuracy,0.2811694196941459,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_run_topology,7010,overall,balanced_accuracy,0.26298036093498656,0.1974949755096796,82118.0,11998,
,ML residual masked-denoising AE-4,within_run_topology,7010,heldout_run,balanced_accuracy,0.2860858487504057,,,2635,42
,ML residual masked-denoising AE-4,within_run_topology,7010,heldout_run,balanced_accuracy,0.2478961069418386,,,2559,57
,ML residual masked-denoising AE-4,within_run_topology,7010,heldout_run,balanced_accuracy,0.2626789667896679,,,4034,64
,ML residual masked-denoising AE-4,within_run_topology,7010,heldout_run,balanced_accuracy,0.23194893111638956,,,2770,65
,ML residual masked-denoising AE-4,within_run_topology,7010,topology,balanced_accuracy,0.28660500024181856,,,6121,single
,ML residual masked-denoising AE-4,within_run_topology,7010,topology,balanced_accuracy,0.21591026757706622,,,2764,pair
,ML residual masked-denoising AE-4,within_run_topology,7010,topology,balanced_accuracy,0.2462967449409299,,,1920,triple
,ML residual masked-denoising AE-4,within_run_topology,7010,topology,balanced_accuracy,0.2696529515262921,,,1193,quad
