method,base_method,shuffle_mode,seed,scope,metric,value,macro_f1,train_rows,heldout_rows,stratum
,traditional residual PCA+hand,within_topology,7010,heldout_run,balanced_accuracy,0.33273819892225864,,,2635,42
,traditional residual PCA+hand,within_topology,7010,heldout_run,balanced_accuracy,0.3306377088358796,,,2559,57
,traditional residual PCA+hand,within_topology,7010,heldout_run,balanced_accuracy,0.32658815544905123,,,4034,64
,traditional residual PCA+hand,within_topology,7010,heldout_run,balanced_accuracy,0.2944752502326096,,,2770,65
,traditional residual PCA+hand,within_topology,7010,topology,balanced_accuracy,0.286011653891492,,,6121,single
,traditional residual PCA+hand,within_topology,7010,topology,balanced_accuracy,0.26892724317563543,,,2764,pair
,traditional residual PCA+hand,within_topology,7010,topology,balanced_accuracy,0.31319726268419673,,,1920,triple
,traditional residual PCA+hand,within_topology,7010,topology,balanced_accuracy,0.25264837945824503,,,1193,quad
traditional residual PCA+hand shuffled labels,traditional residual PCA+hand,within_run_topology,7001,overall,balanced_accuracy,0.3245103716804276,0.3027349447202312,82118.0,11998,
,traditional residual PCA+hand,within_run_topology,7001,heldout_run,balanced_accuracy,0.3481820731667349,,,2635,42
,traditional residual PCA+hand,within_run_topology,7001,heldout_run,balanced_accuracy,0.3289057781649245,,,2559,57
,traditional residual PCA+hand,within_run_topology,7001,heldout_run,balanced_accuracy,0.313446864435879,,,4034,64
,traditional residual PCA+hand,within_run_topology,7001,heldout_run,balanced_accuracy,0.2828971033844217,,,2770,65
,traditional residual PCA+hand,within_run_topology,7001,topology,balanced_accuracy,0.28119020847785836,,,6121,single
,traditional residual PCA+hand,within_run_topology,7001,topology,balanced_accuracy,0.2449042184466552,,,2764,pair
,traditional residual PCA+hand,within_run_topology,7001,topology,balanced_accuracy,0.2844636981843192,,,1920,triple
,traditional residual PCA+hand,within_run_topology,7001,topology,balanced_accuracy,0.28351635434484757,,,1193,quad
traditional residual PCA+hand shuffled labels,traditional residual PCA+hand,within_run_topology,7002,overall,balanced_accuracy,0.3316294615769368,0.30915245178828005,82118.0,11998,
,traditional residual PCA+hand,within_run_topology,7002,heldout_run,balanced_accuracy,0.35564924948926935,,,2635,42
,traditional residual PCA+hand,within_run_topology,7002,heldout_run,balanced_accuracy,0.3264918587510051,,,2559,57
,traditional residual PCA+hand,within_run_topology,7002,heldout_run,balanced_accuracy,0.3220326533606096,,,4034,64
,traditional residual PCA+hand,within_run_topology,7002,heldout_run,balanced_accuracy,0.29438398847474984,,,2770,65
,traditional residual PCA+hand,within_run_topology,7002,topology,balanced_accuracy,0.28283486269386804,,,6121,single
,traditional residual PCA+hand,within_run_topology,7002,topology,balanced_accuracy,0.25438887510551017,,,2764,pair
,traditional residual PCA+hand,within_run_topology,7002,topology,balanced_accuracy,0.2855609226449228,,,1920,triple
,traditional residual PCA+hand,within_run_topology,7002,topology,balanced_accuracy,0.2895751689261065,,,1193,quad
traditional residual PCA+hand shuffled labels,traditional residual PCA+hand,within_run_topology,7003,overall,balanced_accuracy,0.3253462679933243,0.29913362969245444,82118.0,11998,
,traditional residual PCA+hand,within_run_topology,7003,heldout_run,balanced_accuracy,0.34368295595469556,,,2635,42
,traditional residual PCA+hand,within_run_topology,7003,heldout_run,balanced_accuracy,0.31848516930224247,,,2559,57
,traditional residual PCA+hand,within_run_topology,7003,heldout_run,balanced_accuracy,0.3192167384845539,,,4034,64
,traditional residual PCA+hand,within_run_topology,7003,heldout_run,balanced_accuracy,0.28733365690319135,,,2770,65
,traditional residual PCA+hand,within_run_topology,7003,topology,balanced_accuracy,0.284811210463767,,,6121,single
,traditional residual PCA+hand,within_run_topology,7003,topology,balanced_accuracy,0.2429559250389722,,,2764,pair
,traditional residual PCA+hand,within_run_topology,7003,topology,balanced_accuracy,0.29712013467554643,,,1920,triple
,traditional residual PCA+hand,within_run_topology,7003,topology,balanced_accuracy,0.28734524858093563,,,1193,quad
traditional residual PCA+hand shuffled labels,traditional residual PCA+hand,within_run_topology,7004,overall,balanced_accuracy,0.3253134283392152,0.3068095177067922,82118.0,11998,
,traditional residual PCA+hand,within_run_topology,7004,heldout_run,balanced_accuracy,0.34756428000272066,,,2635,42
,traditional residual PCA+hand,within_run_topology,7004,heldout_run,balanced_accuracy,0.31929376619315647,,,2559,57
,traditional residual PCA+hand,within_run_topology,7004,heldout_run,balanced_accuracy,0.3194571897684901,,,4034,64
,traditional residual PCA+hand,within_run_topology,7004,heldout_run,balanced_accuracy,0.2819716345845752,,,2770,65
,traditional residual PCA+hand,within_run_topology,7004,topology,balanced_accuracy,0.2795312254440904,,,6121,single
,traditional residual PCA+hand,within_run_topology,7004,topology,balanced_accuracy,0.2517106976654841,,,2764,pair
,traditional residual PCA+hand,within_run_topology,7004,topology,balanced_accuracy,0.28738258084850343,,,1920,triple
,traditional residual PCA+hand,within_run_topology,7004,topology,balanced_accuracy,0.28071824976384385,,,1193,quad
traditional residual PCA+hand shuffled labels,traditional residual PCA+hand,within_run_topology,7005,overall,balanced_accuracy,0.33291438674297047,0.30845962973257374,82118.0,11998,
,traditional residual PCA+hand,within_run_topology,7005,heldout_run,balanced_accuracy,0.36043227448115506,,,2635,42
,traditional residual PCA+hand,within_run_topology,7005,heldout_run,balanced_accuracy,0.32958892834807474,,,2559,57
,traditional residual PCA+hand,within_run_topology,7005,heldout_run,balanced_accuracy,0.32214891289804115,,,4034,64
,traditional residual PCA+hand,within_run_topology,7005,heldout_run,balanced_accuracy,0.293504122364035,,,2770,65
,traditional residual PCA+hand,within_run_topology,7005,topology,balanced_accuracy,0.27873626614256236,,,6121,single
,traditional residual PCA+hand,within_run_topology,7005,topology,balanced_accuracy,0.24952687202531992,,,2764,pair
,traditional residual PCA+hand,within_run_topology,7005,topology,balanced_accuracy,0.28236257429494127,,,1920,triple
,traditional residual PCA+hand,within_run_topology,7005,topology,balanced_accuracy,0.2946642274502796,,,1193,quad
traditional residual PCA+hand shuffled labels,traditional residual PCA+hand,within_run_topology,7006,overall,balanced_accuracy,0.33107753061964074,0.3095246167129866,82118.0,11998,
,traditional residual PCA+hand,within_run_topology,7006,heldout_run,balanced_accuracy,0.34985830178379557,,,2635,42
,traditional residual PCA+hand,within_run_topology,7006,heldout_run,balanced_accuracy,0.33807997185741084,,,2559,57
,traditional residual PCA+hand,within_run_topology,7006,heldout_run,balanced_accuracy,0.32437903884936625,,,4034,64
,traditional residual PCA+hand,within_run_topology,7006,heldout_run,balanced_accuracy,0.28111855981297384,,,2770,65
,traditional residual PCA+hand,within_run_topology,7006,topology,balanced_accuracy,0.28050489739254186,,,6121,single
,traditional residual PCA+hand,within_run_topology,7006,topology,balanced_accuracy,0.24739854140390136,,,2764,pair
,traditional residual PCA+hand,within_run_topology,7006,topology,balanced_accuracy,0.2983359328479326,,,1920,triple
,traditional residual PCA+hand,within_run_topology,7006,topology,balanced_accuracy,0.2926872175700171,,,1193,quad
traditional residual PCA+hand shuffled labels,traditional residual PCA+hand,within_run_topology,7007,overall,balanced_accuracy,0.3334694228377959,0.3102904554371808,82118.0,11998,
,traditional residual PCA+hand,within_run_topology,7007,heldout_run,balanced_accuracy,0.3551581365738172,,,2635,42
,traditional residual PCA+hand,within_run_topology,7007,heldout_run,balanced_accuracy,0.3386492785669615,,,2559,57
,traditional residual PCA+hand,within_run_topology,7007,heldout_run,balanced_accuracy,0.3241689574235192,,,4034,64
,traditional residual PCA+hand,within_run_topology,7007,heldout_run,balanced_accuracy,0.29020170886206714,,,2770,65
,traditional residual PCA+hand,within_run_topology,7007,topology,balanced_accuracy,0.28554227532115173,,,6121,single
,traditional residual PCA+hand,within_run_topology,7007,topology,balanced_accuracy,0.254546609424255,,,2764,pair
,traditional residual PCA+hand,within_run_topology,7007,topology,balanced_accuracy,0.27968931011477954,,,1920,triple
,traditional residual PCA+hand,within_run_topology,7007,topology,balanced_accuracy,0.29110672662054177,,,1193,quad
traditional residual PCA+hand shuffled labels,traditional residual PCA+hand,within_run_topology,7008,overall,balanced_accuracy,0.32890611232148154,0.3107742666830638,82118.0,11998,
,traditional residual PCA+hand,within_run_topology,7008,heldout_run,balanced_accuracy,0.3410496229032905,,,2635,42
,traditional residual PCA+hand,within_run_topology,7008,heldout_run,balanced_accuracy,0.32831940721879743,,,2559,57
,traditional residual PCA+hand,within_run_topology,7008,heldout_run,balanced_accuracy,0.3201565726666441,,,4034,64
,traditional residual PCA+hand,within_run_topology,7008,heldout_run,balanced_accuracy,0.294801268400847,,,2770,65
,traditional residual PCA+hand,within_run_topology,7008,topology,balanced_accuracy,0.28992638817436484,,,6121,single
,traditional residual PCA+hand,within_run_topology,7008,topology,balanced_accuracy,0.24962034180632026,,,2764,pair
,traditional residual PCA+hand,within_run_topology,7008,topology,balanced_accuracy,0.31028796206422116,,,1920,triple
,traditional residual PCA+hand,within_run_topology,7008,topology,balanced_accuracy,0.2775375881862357,,,1193,quad
traditional residual PCA+hand shuffled labels,traditional residual PCA+hand,within_run_topology,7009,overall,balanced_accuracy,0.3282832954063719,0.30777846328929126,82118.0,11998,
,traditional residual PCA+hand,within_run_topology,7009,heldout_run,balanced_accuracy,0.35408639199098113,,,2635,42
,traditional residual PCA+hand,within_run_topology,7009,heldout_run,balanced_accuracy,0.33474562226391497,,,2559,57
,traditional residual PCA+hand,within_run_topology,7009,heldout_run,balanced_accuracy,0.318186655575599,,,4034,64
,traditional residual PCA+hand,within_run_topology,7009,heldout_run,balanced_accuracy,0.27824289433237975,,,2770,65
,traditional residual PCA+hand,within_run_topology,7009,topology,balanced_accuracy,0.2876252536272949,,,6121,single
,traditional residual PCA+hand,within_run_topology,7009,topology,balanced_accuracy,0.25961372851989395,,,2764,pair
,traditional residual PCA+hand,within_run_topology,7009,topology,balanced_accuracy,0.2930109740007404,,,1920,triple
,traditional residual PCA+hand,within_run_topology,7009,topology,balanced_accuracy,0.28079896304049967,,,1193,quad
traditional residual PCA+hand shuffled labels,traditional residual PCA+hand,within_run_topology,7010,overall,balanced_accuracy,0.32960274019195956,0.3087087560677733,82118.0,11998,
,traditional residual PCA+hand,within_run_topology,7010,heldout_run,balanced_accuracy,0.3597744536670237,,,2635,42
,traditional residual PCA+hand,within_run_topology,7010,heldout_run,balanced_accuracy,0.33681777673545965,,,2559,57
,traditional residual PCA+hand,within_run_topology,7010,heldout_run,balanced_accuracy,0.3123640280242907,,,4034,64
,traditional residual PCA+hand,within_run_topology,7010,heldout_run,balanced_accuracy,0.29184352070619474,,,2770,65
,traditional residual PCA+hand,within_run_topology,7010,topology,balanced_accuracy,0.2928108335357973,,,6121,single
,traditional residual PCA+hand,within_run_topology,7010,topology,balanced_accuracy,0.25213419781970625,,,2764,pair
,traditional residual PCA+hand,within_run_topology,7010,topology,balanced_accuracy,0.2831590350384274,,,1920,triple
,traditional residual PCA+hand,within_run_topology,7010,topology,balanced_accuracy,0.27978599147284844,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,global,7001,overall,balanced_accuracy,0.3001716875295442,0.281687838367793,82118.0,11998,
,ML residual masked-denoising AE-4,global,7001,heldout_run,balanced_accuracy,0.28755932282234187,,,2635,42
,ML residual masked-denoising AE-4,global,7001,heldout_run,balanced_accuracy,0.2968121928884124,,,2559,57
,ML residual masked-denoising AE-4,global,7001,heldout_run,balanced_accuracy,0.3146041851047606,,,4034,64
,ML residual masked-denoising AE-4,global,7001,heldout_run,balanced_accuracy,0.3073923137451005,,,2770,65
,ML residual masked-denoising AE-4,global,7001,topology,balanced_accuracy,0.20967128044349853,,,6121,single
,ML residual masked-denoising AE-4,global,7001,topology,balanced_accuracy,0.19202804014836627,,,2764,pair
,ML residual masked-denoising AE-4,global,7001,topology,balanced_accuracy,0.201665030629249,,,1920,triple
,ML residual masked-denoising AE-4,global,7001,topology,balanced_accuracy,0.2352286725471674,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,global,7002,overall,balanced_accuracy,0.29154101831234797,0.26201188934516545,82118.0,11998,
,ML residual masked-denoising AE-4,global,7002,heldout_run,balanced_accuracy,0.26717065736162343,,,2635,42
,ML residual masked-denoising AE-4,global,7002,heldout_run,balanced_accuracy,0.2817900808541053,,,2559,57
,ML residual masked-denoising AE-4,global,7002,heldout_run,balanced_accuracy,0.30249629223028796,,,4034,64
,ML residual masked-denoising AE-4,global,7002,heldout_run,balanced_accuracy,0.31940361487763,,,2770,65
,ML residual masked-denoising AE-4,global,7002,topology,balanced_accuracy,0.23162512442657612,,,6121,single
,ML residual masked-denoising AE-4,global,7002,topology,balanced_accuracy,0.20636936940680223,,,2764,pair
,ML residual masked-denoising AE-4,global,7002,topology,balanced_accuracy,0.2470037264996542,,,1920,triple
,ML residual masked-denoising AE-4,global,7002,topology,balanced_accuracy,0.21464931344515648,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,global,7003,overall,balanced_accuracy,0.2515792074794905,0.11318672431219473,82118.0,11998,
,ML residual masked-denoising AE-4,global,7003,heldout_run,balanced_accuracy,0.2131448425976732,,,2635,42
,ML residual masked-denoising AE-4,global,7003,heldout_run,balanced_accuracy,0.2207067475207719,,,2559,57
,ML residual masked-denoising AE-4,global,7003,heldout_run,balanced_accuracy,0.2746524917018502,,,4034,64
,ML residual masked-denoising AE-4,global,7003,heldout_run,balanced_accuracy,0.26795711508756526,,,2770,65
,ML residual masked-denoising AE-4,global,7003,topology,balanced_accuracy,0.2296292194641209,,,6121,single
,ML residual masked-denoising AE-4,global,7003,topology,balanced_accuracy,0.22032652900912386,,,2764,pair
,ML residual masked-denoising AE-4,global,7003,topology,balanced_accuracy,0.23179408789658962,,,1920,triple
,ML residual masked-denoising AE-4,global,7003,topology,balanced_accuracy,0.279119142902125,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,global,7004,overall,balanced_accuracy,0.3127295582170572,0.27159017928437995,82118.0,11998,
,ML residual masked-denoising AE-4,global,7004,heldout_run,balanced_accuracy,0.3053998426840137,,,2635,42
,ML residual masked-denoising AE-4,global,7004,heldout_run,balanced_accuracy,0.3125941994996873,,,2559,57
,ML residual masked-denoising AE-4,global,7004,heldout_run,balanced_accuracy,0.31206566137745256,,,4034,64
,ML residual masked-denoising AE-4,global,7004,heldout_run,balanced_accuracy,0.35838147695632827,,,2770,65
,ML residual masked-denoising AE-4,global,7004,topology,balanced_accuracy,0.2579878729680674,,,6121,single
,ML residual masked-denoising AE-4,global,7004,topology,balanced_accuracy,0.24498662577560834,,,2764,pair
,ML residual masked-denoising AE-4,global,7004,topology,balanced_accuracy,0.2720528904176002,,,1920,triple
,ML residual masked-denoising AE-4,global,7004,topology,balanced_accuracy,0.23096589458500344,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,global,7005,overall,balanced_accuracy,0.24896010032484278,0.1753338978268637,82118.0,11998,
,ML residual masked-denoising AE-4,global,7005,heldout_run,balanced_accuracy,0.1927962357991839,,,2635,42
,ML residual masked-denoising AE-4,global,7005,heldout_run,balanced_accuracy,0.2009266505851872,,,2559,57
,ML residual masked-denoising AE-4,global,7005,heldout_run,balanced_accuracy,0.29624433799383865,,,4034,64
,ML residual masked-denoising AE-4,global,7005,heldout_run,balanced_accuracy,0.28431643293647,,,2770,65
,ML residual masked-denoising AE-4,global,7005,topology,balanced_accuracy,0.1610048921568016,,,6121,single
,ML residual masked-denoising AE-4,global,7005,topology,balanced_accuracy,0.14839428286768624,,,2764,pair
,ML residual masked-denoising AE-4,global,7005,topology,balanced_accuracy,0.18813522669367436,,,1920,triple
,ML residual masked-denoising AE-4,global,7005,topology,balanced_accuracy,0.2109830424995958,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,global,7006,overall,balanced_accuracy,0.23863188445377634,0.16215185312761607,82118.0,11998,
,ML residual masked-denoising AE-4,global,7006,heldout_run,balanced_accuracy,0.21807195180012978,,,2635,42
,ML residual masked-denoising AE-4,global,7006,heldout_run,balanced_accuracy,0.21460685249709638,,,2559,57
,ML residual masked-denoising AE-4,global,7006,heldout_run,balanced_accuracy,0.25431411177152397,,,4034,64
,ML residual masked-denoising AE-4,global,7006,heldout_run,balanced_accuracy,0.24886786811236558,,,2770,65
,ML residual masked-denoising AE-4,global,7006,topology,balanced_accuracy,0.22138998592345716,,,6121,single
,ML residual masked-denoising AE-4,global,7006,topology,balanced_accuracy,0.2127363217781374,,,2764,pair
,ML residual masked-denoising AE-4,global,7006,topology,balanced_accuracy,0.20760280257950775,,,1920,triple
,ML residual masked-denoising AE-4,global,7006,topology,balanced_accuracy,0.24908954892048984,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,global,7007,overall,balanced_accuracy,0.2503016861400256,0.17266001653169102,82118.0,11998,
,ML residual masked-denoising AE-4,global,7007,heldout_run,balanced_accuracy,0.2479366903592154,,,2635,42
,ML residual masked-denoising AE-4,global,7007,heldout_run,balanced_accuracy,0.24862854015902797,,,2559,57
,ML residual masked-denoising AE-4,global,7007,heldout_run,balanced_accuracy,0.25072662210894714,,,4034,64
,ML residual masked-denoising AE-4,global,7007,heldout_run,balanced_accuracy,0.24742295833197636,,,2770,65
,ML residual masked-denoising AE-4,global,7007,topology,balanced_accuracy,0.22902710745100074,,,6121,single
,ML residual masked-denoising AE-4,global,7007,topology,balanced_accuracy,0.19630815501467563,,,2764,pair
,ML residual masked-denoising AE-4,global,7007,topology,balanced_accuracy,0.23356855009853003,,,1920,triple
,ML residual masked-denoising AE-4,global,7007,topology,balanced_accuracy,0.2613432072131873,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,global,7008,overall,balanced_accuracy,0.2663429191871174,0.2359820850248469,82118.0,11998,
,ML residual masked-denoising AE-4,global,7008,heldout_run,balanced_accuracy,0.23296669792546593,,,2635,42
,ML residual masked-denoising AE-4,global,7008,heldout_run,balanced_accuracy,0.23493073796122577,,,2559,57
,ML residual masked-denoising AE-4,global,7008,heldout_run,balanced_accuracy,0.2935877604909732,,,4034,64
,ML residual masked-denoising AE-4,global,7008,heldout_run,balanced_accuracy,0.28816978855550224,,,2770,65
,ML residual masked-denoising AE-4,global,7008,topology,balanced_accuracy,0.18035329945249767,,,6121,single
,ML residual masked-denoising AE-4,global,7008,topology,balanced_accuracy,0.21003734338578145,,,2764,pair
,ML residual masked-denoising AE-4,global,7008,topology,balanced_accuracy,0.21379256608198466,,,1920,triple
,ML residual masked-denoising AE-4,global,7008,topology,balanced_accuracy,0.299612203953807,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,global,7009,overall,balanced_accuracy,0.25548367734405525,0.19346004050478313,82118.0,11998,
,ML residual masked-denoising AE-4,global,7009,heldout_run,balanced_accuracy,0.2838968743315216,,,2635,42
,ML residual masked-denoising AE-4,global,7009,heldout_run,balanced_accuracy,0.23774404761904763,,,2559,57
,ML residual masked-denoising AE-4,global,7009,heldout_run,balanced_accuracy,0.25530387913315566,,,4034,64
,ML residual masked-denoising AE-4,global,7009,heldout_run,balanced_accuracy,0.21270845165169455,,,2770,65
,ML residual masked-denoising AE-4,global,7009,topology,balanced_accuracy,0.27788615662443694,,,6121,single
,ML residual masked-denoising AE-4,global,7009,topology,balanced_accuracy,0.254393628849384,,,2764,pair
,ML residual masked-denoising AE-4,global,7009,topology,balanced_accuracy,0.2791857013327761,,,1920,triple
,ML residual masked-denoising AE-4,global,7009,topology,balanced_accuracy,0.2647372869275873,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,global,7010,overall,balanced_accuracy,0.26039779849461936,0.16372719660261198,82118.0,11998,
,ML residual masked-denoising AE-4,global,7010,heldout_run,balanced_accuracy,0.25756807510992563,,,2635,42
,ML residual masked-denoising AE-4,global,7010,heldout_run,balanced_accuracy,0.2379049405878674,,,2559,57
,ML residual masked-denoising AE-4,global,7010,heldout_run,balanced_accuracy,0.2608055903494815,,,4034,64
,ML residual masked-denoising AE-4,global,7010,heldout_run,balanced_accuracy,0.2820060856696723,,,2770,65
,ML residual masked-denoising AE-4,global,7010,topology,balanced_accuracy,0.2666611722555798,,,6121,single
,ML residual masked-denoising AE-4,global,7010,topology,balanced_accuracy,0.2696814010054105,,,2764,pair
,ML residual masked-denoising AE-4,global,7010,topology,balanced_accuracy,0.2868316610228082,,,1920,triple
,ML residual masked-denoising AE-4,global,7010,topology,balanced_accuracy,0.3023065913094539,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_run,7001,overall,balanced_accuracy,0.2401671610601399,0.1375187067290539,82118.0,11998,
,ML residual masked-denoising AE-4,within_run,7001,heldout_run,balanced_accuracy,0.2530853858593932,,,2635,42
,ML residual masked-denoising AE-4,within_run,7001,heldout_run,balanced_accuracy,0.2236820445814348,,,2559,57
,ML residual masked-denoising AE-4,within_run,7001,heldout_run,balanced_accuracy,0.24759965275930612,,,4034,64
,ML residual masked-denoising AE-4,within_run,7001,heldout_run,balanced_accuracy,0.19967746265902286,,,2770,65
,ML residual masked-denoising AE-4,within_run,7001,topology,balanced_accuracy,0.26127398949971514,,,6121,single
,ML residual masked-denoising AE-4,within_run,7001,topology,balanced_accuracy,0.27185754024163233,,,2764,pair
,ML residual masked-denoising AE-4,within_run,7001,topology,balanced_accuracy,0.23142028511394547,,,1920,triple
,ML residual masked-denoising AE-4,within_run,7001,topology,balanced_accuracy,0.24245284323487112,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_run,7002,overall,balanced_accuracy,0.2384636693219128,0.1202179713482635,82118.0,11998,
,ML residual masked-denoising AE-4,within_run,7002,heldout_run,balanced_accuracy,0.25068569435942545,,,2635,42
,ML residual masked-denoising AE-4,within_run,7002,heldout_run,balanced_accuracy,0.22902863396765832,,,2559,57
,ML residual masked-denoising AE-4,within_run,7002,heldout_run,balanced_accuracy,0.24403722681394574,,,4034,64
,ML residual masked-denoising AE-4,within_run,7002,heldout_run,balanced_accuracy,0.19783835304343017,,,2770,65
,ML residual masked-denoising AE-4,within_run,7002,topology,balanced_accuracy,0.2592330061171337,,,6121,single
,ML residual masked-denoising AE-4,within_run,7002,topology,balanced_accuracy,0.2602942626980815,,,2764,pair
,ML residual masked-denoising AE-4,within_run,7002,topology,balanced_accuracy,0.2320696746171531,,,1920,triple
,ML residual masked-denoising AE-4,within_run,7002,topology,balanced_accuracy,0.24626963712800087,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_run,7003,overall,balanced_accuracy,0.23781847918051865,0.13208231973810225,82118.0,11998,
,ML residual masked-denoising AE-4,within_run,7003,heldout_run,balanced_accuracy,0.2487556365394571,,,2635,42
,ML residual masked-denoising AE-4,within_run,7003,heldout_run,balanced_accuracy,0.21946607254534084,,,2559,57
,ML residual masked-denoising AE-4,within_run,7003,heldout_run,balanced_accuracy,0.24815944538213403,,,4034,64
,ML residual masked-denoising AE-4,within_run,7003,heldout_run,balanced_accuracy,0.1971520247804085,,,2770,65
,ML residual masked-denoising AE-4,within_run,7003,topology,balanced_accuracy,0.2673328292140812,,,6121,single
,ML residual masked-denoising AE-4,within_run,7003,topology,balanced_accuracy,0.2618514910360953,,,2764,pair
,ML residual masked-denoising AE-4,within_run,7003,topology,balanced_accuracy,0.21076086899872243,,,1920,triple
,ML residual masked-denoising AE-4,within_run,7003,topology,balanced_accuracy,0.24945029870560903,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_run,7004,overall,balanced_accuracy,0.2443130947825372,0.1622860375574834,82118.0,11998,
,ML residual masked-denoising AE-4,within_run,7004,heldout_run,balanced_accuracy,0.2634156845870861,,,2635,42
,ML residual masked-denoising AE-4,within_run,7004,heldout_run,balanced_accuracy,0.2406910569105691,,,2559,57
,ML residual masked-denoising AE-4,within_run,7004,heldout_run,balanced_accuracy,0.24342460169686886,,,4034,64
,ML residual masked-denoising AE-4,within_run,7004,heldout_run,balanced_accuracy,0.20121978097402232,,,2770,65
,ML residual masked-denoising AE-4,within_run,7004,topology,balanced_accuracy,0.2581723266415915,,,6121,single
,ML residual masked-denoising AE-4,within_run,7004,topology,balanced_accuracy,0.2845384450165144,,,2764,pair
,ML residual masked-denoising AE-4,within_run,7004,topology,balanced_accuracy,0.2575860441336868,,,1920,triple
,ML residual masked-denoising AE-4,within_run,7004,topology,balanced_accuracy,0.2488141663900874,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_run,7005,overall,balanced_accuracy,0.23562276645430255,0.14736123915731386,82118.0,11998,
,ML residual masked-denoising AE-4,within_run,7005,heldout_run,balanced_accuracy,0.24987684790779252,,,2635,42
,ML residual masked-denoising AE-4,within_run,7005,heldout_run,balanced_accuracy,0.22930051148038955,,,2559,57
,ML residual masked-denoising AE-4,within_run,7005,heldout_run,balanced_accuracy,0.23940793688408707,,,4034,64
,ML residual masked-denoising AE-4,within_run,7005,heldout_run,balanced_accuracy,0.1906478630206927,,,2770,65
,ML residual masked-denoising AE-4,within_run,7005,topology,balanced_accuracy,0.2562410442606991,,,6121,single
,ML residual masked-denoising AE-4,within_run,7005,topology,balanced_accuracy,0.2685594722311028,,,2764,pair
,ML residual masked-denoising AE-4,within_run,7005,topology,balanced_accuracy,0.2506864696480895,,,1920,triple
,ML residual masked-denoising AE-4,within_run,7005,topology,balanced_accuracy,0.22709923664122136,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_run,7006,overall,balanced_accuracy,0.23075323364113187,0.1270164085662151,82118.0,11998,
,ML residual masked-denoising AE-4,within_run,7006,heldout_run,balanced_accuracy,0.2578947825998088,,,2635,42
,ML residual masked-denoising AE-4,within_run,7006,heldout_run,balanced_accuracy,0.22179068390958634,,,2559,57
,ML residual masked-denoising AE-4,within_run,7006,heldout_run,balanced_accuracy,0.2320135373896334,,,4034,64
,ML residual masked-denoising AE-4,within_run,7006,heldout_run,balanced_accuracy,0.18468540377771311,,,2770,65
,ML residual masked-denoising AE-4,within_run,7006,topology,balanced_accuracy,0.26239221015050773,,,6121,single
,ML residual masked-denoising AE-4,within_run,7006,topology,balanced_accuracy,0.2499044071863524,,,2764,pair
,ML residual masked-denoising AE-4,within_run,7006,topology,balanced_accuracy,0.23210815095420584,,,1920,triple
,ML residual masked-denoising AE-4,within_run,7006,topology,balanced_accuracy,0.2379999170262197,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_run,7007,overall,balanced_accuracy,0.23969958013953746,0.13699126897346048,82118.0,11998,
,ML residual masked-denoising AE-4,within_run,7007,heldout_run,balanced_accuracy,0.24654503099625352,,,2635,42
,ML residual masked-denoising AE-4,within_run,7007,heldout_run,balanced_accuracy,0.2241637295631198,,,2559,57
,ML residual masked-denoising AE-4,within_run,7007,heldout_run,balanced_accuracy,0.25086718043458284,,,4034,64
,ML residual masked-denoising AE-4,within_run,7007,heldout_run,balanced_accuracy,0.19798572668222184,,,2770,65
,ML residual masked-denoising AE-4,within_run,7007,topology,balanced_accuracy,0.27042016325444657,,,6121,single
,ML residual masked-denoising AE-4,within_run,7007,topology,balanced_accuracy,0.2714780336002661,,,2764,pair
,ML residual masked-denoising AE-4,within_run,7007,topology,balanced_accuracy,0.2021068378624866,,,1920,triple
,ML residual masked-denoising AE-4,within_run,7007,topology,balanced_accuracy,0.25072256333665227,,,1193,quad
ML residual masked-denoising AE-4 shuffled labels,ML residual masked-denoising AE-4,within_run,7008,overall,balanced_accuracy,0.23977508560490063,0.14582641532732696,82118.0,11998,
