method,method_family,n,bias_median_frac,res68_abs_frac,full_rms_frac,within_10pct,within_25pct,bias_median_frac_ci95,res68_abs_frac_ci95,full_rms_frac_ci95,within_10pct_ci95,within_25pct_ci95
neural_bwaveform_knockoff_control,control,4055,-0.03733674024430904,0.383027187047013,3.276068114155239,0.18199753390875462,0.4562268803945746,"[-0.059166011564726256, -0.00926193565587216]","[0.371238806821571, 0.3920584518935011]","[0.636549742496867, 5.622793705141237]","[0.16769176136363637, 0.19608860091332161]","[0.43892362997372214, 0.468985240842393]"
ridge_log_charge_support,ml_nn,4055,-0.04775864765871733,0.5184752210009423,0.8432073488834927,0.13908754623921085,0.34254007398273734,"[-0.07094930065358267, -0.02036026227083555]","[0.5040570133096666, 0.5371372006697666]","[0.7359542829680245, 1.0099749128022588]","[0.1269143793114447, 0.15298435145924388]","[0.32425889635040067, 0.3615120180259963]"
cnn1d_waveform,ml_nn,4055,-0.022490249484270242,0.5193480749657504,0.8721749920660153,0.14204685573366216,0.35043156596794084,"[-0.04386063267158548, 0.001620010260823514]","[0.5053330239266444, 0.5360708540323069]","[0.7585541001676079, 1.0205259787102023]","[0.12893351947592477, 0.15593108045575918]","[0.3324254307443474, 0.3689735912531539]"
hybrid_support_gate_cnn,ml_nn,4055,-0.020475438040512713,0.5204211794131275,0.874572155345945,0.14549938347718866,0.3494451294697904,"[-0.04274028440337337, 0.010444840070247681]","[0.5057076204389409, 0.5396083568627514]","[0.7700464411186831, 1.0164169086702486]","[0.13408729126996688, 0.15878378510140406]","[0.33095124701995504, 0.367806520503373]"
gradient_boosted_trees,ml_nn,4055,-0.04565226795248036,0.5221620318060102,0.8453276838746473,0.13785450061652282,0.338347718865598,"[-0.06697498562101725, -0.02095818885721592]","[0.5067827124087203, 0.5407043087935912]","[0.7397067900241235, 0.9984489108689688]","[0.12496870456651576, 0.15174022301527518]","[0.3181846409282418, 0.3604915040386274]"
adaptive_template_ridge,traditional,4055,-0.04695563925065705,0.5262002712957041,0.8484433927326395,0.1437731196054254,0.3435265104808878,"[-0.06333933601215908, -0.017018204274197046]","[0.5101539372412793, 0.5389986852502668]","[0.7344220270700271, 1.0044301820522645]","[0.13112828261167564, 0.15811316595693023]","[0.3275613995941194, 0.36233098129307517]"
neural_shuffled_target_control,control,4055,-0.03377394956338548,0.539297355274246,1.3684749331490078,0.1319358816276202,0.33612823674475956,"[-0.06149768946005632, -0.010845103693456218]","[0.5224607777433249, 0.560596119648829]","[0.9947527964943638, 1.7209331753017194]","[0.12232410241086498, 0.14422947613832227]","[0.3213733385074557, 0.35185907047569187]"
mlp_waveform,ml_nn,4055,-0.08264214955480072,0.667230969136587,11.85937816794656,0.10752157829839704,0.2720098643649815,"[-0.1456930182226986, -0.03234241991716799]","[0.6209622940916367, 0.7572538300928936]","[4.965205351247493, 18.41237617555127]","[0.09325267065714865, 0.11891307024564428]","[0.23924345080994502, 0.2981013579263827]"
