target,gate,run,method,n,bias_median_frac,res68_abs_frac,full_rms_frac,within_10pct,within_25pct
B4,target_hit_only,58,traditional_ridge,554,0.013343463466558762,0.4274507465821694,1.9190465893039756,0.17328519855595667,0.43501805054151627
B4,target_hit_only,58,ml_hgb,554,-0.003786457531937998,0.35436071138989106,1.1657645437451707,0.2292418772563177,0.4981949458483754
B4,target_hit_only,58,shuffled_ml,554,0.037611491692645486,0.5807578117324891,2.2318327639148077,0.09566787003610108,0.2581227436823105
B4,target_hit_only,59,traditional_ridge,4381,0.006178362014333176,0.3532018684890101,0.8547124801421596,0.222323670394887,0.522483451266834
B4,target_hit_only,59,ml_hgb,4381,-0.012969554982156756,0.3121827849606135,0.5844794217694547,0.26067107966217756,0.5747546222323671
B4,target_hit_only,59,shuffled_ml,4381,-0.009570226817859087,0.4637969849939101,1.1499255331457372,0.1561287377311116,0.39032184432777906
B4,target_hit_only,60,traditional_ridge,3941,-0.10201028213734968,0.31003053315165124,0.7184923349020352,0.2468916518650089,0.5587414361837097
B4,target_hit_only,60,ml_hgb,3941,-0.061094942651668795,0.2659569251327279,0.47643687542300184,0.2918041106318193,0.650088809946714
B4,target_hit_only,60,shuffled_ml,3941,-0.19284288506427616,0.4658194292860268,1.2700668693849506,0.1438721136767318,0.35473230144633344
B4,target_hit_only,61,traditional_ridge,4298,-0.058581501322111165,0.29987869608151674,0.6455519096647371,0.2629129827826896,0.5991158678455095
B4,target_hit_only,61,ml_hgb,4298,-0.03453238855705421,0.26920433730099413,0.5170087351490807,0.28873894834806885,0.6435551419264774
B4,target_hit_only,61,shuffled_ml,4298,-0.12348443896058879,0.44679687534996176,1.0326212703800648,0.16891577477896697,0.4073987901349465
B4,target_hit_only,62,traditional_ridge,4085,-0.02095507320486695,0.3194608216978629,0.6930081138019556,0.25091799265605874,0.5686658506731946
B4,target_hit_only,62,ml_hgb,4085,-0.01184117574816627,0.27351748029496814,0.48961143652960903,0.3023255813953488,0.6447980416156671
B4,target_hit_only,62,shuffled_ml,4085,-0.07877840213783562,0.4539597735522328,1.1495805289558536,0.15569155446756425,0.39412484700122397
B4,target_hit_only,63,traditional_ridge,2520,0.018043603939528485,0.38367765394062253,1.0993226155569846,0.21666666666666667,0.48412698412698413
B4,target_hit_only,63,ml_hgb,2520,0.011674831593190623,0.3326097936138442,0.76377356190937,0.22857142857142856,0.5456349206349206
B4,target_hit_only,63,shuffled_ml,2520,-0.00430933891130778,0.48120448617093986,1.3531496121298914,0.13055555555555556,0.3547619047619048
B4,target_hit_only,65,traditional_ridge,770,0.031285300385190506,0.38180182200438817,1.7983012395908469,0.2064935064935065,0.4727272727272727
B4,target_hit_only,65,ml_hgb,770,0.00912924624191127,0.34263486376718344,0.964169971123869,0.23766233766233766,0.5337662337662338
B4,target_hit_only,65,shuffled_ml,770,0.07339464742861199,0.5361086447080498,2.0387253801049123,0.12987012987012986,0.33896103896103896
B4,all_three,58,traditional_ridge,72,0.03591657259831505,0.3198972836038147,0.7334926373691076,0.2638888888888889,0.5833333333333334
B4,all_three,58,ml_hgb,72,-0.021590244071166036,0.24982672914579637,0.4900745014220069,0.3194444444444444,0.6805555555555556
B4,all_three,58,shuffled_ml,72,0.06223546208692235,0.45837193169936263,0.9318317825291281,0.25,0.4305555555555556
B4,all_three,59,traditional_ridge,749,0.0668500536910764,0.2669950357195043,0.4928198630692835,0.32710280373831774,0.650200267022697
B4,all_three,59,ml_hgb,749,0.03370227989095218,0.2430600707823964,0.3310491126946983,0.34979973297730305,0.6969292389853138
B4,all_three,59,shuffled_ml,749,0.042980874747263476,0.32126844745399735,0.5934494652368109,0.2376502002670227,0.5554072096128171
