target,gate,b2_amp_bin,method,n,bias_median_frac,res68_abs_frac,full_rms_frac,within_10pct,within_25pct
B4,target_hit_only,1000_2000,traditional_ridge,1916,0.11355786490671167,0.4050534289094981,0.8677546586658883,0.24686847599164927,0.511482254697286
B4,target_hit_only,1000_2000,ml_hgb,1916,-0.007554845532169079,0.29794899755833576,0.7848061184287165,0.28235908141962424,0.6137787056367432
B4,target_hit_only,1000_2000,shuffled_ml,1916,1.2510425507532061,1.9162542044516435,3.0504950834192246,0.03444676409185804,0.09812108559498957
B4,target_hit_only,2000_3000,traditional_ridge,6060,0.03520214759719943,0.27615619052382273,0.6515333701318393,0.2965346534653465,0.633993399339934
B4,target_hit_only,2000_3000,ml_hgb,6060,0.002547054221274152,0.25058597109279773,0.4535770922251036,0.3244224422442244,0.6795379537953795
B4,target_hit_only,2000_3000,shuffled_ml,6060,0.14336185849772243,0.3862976635880202,1.007800676315238,0.2321782178217822,0.518976897689769
B4,target_hit_only,3000_5000,traditional_ridge,10861,-0.1148544000874627,0.32871868155525824,0.8699578106964332,0.21729122548568272,0.5304299788233128
B4,target_hit_only,3000_5000,ml_hgb,10861,-0.042793131256383454,0.2912703410102726,0.6097377327943783,0.26277506675260104,0.6012337722125034
B4,target_hit_only,3000_5000,shuffled_ml,10861,-0.26154572484847227,0.43730151191007827,0.767832824378918,0.12871742933431543,0.354387257158641
B4,target_hit_only,5000_7000,traditional_ridge,1049,0.16493824592054854,0.5765138695148234,1.7497769043089821,0.14775977121067682,0.33841754051477596
B4,target_hit_only,5000_7000,ml_hgb,1049,-0.05206578335369405,0.4353654028262153,0.8468873198331011,0.1563393708293613,0.4070543374642517
B4,target_hit_only,5000_7000,shuffled_ml,1049,-0.15476286129021471,0.4921748724600847,1.1991369015954703,0.12202097235462345,0.3279313632030505
B4,target_hit_only,7000_inf,traditional_ridge,663,-0.05226527138932135,0.4307057977240919,1.2979187977673403,0.1779788838612368,0.416289592760181
B4,target_hit_only,7000_inf,ml_hgb,663,-0.022365954343372515,0.4029294547268749,0.602824826286244,0.19457013574660634,0.43891402714932126
B4,target_hit_only,7000_inf,shuffled_ml,663,-0.200889498285234,0.45876882112527073,1.1051927450412928,0.14479638009049775,0.363499245852187
