target,gate,method,split,n,bias_median_frac,res68_abs_frac,full_rms_frac,within_10pct,within_25pct,bias_ci95,res68_ci95,full_rms_ci95
B4,target_hit_only,traditional_ridge,leave_one_run_out,20549,-0.0336422819,0.3306847844,0.8978080098,0.2386004185,0.5457199864,"[-0.0717610893, 0.0079109871]","[0.3123395233, 0.3636780137]","[0.7491153449, 1.1958100822]"
B4,target_hit_only,ml_hgb,leave_one_run_out,20549,-0.0242409322,0.2897729257,0.6024444179,0.2751472091,0.6103460022,"[-0.0429555165, -0.004150766]","[0.2733618325, 0.3136695023]","[0.5187307987, 0.7217649034]"
B4,target_hit_only,shuffled_ml,negative_control,20549,-0.0853591321,0.4653917811,1.2615863238,0.1506156017,0.3779745973,"[-0.1396600901, -0.0191229211]","[0.4568014388, 0.4813167133]","[1.1477097153, 1.4792343218]"
B4,all_three,traditional_ridge,leave_one_run_out,3774,-0.0251818263,0.2506246894,0.4141393576,0.3211446741,0.6785903551,"[-0.0826424184, 0.0528715732]","[0.232016746, 0.2775461112]","[0.3337485145, 0.5108583709]"
B4,all_three,ml_hgb,leave_one_run_out,3774,-0.008298786,0.220051952,0.307039421,0.3608903021,0.7387387387,"[-0.0464769335, 0.0328817569]","[0.2084049647, 0.2376359484]","[0.2665845735, 0.3729088069]"
B4,all_three,shuffled_ml,negative_control,3774,-0.0646166621,0.3349438506,0.6247870521,0.2193958665,0.5275569687,"[-0.1418886479, 0.0317233866]","[0.3097618149, 0.361478109]","[0.5831234161, 0.6957827614]"
B4,b4b6_no_b8,traditional_ridge,leave_one_run_out,6209,-0.0291057298,0.2320985147,0.6022355327,0.328877436,0.7149299404,"[-0.0787071635, 0.0340883923]","[0.2133838711, 0.2673917051]","[0.4244496375, 0.900150515]"
B4,b4b6_no_b8,ml_hgb,leave_one_run_out,6209,-0.0171703758,0.2052172757,0.4049180359,0.3847640522,0.7674343695,"[-0.0430011612, 0.0205216382]","[0.1903818249, 0.2294649147]","[0.3181802351, 0.5651109899]"
B4,b4b6_no_b8,shuffled_ml,negative_control,6209,-0.1054705217,0.342071059,0.8978208322,0.1940731197,0.5050732807,"[-0.1651925204, -0.0212697182]","[0.3229545483, 0.3683230788]","[0.7917827151, 1.0789071618]"
B6,target_hit_only,traditional_ridge,leave_one_run_out,10354,-0.0408025822,0.3783409945,0.9697138727,0.1874637821,0.4629128839,"[-0.1005273218, 0.046064328]","[0.3636254149, 0.4031379736]","[0.7574516691, 1.2567777816]"
B6,target_hit_only,ml_hgb,leave_one_run_out,10354,-0.028545265,0.3532921502,0.7365335048,0.2029167472,0.4963299208,"[-0.0741184616, 0.0132750639]","[0.3428522584, 0.3691935131]","[0.6025164542, 0.9537677911]"
B6,target_hit_only,shuffled_ml,negative_control,10354,-0.062701348,0.4469424272,1.2064337445,0.1605176743,0.383426695,"[-0.1406180682, 0.0487741214]","[0.4387578291, 0.4587530462]","[1.0513796208, 1.5617312628]"
B6,all_three,traditional_ridge,leave_one_run_out,3774,-0.0203084996,0.2619129799,0.4851005769,0.3004769475,0.6584525702,"[-0.0913721114, 0.0667997535]","[0.2415640279, 0.2886128094]","[0.4081795187, 0.5884317316]"
B6,all_three,ml_hgb,leave_one_run_out,3774,-0.0050612282,0.2401575662,0.3284576851,0.306836248,0.6955484897,"[-0.0589594081, 0.056898521]","[0.2310409159, 0.2578448557]","[0.3025290752, 0.36297242]"
B6,all_three,shuffled_ml,negative_control,3774,-0.0445222304,0.3197120917,0.7277325585,0.2384737679,0.5620031797,"[-0.1279612709, 0.0488457155]","[0.3002934363, 0.3427190806]","[0.6243451696, 0.8701500918]"
B6,b4b6_no_b8,traditional_ridge,leave_one_run_out,6209,-0.0888290828,0.3588313111,0.9799444797,0.1895635368,0.4880012885,"[-0.154574649, -0.0246561643]","[0.3424679767, 0.379983977]","[0.7460843649, 1.3064245658]"
B6,b4b6_no_b8,ml_hgb,leave_one_run_out,6209,-0.0799905053,0.3490641621,0.7794789405,0.2003543244,0.5139313899,"[-0.1294492577, -0.0274692755]","[0.3371363679, 0.365410164]","[0.6280657329, 1.0065558916]"
B6,b4b6_no_b8,shuffled_ml,negative_control,6209,-0.1152188454,0.4270952296,1.3587248821,0.148655178,0.3826703173,"[-0.2000844713, -0.0187937686]","[0.4101273716, 0.4515711255]","[1.1543743185, 1.7681825471]"
B8,target_hit_only,traditional_ridge,leave_one_run_out,4037,-0.0750474,0.3739036921,1.0437112419,0.1825613079,0.4629675502,"[-0.1217035258, -0.003495088]","[0.3611994168, 0.3938527932]","[0.8585570672, 1.3425619056]"
B8,target_hit_only,ml_hgb,leave_one_run_out,4037,-0.0605438677,0.3581144743,0.8433750839,0.1969284122,0.4912063413,"[-0.1030737427, -0.014612139]","[0.3426157638, 0.3791708852]","[0.7179448419, 1.0982938787]"
B8,target_hit_only,shuffled_ml,negative_control,4037,-0.1011093459,0.4235338031,1.3577472688,0.1587812732,0.3948476592,"[-0.1510911751, -0.0291161584]","[0.4141015544, 0.4446576497]","[1.1731537595, 1.6109772969]"
B8,all_three,traditional_ridge,leave_one_run_out,3774,-0.0630800834,0.34772419,0.6500145205,0.195018548,0.4894011659,"[-0.1031498013, -0.0132441088]","[0.3381371748, 0.3600451466]","[0.5701400392, 0.7292039689]"
B8,all_three,ml_hgb,leave_one_run_out,3774,-0.0538366981,0.3455877584,0.5893680501,0.2114467409,0.5042395337,"[-0.0979848532, -0.0019060846]","[0.3352338788, 0.3665906697]","[0.5288256045, 0.6440129253]"
B8,all_three,shuffled_ml,negative_control,3774,-0.0829991431,0.3958395708,0.9049212145,0.175145734,0.4432962374,"[-0.1178337397, -0.0301710975]","[0.3819487674, 0.4082593491]","[0.768865174, 1.0786327817]"
B8,b8_present,traditional_ridge,leave_one_run_out,4037,-0.0750474,0.3739036921,1.0437112419,0.1825613079,0.4629675502,"[-0.1177429966, -0.0059018178]","[0.3610906247, 0.3941949667]","[0.868265232, 1.3788253908]"
B8,b8_present,ml_hgb,leave_one_run_out,4037,-0.0605438677,0.3581144743,0.8433750839,0.1969284122,0.4912063413,"[-0.1014544443, -0.0082397303]","[0.3427107763, 0.3810798524]","[0.7032054258, 1.0623474953]"
B8,b8_present,shuffled_ml,negative_control,4037,-0.108579866,0.4200994419,1.3208121223,0.1560564776,0.3980678722,"[-0.1494878435, -0.0426265014]","[0.4120661135, 0.4424029232]","[1.1688096883, 1.6002223651]"
B4B6,target_hit_only,traditional_ridge,leave_one_run_out,9983,-0.0221489078,0.2717683368,0.5720945055,0.2676550135,0.6337774216,"[-0.0747517395, 0.0491978834]","[0.2574361745, 0.2989934439]","[0.4177741052, 0.8073526432]"
B4B6,target_hit_only,ml_hgb,leave_one_run_out,9983,-0.0075472435,0.247616316,0.3909599598,0.2945006511,0.6844635881,"[-0.0537853036, 0.0296529722]","[0.2360464362, 0.2634155509]","[0.296107959, 0.5526370719]"
B4B6,target_hit_only,shuffled_ml,negative_control,9983,-0.0647264084,0.3633517857,0.8400872282,0.1935289993,0.4802163678,"[-0.1336386833, 0.0313268805]","[0.3508584034, 0.3824891255]","[0.7536984683, 1.0089691852]"
B4B6,all_three,traditional_ridge,leave_one_run_out,3774,-0.0158249592,0.2311407251,0.3952708696,0.34472708,0.71118177,"[-0.0803081629, 0.0689604096]","[0.2147949694, 0.2685779694]","[0.3273177938, 0.4957554703]"
B4B6,all_three,ml_hgb,leave_one_run_out,3774,-0.004076414,0.2011515996,0.2718978978,0.3791732909,0.768945416,"[-0.051888683, 0.0484077015]","[0.1909403978, 0.2237773529]","[0.2376287292, 0.3178216065]"
B4B6,all_three,shuffled_ml,negative_control,3774,-0.0511419904,0.3034697539,0.5886376878,0.2466878643,0.579491256,"[-0.1264989937, 0.047873115]","[0.291423704, 0.3234789657]","[0.5242677425, 0.6906697511]"
B4B6,b4b6_no_b8,traditional_ridge,leave_one_run_out,6209,-0.0386393234,0.2500903331,0.6662936536,0.297632469,0.6798196167,"[-0.0985492271, 0.027720647]","[0.2329752418, 0.2750191125]","[0.4596657394, 0.9969405365]"
B4B6,b4b6_no_b8,ml_hgb,leave_one_run_out,6209,-0.0303138354,0.2307275701,0.4538733376,0.3193751007,0.7199226929,"[-0.0787102605, 0.019720651]","[0.2209495372, 0.2457410264]","[0.3073424442, 0.6395734124]"
B4B6,b4b6_no_b8,shuffled_ml,negative_control,6209,-0.0944229413,0.3379621812,1.0147929792,0.2009985505,0.516991464,"[-0.1763267087, 0.0017821316]","[0.3164949427, 0.3683273415]","[0.8643417398, 1.2580972322]"
B6B8,target_hit_only,traditional_ridge,leave_one_run_out,3900,-0.0351790553,0.2722540929,0.4933134627,0.2628205128,0.6346153846,"[-0.086091527, 0.0473851028]","[0.2578151598, 0.2872844318]","[0.4388282261, 0.568620184]"
B6B8,target_hit_only,ml_hgb,leave_one_run_out,3900,-0.0231240617,0.257301019,0.345405019,0.291025641,0.6625641026,"[-0.0622872931, 0.0312693646]","[0.2506891567, 0.2742274225]","[0.3080106232, 0.3861737636]"
B6B8,target_hit_only,shuffled_ml,negative_control,3900,-0.0714338909,0.3231963295,0.7441144432,0.2251282051,0.5417948718,"[-0.128010979, -0.0069134417]","[0.3135550675, 0.3383223833]","[0.6361728465, 0.8822081452]"
B6B8,all_three,traditional_ridge,leave_one_run_out,3774,-0.0283851352,0.2638421378,0.451050198,0.26709062,0.653418124,"[-0.0833158995, 0.0494853944]","[0.2524092671, 0.2758204463]","[0.3732057903, 0.5275912916]"
B6B8,all_three,ml_hgb,leave_one_run_out,3774,-0.0206450181,0.251922765,0.339566137,0.2885532591,0.6780604134,"[-0.0620875249, 0.0249023727]","[0.2421102035, 0.2667552239]","[0.3016493458, 0.378287934]"
B6B8,all_three,shuffled_ml,negative_control,3774,-0.0593496804,0.3042004393,0.746248606,0.2347641759,0.5707472178,"[-0.1156278096, 0.0159532905]","[0.2900317545, 0.3203094036]","[0.5881679757, 0.9806141153]"
B6B8,b8_present,traditional_ridge,leave_one_run_out,3900,-0.0351790553,0.2722540929,0.4933134627,0.2628205128,0.6346153846,"[-0.0869790691, 0.0502130596]","[0.257978194, 0.2874904031]","[0.4333269091, 0.5695782274]"
B6B8,b8_present,ml_hgb,leave_one_run_out,3900,-0.0231240617,0.257301019,0.345405019,0.291025641,0.6625641026,"[-0.0613813495, 0.0316106592]","[0.2504776595, 0.2741977203]","[0.3060284148, 0.3858397684]"
B6B8,b8_present,shuffled_ml,negative_control,3900,-0.071817689,0.3168198227,0.7724025855,0.2223076923,0.5576923077,"[-0.1238627774, 0.0101985252]","[0.3012475901, 0.3386201989]","[0.6337060967, 0.9334900518]"
B4B6B8,target_hit_only,traditional_ridge,leave_one_run_out,3774,-0.0209565694,0.2281770495,0.3667924102,0.3203497615,0.7278749338,"[-0.0791618553, 0.0462867573]","[0.2120177773, 0.2443602826]","[0.3123302114, 0.4462072512]"
B4B6B8,target_hit_only,ml_hgb,leave_one_run_out,3774,-0.0169869001,0.2144290034,0.2675503631,0.3505564388,0.759936407,"[-0.0606068355, 0.0303068361]","[0.2030848036, 0.2284964938]","[0.2410584097, 0.3088981046]"
B4B6B8,target_hit_only,shuffled_ml,negative_control,3774,-0.0595152026,0.2781612883,0.6080932615,0.2604663487,0.6277159512,"[-0.1216776585, 0.0249215957]","[0.2583591824, 0.2959734343]","[0.5242442922, 0.7213856107]"
B4B6B8,all_three,traditional_ridge,leave_one_run_out,3774,-0.0209565694,0.2281770495,0.3667924102,0.3203497615,0.7278749338,"[-0.0773931964, 0.0489434767]","[0.2128525631, 0.2443102816]","[0.3103309024, 0.4541694251]"
B4B6B8,all_three,ml_hgb,leave_one_run_out,3774,-0.0169869001,0.2144290034,0.2675503631,0.3505564388,0.759936407,"[-0.0578429533, 0.0303068361]","[0.2035582317, 0.226763264]","[0.2415735614, 0.3125939723]"
B4B6B8,all_three,shuffled_ml,negative_control,3774,-0.0570216512,0.2812135799,0.6348133239,0.2625861155,0.6171171171,"[-0.1163370161, 0.0327502347]","[0.2605359333, 0.2994729326]","[0.5344873861, 0.7637447532]"
B4B6B8,b8_present,traditional_ridge,leave_one_run_out,3774,-0.0209565694,0.2281770495,0.3667924102,0.3203497615,0.7278749338,"[-0.0771271915, 0.046803886]","[0.2116874891, 0.2448210559]","[0.3103309024, 0.4557762597]"
B4B6B8,b8_present,ml_hgb,leave_one_run_out,3774,-0.0169869001,0.2144290034,0.2675503631,0.3505564388,0.759936407,"[-0.0562172286, 0.0303068361]","[0.203189603, 0.226558382]","[0.2387412585, 0.3088981046]"
B4B6B8,b8_present,shuffled_ml,negative_control,3774,-0.0532064048,0.2711980673,0.6070222436,0.270800212,0.6322204557,"[-0.1137173855, 0.0092545189]","[0.2546461907, 0.3012821388]","[0.523104245, 0.7179898839]"
