amp_bin,baseline_bin,p02_topology,n_low,n_high,winner_low_mean,winner_high_mean,winner_high_minus_low,mean_support_gate
amp_2500_4500,s16_no_lowering,p02_broad_late,200,1200,0.024018958877698643,0.03379224325761257,0.009773284379913927,0.7741853446692903
amp_ge_4500,s16_no_lowering,p02_broad_late,200,1200,0.012575948098562405,0.015442725417224764,0.0028667773186623596,0.7920834737123287
amp_1000_2500,s16_no_lowering,p02_broad_late,199,1200,0.019243379145320445,0.030789290621647886,0.011545911476327442,0.7068426293087072
amp_1000_2500,s16_large_lowering,p02_early_pathology,121,1200,0.1157351076362116,0.13913695670043064,0.023401849064219035,0.445165923229119
amp_2500_4500,s16_large_lowering,p02_early_pathology,51,1091,0.12774971836447446,0.09726616481697711,-0.03048355354749735,0.48942685822730125
amp_ge_4500,s16_large_lowering,p02_early_pathology,45,937,0.06460094419146564,0.06942066535782186,0.0048197211663562195,0.4888549914158278
amp_1000_2500,s16_mild_lowering,p02_broad_late,38,727,0.024846042224892853,0.04066107898375277,0.015815036758859917,0.5981371755583408
amp_ge_4500,s16_large_lowering,p02_broad_late,27,1086,0.09685152977058162,0.09582942699948611,-0.0010221027710955038,0.5668590468568624
