path,role,sha256,bytes
reports/1781005204.1292.46e43fb0__p01b_full_data_embedding_artifact/input_sha256.csv,upstream_raw_root_manifest,cd3f048457d7f847fe9caec1fcb36352b90c9e8595300b7193a3575afcfec2ce,3565
reports/1781005204.1292.46e43fb0__p01b_full_data_embedding_artifact/p01b_embedding_metadata.json,upstream_artifact_metadata,4d5e0420c3e850aff2eb76eeec87bae138e935b54239113a26aba9aa33fc2652,855
reports/1781005204.1292.46e43fb0__p01b_full_data_embedding_artifact/result.json,upstream_p01b_result,a3c5a6095e568f1ec0336faaa09e856222655d6dc1a261a586d5f541e76fc013,3936
reports/1781005204.1292.46e43fb0__p01b_full_data_embedding_artifact/manifest.json,upstream_p01b_manifest,2ebec8c3ae7b587f5a7ffcc17e8c18f2c7f2e142e05e9b4129ac43e8731ffb15,1021
configs/p01b_full_data_embedding_artifact.json,upstream_generation_config,8a01b4b3625a0b739317a67da671fd7c5cb71d89692a6d2c9072c3545d5e047e,1164
/home/billy/.tb-workers/testbeam-laptop-2/artifacts/p01b_full_data_embedding_artifact/1781005204.1292.46e43fb0/p01b_embedding_latents.npz,published_latents,9dcffdb123a8c091781771ba9f1c6667a65af91cfabbfb64328427dfd7f865be,11923919
/home/billy/.tb-workers/testbeam-laptop-2/artifacts/p01b_full_data_embedding_artifact/1781005204.1292.46e43fb0/p01b_autoencoder_state.pt,published_model_state,20ca87b4df2a1d31ef99130423101772f6f293fe5fe0e0af3c859038d9d082d1,13715
