run,event_index,eventno,evt,stave,taxon,broad_source,amplitude_adc,q_template_rmse,width_half,area_norm,charge_score,baseline_score,pileup_score,timing_score,baseline_lowering_score,label_broad_veto_like,label_broad_charge_outlier,label_broad_downstream_risk,prop_baseline_lowering,traditional_robust_broad_veto_score,ridge_scalar_score,gradient_boosted_trees_score,mlp_scalar_nn_score,cnn1d_waveform_nn_score,hybrid_gated_cnn_tabular_score
42,7154,774455,7401,B2,novel_broad_template_mismatch,broad_width,4494.5,0.21744195,13,10.467237,2.926227146066962,0.718006292346053,2.942720917829966,0.0,0.718006292346053,False,False,False,False,0.066599876,0.32500768,0.009490312,0.41909558,0.8508071,0.77657413
49,14296,110925,3177,B2,unassigned_common,not_broad_rule,8801.5,0.18820724,6,7.056184,1.184456440768119,0.8093889113719143,0.4963706140248408,0.0,-0.10878883217364438,False,False,False,False,0.040794175,0.32443678,0.11941763,0.41837126,0.5200583,0.8198004
57,28961,386614,5417,B2,novel_broad_template_mismatch,broad_width,6026.5,0.1188635,13,9.786941,2.1063968023990953,3.642250101173614,1.5361912235140287,0.0,-1.1314038546059015,False,False,False,False,0.07047719,0.324229,0.009490312,0.44506922,0.7937849,0.86356807
64,26387,639070,11074,B2,unassigned_common,not_broad_rule,9125.0,0.08589279,6,7.066192,1.1723953291547402,0.5004286279987642,-0.09986724140109175,0.0,0.5004286279987642,False,False,False,False,0.012939008,0.32306793,0.19288634,0.40652904,0.5219265,0.8105609
40,3807,704486,7724,B2,unassigned_common,not_broad_rule,9156.5,0.08464289,6,7.056627,1.18392260053329,2.023472278429786,-0.1598772806056213,0.0,-0.543944160868222,False,False,False,False,0.018103683,0.32288417,0.02265975,0.40951872,0.5209162,0.804411
40,4751,705430,8599,B2,unassigned_common,not_broad_rule,9173.0,0.06840736,6,7.109888,1.1197370755497478,1.2140833670578715,-0.238632105631038,0.0,1.0661305553017149,False,False,False,False,0.011605009,0.32266068,0.19288634,0.40828732,0.52636546,0.7899414
42,26786,794092,9292,B2,unassigned_common,not_broad_rule,9593.5,0.15638788,6,7.371032,0.8050304994826946,26.022288655935736,-0.9569177870856843,0.0,-26.022288655935736,False,False,False,False,0.032380696,0.3217701,0.49581066,0.4546629,0.5596199,0.7643458
42,31833,799139,14017,B2,novel_broad_template_mismatch,broad_width,6415.0,0.13234851,14,9.592673,1.872284011881043,5.417683842247491,1.4985197285647114,0.0,-5.417683842247491,False,False,False,False,0.06968089,0.3217692,0.9809111,0.5080751,0.7817929,0.86301047
42,1491,768792,2126,B2,novel_broad_template_mismatch,broad_width,6157.5,0.16180606,14,10.263094,2.6802124191185746,4.856333468231486,1.6423785668392907,0.0,-4.6344042505972505,False,False,False,False,0.08509876,0.3217242,0.17170984,0.6246436,0.8381071,0.7693221
57,31263,388916,7549,B2,unassigned_common,not_broad_rule,8700.0,0.1339978,6,7.2759776,0.9195814658678186,0.5004286279987642,0.3758160440619671,0.0,0.5004286279987642,False,False,False,False,0.024603503,0.3216609,0.0076579144,0.85849386,0.5446388,0.43645087
49,5326,101950,11678,B2,unassigned_common,not_broad_rule,1227.5,0.28253573,7,6.9515276,1.310578351145191,9.965057027105825,0.6046376124793696,0.0,-9.965057027105825,False,False,False,False,0.077970594,0.32159153,0.0076579144,0.14837915,0.47226176,0.04834367
40,3563,704242,7498,B2,novel_broad_template_mismatch,broad_width,5475.5,0.20063587,13,10.611634,3.1002406741524626,0.5874596937376797,3.7752883894902696,0.0,0.5874596937376797,False,False,False,False,0.06974491,0.32149985,0.009490312,0.41872704,0.8783178,1.0
57,29718,387371,6114,B2,unassigned_common,not_broad_rule,9321.0,0.050934397,6,7.486964,0.6653200853026036,1.9799567455603277,-0.7377378131539143,0.0,-1.9799567455603277,False,False,False,False,0.0021388314,0.32125717,0.19340354,0.3779958,0.56819767,0.7265474
65,34062,682689,2187,B2,novel_broad_template_mismatch,broad_width,4169.0,0.23108576,13,11.537778,4.216342579276453,0.15230436504310213,3.0747653859137465,0.0,0.15230436504310213,False,False,False,False,0.073897816,0.32113403,0.010103773,0.5032668,0.9724409,0.7415394
64,6855,619537,9241,B2,unassigned_common,not_broad_rule,1088.5,0.053175136,6,6.7266874,1.5815347374612039,0.522186394433493,0.8069608326658724,0.0,0.522186394433493,False,False,False,False,0.008555242,0.32111937,0.0076579144,0.044406988,0.45089132,0.19229975
65,35898,684525,3900,B2,unassigned_common,not_broad_rule,1216.5,0.08656163,7,7.1426225,1.0802886382184393,1.7536759746391475,0.7183438754632354,0.0,-0.6092174601724085,False,False,False,False,0.017442957,0.32061225,0.0076579144,0.09978658,0.49458426,0.2832865
49,16478,113107,5230,B2,novel_broad_template_mismatch,broad_width,6700.0,0.09829566,13,9.579252,1.856110204292775,0.5657019273029508,1.1562304819438174,0.0,-0.5657019273029508,False,False,False,False,0.06279647,0.3196179,0.009490312,0.42300928,0.7828534,0.92092943
62,36270,574337,16165,B2,novel_broad_template_mismatch,broad_width,4439.5,0.19114906,14,11.028945,3.603144608785412,13.92497051822648,1.5539398215508584,0.0,-13.92497051822648,False,False,False,False,0.07818591,0.31928608,0.026729599,0.31684852,0.9160945,0.758772
49,2625,99247,9147,B2,novel_broad_template_mismatch,broad_width,6242.0,0.18406184,14,10.065683,2.44231160402787,17.928399542216596,1.2024656619615874,0.0,-17.928399542216596,False,False,False,False,0.07433316,0.31900007,0.026729599,0.50045466,0.83718866,0.8355641
62,11084,549151,9040,B2,novel_broad_template_mismatch,broad_width,5220.5,0.20729657,13,10.878268,3.4215630765097074,0.3698820293903909,3.7278113420796384,0.0,0.3698820293903909,False,False,False,False,0.07109928,0.31896892,0.009490312,0.41383636,0.90934855,0.99238294
42,17414,784716,600,B2,unassigned_common,not_broad_rule,8612.0,0.10306011,7,7.3632135,0.8144528658233764,0.21757766434728876,0.14774682776318934,0.0,0.21757766434728876,False,False,False,False,0.015824525,0.31849584,0.0076579144,0.44293797,0.5499331,0.84109056
49,10324,106950,16349,B2,unassigned_common,not_broad_rule,9571.0,0.050972305,5,7.00209,1.2496452865805219,0.40469445568595713,-0.4874404293608735,0.0,0.23933543078201763,False,False,False,False,0.005587286,0.31849477,0.0958232,0.31099674,0.5203222,0.73988265
42,14001,781303,13785,B2,novel_broad_template_mismatch,broad_width,6943.0,0.10610662,13,9.418407,1.662275056120949,4.090460089729029,0.5411773738614718,0.0,-4.090460089729029,False,False,False,False,0.06217132,0.31801492,0.0076579144,0.50459313,0.7604453,0.88840103
37,25576,645403,2318,B2,novel_broad_template_mismatch,broad_width,6248.5,0.20211823,13,10.667679,3.1677803707729235,1.392497051822648,3.6945125182769916,0.0,-1.392497051822648,False,False,False,False,0.069545455,0.31797686,0.009490312,0.6959163,0.89384145,0.720974
58,25951,414949,15473,B2,novel_broad_template_mismatch,broad_width,5809.0,0.13939728,13,9.825098,2.152380616469599,0.39163979582511976,1.2763432816467393,0.0,0.39163979582511976,False,False,False,False,0.06427545,0.31781608,0.009490312,0.41397223,0.7936661,0.8494824
37,49665,669498,7874,B2,novel_broad_template_mismatch,broad_width,6387.0,0.1290949,13,9.436825,1.6844699379616817,2.806751870080025,1.8326471017152488,0.0,-2.806751870080025,False,False,False,False,0.062260684,0.3177768,0.0076579144,0.5174023,0.7714718,0.8589157
49,12770,109398,1733,B2,novel_broad_template_mismatch,broad_width,5201.0,0.16522186,13,10.661219,3.1599951527950276,2.806751870080025,2.2020116656940636,0.0,-2.806751870080025,False,False,False,False,0.0673831,0.31749946,0.009490312,0.72402203,0.89409786,0.5097188
42,22899,790203,5695,B2,unassigned_common,not_broad_rule,9049.0,0.08267431,5,7.4817104,0.6716514649660562,2.7414785707758385,0.007762040672553475,0.0,-2.7414785707758385,False,False,False,False,0.010137331,0.31676015,0.35842636,0.4004755,0.5697055,0.8086052
62,1581,539648,680,B2,unassigned_common,not_broad_rule,1235.0,0.06822991,7,7.1093116,1.1204318148865706,0.32636649652093314,1.1032583707881611,0.0,0.32636649652093314,False,False,False,False,0.011265873,0.316368,0.009490312,0.13034949,0.48776218,0.23630415
42,33045,800351,15136,B2,novel_broad_template_mismatch,broad_width,5977.5,0.15673971,14,9.919196,2.265778855716868,6.244478966767188,2.032113503597472,0.0,-6.244478966767188,False,False,False,False,0.070394725,0.3163297,0.022861129,0.47258732,0.81610924,0.84584576
42,2166,769467,2759,B2,unassigned_common,not_broad_rule,8686.5,0.071498305,7,7.694008,0.4158104000030528,3.48124262955662,0.10185639689071894,0.0,-3.48124262955662,False,False,False,False,0.0065597487,0.31610858,0.0076579144,0.4716441,0.5909148,0.81506324
52,6346,200711,4608,B2,unassigned_common,not_broad_rule,9057.5,0.11879364,6,7.594038,0.5362847519001455,11.683920575449406,-0.5140491569650453,0.0,-11.683920575449406,False,False,False,False,0.018620865,0.31559774,0.97638667,0.43231377,0.58290917,0.7646656
42,23431,790735,6188,B2,unassigned_common,not_broad_rule,9244.0,0.14708738,6,6.987019,1.2678073473577123,0.04351553286945775,0.19531240033742087,0.0,0.04351553286945775,False,False,False,False,0.028654965,0.3155224,0.11941763,0.3476889,0.511964,0.7738073
37,8406,628230,2742,B2,novel_broad_template_mismatch,broad_width,5067.0,0.17226674,14,10.78429,3.3083096464542323,15.012858839962925,1.2183346359078786,0.0,-15.012858839962925,False,False,False,False,0.08617929,0.31491336,0.026729599,0.7358239,0.89188355,0.4032737
52,4925,199290,3292,B2,unassigned_common,not_broad_rule,8489.5,0.07731951,8,7.777372,0.3153478739164282,5.287137243639117,0.10515223060039622,0.0,-5.287137243639117,False,False,False,False,0.013658943,0.31478345,0.0076579144,0.5169757,0.59603417,0.8056733
65,28191,676818,13128,B2,unassigned_common,not_broad_rule,1493.0,0.18086804,7,7.3837914,0.7896542917285954,0.522186394433493,0.9531761590302141,0.0,0.522186394433493,False,False,False,False,0.03775176,0.31468356,0.009490312,0.06806854,0.5230026,0.40798414
57,15612,373265,9468,B2,unassigned_common,not_broad_rule,8656.0,0.104281135,7,7.2737985,0.922207569068216,0.348124262955662,0.20335900365148848,0.0,0.348124262955662,False,False,False,False,0.016538722,0.31435132,0.0076579144,0.44630596,0.5409594,0.833335
62,34224,572291,14244,B2,novel_broad_template_mismatch,broad_width,5956.5,0.14741376,13,10.171577,2.569925278936284,0.696248525911324,1.8742133727172887,0.0,0.696248525911324,False,False,False,False,0.06759772,0.31433213,0.009490312,0.6092697,0.8289161,0.80544454
40,18138,718821,4789,B2,unassigned_common,not_broad_rule,8356.5,0.07335996,8,7.939329,0.12017209144120444,3.568273695295536,0.2004969855933469,0.0,-3.568273695295536,False,False,False,False,0.007979864,0.3142888,0.0076579144,0.51198417,0.61411244,0.8088377
58,21570,410562,11388,B2,unassigned_common,not_broad_rule,1355.0,0.10670435,7,7.472325,0.6829620971965642,0.696248525911324,0.9475713280699857,0.0,0.696248525911324,False,False,False,False,0.01872604,0.3138661,0.009490312,0.11226673,0.5339985,0.33423275
40,26943,727627,12976,B2,novel_broad_template_mismatch,broad_width,5980.0,0.18777747,13,9.658529,1.9516474939394421,0.13489815189531904,3.595277480166896,0.0,-0.021757766434728876,False,False,False,False,0.061660405,0.31356728,0.0076579144,0.4308848,0.78193414,0.80267495
52,2502,196867,1025,B4,novel_broad_template_mismatch,broad_width,5618.0,0.24329011,13,9.193307,1.3910049165560485,6.222721200332459,0.5741235331614813,0.0,-6.222721200332459,False,False,False,False,0.059361316,0.3134002,0.0076579144,0.60463583,0.7372528,0.83646154
42,10777,778079,10776,B2,unassigned_common,not_broad_rule,9061.0,0.08007104,5,7.5519257,0.5870346272275625,4.3080377540763175,0.1343628507433171,0.0,-4.3080377540763175,False,False,False,False,0.01455499,0.3133432,0.35842636,0.7608072,0.57459414,0.36733
49,3585,100207,10049,B2,unassigned_common,not_broad_rule,8366.5,0.21940358,7,6.9969516,1.25583760344868,0.6744907594765952,0.9672869029423161,0.0,0.6744907594765952,False,False,False,False,0.04708709,0.31334162,0.0076579144,0.46667272,0.5139215,0.8383598
37,33044,652871,8765,B2,unassigned_common,not_broad_rule,8531.0,0.0763111,8,7.767202,0.32760378837114934,5.395926075812762,0.03890675589424644,0.0,-5.395926075812762,False,False,False,False,0.008381307,0.3133098,0.0076579144,0.5123531,0.59453773,0.80470496
57,11034,368685,5191,B2,novel_broad_template_mismatch,broad_width,5553.5,0.17259917,13,10.246151,2.6597943230755723,2.5456586728632784,1.6153554065133098,0.0,-2.5456586728632784,False,False,False,False,0.06549527,0.31317654,0.009490312,0.4242042,0.8361717,0.8203899
60,19008,484464,14671,B2,unassigned_common,not_broad_rule,1159.5,0.06117267,7,6.8322554,1.4543141160733748,0.47867086156403527,0.41817162336370794,0.0,0.47867086156403527,False,False,False,False,0.009003138,0.31313753,0.0076579144,0.07743116,0.45967087,0.25134724
42,6022,773323,6353,B2,unassigned_common,not_broad_rule,9254.0,0.038094148,6,7.2584825,0.9406649946254948,0.04351553286945775,-0.48779703544443415,0.0,-0.04351553286945775,False,False,False,False,3.0436719e-05,0.31294096,0.020118691,0.38556448,0.5476999,0.7547997
62,22457,560524,3246,B4,novel_broad_template_mismatch,broad_width,5707.5,0.24919114,13,8.972755,1.1252168392519337,5.852839170942068,0.25322989002687024,0.0,-5.852839170942068,False,False,False,False,0.05742983,0.312162,0.0076579144,0.64260614,0.7188562,0.8441753
40,29531,730215,15363,B2,novel_broad_template_mismatch,broad_width,5180.0,0.16043429,13,10.701158,3.208125820597847,0.9442870632672333,1.9571467782020497,0.0,-0.522186394433493,False,False,False,False,0.07038993,0.31194967,0.009490312,0.80672836,0.89023125,0.51689494
40,30850,731534,199,B2,unassigned_common,not_broad_rule,8288.5,0.07997996,8,8.065633,0.03203730976554819,5.7005348058989656,0.3093108187276271,0.0,-5.7005348058989656,False,False,False,False,0.007917086,0.31191513,0.0076579144,0.52489036,0.626355,0.8069171
37,41253,661083,23,B2,novel_broad_template_mismatch,broad_width,4419.5,0.2371615,13,10.646454,3.142202010673123,7.689194658033186,3.88276378410269,0.0,2.7414785707758385,False,False,False,False,0.08551049,0.3112689,0.00093569345,0.4163044,0.8734341,0.76049364
37,38071,657899,13459,B2,novel_broad_template_mismatch,broad_width,5521.5,0.2087658,13,10.093272,2.475559104896271,0.06527329930418663,3.7316580109809974,0.0,0.06527329930418663,False,False,False,False,0.06446473,0.31107506,0.009490312,0.60775805,0.8189034,0.45136905
40,28362,729046,14282,B4,novel_broad_template_mismatch,broad_width,4429.0,0.20146008,13,10.760894,3.280114377388434,11.422827378232661,1.2663673457121485,0.0,-11.422827378232661,False,False,False,False,0.06882558,0.31096542,0.009490312,0.34685773,0.88494813,0.73995095
37,30230,650057,6648,B2,novel_broad_template_mismatch,broad_width,6585.0,0.12172622,13,9.679726,1.977191375660244,0.348124262955662,2.413049809716372,0.0,0.348124262955662,False,False,False,False,0.06279718,0.31090832,0.009490312,0.40510586,0.78575605,0.9495125
58,7867,396826,14921,B4,novel_broad_template_mismatch,broad_width,5544.5,0.24068828,13,8.993778,1.150551552140144,3.698820293903909,0.3636107446517769,0.0,-3.698820293903909,False,False,False,False,0.06011096,0.3106716,0.0076579144,0.63564897,0.7194223,0.84314364
37,18076,637902,11731,B2,unassigned_common,not_broad_rule,9185.0,0.08209237,4,7.4657593,0.690874310537105,3.307180498078789,-0.01020325400224713,0.0,-3.307180498078789,False,False,False,False,0.010048092,0.31038108,0.35842636,0.3599704,0.5677431,0.80156606
58,30681,419679,3526,B2,novel_broad_template_mismatch,broad_width,6743.5,0.12209923,13,8.831913,0.9554866751173657,0.0870310657389155,2.447672335257763,0.0,-0.0870310657389155,False,False,False,False,0.05626815,0.31007507,0.0076579144,0.51126325,0.69874865,0.8470364
52,4618,198983,3000,B2,novel_broad_template_mismatch,broad_width,5375.5,0.16398531,14,10.4300995,2.8814719115681107,6.853696426939596,1.8596748363341558,0.0,-6.853696426939596,False,False,False,False,0.07437083,0.30966863,0.022861129,0.39024794,0.866027,0.8560892
58,18236,407221,8283,B2,novel_broad_template_mismatch,broad_width,5122.5,0.19844618,13,10.418156,2.867078337615473,0.4351553286945775,2.8068514945641994,0.0,0.4351553286945775,False,False,False,False,0.06840491,0.3094505,0.009490312,0.39453575,0.8501344,0.89313954
42,23095,790399,5877,B2,unassigned_common,not_broad_rule,8228.5,0.11046323,8,7.5486417,0.5909921704969578,0.0870310657389155,0.3078479267069705,0.0,0.0870310657389155,False,False,False,False,0.01714256,0.30917862,0.0076579144,0.48046696,0.56531024,0.8457534
57,7205,364856,1597,B2,novel_broad_template_mismatch,broad_width,2923.5,0.34152123,14,11.579271,4.266346572338199,60.97396465668421,1.7802590611618991,0.0,-40.88284313085556,False,False,False,False,0.25310847,0.3089509,0.08240961,0.70281863,0.98658794,0.3699038
49,25493,122124,13633,B2,novel_broad_template_mismatch,broad_width,6880.5,0.15922292,13,9.501925,1.7629231908145162,3.372453797382976,1.2947631968200735,0.0,-3.372453797382976,False,False,False,False,0.061490275,0.30881926,0.0076579144,0.5463732,0.759264,0.7824922
40,9803,710484,13366,B2,novel_broad_template_mismatch,broad_width,4734.5,0.26259595,14,11.873904,4.621410665662825,28.829040526015763,1.870575255934305,0.0,-28.829040526015763,False,False,False,False,0.095087186,0.30862597,0.08240961,0.5096286,1.0,0.6736484
64,33958,646642,1769,B2,novel_broad_template_mismatch,broad_width,6264.0,0.097969286,13,9.667944,1.9629931791885988,1.392497051822648,0.7717930952992184,0.0,-1.392497051822648,False,False,False,False,0.062194902,0.30862385,0.0076579144,0.44108498,0.78094083,0.8619333
42,20025,787329,3022,B2,novel_broad_template_mismatch,broad_width,6520.0,0.13627507,14,9.776227,2.0934857987434,5.6787770394642365,0.944907435028052,0.0,-5.6787770394642365,False,False,False,False,0.07223734,0.3078521,1.0,0.39984,0.7955888,0.92647046
64,20782,633465,5830,B2,unassigned_common,not_broad_rule,1148.0,0.06904622,7,6.668119,1.652116001748996,0.892068423823884,0.31374179706415284,0.0,0.892068423823884,False,False,False,False,0.011491891,0.3075295,0.0076579144,0.083846696,0.44537747,0.25856352
49,9293,105918,15358,B2,novel_broad_template_mismatch,broad_width,6479.5,0.12191694,13,8.940505,1.0863516611653523,0.892068423823884,2.158364584323735,0.0,0.892068423823884,False,False,False,False,0.057317812,0.30731952,0.0076579144,0.5318627,0.71328163,0.84658575
60,1036,466492,14262,B4,novel_broad_template_mismatch,broad_width,5525.5,0.25645244,13,9.178354,1.3729853664120526,8.703106573891551,0.24356446050108296,0.0,-8.703106573891551,False,False,False,False,0.060644455,0.307269,0.0076579144,0.6269003,0.7412556,0.8172572
57,31236,388889,7524,B2,novel_broad_template_mismatch,broad_width,5148.5,0.17853354,13,10.894824,3.4415145651569277,1.3489815189531904,1.7842238038509224,0.0,-0.2610931972167465,False,False,False,False,0.07086546,0.3067018,0.009490312,0.5760834,0.91670793,0.78850967
37,50214,670047,8390,B2,novel_broad_template_mismatch,broad_width,4799.5,0.20159657,13,11.012814,3.5837045494266717,0.39163979582511976,2.5311173236679023,0.0,-0.39163979582511976,False,False,False,False,0.07183215,0.3066319,0.009490312,0.8032176,0.91759783,0.6145968
62,30879,568946,11150,B6,unassigned_common,not_broad_rule,1542.0,0.19686666,7,7.056421,1.1841708448620802,0.6309752266071375,2.0001709521126294,0.0,0.6309752266071375,False,False,False,False,0.04447594,0.30660093,0.009490312,0.35537285,0.4943096,0.25111416
52,734,195098,15770,B2,unassigned_common,not_broad_rule,9476.0,0.048261944,5,7.054981,1.1859056819653624,0.13489815189531904,-0.44325301043536053,0.0,0.13054659860837325,False,False,False,False,0.003927403,0.30655277,0.0958232,0.30272138,0.52569723,0.7345847
52,863,195227,15890,B2,unassigned_common,not_broad_rule,9170.0,0.0552836,6,7.083424,1.1516290014838517,0.4569130951293064,-0.29372565768352643,0.0,0.4569130951293064,False,False,False,False,0.0051865177,0.30644244,0.02265975,0.37668434,0.52504593,0.76631296
40,31707,732391,1007,B4,novel_broad_template_mismatch,broad_width,4854.5,0.29171038,14,11.286229,3.913199476885897,9.986814793540555,3.15014957357792,0.0,-9.986814793540555,False,False,False,False,0.08075958,0.30634043,0.08240961,0.3699651,0.9533578,0.8193673
65,36083,684710,4074,B2,novel_broad_template_mismatch,broad_width,7507.5,0.15256453,14,9.68325,1.981439111952878,18.885741265344667,1.5108121991593935,0.0,-18.885741265344667,False,False,False,False,0.07069826,0.30598915,0.17592818,0.3972949,0.7820797,0.8312379
40,12365,713046,15739,B2,unassigned_common,not_broad_rule,1336.5,0.14332351,7,7.426113,0.7386521495948382,0.8485528909544262,0.5841423805270297,0.0,-0.8485528909544262,False,False,False,False,0.027149374,0.30514777,0.0076579144,0.13769509,0.52913797,0.22651605
42,528,767829,1235,B2,unassigned_common,not_broad_rule,9245.0,0.05060167,6,7.408545,0.759823598218961,4.856333468231486,-0.5607225619610609,0.0,-2.349838774950719,False,False,False,False,0.015471367,0.3047444,0.020118691,0.36355418,0.5647992,0.71805876
65,6331,654958,9105,B2,unassigned_common,not_broad_rule,1161.5,0.06383461,7,6.6835985,1.6334614747917748,0.6744907594765952,0.2889003964313161,0.0,0.6744907594765952,False,False,False,False,0.010355191,0.30468377,0.0076579144,0.07105882,0.4453378,0.25586554
42,27263,794569,9742,B4,unassigned_common,not_broad_rule,1848.0,0.46059838,7,6.48593,1.871673169933117,0.522186394433493,11.003586804953898,0.0,0.522186394433493,False,False,False,False,0.111990854,0.3045911,0.009490312,0.12804374,0.41910937,0.82536024
49,17315,113945,6042,B2,novel_broad_template_mismatch,broad_width,6741.5,0.09862268,13,9.4965515,1.7564470019592693,1.3489815189531904,1.3177446633479937,0.0,-0.39163979582511976,False,False,False,False,0.062912576,0.30437005,0.009490312,0.42329103,0.7706207,0.94502646
57,31107,388760,7406,B2,novel_broad_template_mismatch,broad_width,6030.0,0.14329554,13,10.023881,2.3919352444729385,0.32636649652093314,1.9293366238003022,0.0,0.32636649652093314,False,False,False,False,0.06616931,0.30399993,0.009490312,0.41687244,0.81758463,0.9575167
37,6442,626264,845,B2,unassigned_common,not_broad_rule,1273.0,0.07890386,7,7.274941,0.9208307324668699,0.6744907594765952,0.44673029645848866,0.0,-0.06527329930418663,False,False,False,False,0.011985585,0.3037611,0.0076579144,0.09034658,0.51443154,0.29088876
49,30514,127145,1916,B2,novel_broad_template_mismatch,broad_width,6006.0,0.22299092,13,9.42491,1.6701108423880429,1.8929256798214122,4.91399425002839,0.0,-1.8929256798214122,False,False,False,False,0.059208997,0.30372575,0.0076579144,0.3687297,0.7602913,0.72736096
64,17403,630086,2709,B2,unassigned_common,not_broad_rule,8565.0,0.09776557,7,7.302744,0.8873252183956291,0.6527329930418663,0.20730254914697652,0.0,0.6527329930418663,False,False,False,False,0.014765855,0.303636,0.0076579144,0.44113177,0.54520875,0.82771844
57,28040,385693,4575,B2,novel_broad_template_mismatch,broad_width,5952.0,0.24972782,14,11.037971,3.6140213880801872,19.429685426212888,3.201120859521614,0.0,-19.429685426212888,False,False,False,False,0.08026144,0.30330747,0.026729599,0.39093807,0.9306795,0.90864724
37,24707,644534,1488,B2,novel_broad_template_mismatch,broad_width,4200.0,0.19471823,13,10.235952,2.6475039302418524,0.6309752266071375,3.072949784916883,0.0,-0.6309752266071375,False,False,False,False,0.06520701,0.30307135,0.009490312,0.43274435,0.830229,0.7398042
37,21560,641386,14961,B2,novel_broad_template_mismatch,broad_width,5067.0,0.17699029,13,10.700414,3.2072293827438823,4.112217856163758,1.5552935884395045,0.0,-4.112217856163758,False,False,False,False,0.06785044,0.30276787,0.009490312,0.3455518,0.88084215,0.7953211
60,25323,490779,4199,B2,novel_broad_template_mismatch,broad_width,5810.0,0.1532845,13,9.949913,2.3027959926891217,0.6309752266071375,1.6214302370796334,0.0,0.6309752266071375,False,False,False,False,0.06464879,0.3022805,0.009490312,0.49201024,0.80580634,0.8334629
64,22089,634772,7054,B2,novel_broad_template_mismatch,broad_width,4910.5,0.17805003,13,10.298137,2.7224426869954246,0.6744907594765952,2.1050164812516723,0.0,0.6744907594765952,False,False,False,False,0.0675246,0.3022375,0.009490312,0.36757421,0.838677,0.888223
37,30347,650174,6757,B2,unassigned_common,not_broad_rule,9033.5,0.051223367,6,7.2308626,0.9739498470711443,0.543944160868222,-0.2417714083666457,0.0,0.543944160868222,False,False,False,False,0.0034538691,0.30213612,0.19288634,0.38289636,0.5412227,0.7706855
42,1676,768977,2301,B2,novel_broad_template_mismatch,broad_width,6332.5,0.13528658,14,9.275642,1.4902279449176714,7.180062923460529,1.0358028741399727,0.0,-7.180062923460529,False,False,False,False,0.0679963,0.3016152,0.022861129,0.5820507,0.7499615,0.8508885
62,17503,555570,15051,B2,novel_broad_template_mismatch,broad_width,5263.0,0.15968882,14,10.518336,2.987806680237856,9.703963829889078,1.3954847895642155,0.0,-9.703963829889078,False,False,False,False,0.0819921,0.30111063,0.022861129,0.306048,0.86859167,0.80221283
