run,eventno,evt,event_index,group,stave,stave_index,channel,amplitude_adc,peak_sample,area_norm,late_fraction,early_fraction,width_half,baseline_mad,baseline_slope,raw_max_adc,saturation_count,secondary_peak,secondary_sep,post_peak_min,undershoot_area,cfd20_sample,timing_span_dup,template_bin,q_template_rmse,label_saturation,label_dropout,label_baseline_excursion,label_pileup_or_long_tail,label_timing_tail,label_novel_early_pretrigger,label_novel_delayed_peak,label_novel_undershoot_recovery,label_novel_broad_template_mismatch,label_known_any,label_novel_any,label_curated_any,label_physics_tail_only,taxon,broad_width_source,q_template_only_source,p09a_strict_q_template_only_source,label_gallery_qtemplate_or_broad,broad_source,charge_area_proxy,charge_log_amp,pileup_score,baseline_score,timing_score,charge_score,baseline_lowering_score,prop_baseline_excursion,prop_baseline_lowering,prop_pileup_like,prop_charge_outlier,prop_timing_tail,prop_veto_like,label_broad_downstream_risk,label_broad_charge_outlier,label_broad_veto_like,source_index,score,method,normalized_waveform,p09b_reviewer_a_label,p09b_reviewer_b_label,p09b_consensus_label,p09b_reviewers_agree,p09b_consensus_curated_any,p09c_external_alpha_label,p09c_external_beta_label,p09c_fixed_morphology_label,p09c_external_reviewers_agree,reviewer_disagreement,curated_broad_by_review
37,621183,12469,1361,sample_i_calib,B2,0,0,7574.5,3,8.7512045,0.28759003,0.17750338,13,6498.5,1076.0,14073.0,1,0.933593,3,0.47019604,0.0,0.0,1.9472955,5,0.43829814,False,False,True,False,False,False,False,False,True,True,True,True,False,baseline_excursion,True,False,False,True,broad_width,8.751204490661621,8.93267463479989,1.4754074906561407,1752.0571968164038,-5.877135275755766,0.8582243172414661,-22.997959121508423,True,False,False,False,False,True,False,False,True,161625,357.3415,traditional_robust_broad_veto,"[0.85794, -0.85794, -0.85794, 1.0, 0.6747, 0.81755, 0.93359, 0.84078, 0.72236, 0.57515, 0.51007, 0.52472, 0.55218, 0.52472, 0.50386, 0.47416, 0.4702, 0.48511]",baseline_excursion,baseline_excursion,baseline_excursion,True,True,baseline_excursion,baseline_excursion,baseline_excursion,True,False,False
37,646657,3478,26830,sample_i_calib,B2,0,0,8179.5,2,7.858916,0.29256758,0.18350525,13,5713.5,11427.0,13893.0,1,0.7476618,2,0.3016688,0.0,1.5290002,0.28470623,5,0.40952358,False,False,True,False,False,False,False,False,True,True,True,True,False,baseline_excursion,True,False,False,True,broad_width,7.85891580581665,9.009508552423132,0.11871090253219733,1540.267098340753,-6.485834097852756,0.21707874737376795,-248.21259948738702,True,False,False,False,False,True,False,False,True,173431,314.25397,traditional_robust_broad_veto,"[-0.69851, -0.69851, 1.0, 0.69851, 0.74766, 0.69301, 0.67088, 0.5842, 0.532, 0.50999, 0.53298, 0.5787, 0.5743, 0.56843, 0.53078, 0.40522, 0.32759, 0.30167]",baseline_excursion,baseline_excursion,baseline_excursion,True,True,baseline_excursion,baseline_excursion,baseline_excursion,True,False,False
37,656288,11962,36460,sample_i_calib,B2,0,0,2345.0,9,-22.03113,0.0,0.39892185,4,1628.0,4641.0,15514.0,1,0.80341154,6,-1.3172708,-6.9036245,1.6709183,1.6709183,2,2.8085976,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,True,False,True,q_template_only,-22.031129837036133,7.76046702921342,0.5255036795847036,438.01429920410095,-5.97832110413703,36.23777275273716,-100.56439646131687,False,False,False,False,False,False,False,False,False,178932,149.39517,traditional_robust_broad_veto,"[-1.17569, -0.58507, 0.58507, 0.80341, 0.30661, 0.7855, -5.61578, -5.61578, -5.61578, 1.0, -0.11812, -0.43326, -0.66695, -0.83753, -1.02345, -1.25416, -1.31727, -1.25288]",dropout,dropout,dropout,True,True,dropout,dropout,dropout,True,False,False
37,630254,4633,10429,sample_i_calib,B2,0,0,2609.0,7,-19.507475,0.0,0.3298153,3,1000.0,6010.0,16020.0,1,0.5960138,5,-1.2859333,-9.247604,1.4834,1.4834,3,2.3013785,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,True,False,True,q_template_only,-19.507474899291992,7.867105500316739,-0.987829819404939,268.5822204235802,-6.046974380673913,33.196499300906794,-130.3507787104607,False,False,False,False,False,False,False,False,False,165808,105.12768,traditional_robust_broad_veto,"[-2.133, -0.17056, 0.59601, 0.17056, 0.52702, -5.14028, -5.14028, 1.0, 0.03066, -0.54312, -0.77156, -0.90456, -1.00613, -1.1583, -1.25872, -1.28593, -1.18321, -1.13607]",dropout,dropout,dropout,True,True,dropout,dropout,dropout,True,False,False
37,643976,967,24150,sample_i_calib,B2,0,0,1216.5,5,-24.479244,0.0,0.50422263,3,910.5,-2461.0,14675.0,1,0.8216194,5,-2.8150432,-25.571312,0.0,1.3215625,1,2.2336867,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,True,False,True,q_template_only,-24.479244232177734,7.104554854956745,0.6583621375064618,244.43545123431812,-6.106225495630629,39.18801179121808,53.95926075812761,False,True,False,False,False,True,False,False,True,172183,100.83212,traditional_robust_broad_veto,"[0.82162, 0.6753, -0.6753, -1.2014, 0.22154, 1.0, 0.25031, -1.0263, -2.00534, -2.24291, -2.13933, -2.27908, -2.4961, -2.71476, -2.81504, -2.74435, -2.54624, -2.56186]",dropout,dropout,dropout,True,True,dropout,dropout,dropout,True,False,False
37,669349,7731,49516,sample_i_calib,B2,0,0,3643.0,6,9.576174,0.24184747,0.12628776,12,1339.5,5003.0,11859.0,1,0.9700796,3,0.09387867,0.0,1.8010744,18.0,3,0.38743204,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,9.576173782348633,8.200837258379849,1.7416419628620898,360.17806556050186,0.0,1.85240033071252,-108.44070791068872,False,False,False,False,False,False,False,False,False,185127,78.31436,traditional_robust_broad_veto,"[-0.40324, -0.33214, 0.33214, 0.97008, 0.96514, 0.96569, 1.0, 0.95388, 0.81279, 0.70958, 0.58331, 0.52512, 0.49822, 0.53308, 0.55421, 0.54131, 0.27313, 0.09388]",baseline_excursion,novel_broad_template_mismatch,novel_broad_template_mismatch,False,True,novel_broad_template_mismatch,baseline_excursion,novel_broad_template_mismatch,False,True,True
37,627041,1643,7219,sample_i_calib,B2,0,0,4661.0,7,9.879854,0.2858543,0.09916372,14,950.5,4870.0,12406.0,1,0.83780307,3,0.33104485,0.0,2.0132031,18.0,4,0.26961786,False,False,False,False,False,False,False,False,True,False,True,True,False,novel_broad_template_mismatch,True,False,False,True,broad_width,9.879854202270508,8.447199819595703,0.7764506676398008,255.22730338594363,0.0,2.2183676367558203,-105.54692497486978,False,False,False,False,False,False,False,False,False,164215,55.757915,traditional_robust_broad_veto,"[-0.21626, -0.19159, 0.19159, 0.82858, 0.8378, 0.79811, 0.9277, 1.0, 0.86119, 0.73203, 0.61897, 0.55095, 0.52306, 0.51942, 0.52392, 0.52178, 0.52156, 0.33104]",novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,True
37,654744,10532,34916,sample_i_calib,B2,0,0,3836.5,9,10.143099,0.35058728,0.0859672,14,934.5,3746.0,11740.0,1,0.75289977,2,0.4064903,0.0,1.9710252,18.0,3,0.32423767,False,False,False,False,False,False,False,False,True,False,True,True,False,novel_broad_template_mismatch,True,False,False,True,broad_width,10.143098831176758,8.252576391895452,0.6545216539402516,250.91056252529341,0.0,2.535605500481025,-81.09119550223453,False,False,False,False,False,False,False,False,False,178267,55.48612,traditional_robust_broad_veto,"[-0.27486, -0.2123, 0.2123, 0.70155, 0.69243, 0.58947, 0.5999, 0.63821, 0.78913, 1.0, 0.92754, 0.7529, 0.65437, 0.70859, 0.69139, 0.66688, 0.59911, 0.40649]",novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,True
37,622700,13881,2878,sample_i_calib,B4,1,2,2764.0,5,7.637481,0.10683521,0.061048694,7,125.0,1316.0,9910.0,2,0.99710566,2,0.05065123,0.0,2.406942,18.0,3,0.3835223,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,7.637481212615967,7.9247959139564355,1.9388448544310113,32.51045460677189,0.0,0.4839310573096411,-28.219823065843354,False,False,False,False,False,False,False,False,False,162248,12.297311,traditional_robust_broad_veto,"[-0.0474, -0.04305, 0.04305, 0.42873, 0.91462, 1.0, 0.94501, 0.99711, 0.86577, 0.69863, 0.57562, 0.43379, 0.28148, 0.18017, 0.12518, 0.10781, 0.08032, 0.05065]",novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,True
37,657595,13175,37767,sample_i_calib,B4,1,2,3317.5,10,7.7112284,0.64174324,0.0003126832,9,0.5,0.0,10336.0,1,0.96533537,4,0.5095705,0.0,8.129531,18.0,3,0.4133853,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,7.711228370666504,8.107268152585979,8.81351267405706,0.41339756225984864,0.0,0.39505786368376367,0.41339756225984864,False,False,False,False,False,False,False,False,False,179482,6.6674404,traditional_robust_broad_veto,"[-0.00015, 0.00015, 0.00226, -0.00015, -0.00015, -0.00045, 0.00136, 0.00377, 0.13429, 0.6416, 1.0, 0.9795, 0.88033, 0.95448, 0.96534, 0.93037, 0.70912, 0.50957]",pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,pileup_or_long_tail,novel_broad_template_mismatch,novel_broad_template_mismatch,False,True,True
37,670032,8375,50199,sample_i_calib,B4,1,2,4364.0,5,11.6022,0.4108261,0.011513322,14,2.5,586.0,11352.0,1,0.87305224,7,0.7495417,0.0,3.110235,18.0,4,0.29044676,False,False,False,False,False,False,False,False,True,False,True,True,False,novel_broad_template_mismatch,True,False,False,True,broad_width,11.60219955444336,8.381373468273702,2.3425787686320283,12.336653568491274,0.0,4.293977545267719,-12.336653568491274,False,False,False,False,False,False,False,False,False,185419,5.541869,traditional_robust_broad_veto,"[-0.00092, -0.00023, 0.00023, 0.13336, 0.73786, 1.0, 0.92713, 0.77016, 0.80316, 0.8027, 0.80683, 0.85495, 0.87305, 0.80316, 0.74954, 0.78277, 0.78918, 0.76925]",pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,False,False
37,628230,2742,8406,sample_i_calib,B4,1,2,5950.5,7,9.544911,0.33870575,0.015853189,14,18.5,907.0,12981.0,1,0.7867406,2,0.5092849,0.0,3.1262853,18.0,4,0.19490807,False,False,False,False,False,False,False,False,True,False,True,True,False,novel_broad_template_mismatch,True,False,False,True,broad_width,9.54491138458252,8.691398567607935,0.40385966771784493,19.320896594039244,0.0,1.814725805980692,-19.320896594039244,False,False,False,False,False,False,False,False,False,164863,5.3467917,traditional_robust_broad_veto,"[-0.00361, -0.0026, 0.0026, 0.14881, 0.55416, 0.71179, 0.85631, 1.0, 0.89816, 0.78674, 0.71313, 0.6444, 0.57903, 0.54021, 0.50928, 0.52021, 0.53449, 0.5518]",novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,True
37,640771,14396,20945,sample_i_calib,B4,1,2,3117.5,5,8.644427,0.18077251,0.01899744,8,1.0,512.0,10112.0,2,0.99839616,3,0.13648757,0.0,3.067633,18.0,3,0.29540542,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,8.644427299499512,8.045107395966177,1.948261335778098,10.726578852321337,0.0,0.729546409701294,-10.726578852321337,False,False,False,False,False,False,False,False,False,170783,4.613604,traditional_robust_broad_veto,"[-0.00016, -0.00048, 0.00016, 0.16407, 0.69527, 1.0, 0.98396, 0.91147, 0.9984, 0.95605, 0.77129, 0.6016, 0.46656, 0.32414, 0.25004, 0.2077, 0.17787, 0.13649]",novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,True
37,666615,5155,46783,sample_i_calib,B4,1,2,5278.0,7,9.011936,0.3811246,0.00014713612,13,3.5,-4.0,12300.0,2,0.77472526,2,0.530125,0.0,4.34998,18.0,4,0.10431433,False,False,False,False,False,False,False,False,True,False,True,True,False,novel_broad_template_mismatch,True,False,False,True,broad_width,9.01193618774414,8.571491964823617,1.5102610047445222,0.5004286279987642,0.0,1.1724338300112889,0.5004286279987642,False,False,False,False,False,False,False,False,False,183778,3.7874212,traditional_robust_broad_veto,"[-0.00057, 0.00057, 0.00076, -0.00133, 0.03429, 0.50777, 0.99697, 1.0, 0.8435, 0.77473, 0.72243, 0.69742, 0.63016, 0.59644, 0.55987, 0.53259, 0.58621, 0.53013]",novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,True
