method,n_selected,curated_broad_precision,reviewer_disagreement_rate,method_disagreement_rate_vs_traditional,downstream_risk_rate,timing_sigma68_shift,charge_res68_shift,pileup_excess_shift,baseline_lowering_enrichment
traditional_robust_broad_veto,226,0.7699115044247787,0.23893805309734514,0.0,0.02654867256637168,2.724393142745379,0.823707805155641,0.0,8.95575221238938
ridge_scalar,226,0.7699115044247787,0.2168141592920354,0.3672566371681416,0.02654867256637168,2.928862388425288,0.8034106707589592,0.0,6.965585054080629
gradient_boosted_trees,226,0.7654867256637168,0.21238938053097345,0.31858407079646023,0.02654867256637168,1.071579055129818,0.6902655602775052,0.0,8.95575221238938
mlp_scalar_nn,226,0.7123893805309734,0.2079646017699115,0.31858407079646023,0.02654867256637168,0.0,0.6304760286162912,0.0,8.95575221238938
cnn1d_waveform_nn,226,0.7433628318584071,0.14601769911504425,0.43805309734513276,0.02654867256637168,0.0,0.5496248045041003,0.0,5.9705014749262535
hybrid_gated_cnn_tabular,226,0.7256637168141593,0.19469026548672566,0.5,0.02654867256637168,0.0,0.09988250780952357,0.0,5.9705014749262535
