fold,low_run,high_run,method,n_matched_events,low_events,high_events,high_minus_low_score,fixed_eff_tail_excess,current_family_auc,current_family_ap,low_gross_events,high_gross_events
holdout_low58_high60,58,60,traditional_timing_template,214,107,107,0.007109391357466392,0.0,0.5,0.5046728971962616,0,1
holdout_low58_high60,58,60,ridge_waveform,214,107,107,0.011616960160717362,0.0,0.5272076163857105,0.5193995905444504,0,1
holdout_low58_high60,58,60,gradient_boosted_trees,214,107,107,0.009360332528288039,0.009345794392523366,0.5038868023408158,0.5093877265544752,0,1
holdout_low58_high60,58,60,mlp_waveform,214,107,107,-0.00182639981897572,-0.009345794392523366,0.45196086994497336,0.46958349390419973,0,1
holdout_low58_high60,58,60,cnn1d_waveform,214,107,107,-0.017058549388729388,-0.08411214953271028,0.5018342213293737,0.48631906299750954,0,1
holdout_low58_high60,58,60,support_gated_cnn_new,214,107,107,-0.017097192479556295,-0.03738317757009346,0.5418377150842869,0.5105255656713388,0,1
holdout_low58_high60,58,60,shuffled_label_gbt_control,214,107,107,0.0005332348604403788,-0.009345794392523366,0.49672460476897545,0.5109534956879094,0,1
holdout_low58_high61,58,61,traditional_timing_template,208,104,104,0.007508331982634536,0.0,0.5094304733727811,0.5073717948717948,0,1
holdout_low58_high61,58,61,ridge_waveform,208,104,104,0.021976673361160708,0.0673076923076923,0.5272281804733728,0.5314302439221577,0,1
holdout_low58_high61,58,61,gradient_boosted_trees,208,104,104,0.009611073938357247,-0.009615384615384609,0.47984467455621294,0.520385096938553,0,1
holdout_low58_high61,58,61,mlp_waveform,208,104,104,-0.00908618423803111,-0.0673076923076923,0.46482063609467456,0.4620558626308863,0,1
holdout_low58_high61,58,61,cnn1d_waveform,208,104,104,-0.025455673705566458,-0.04807692307692307,0.49306582840236685,0.47684071989051746,0,1
holdout_low58_high61,58,61,support_gated_cnn_new,208,104,104,-0.03192730237334661,-0.07692307692307693,0.49135539940828393,0.4646358131450949,0,1
holdout_low58_high61,58,61,shuffled_label_gbt_control,208,104,104,-0.0003794042410060158,0.0,0.5217270710059171,0.5103150013915445,0,1
holdout_low58_high62,58,62,traditional_timing_template,224,112,112,0.00681810785671135,0.0,0.4956154336734694,0.5044642857142857,0,1
holdout_low58_high62,58,62,ridge_waveform,224,112,112,0.008624824679497057,0.0,0.5267458545918366,0.5242792382537925,0,1
holdout_low58_high62,58,62,gradient_boosted_trees,224,112,112,0.008926150838715776,-0.04464285714285714,0.46699617346938777,0.5139668367346939,0,1
holdout_low58_high62,58,62,mlp_waveform,224,112,112,-0.01168283220202157,-0.06249999999999999,0.48628826530612246,0.47747411926362227,0,1
holdout_low58_high62,58,62,cnn1d_waveform,224,112,112,-0.021923886353167693,-0.04464285714285714,0.4520886479591837,0.4723832412825434,0,1
holdout_low58_high62,58,62,support_gated_cnn_new,224,112,112,-0.02417003459663848,-0.05357142857142857,0.5019132653061225,0.4906077662445396,0,1
holdout_low58_high62,58,62,shuffled_label_gbt_control,224,112,112,-0.000802948634480496,-0.07142857142857142,0.452407525510204,0.46783582865370527,0,1
holdout_low65_high60,65,60,traditional_timing_template,280,140,140,0.007154064892254278,0.0,0.5143112244897959,0.5152380952380952,0,1
holdout_low65_high60,65,60,ridge_waveform,280,140,140,0.00675160580226155,0.0,0.5004591836734694,0.5085126871261325,0,1
holdout_low65_high60,65,60,gradient_boosted_trees,280,140,140,0.0005226782371858806,0.0,0.5329591836734694,0.5408126892948322,0,1
holdout_low65_high60,65,60,mlp_waveform,280,140,140,0.013274947935368327,0.0357142857142857,0.49642857142857144,0.5217057832491541,0,1
holdout_low65_high60,65,60,cnn1d_waveform,280,140,140,0.005491639025860397,-0.007142857142857145,0.5744897959183672,0.5559784819525507,0,1
holdout_low65_high60,65,60,support_gated_cnn_new,280,140,140,0.009985093234204767,-0.01428571428571429,0.5948469387755102,0.5624886863162785,0,1
holdout_low65_high60,65,60,shuffled_label_gbt_control,280,140,140,0.0014360265389711717,0.014285714285714277,0.4460204081632653,0.501819383772576,0,1
holdout_low65_high61,65,61,traditional_timing_template,306,153,153,0.006534119246492614,0.0,0.5000213593062497,0.5032679738562091,0,1
holdout_low65_high61,65,61,ridge_waveform,306,153,153,-0.004980175219925138,0.0,0.5102311076936221,0.5099811771380399,0,1
holdout_low65_high61,65,61,gradient_boosted_trees,306,153,153,0.0013747387044647408,0.0,0.5526293305993422,0.5458131284816851,0,1
holdout_low65_high61,65,61,mlp_waveform,306,153,153,-0.004613839457712193,0.0,0.49513007817506083,0.4997122480351946,0,1
holdout_low65_high61,65,61,cnn1d_waveform,306,153,153,0.007966844375184377,0.006535947712418291,0.5537186552180785,0.5572707202736308,0,1
holdout_low65_high61,65,61,support_gated_cnn_new,306,153,153,0.009185945412968563,-0.0196078431372549,0.5637148105429536,0.5595414597522934,0,1
holdout_low65_high61,65,61,shuffled_label_gbt_control,306,153,153,-0.001969195474406069,-0.0392156862745098,0.4725105728565936,0.4778788754066379,0,1
holdout_low65_high62,65,62,traditional_timing_template,336,168,168,0.011902069847440196,0.0,0.5030116213151927,0.5059523809523809,0,2
holdout_low65_high62,65,62,ridge_waveform,336,168,168,-0.0017095107197615499,-0.005952380952380959,0.4981575963718821,0.5072678544557033,0,2
holdout_low65_high62,65,62,gradient_boosted_trees,336,168,168,0.01183402015125346,0.0,0.5153061224489797,0.5178847951463954,0,2
holdout_low65_high62,65,62,mlp_waveform,336,168,168,-0.001087803583432037,-0.005952380952380959,0.4989016439909296,0.4993904967241179,0,2
holdout_low65_high62,65,62,cnn1d_waveform,336,168,168,-0.0016411395893170533,-0.017857142857142863,0.5085211167800452,0.5096190524831672,0,2
holdout_low65_high62,65,62,support_gated_cnn_new,336,168,168,0.0023748804562619824,0.0,0.5262011054421769,0.529043020255356,0,2
holdout_low65_high62,65,62,shuffled_label_gbt_control,336,168,168,0.00010969892207388413,0.01785714285714285,0.49709467120181405,0.5178534914857238,0,2
