event_key,run,eventno,run_family,d_t_ns,n_downstream,downstream_pair,clean_label,gross_label,event_max_amp,b2_amp,event_charge,baseline_abs_mean,baseline_lowering,anomaly_code,saturation_any,fold,family_label,score_traditional_timing_template,score_ridge_waveform,score_gradient_boosted_trees,score_mlp_waveform,score_cnn1d_waveform,score_support_gated_cnn_new,score_shuffled_label_gbt_control
60:496718:9687:107706,60,496718,high_all_three_rate,3.0486387434554842,2,B4+B6,0,0,3279.0,2698.0,16876.0,6890.375,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.016178096502714776,0.24326496108451517,0.2838794914554039,9.00575461588097e-05
58:407343:8398:18358,58,407343,low_all_three_rate_edge,4.417347147467709,2,B4+B6,0,0,4124.0,4124.0,88056.5,6930.25,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.016841943730425496,0.005748416861635175,0.004651865364216221,9.561569289331927e-05
58:405213:6424:16228,58,405213,low_all_three_rate_edge,0.4573094483978366,2,B4+B6,1,0,4279.0,4090.0,106059.0,6900.125,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0004916148943070399,0.0007204148903988482,0.005649194829620889,0.025736701532491052,4.214733456984549e-05
60:481315:11718:92303,60,481315,high_all_three_rate,4.6545889093733805,2,B4+B6,0,0,2572.5,2572.5,48628.0,7472.5,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.00040346407090693736,0.002695845700470329,0.0014846750008586152,0.00028366628672945633
60:499839:12583:110827,60,499839,high_all_three_rate,6.4988367612525195,2,B4+B6,0,0,5139.5,4578.0,106596.0,6911.75,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.0035079921183672827,0.00656097149607038,0.009764366834649868,0.0013634018366700629
58:419955:3781:30956,58,419955,low_all_three_rate_edge,6.140971593603155,2,B4+B6,0,0,2218.5,1771.0,19395.5,6914.5,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.011836534879477252,0.3673542514829578,0.17628757122208905,0.00018204195560000814
58:421221:4967:32217,58,421221,low_all_three_rate_edge,2.3251569241024335,2,B4+B6,1,0,3819.0,2809.5,70718.5,7140.75,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.004036153798067702,0.003952539562497228,0.0009741767146317094,0.004456682034862218
58:413750:14366:24752,58,413750,low_all_three_rate_edge,7.924953133708264,2,B4+B6,0,0,2619.0,2195.5,50540.0,6907.125,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.013214959395516633,0.009006975963510142,0.027705206142019562,4.161612427227946e-05
58:396251:14386:7293,58,396251,low_all_three_rate_edge,5.593545733469696,2,B4+B6,0,0,3307.5,3307.5,77877.5,6902.875,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.0021247599493196536,0.004224994983860222,0.007082423012272567,0.00024255802174887953
58:409030:9947:20041,58,409030,low_all_three_rate_edge,5.012905514507999,2,B4+B6,0,0,3669.5,3669.5,67321.0,7534.5,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.02930947724096022,0.005187099705398835,0.0021315608180778817,0.0011345271913146917
60:466426:14200:77414,60,466426,high_all_three_rate,5.015032797343494,2,B4+B6,0,0,7079.5,7079.5,117713.5,6897.0,0,3,1,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.0014346737334633008,0.00500932482453846,0.020319058647269666,4.991087880290081e-05
60:476563:7288:87551,60,476563,high_all_three_rate,6.279628092712201,2,B4+B6,0,0,3168.0,3168.0,28457.0,6894.5,0,3,0,holdout_low58_high60,1,0.0001,0.0009198780984693154,0.00011743377486505473,0.012230986951120385,0.41854993203475455,0.4050576303396333,4.222109455824326e-05
58:411658:12377:22663,58,411658,low_all_three_rate_edge,2.680634426329604,2,B4+B6,1,0,5476.0,5239.0,113029.0,7516.5,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.02583231367235614,0.0027835143454800963,0.0010698772243496206,0.008065078462656571
58:395532:13727:6574,58,395532,low_all_three_rate_edge,4.733934983174194,2,B4+B6,0,0,3565.5,2854.0,56852.0,6916.375,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0013490271149616316,0.07288714700784608,0.24977328334759683,0.09612494401156896,0.0009849551234077719
58:392123:10564:3180,58,392123,low_all_three_rate_edge,6.550178077774511,2,B4+B6,0,0,3492.5,3379.0,91233.0,6886.0,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.00042655524757990765,0.002775605433255033,0.004773837828653854,0.000960335861955608
58:390872:9393:1935,58,390872,low_all_three_rate_edge,7.833840315544137,2,B4+B6,0,0,3107.0,3107.0,69586.0,6899.125,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.0011045136259093564,0.004673677297436751,0.0029445352943050515,0.004732035458848614
58:417761:1736:28763,58,417761,low_all_three_rate_edge,2.9502676117459785,2,B4+B6,1,0,3632.0,3021.0,77134.0,6883.875,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.0006265495234885967,0.0036624525504891977,0.008134300777344934,0.00020269460277881713
58:397938:15966:8976,58,397938,low_all_three_rate_edge,1.3326494758451162,2,B4+B6,1,0,4618.5,3005.5,87845.0,7136.875,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.008490939813081428,0.0028988991592596913,0.0006675589010341583,0.0009161672004337657
58:400048:1585:11080,58,400048,low_all_three_rate_edge,1.7409479819327842,2,B4+B6,1,0,4675.0,2694.5,83699.0,6897.25,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.0009723968644280098,0.0044020663780861705,0.006341207973262018,0.004101010982469641
60:473070:4017:84058,60,473070,high_all_three_rate,3.963664986990743,2,B4+B6,0,0,3565.5,3153.5,84617.0,6917.625,0,3,0,holdout_low58_high60,1,0.0001,0.001024336446528914,0.0001,0.0012125543637194994,0.0037195188849906097,0.015677855470282526,0.00011132384448056522
60:488619:2215:99607,60,488619,high_all_three_rate,4.397725263242506,2,B4+B6,0,0,3309.0,2975.0,65666.0,6899.625,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.007218485250269855,0.007186433113969621,0.017392207609426374,0.0002274574075101417
60:501332:13963:112320,60,501332,high_all_three_rate,4.465758831655812,2,B4+B6,0,0,5288.5,5288.5,86476.5,7535.0,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.0029978580388367766,0.005373286230085665,0.008470481101682173,0.0005429815638615141
58:401796:3214:12823,58,401796,low_all_three_rate_edge,2.060359953877775,2,B4+B6,1,0,2101.5,1983.5,36356.0,7702.625,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.0003208513637558602,0.000644607065439905,0.0006633418281425592,0.0011158133290934198
58:419341:3210:30343,58,419341,low_all_three_rate_edge,4.981225114462035,2,B4+B6,0,0,3868.5,2870.0,18423.5,6905.125,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.01972152954988277,0.23843846388016582,0.2201133369454465,5.2243313371650224e-05
58:417190:1176:28192,58,417190,low_all_three_rate_edge,6.926870215413203,2,B4+B6,0,0,6271.0,6271.0,116491.0,6903.5,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.002639514865757667,0.0050817798650296874,0.022804627090065463,0.00025320430863393453
58:418608:2522:29610,58,418608,low_all_three_rate_edge,5.294774148157607,2,B4+B6,0,0,3694.0,3410.0,86581.0,6900.0,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.0015910438217661914,0.003396376043666653,0.005361332511786738,0.0003700245628438043
58:400125:1658:11157,58,400125,low_all_three_rate_edge,2.591583905567223,2,B4+B6,1,0,6012.0,6012.0,86958.0,7178.75,0,3,0,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.02438023680148257,0.009576955667139056,0.002187576925504961,2.0040765255623096e-05
58:416463:500:27465,58,416463,low_all_three_rate_edge,3.177290230552547,2,B4+B6,0,0,5106.5,5106.5,84366.5,7415.625,0,3,0,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.0002575587802392987,0.009645603109660094,0.000635076275336461,0.00015337573749618907
58:399953:1484:10986,58,399953,low_all_three_rate_edge,4.146997285518324,2,B4+B6,0,0,7866.0,7866.0,128697.0,6914.875,0,3,1,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.0001,0.00720780398294435,0.005612782635165472,0.00016537224317056927
61:511205:6792:122193,61,511205,high_all_three_rate,3.389741350362385,2,B4+B6,0,0,3957.0,2694.0,78372.0,6956.875,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.0001,0.005082701888213468,0.00019149314758556737,0.00011466904198578949
58:390990:9506:2052,58,390990,low_all_three_rate_edge,8.34048605435467,2,B4+B6,0,0,3665.0,3004.0,75166.0,6900.75,0,3,0,holdout_low58_high61,0,0.0001,0.8043288031187096,0.0001,0.007254015226525145,0.015200001276569413,0.03621635075810954,0.0013841015538598623
58:397767:15802:8805,58,397767,low_all_three_rate_edge,5.039504185773431,2,B4+B6,0,0,3301.5,3050.0,77840.0,6914.75,0,3,0,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.000130527398884879,0.0045806194228579285,0.0002755805394330408,0.007031915383660914
61:533554:11368:144540,61,533554,high_all_three_rate,3.465831026660709,2,B4+B6,0,0,3807.0,2481.5,60624.0,6898.0,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.0021973203061003465,0.008246560177654934,0.01674443133469995,0.0006513791663198877
61:511845:7388:122833,61,511845,high_all_three_rate,1.4080216966676673,2,B6+B8,1,0,2924.0,2790.5,59996.0,6905.125,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.002467656190843364,0.007139861918769852,0.0008324386639928517,0.00020404603984795406
58:401090:2555:12117,58,401090,low_all_three_rate_edge,5.733336817568908,2,B4+B6,0,0,3265.5,2991.0,67130.0,6939.75,0,3,0,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.00116835211982203,0.006795342789473241,0.0007395198332045701,7.094610755989036e-05
58:410216:11056:21225,58,410216,low_all_three_rate_edge,6.641242893115624,2,B4+B6,0,0,7013.5,7013.5,86145.5,6913.25,0,3,1,holdout_low58_high61,0,0.0001,0.0001,0.00011551757765684655,0.002435275861825406,0.010992941272462097,0.03103634276161189,0.0001237156469050319
61:512596:8122:123584,61,512596,high_all_three_rate,2.604508406370435,2,B4+B6,1,0,3324.5,3000.0,67086.0,6904.75,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.001335160121889643,0.008591110036582153,0.014749222043074578,0.00036068017228593
61:507547:3342:118535,61,507547,high_all_three_rate,5.084925735996151,2,B4+B6,0,0,7699.0,7699.0,104096.0,6885.75,0,3,1,holdout_low58_high61,1,0.0001,0.8727633002229411,0.002505041282558587,0.0041757520983074815,0.0323206696561475,0.12712143239526205,6.113216136753409e-05
61:504015:82:115003,61,504015,high_all_three_rate,4.54380913204443,2,B4+B6,0,0,3148.0,2745.0,63591.5,6900.5,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.0008586746909195276,0.01028697450168981,0.016595079998877927,0.0005649523369828963
61:525664:3929:136652,61,525664,high_all_three_rate,4.251091668433503,2,B4+B6,0,0,3884.0,3343.0,33096.0,6893.375,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.19646063869541058,0.3257488520542022,0.21800401755352028,9.483503937159005e-05
61:516369:11661:127357,61,516369,high_all_three_rate,0.6757354673211537,2,B6+B8,1,0,1403.0,1019.0,17231.5,8791.625,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.00010184875684958323
61:518793:13948:129781,61,518793,high_all_three_rate,4.343031468116976,2,B4+B6,0,0,3433.5,2279.5,60345.0,6907.125,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.0011777939793712062,0.006534354650028294,0.013268702065205197,0.00039719288212866264
61:507951:3720:118939,61,507951,high_all_three_rate,0.8727281555731068,2,B4+B6,1,0,4597.0,3431.0,90883.0,7190.5,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.00042457416121638436,0.0048762422335535014,0.0001590604770243118,0.0015426993530508676
58:408706:9650:19718,58,408706,low_all_three_rate_edge,5.232153278707656,2,B4+B6,0,0,6980.0,6980.0,119694.0,6922.75,0,3,1,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.00015368266317387032,0.005312150950559818,0.0008162309992686592,4.931794744133595e-05
61:518584:13746:129572,61,518584,high_all_three_rate,2.547347206126858,2,B4+B6,1,0,3757.0,2687.0,22197.0,6893.5,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.008678249954865843,0.2719447637116957,0.14822615940494324,0.0003310162033275151
61:530442:8433:141430,61,530442,high_all_three_rate,4.543483493491834,2,B4+B6,0,0,1987.5,1845.5,6916.0,6917.875,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.004200580472326597,0.2230389294301979,0.09980778689690026,0.00011402043803428701
58:400335:1859:11366,58,400335,low_all_three_rate_edge,14.901935616250974,2,B4+B6,0,0,5715.0,1016.0,67466.0,8430.375,0,3,0,holdout_low58_high61,0,0.0014404861712513423,0.9999,0.00012751449916029221,0.0001,0.0023126037924128748,0.0010225732052392242,0.00015722447535000317
58:413373:14005:24375,58,413373,low_all_three_rate_edge,5.731636448163641,2,B4+B6,0,0,3420.0,3411.0,71733.0,6919.75,0,3,0,holdout_low58_high61,0,0.0001,0.0001,0.0014037617783782942,0.0023356191276151833,0.1010573442351202,0.13917315850068065,0.00018421804291674055
58:417761:1736:28763,58,417761,low_all_three_rate_edge,2.9502676117459785,2,B4+B6,1,0,3632.0,3021.0,77134.0,6883.875,0,3,0,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.0004804279300079751,0.006261187116853516,0.009568145115244269,0.0003132041378729237
61:532886:10746:143873,61,532886,high_all_three_rate,4.40838585566928,2,B4+B6,0,0,4988.0,3490.5,94119.0,6913.0,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.0006920110834078464,0.006218628715485456,0.009722480821246927,0.0003618051985700484
58:408961:9886:19972,58,408961,low_all_three_rate_edge,4.481861348528014,2,B4+B6,0,0,2884.0,2884.0,56157.0,6963.75,0,3,0,holdout_low58_high61,0,0.0001,0.006025792633186306,0.0004305236845395934,0.004549631120802342,0.01889538451234865,0.052733290225892814,0.0003062700792222738
61:513034:8533:124022,61,513034,high_all_three_rate,3.297800979438591,2,B4+B6,0,0,3400.0,3183.0,62250.0,6907.375,0,3,0,holdout_low58_high61,1,0.0001,0.0007506029437888602,0.0001,0.006229334657991343,0.008594553610514102,0.019838546367187217,0.00010418713728987955
58:402671:4040:13692,58,402671,low_all_three_rate_edge,5.536326460242037,2,B4+B6,0,0,3571.5,3128.5,40088.0,6905.75,0,3,0,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.11763007602573443,0.4914011898484723,0.29686500028008045,4.651502268992316e-05
58:392316:10744:3370,58,392316,low_all_three_rate_edge,5.171524535102819,2,B4+B6,0,0,3152.5,3152.5,54926.0,6893.75,0,3,0,holdout_low58_high61,0,0.0001,0.005501476993674925,0.00015017346205270583,0.0016944510312523313,0.023442341965073173,0.08194195031863354,0.0001795378468528646
58:407343:8398:18358,58,407343,low_all_three_rate_edge,4.417347147467709,2,B4+B6,0,0,4124.0,4124.0,88056.5,6930.25,0,3,0,holdout_low58_high61,0,0.0001,0.00016850782945021308,0.00012474881845069718,0.010965454602864003,0.016629116966380145,0.05905106581424231,0.00016022338283870047
61:536720:14306:147706,61,536720,high_all_three_rate,2.9341076604554814,2,B4+B6,1,0,7800.0,7800.0,110152.0,6899.875,0,3,1,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.010083477299262485,0.012357529034494009,0.016491225376567883,0.00012478466715804974
58:393465:11822:4507,58,393465,low_all_three_rate_edge,3.78611495592628,2,B4+B6,0,0,3120.0,3120.0,22834.5,6890.875,0,3,0,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.01741647180763154,0.3177631016607768,0.19101325184680892,0.0007379232258468013
61:503824:16279:114812,61,503824,high_all_three_rate,2.5292574938673056,2,B4+B6,1,0,3694.5,2503.5,54353.0,6892.0,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.026077100098055805,0.268061984720007,0.20672310248176212,2.0491314186431762e-05
61:527098:5325:138086,61,527098,high_all_three_rate,4.742385353666357,2,B4+B6,0,0,7725.0,7725.0,114242.0,6891.0,0,3,1,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.0002384407251314282,0.008813274883581157,0.004582178281397402,0.00012487843124139007
61:532435:10321:143423,61,532435,high_all_three_rate,4.790682084799727,2,B4+B6,0,0,4789.5,3894.0,95545.0,6922.375,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.00013504134175495146,0.003914201570338109,0.030245725126614748,0.05950497694757289,0.00012519525134342408
61:502615:15152:113603,61,502615,high_all_three_rate,2.1970961111902554,2,B4+B6,1,0,3317.0,3042.0,69281.0,6902.875,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.0004200928365056065,0.00595488412757218,0.0014334300151377338,0.00034880294662659346
61:505670:1594:116658,61,505670,high_all_three_rate,5.234752233359252,2,B4+B6,0,0,3925.5,3925.5,88430.5,6895.875,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.0007821232607146808,0.0070326661457007,0.017371588250194244,4.556570263165774e-05
61:510626:6252:121614,61,510626,high_all_three_rate,7.119086084822257,2,B4+B6,0,0,3739.0,3739.0,81744.5,6914.25,0,3,0,holdout_low58_high61,1,0.0001,0.0028679544997498576,0.0003816303190214675,0.004031346196908832,0.010674950382468459,0.03133069148613107,5.432164527784642e-05
61:533647:11451:144633,61,533647,high_all_three_rate,12.73237745803381,2,B4+B6,0,0,5579.5,5579.5,117471.0,6892.25,0,3,0,holdout_low58_high61,1,0.000454810616335319,0.00035317137385794736,0.0001,0.0014236497453400513,0.01098045795872434,0.022275801724255237,0.00012888306485453547
58:418772:2676:29774,58,418772,low_all_three_rate_edge,2.2282594595395935,2,B4+B6,1,0,3830.5,3830.5,80836.0,7194.875,0,3,0,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.0054829428021642,0.005846397833876468,0.0008999770271654559,2.752226533315011e-05
58:415534:16017:26536,58,415534,low_all_three_rate_edge,2.1401241134751743,2,B4+B6,1,0,3941.0,2915.0,77771.0,7212.375,0,2,0,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.00022266599498723175,0.0031127137401492726,0.00033378452649942295,0.00013582146528810487
58:394453:12734:5495,58,394453,low_all_three_rate_edge,5.824294616933237,2,B4+B6,0,0,6181.0,3424.5,103046.0,6888.875,0,3,0,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.0007244057985284657,0.007226522625098755,0.0017428848427458127,0.0009344093222927816
58:419955:3781:30956,58,419955,low_all_three_rate_edge,6.140971593603155,2,B4+B6,0,0,2218.5,1771.0,19395.5,6914.5,0,3,0,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.054100987439555895,0.44638993730060733,0.2703245172226336,0.0010823924729777587
61:509496:5197:120484,61,509496,high_all_three_rate,3.346511564583512,2,B4+B6,0,0,2423.0,2155.0,44457.0,7141.75,0,2,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.0027483229540480113,0.004961737594062809,0.00048027189421440364,0.00022167641412786692
58:395497:13697:6539,58,395497,low_all_three_rate_edge,3.26954356846473,2,B4+B6,0,0,4401.0,4401.0,77748.0,6920.125,0,3,0,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.004086985568622533,0.008960705268134792,0.004442554776653949,3.21935328372016e-05
58:396251:14386:7293,58,396251,low_all_three_rate_edge,5.593545733469696,2,B4+B6,0,0,3307.5,3307.5,77877.5,6902.875,0,3,0,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.0023514054773332584,0.00876988038101025,0.013941557163037929,5.193191693209269e-05
58:420566:4352:31563,58,420566,low_all_three_rate_edge,4.594635396491611,2,B4+B6,0,0,7089.0,7089.0,98649.5,6901.125,0,3,1,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.12150224548174332,0.1770549463216272,0.2030562345320834,0.001745330243419687
61:518098:13294:129086,61,518098,high_all_three_rate,3.052223997940615,2,B4+B6,0,0,2169.0,2169.0,10672.0,6893.875,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.004843345975194794,0.3101371548068296,0.13802744248434004,0.00019656411597489083
61:522374:891:133362,61,522374,high_all_three_rate,3.9809923298178376,2,B4+B6,0,0,3054.5,3022.5,59266.0,6896.625,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.0008207623201043867,0.005827075750828086,0.005135364878181705,7.360814669066576e-05
58:422752:6387:33742,58,422752,low_all_three_rate_edge,3.0434110331526654,2,B4+B6,0,0,2718.5,2718.5,35761.0,6910.625,0,3,0,holdout_low58_high61,0,0.0001,0.009961874384757034,0.0001,0.07536966887082862,0.3167032738796479,0.3547718088211849,0.0006828485827214077
58:412346:13017:23349,58,412346,low_all_three_rate_edge,4.431355870317233,2,B4+B6,0,0,5074.0,3322.0,87648.0,6902.875,0,3,0,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.006027398340211006,0.021240771043291504,0.059770044734231954,4.896758933597999e-05
61:511659:7220:122647,61,511659,high_all_three_rate,4.73601240452081,2,B4+B6,0,0,5651.5,3540.5,105160.0,7707.25,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.0012031845573265015,0.003483797957289158,0.00016781002008115235,0.0016984817029526117
61:525584:3857:136572,61,525584,high_all_three_rate,5.594219317805344,2,B4+B6,0,0,5098.5,5098.5,98828.0,6928.875,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.0002468769159584343,0.008500971096846296,0.0011565455674132194,0.001213011901325938
58:420968:4728:31964,58,420968,low_all_three_rate_edge,5.146779872785096,2,B4+B6,0,0,3566.5,3566.5,79498.5,6907.75,0,3,0,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.000681008842331762,0.005905125728164852,0.012675286154113013,1.736570252100289e-05
58:408433:9403:19445,58,408433,low_all_three_rate_edge,4.648001726010534,2,B4+B6,0,0,5001.5,5001.5,78620.0,6913.875,0,3,0,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.012725200517272793,0.06097620757315116,0.23026007664828854,0.00011174110287759494
58:389807:8371:870,58,389807,low_all_three_rate_edge,6.5015837366892555,2,B4+B6,0,0,3520.5,2377.0,63084.0,6916.375,0,3,0,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.0006546287748220788,0.005980278273925273,0.0006774292174455662,0.00013208686346962133
61:517199:12441:128187,61,517199,high_all_three_rate,3.73090455944876,2,B4+B6,0,0,4329.5,3190.5,87076.5,6902.375,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.0006800051664661065,0.007190664644435816,0.013179729556527593,0.00018106161970764164
61:535601:13264:146587,61,535601,high_all_three_rate,5.48372251487276,2,B4+B6,0,0,3071.0,2771.0,63171.0,6946.75,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.005256715783710862,0.007404970546251069,0.0008991515051298395,0.0008110615320342085
58:404270:5525:15288,58,404270,low_all_three_rate_edge,4.042182750240293,2,B4+B6,0,0,4284.0,3076.5,90468.0,6923.0,0,3,0,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.0001,0.005217199657847698,0.0006499973654810007,0.0009617394101635459
61:534589:12324:145575,61,534589,high_all_three_rate,5.405402763167672,2,B4+B6,0,0,3416.0,3416.0,77894.0,6914.0,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.0012546183106095338,0.007396489613705152,0.0009641190769730474,0.00030839253282595946
58:400931:2410:11960,58,400931,low_all_three_rate_edge,0.09654673519893109,2,B6+B8,1,0,2731.5,2731.5,53889.0,6934.375,0,3,0,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.0008831360166973996,0.006001528339877197,0.00033271198441067214,0.00013380982218121615
58:415862:16317:26864,58,415862,low_all_three_rate_edge,4.3092515143213745,2,B4+B6,0,0,6284.0,6284.0,102649.0,7262.125,0,3,0,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.007379579941765761,0.007076163059790571,0.001156216202976424,3.89991126284472e-05
58:413688:14306:24690,58,413688,low_all_three_rate_edge,4.039807555238781,2,B4+B6,0,0,3469.0,3462.5,83004.0,6892.375,0,3,0,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.0005376481962797286,0.006055922989838506,0.003952307103555719,4.711011888048188e-05
61:531541:9472:142529,61,531541,high_all_three_rate,7.460112890845323,2,B4+B6,0,0,4248.0,4248.0,75205.5,6958.875,0,3,0,holdout_low58_high61,1,0.0001,0.034538956875609386,0.0010907737088833602,0.004652267534925628,0.016311132463288556,0.04218706635926205,0.0015190977280379043
61:515626:10981:126614,61,515626,high_all_three_rate,4.529509856084303,2,B4+B6,0,0,2964.0,1733.0,50287.0,6904.0,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.007721386306803078,0.007718284967560433,0.01376202458160112,0.00044379408186129206
58:392996:11382:4044,58,392996,low_all_three_rate_edge,1.8079858145067114,2,B4+B6,1,0,4300.5,4098.5,105700.0,7216.625,0,3,0,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.0001,0.0034669402769362,0.00012616061056565592,0.0036063253189355117
61:520038:15116:131026,61,520038,high_all_three_rate,5.632054812859806,2,B4+B6,0,0,3145.5,3145.5,70888.5,6914.25,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.002329578803664787,0.006875282320223557,0.013132327527598325,0.00018738087386640395
61:534961:12667:145947,61,534961,high_all_three_rate,7.8203634302270615,2,B4+B6,0,0,4021.5,3524.5,73203.5,6911.25,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0015145385542576432,0.0014995567343003106,0.01174742714824566,0.02292860644037386,7.868208967721669e-05
58:416192:245:27194,58,416192,low_all_three_rate_edge,5.567197811622606,2,B4+B6,0,0,4083.5,3078.0,44651.0,6925.625,0,3,0,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.12422899646459686,0.41302048040846095,0.2635800594953145,5.947383149699274e-05
61:537372:14918:148358,61,537372,high_all_three_rate,2.1725290286037975,2,B4+B6,1,0,2466.0,2457.5,48719.0,7426.0,0,2,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.004010642475794324,0.001482829875307303,0.00027215446683777464,4.6958491529367894e-05
61:511626:7189:122614,61,511626,high_all_three_rate,5.631201769289909,2,B4+B6,0,0,3617.5,3617.5,66686.0,6883.25,0,3,0,holdout_low58_high61,1,0.0001,0.01578507117817589,0.0001,0.003055967307064188,0.015352319576833418,0.050538803013691985,0.00016021838153074735
58:416359:401:27361,58,416359,low_all_three_rate_edge,6.652917146057959,2,B4+B6,0,0,7051.5,7051.5,130478.0,6901.75,0,3,1,holdout_low58_high61,0,0.0001,0.0001,0.0001,0.0005262650314331913,0.006829567906079721,0.0112276872545308,0.00011167731285653931
61:505142:1116:116130,61,505142,high_all_three_rate,2.9990222510963065,2,B4+B6,1,0,2978.5,2509.5,28898.0,6906.375,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.013916363809804037,0.41614640579717294,0.2719988124803063,8.736654830060804e-05
61:515474:10836:126462,61,515474,high_all_three_rate,4.821549008451413,2,B4+B6,0,0,5251.0,5251.0,91976.0,6974.0,0,3,0,holdout_low58_high61,1,0.0001,0.0001,0.0001,0.000601968788569397,0.007467408975327056,0.014033846900820844,0.0023780385716376568
