event_key,run,eventno,run_family,d_t_ns,n_downstream,downstream_pair,clean_label,gross_label,event_max_amp,b2_amp,event_charge,baseline_abs_mean,baseline_lowering,anomaly_code,saturation_any,fold,family_label,score_traditional_timing_template,score_ridge_waveform,score_gradient_boosted_trees,score_mlp_waveform,score_cnn1d_waveform,score_support_gated_cnn_new,score_shuffled_label_gbt_control
60:499040:11843:110028,60,499040,high_all_three_rate,5.405428703921125,2,B4+B6,0,0,5216.5,2655.5,79939.5,6920.125,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.004106160817083042,0.005046540447598005,0.013340051907886778,0.000842763106268335
60:496210:9217:107198,60,496210,high_all_three_rate,2.890110938046334,2,B4+B6,1,0,7011.0,7011.0,105164.0,6896.625,0,3,1,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.2891130198730999,0.14250641224494362,0.22507582262366344,0.00018106974437782399
60:488295:1910:99283,60,488295,high_all_three_rate,4.832411152840528,2,B4+B6,0,0,3203.5,2670.0,65236.5,6916.875,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.0019791977204240497,0.005172653056173592,0.013737881301555581,0.019423179353833406
60:498408:11248:109396,60,498408,high_all_three_rate,4.901832823489428,2,B4+B6,0,0,4242.0,3171.5,32400.0,6901.625,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.006755772106320457,0.24809687942332734,0.1329275749432067,4.5301626460279273e-05
58:420968:4728:31964,58,420968,low_all_three_rate_edge,5.146779872785096,2,B4+B6,0,0,3566.5,3566.5,79498.5,6907.75,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.0007475680578167125,0.0032232846593009735,0.007354907590140189,0.008635097693267278
58:406793:7882:17808,58,406793,low_all_three_rate_edge,4.346305401324003,2,B4+B6,0,0,4359.0,3389.5,84457.0,6890.625,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.0010439734461857308,0.003928497468575929,0.011700584029337354,0.000237202677874118
60:486140:16230:97128,60,486140,high_all_three_rate,3.850128755802075,2,B4+B6,0,0,7417.0,4056.5,131910.0,6935.375,0,3,1,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.012415900242116423,0.004655587867622318,0.0018331734261499174,0.0015135754909971883
60:480833:11276:91821,60,480833,high_all_three_rate,1.5682683817604435,2,B4+B6,1,0,3475.5,2690.0,72905.0,7127.625,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.0007718462295288351,0.004084933412728836,0.0009635308268383562,0.0007371565867232638
58:407631:8661:18646,58,407631,low_all_three_rate_edge,6.829200770341828,2,B4+B6,0,0,3738.0,3358.0,22033.0,6895.375,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.01616909486098909,0.3276479155038487,0.3351816424914582,0.00014197411806196613
60:490476:3922:101464,60,490476,high_all_three_rate,6.007903685323043,2,B4+B6,0,0,3723.0,3344.0,80401.0,6898.75,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.0033405611745483104,0.005715239207453937,0.0179263494238739,5.2490553978212194e-05
58:398151:16170:9186,58,398151,low_all_three_rate_edge,3.9130475491186516,2,B4+B6,0,0,3042.5,2240.0,49792.0,6900.75,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.0019238346726236908,0.005507277463800305,0.006785282071762461,0.003205614710440285
60:477481:8140:88469,60,477481,high_all_three_rate,3.6650769133111893,2,B4+B6,0,0,3750.0,3466.5,88782.0,6882.875,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.0011617260683846383,0.00371888974906074,0.014139744621110343,0.00011848544859775564
58:408961:9886:19972,58,408961,low_all_three_rate_edge,4.481861348528014,2,B4+B6,0,0,2884.0,2884.0,56157.0,6963.75,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0006945431643601578,0.017859094476164832,0.013515554168268414,0.03769658816407045,2.6921975143506188e-05
58:400335:1859:11366,58,400335,low_all_three_rate_edge,14.901935616250974,2,B4+B6,0,0,5715.0,1016.0,67466.0,8430.375,0,3,0,holdout_low58_high60,0,0.0015154230484284064,0.4668463251237038,0.0001,0.03107679255494529,0.0023108816039815604,0.003493930760942728,0.002359983206791806
58:393465:11822:4507,58,393465,low_all_three_rate_edge,3.78611495592628,2,B4+B6,0,0,3120.0,3120.0,22834.5,6890.875,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.011510640086040318,0.289849410160928,0.3678100302190068,7.188050551855223e-05
60:468763:2:79751,60,468763,high_all_three_rate,5.058504476040021,2,B4+B6,0,0,2712.0,2678.0,49448.0,6894.875,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.0017032575416554274,0.006729435527839514,0.00398491185056884,9.099388449562396e-05
58:402671:4040:13692,58,402671,low_all_three_rate_edge,5.536326460242037,2,B4+B6,0,0,3571.5,3128.5,40088.0,6905.75,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.010580908940887996,0.4513081612348698,0.26997908833047485,0.00019835849219400003
60:477667:8318:88655,60,477667,high_all_three_rate,7.584621901922112,2,B4+B6,0,0,3714.5,3714.5,73546.0,6891.75,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.0022619250654689893,0.006341166309774493,0.021315714925306203,0.00021758838299065406
60:501240:13882:112228,60,501240,high_all_three_rate,1.4937450251823634,2,B4+B6,1,0,4114.5,3426.5,52981.0,7533.75,0,3,0,holdout_low58_high60,1,0.0001,0.056123572624347286,0.0001,0.344444458226172,0.3416501189928757,0.30881932735803275,0.0005791747399612162
60:477163:7838:88151,60,477163,high_all_three_rate,3.9122148865048274,2,B4+B6,0,0,3560.0,3200.5,81784.5,6911.375,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.001130009554009358,0.002434819464965274,0.002225195769641134,9.533146013997626e-05
58:409620:10496:20631,58,409620,low_all_three_rate_edge,0.08048998599558033,2,B4+B6,1,0,4874.5,4874.5,64092.0,7667.875,0,2,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.005711144214182868,0.006099593115568208,0.0022491364958508587,0.00028371950804415415
60:500344:13055:111332,60,500344,high_all_three_rate,5.081800595508824,2,B4+B6,0,0,3787.0,3645.5,78646.5,6905.125,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.005315275033272661,0.007432126980147334,0.03034804932073668,0.0007972370137544184
58:415862:16317:26864,58,415862,low_all_three_rate_edge,4.3092515143213745,2,B4+B6,0,0,6284.0,6284.0,102649.0,7262.125,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.010958461761222787,0.0074440886114417815,0.002565003305956477,0.0008424206306719648
60:496575:9553:107563,60,496575,high_all_three_rate,3.826959514199892,2,B4+B6,0,0,4568.5,3428.5,98249.0,6917.625,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.0024326077494503215,0.004691385625573534,0.02222271079275683,0.0005133541490868883
60:497687:10579:108675,60,497687,high_all_three_rate,6.488585206957538,2,B4+B6,0,0,3441.0,3441.0,81710.5,6893.5,0,3,0,holdout_low58_high60,1,0.0001,0.008380251150645666,0.0001,0.001449283722342456,0.004777202614034491,0.02634056274620086,0.001428413435417192
58:422752:6387:33742,58,422752,low_all_three_rate_edge,3.0434110331526654,2,B4+B6,0,0,2718.5,2718.5,35761.0,6910.625,0,3,0,holdout_low58_high60,0,0.0001,0.32985900652831324,0.0001,0.09305267018563809,0.3995797662899881,0.49639061435984166,4.951761422569896e-05
58:418646:2556:29648,58,418646,low_all_three_rate_edge,2.986294059771023,2,B4+B6,1,0,5989.0,5989.0,113119.0,6907.875,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.0004795813232583782,0.002700925458035635,0.00199264762833391,0.007470400256962211
60:500838:13516:111826,60,500838,high_all_three_rate,2.824888896206616,2,B4+B6,1,0,5400.5,3564.5,100505.5,6908.5,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.007035947615440805,0.005097929067205898,0.019859632824589732,5.889278400162361e-05
60:489754:3250:100742,60,489754,high_all_three_rate,4.321913396662723,2,B4+B6,0,0,4131.5,3209.0,23763.5,6902.0,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.010357919213417251,0.2650380113966254,0.33661953825293667,5.79922118883643e-05
58:392996:11382:4044,58,392996,low_all_three_rate_edge,1.8079858145067114,2,B4+B6,1,0,4300.5,4098.5,105700.0,7216.625,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.00037804154190083504,0.003179511166224987,0.0009066438566381021,0.00020345668692732164
60:491895:5221:102883,60,491895,high_all_three_rate,5.314078911894434,2,B4+B6,0,0,3178.0,2637.5,62966.0,6940.25,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.001760846747050788,0.005388408839030252,0.001591643753859716,0.0001647012060673993
60:485056:15224:96044,60,485056,high_all_three_rate,7.200702924305872,2,B4+B6,0,0,4640.0,3990.5,94859.0,6895.5,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.0022592631545046123,0.00733339612750833,0.02262980462572916,0.0014010096102110784
60:496846:9805:107834,60,496846,high_all_three_rate,4.628441151325163,2,B4+B6,0,0,4175.0,3496.0,87209.5,6931.875,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.005259055121260363,0.0064194586151762375,0.027030026093448976,0.00016805268129192432
58:414565:15120:25567,58,414565,low_all_three_rate_edge,1.6297926611354896,2,B4+B6,1,0,7542.0,7542.0,115717.5,7128.5,0,3,1,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.00113269526360518,0.004849708983975835,0.0009469826201126998,4.720979741552202e-05
60:480344:10811:91332,60,480344,high_all_three_rate,4.834065923678281,2,B4+B6,0,0,5352.5,4043.5,48381.0,6903.75,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.038006758738913994,0.2815380722978374,0.058480812308945244,0.00022841368483670268
60:479610:10146:90598,60,479610,high_all_three_rate,4.1555655854430995,2,B4+B6,0,0,3105.0,2748.0,67159.0,6890.375,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.0009501789502166315,0.00506080644410215,0.008754070788123283,0.0001945776954320176
58:392316:10744:3370,58,392316,low_all_three_rate_edge,5.171524535102819,2,B4+B6,0,0,3152.5,3152.5,54926.0,6893.75,0,3,0,holdout_low58_high60,0,0.0001,0.001796266312281053,0.0001,0.019492290564270154,0.018176662087193998,0.05590008544197972,0.00024845329941949304
60:492369:5660:103357,60,492369,high_all_three_rate,1.8970040485829998,2,B4+B6,1,0,3220.5,1961.5,10329.0,6898.5,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.0037689973882430957,0.19667015686496178,0.1607383059906656,5.636601067340484e-05
58:392596:11003:3648,58,392596,low_all_three_rate_edge,6.673960655008528,2,B4+B6,0,0,4850.0,4850.0,79216.0,6917.5,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.024515176433058464,0.01952258590441289,0.08828139993033969,0.000689203815727394
58:417583:1577:28585,58,417583,low_all_three_rate_edge,5.798558165861294,2,B4+B6,0,0,6389.0,6389.0,89350.0,6896.25,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.45951546513728947,0.1114006514711239,0.3158518495511447,0.00027785755491164935
60:500468:13173:111456,60,500468,high_all_three_rate,6.246639468093569,2,B4+B6,0,0,3240.5,3240.5,73561.0,6886.0,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.0012690672019493219,0.004401609927115931,0.01325449592499377,0.0002671939850724419
58:389807:8371:870,58,389807,low_all_three_rate_edge,6.5015837366892555,2,B4+B6,0,0,3520.5,2377.0,63084.0,6916.375,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.0016833391085642319,0.004109328807166925,0.0030778904932000028,0.00014293041645147426
60:470120:1265:81108,60,470120,high_all_three_rate,2.307515696462758,2,B4+B6,1,0,7330.5,6129.0,144632.5,6941.125,0,3,1,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.008902647398033712,0.009687304428437436,0.02080107007697762,0.004451924234906016
58:402094:3493:13119,58,402094,low_all_three_rate_edge,4.268365513411084,2,B4+B6,0,0,3297.5,2401.0,63166.0,6922.375,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.0086936016401882,0.0014566437624183783,0.00020866842222082722,0.0020415954673598203
60:472233:3230:83221,60,472233,high_all_three_rate,62.07717391642723,2,B4+B6,0,1,7100.0,4616.5,117035.0,6901.5,0,3,1,holdout_low58_high60,1,0.9999,0.9999,0.999814961421821,0.9334778921518653,0.5142115370074986,0.5178130837846935,0.005235184146065257
60:487168:817:98156,60,487168,high_all_three_rate,1.6742683602273303,2,B4+B6,1,0,4322.5,4322.5,44435.0,6912.5,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.3142710793323559,0.2844643878155397,0.40740493159319285,0.0001392227011043178
