run,method,pair_scope,n_all_hit_events,n_pair_residuals,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns
58,cfd20_uncorrected,all_six_with_b2,72,432,3.80720346212387,19.381929397583008,0.2986111111111111
58,cfd20_uncorrected,downstream_only,72,216,3.1017913222312927,5.726874351501465,0.22685185185185186
58,traditional_explicit_timewalk,all_six_with_b2,72,432,3.8907760190963714,19.06490707397461,0.2152777777777778
58,traditional_explicit_timewalk,downstream_only,72,216,1.8306176602840423,4.461471080780029,0.08796296296296297
58,ridge,all_six_with_b2,72,432,5.2319881105422965,19.248857498168945,0.24305555555555555
58,ridge,downstream_only,72,216,2.012044282257557,4.575840950012207,0.10185185185185185
58,hgb,all_six_with_b2,72,432,3.970806927680967,19.386266708374023,0.2199074074074074
58,hgb,downstream_only,72,216,2.0094489455223083,4.995586395263672,0.08796296296296297
58,mlp,all_six_with_b2,72,432,4.389992756843566,19.14020347595215,0.22453703703703703
58,mlp,downstream_only,72,216,2.2230028092861174,4.252158164978027,0.0787037037037037
58,cnn1d,all_six_with_b2,72,432,3.774194979667663,19.04579734802246,0.18055555555555555
58,cnn1d,downstream_only,72,216,1.8581006765365597,4.151839733123779,0.023148148148148147
58,gated_mixer,all_six_with_b2,72,432,3.815503497123716,19.3381290435791,0.18518518518518517
58,gated_mixer,downstream_only,72,216,1.9365636229515075,4.959890365600586,0.032407407407407406
58,run_only_control,all_six_with_b2,72,432,4.248045926094052,19.201051712036133,0.23842592592592593
58,run_only_control,downstream_only,72,216,2.021862480230629,4.7253594398498535,0.11574074074074074
58,target_stave_excluded_hgb_control,all_six_with_b2,72,432,3.985401034355163,19.20395278930664,0.2175925925925926
58,target_stave_excluded_hgb_control,downstream_only,72,216,2.044324293732643,4.242870807647705,0.09722222222222222
58,shuffled_target_ridge_control,all_six_with_b2,72,432,3.257559788227081,19.255584716796875,0.2337962962962963
58,shuffled_target_ridge_control,downstream_only,72,216,2.5553734630346296,5.253541946411133,0.11574074074074074
59,cfd20_uncorrected,all_six_with_b2,749,4494,3.401459214687347,11.911698341369629,0.24721851357365376
59,cfd20_uncorrected,downstream_only,749,2247,3.187617585659026,6.472625732421875,0.22963951935914553
59,traditional_explicit_timewalk,all_six_with_b2,749,4494,3.0435481548309324,11.592341423034668,0.14419225634178906
59,traditional_explicit_timewalk,downstream_only,749,2247,1.7569004300236701,5.522925853729248,0.06141522029372497
59,ridge,all_six_with_b2,749,4494,3.6520757246017457,11.574761390686035,0.1617712505562973
59,ridge,downstream_only,749,2247,1.9603976555168627,5.362186908721924,0.06987093902981753
59,hgb,all_six_with_b2,749,4494,2.918330039978027,11.52260684967041,0.14263462394303517
59,hgb,downstream_only,749,2247,1.8181496214866635,5.474874019622803,0.05874499332443257
59,mlp,all_six_with_b2,749,4494,3.2283130264282227,11.416372299194336,0.14931019136626614
59,mlp,downstream_only,749,2247,2.0531798720359804,5.2295708656311035,0.07254116599910992
59,cnn1d,all_six_with_b2,749,4494,2.972399444580078,11.500929832458496,0.12060525144637294
59,cnn1d,downstream_only,749,2247,1.8160244536399839,5.294650554656982,0.02358700489541611
59,gated_mixer,all_six_with_b2,749,4494,2.985657730102539,11.591324806213379,0.12416555407209613
59,gated_mixer,downstream_only,749,2247,1.8235183882713315,5.296014308929443,0.025367156208277702
59,run_only_control,all_six_with_b2,749,4494,3.6463184356689453,11.700360298156738,0.17178460169114373
59,run_only_control,downstream_only,749,2247,2.094545545876026,5.865979194641113,0.10903426791277258
59,target_stave_excluded_hgb_control,all_six_with_b2,749,4494,3.085070281028748,11.55368709564209,0.15287049399198932
59,target_stave_excluded_hgb_control,downstream_only,749,2247,1.9386011058092114,5.261519908905029,0.06942590120160214
59,shuffled_target_ridge_control,all_six_with_b2,749,4494,2.8044374346733094,11.751618385314941,0.1846906987093903
59,shuffled_target_ridge_control,downstream_only,749,2247,2.4956736773252484,6.141523361206055,0.11526479750778816
60,cfd20_uncorrected,all_six_with_b2,802,4812,2.9768072390556335,9.892897605895996,0.17290108063175394
60,cfd20_uncorrected,downstream_only,802,2406,3.1245540022850027,7.878689765930176,0.22194513715710723
60,traditional_explicit_timewalk,all_six_with_b2,802,4812,2.8068903255462647,9.440345764160156,0.08873649210307565
60,traditional_explicit_timewalk,downstream_only,802,2406,1.9734420329332343,6.8974928855896,0.07938487115544472
60,ridge,all_six_with_b2,802,4812,3.3994135951995847,9.593743324279785,0.11471321695760599
60,ridge,downstream_only,802,2406,2.0386476729065173,7.083944320678711,0.08728179551122195
60,hgb,all_six_with_b2,802,4812,2.5675543212890615,9.25294303894043,0.07107231920199501
60,hgb,downstream_only,802,2406,1.7711337447166442,6.508147239685059,0.051537822111388194
60,mlp,all_six_with_b2,802,4812,2.7880998611450196,9.262035369873047,0.08021612635078969
60,mlp,downstream_only,802,2406,1.9678312420845019,6.4605536460876465,0.05486284289276808
60,cnn1d,all_six_with_b2,802,4812,2.5831141662597656,9.262252807617188,0.05340814630091438
60,cnn1d,downstream_only,802,2406,1.8419112563133238,6.544060230255127,0.024522028262676642
60,gated_mixer,all_six_with_b2,802,4812,2.631390166282653,9.417069435119629,0.05652535328345802
60,gated_mixer,downstream_only,802,2406,1.8684375166893,6.748758792877197,0.02535328345802161
60,run_only_control,all_six_with_b2,802,4812,3.220907378196716,9.527689933776855,0.10453034081463008
60,run_only_control,downstream_only,802,2406,2.2271188545972107,7.171813488006592,0.12053200332502079
60,target_stave_excluded_hgb_control,all_six_with_b2,802,4812,2.906996030807494,9.251774787902832,0.10806317539484622
60,target_stave_excluded_hgb_control,downstream_only,802,2406,2.1212015345692636,6.77519416809082,0.11097256857855362
60,shuffled_target_ridge_control,all_six_with_b2,802,4812,2.466092159152031,9.724944114685059,0.10910224438902744
60,shuffled_target_ridge_control,downstream_only,802,2406,2.4979975908994674,7.593986511230469,0.1113881961762261
61,cfd20_uncorrected,all_six_with_b2,925,5550,2.7603010058403017,8.169629096984863,0.1452252252252252
61,cfd20_uncorrected,downstream_only,925,2775,2.914802186489105,7.13032865524292,0.16216216216216217
