event_id,run,pair,stave_a,stave_b,residual_ns,abs_residual_ns,delta_lowering_adc,abs_delta_lowering_adc,max_lowering_adc,sum_lowering_adc,delta_lowering_frac,max_lowering_frac,delta_log_amp,min_log_amp,delta_peak_sample,delta_area_over_amp,centered_residual_ns,tail_abs_gt_threshold,traditional_pred_ns,residual_traditional_corrected_ns,traditional_high_lowering_bin,ml_pred_ns,residual_ml_corrected_ns,ml_shuffled_pred_ns,residual_ml_shuffled_corrected_ns,ml_oracle_pred_ns,residual_ml_oracle_corrected_ns
54:248012:7854:247972,54,B6-B8,B6,B8,1.6308990861239323,1.6308990861239323,0.0,0.0,0.0,0.0,0.0,0.0,-0.38772256737747135,7.975736524096725,1.0,-1.7344326023181358,1.0075418439578847,False,0.4434128962200133,1.187486189903919,False,0.9216638503064802,0.7092352358174521,-0.41762017006895347,2.0485192561928858,1.0069803274448088,0.6239187586791235
54:248366:8186:248326,54,B4-B6,B4,B6,-4.972971338187577,4.972971338187577,0.0,0.0,0.0,0.0,0.0,0.0,0.03827302810785316,7.625838944832114,0.0,0.6542520836578092,-0.463645710265304,False,-0.10823059478745711,-4.8647407434001195,False,-1.2014564709122266,-3.77151486727535,-0.13477349485786377,-4.838197843329713,-0.4589826105707309,-4.513988727616846
54:248366:8186:248326,54,B4-B8,B4,B8,-5.405827404631623,5.405827404631623,0.0,0.0,0.0,0.0,0.0,0.0,0.2938813311328863,7.370230641807081,0.0,0.31651805813050515,-1.1899906044280044,False,-1.4254374490866133,-3.9803899555450095,False,-0.482099535994692,-4.923727868636931,-0.08541180606453838,-5.3204155985670845,-1.1790328162878567,-4.2267945883437665
54:248366:8186:248326,54,B6-B8,B6,B8,-0.43285606644404595,0.43285606644404595,0.0,0.0,0.0,0.0,0.0,0.0,0.2556083030250331,7.370230641807081,0.0,-0.337734025527304,-1.0562133086100935,False,-1.1511453409191255,0.7182892744750795,False,-0.46317456590053147,0.030318499456485515,-0.35939725960648805,-0.0734588068375579,-1.0495317885059894,0.6166757220619434
54:249054:8817:249014,54,B4-B6,B4,B6,-3.364017990273055,3.364017990273055,1.6300000000001091,1.6300000000001091,1.6300000000001091,1.6300000000001091,0.0009271899886234978,0.0009271899886234978,0.21408859414225123,7.258412150595307,0.0,0.10126705582694129,1.1453076376492177,False,-0.4634451761206565,-2.9005728141523988,False,-0.16637120166938477,-3.1976467886036706,0.4248892791031914,-3.7889072693762467,1.1502383333469912,-4.514256323620046
54:249054:8817:249014,54,B4-B8,B4,B8,-4.2495522474710725,4.2495522474710725,1.6300000000001091,1.6300000000001091,1.6300000000001091,1.6300000000001091,0.0009271899886234978,0.0009271899886234978,-0.5525250047312218,7.472500744737558,-2.0,-0.4767620968845421,-0.033715447267454124,False,-0.6616658491043994,-3.587886398366673,False,-0.350118721367881,-3.8994335261031914,-0.1359124908585923,-4.11363975661248,-0.03374943453189616,-4.2158028129391765
54:249054:8817:249014,54,B6-B8,B6,B8,-0.8855342571980174,0.8855342571980174,0.0,0.0,0.0,0.0,0.0,0.0,-0.766613598873473,7.258412150595307,-2.0,-0.5780291527114834,-1.508891499364065,False,-0.03215915960371224,-0.8533750975943051,False,-0.3514441511160642,-0.5340901060819532,-0.37840869603015836,-0.507125561167859,-1.520511550963434,0.6349772937654166
54:250337:10007:250297,54,B4-B6,B4,B6,-3.3488917667076237,3.3488917667076237,14.414999999999964,14.414999999999964,14.414999999999964,14.414999999999964,0.006438142027690917,0.006438142027690917,0.1934547297862883,7.520776415062797,0.0,0.17280265701272501,1.1604338612146492,False,-0.6380042441975631,-2.7108875225100606,False,-0.1510593814053104,-3.197832385302313,-3.3664359480550656,0.017544181347441956,1.1618653764126161,-4.51075714312024
54:250337:10007:250297,54,B4-B8,B4,B8,-5.140555859847922,5.140555859847922,14.414999999999964,14.414999999999964,14.414999999999964,14.414999999999964,0.006438142027690917,0.006438142027690917,0.0981937977227334,7.616037347126352,0.0,0.29869573412531425,-0.9247190596443033,False,-1.3005307778889061,-3.8400250819590154,False,-0.4655847931712195,-4.674971066676703,-3.46137287230347,-1.679182987544452,-0.9432794098793389,-4.197276449968583
54:250337:10007:250297,54,B6-B8,B6,B8,-1.791664093140298,1.791664093140298,0.0,0.0,0.0,0.0,0.0,0.0,-0.0952609320635549,7.520776415062797,0.0,0.12589307711258924,-2.4150213353063457,False,-0.4964650203113122,-1.295199072828986,False,-0.47242218943441294,-1.3192419037058851,-0.038243497843619814,-1.7534205952966782,-2.3928965341511885,0.6012324410108905
54:250882:10517:250842,54,B4-B6,B4,B6,-2.8746168501197076,2.8746168501197076,13.385000000000218,13.385000000000218,13.385000000000218,13.385000000000218,0.005483408439164367,0.005483408439164367,-0.12657131418920908,7.80057265467065,0.0,0.04834505815313972,1.6347087778025653,False,-0.023708915827970717,-2.8509079342917367,False,-0.15503180514995282,-2.719585044969755,-3.5406493461517123,0.6660324960320048,1.6428855983976836,-4.517502448517391
54:250882:10517:250842,54,B4-B8,B4,B8,-3.479056830277301,3.479056830277301,-10.257499999999709,10.257499999999709,23.642499999999927,37.027500000000146,-0.005309789460858427,0.010793197900022793,0.1082311348117857,7.692341519858864,0.0,0.40321381452308724,0.7367799699263173,False,-1.0388368178980052,-2.440220012379296,False,-0.4843618166867163,-2.9946950135905848,-0.31929961030609455,-3.1597572199712065,0.735344890341933,-4.214401720619234
54:250882:10517:250842,54,B6-B8,B6,B8,-0.6044399801575935,0.6044399801575935,-23.642499999999927,23.642499999999927,23.642499999999927,23.642499999999927,-0.010793197900022793,0.010793197900022793,0.23480244900099478,7.692341519858864,0.0,0.3548687563699475,-1.227797222323641,False,-1.29170804863879,0.6872680684811965,False,-0.4780570178962441,-0.12638296226134937,-0.1140828861463626,-0.4903570940112309,-1.227408391590429,0.6229684114328355
54:252009:11570:251968,54,B4-B6,B4,B6,-3.5021398148738427,3.5021398148738427,0.0,0.0,0.0,0.0,0.0,0.0,-0.27779468266349205,7.623397537369454,0.0,-0.03576887670338813,1.0071858130484301,False,0.48151421475481454,-3.9836540296286573,False,-0.16256576656942814,-3.3395740483044145,-0.4162033218136065,-3.0859364930602364,1.0069803274448088,-4.509120142318651
54:252009:11570:251968,54,B4-B8,B4,B8,-2.999647055089042,2.999647055089042,0.0,0.0,0.0,0.0,0.0,0.0,-0.5834588910301965,7.623397537369454,1.0,-0.818716504567373,1.2161897451145762,False,0.6057544455949473,-3.6054015006839895,False,0.558956221508619,-3.558603276597661,-0.005290777760711893,-2.9943562773283303,1.241068411454218,-4.240715466543261
54:252009:11570:251968,54,B6-B8,B6,B8,0.5024927597848006,0.5024927597848006,0.0,0.0,0.0,0.0,0.0,0.0,-0.3056642083667045,7.901192220032946,1.0,-0.7829476278639849,-0.12086448238124703,False,0.29030174422016336,0.2121910155646372,False,0.41754285896690757,0.084949900817893,0.3392440631353774,0.16324869664942315,-0.13544026647904997,0.6379330262638505
54:252853:12352:252812,54,B4-B6,B4,B6,-2.2749240828421406,2.2749240828421406,198.6974999999993,198.6974999999993,221.0649999999996,243.4324999999999,0.09048538752128946,0.10383513386566444,0.2394136927971875,7.424463565906283,0.0,-0.7918549302599462,2.2344015450801322,False,-3.597555512755782,1.3226314299136415,False,1.390456593648339,-3.6653806764904795,-0.4309976170447781,-1.8439264657973626,2.200776706420793,-4.475700789262934
54:252853:12352:252812,54,B4-B8,B4,B8,-3.088794710050248,3.088794710050248,191.85249999999996,191.85249999999996,221.0649999999996,250.27749999999924,0.093222054846591,0.10383513386566444,-0.25675084999906606,7.6638772587034705,-2.0,-1.637414554171471,1.1270420901533704,False,-4.125973423710797,1.0371787136605493,False,1.467263778073996,-4.556058488124244,0.07968647170706532,-3.168481181757313,1.1205407942105154,-4.209335504260763
54:252853:12352:252812,54,B6-B8,B6,B8,-0.8138706272081073,0.8138706272081073,-6.844999999999345,6.844999999999345,29.212499999999636,51.57999999999993,0.0027366673253015512,0.013349746344374988,-0.49616454279625355,7.424463565906283,-2.0,-0.8455596239115248,-1.437227869374155,False,-0.39148755549982817,-0.42238307170827916,False,-0.29325798022753224,-0.5206126469805751,-1.0079390674473936,0.19406844023928627,-1.4434100861311925,0.6295394589230852
54:253148:12623:253107,54,B4-B6,B4,B6,-3.638263565891471,3.638263565891471,0.0,0.0,0.0,0.0,0.0,0.0,0.0823518115451698,7.84208237334239,0.0,0.2790046189765709,0.871062062030802,False,-0.19047636952874736,-3.4477871963627233,False,-0.17930025719557513,-3.4589633086958957,-0.12110790161059329,-3.5171556642808777,0.8898623974595896,-4.52812596335106
54:253148:12623:253107,54,B4-B8,B4,B8,-2.0959117751689718,2.0959117751689718,0.0,0.0,0.0,0.0,0.0,0.0,-0.7393670261647669,7.92443418488756,1.0,-0.6092541681684374,2.1199250250346466,False,0.8966605088452517,-2.9925722840142237,False,0.8262647110498822,-2.922176486218854,0.5298838574838955,-2.625795632652867,2.108148914047529,-4.204060689216501
54:253148:12623:253107,54,B6-B8,B6,B8,1.542351790722499,1.542351790722499,0.0,0.0,0.0,0.0,0.0,0.0,-0.8217188377099367,7.84208237334239,1.0,-0.8882587871450083,0.9189945485564515,False,1.2531983917540297,0.28915339896846937,False,0.9412136802008023,0.6011381105216967,0.22913296810073494,1.313218822621764,0.9354403588203439,0.6069114319021551
54:253359:12816:253318,54,B4-B6,B4,B6,-3.5746090364438032,3.5746090364438032,0.0,0.0,0.0,0.0,0.0,0.0,0.14654507978771125,7.910040204023153,0.0,0.2841067398136048,0.9347165914784696,False,-0.3102533839577257,-3.2643556524860777,False,-0.17930025719557513,-3.395308779248228,0.1443265044052647,-3.718935540849068,0.9454546205127592,-4.520063656956562
54:253359:12816:253318,54,B4-B8,B4,B8,-1.9206400368841798,1.9206400368841798,0.0,0.0,0.0,0.0,0.0,0.0,0.29398923527079557,7.762596048540069,0.0,0.24535669586983722,2.2951967633194386,False,-1.4256387853923842,-0.49500125149179564,False,-0.4797315983058068,-1.440908438578373,0.18423200756799415,-2.104872044452174,2.2672700726363866,-4.187910109520566
54:253359:12816:253318,54,B6-B8,B6,B8,1.6539689995596234,1.6539689995596234,0.0,0.0,0.0,0.0,0.0,0.0,0.14744415548308432,7.762596048540069,0.0,-0.038750043943767576,1.0306117573935758,False,-0.9493238880546275,2.603292887614251,False,-0.4797315983058068,2.13370059786543,-0.6470346235759761,2.3010036231355997,1.0133265819112143,0.6406424176484091
54:254191:13586:254150,54,B4-B6,B4,B6,-5.9465352852046465,5.9465352852046465,0.0,0.0,0.0,0.0,0.0,0.0,-0.14821694568884958,7.84286776509688,-1.0,0.6332414483529991,-1.4372096572823736,False,-0.15444169288427362,-5.792093592320373,False,-1.508721297690132,-4.437813987514515,0.07007439789567449,-6.016609683100321,-1.4434100861311925,-4.5031251990734535
54:254191:13586:254150,54,B4-B8,B4,B8,-4.340128708605818,4.340128708605818,0.0,0.0,0.0,0.0,0.0,0.0,-0.6547347765543527,7.84286776509688,0.0,0.2921330731062377,-0.12429190840219917,False,0.3445675425383045,-4.684696251144122,False,-0.20344719465695427,-4.136681513948863,0.12700771943193495,-4.467136428037753,-0.13802972953813328,-4.202098979067684
54:254191:13586:254150,54,B6-B8,B6,B8,1.606406576598829,1.606406576598829,0.0,0.0,0.0,0.0,0.0,0.0,-0.5065178308655032,7.99108471078573,1.0,-0.3411083752467614,0.9830493344327813,False,0.6650707488026089,0.94133582779622,False,0.7136608266003017,0.8927457499985272,0.2535921666523552,1.3528144099464736,0.9796408807732877,0.6267656958255412
54:254332:13721:254291,54,B4-B6,B4,B6,-2.5004631756505376,2.5004631756505376,0.0,0.0,0.0,0.0,0.0,0.0,0.15335138316572916,7.894318063841624,2.0,0.7982200654683771,2.0088624522717353,False,0.46540534259894933,-2.965868518249487,False,-0.5138756698547107,-1.9865875057958269,-0.8324958683481715,-1.6679673073023662,2.014032931247702,-4.514496106898239
54:254332:13721:254291,54,B4-B8,B4,B8,-8.012838282285088,8.012838282285088,0.0,0.0,0.0,0.0,0.0,0.0,0.2454601307602351,7.802209316247118,2.0,1.1146404714305023,-3.7970014820814697,False,-0.5467307597961055,-7.466107522488983,False,-4.0744779533586595,-3.9383603289264286,-0.7939805101167956,-7.218857772168293,-10.050956272187301,2.0381179899022133
54:254332:13721:254291,54,B6-B8,B6,B8,-5.5123751066345505,5.5123751066345505,0.0,0.0,0.0,0.0,0.0,0.0,0.09210874759450594,7.802209316247118,0.0,0.3164204059621252,-6.135732348800598,True,-0.8460745890150241,-4.6663005176195265,False,-0.482099535994692,-5.0302755706398585,-0.015754030781893615,-5.496621075852657,-20.275851689144623,14.763476582510073
54:255295:14623:255254,54,B4-B6,B4,B6,-4.06676779481861,4.06676779481861,290.15499999999975,290.15499999999975,390.5,490.84500000000025,0.24472675883145834,0.30119552641727726,-0.31504980103380653,7.1681946150400435,0.0,-2.413027281579925,0.44255783310366326,False,-3.3995205572546063,-0.6672472375640033,False,2.92339021387527,-6.9901580086938795,-0.860504682869017,-3.2062631119495926,0.4540174794845904,-4.5207852743032
54:255295:14623:255254,54,B4-B8,B4,B8,-2.4116790606653637,2.4116790606653637,67.78999999999996,67.78999999999996,390.5,713.21,0.22221608442021412,0.30119552641727726,-1.1473718685242336,7.1681946150400435,1.0,-5.037127142449672,1.8041577395382546,False,3.373844980901195,-5.785524041566559,False,2.3708394158446593,-4.782518476510023,-0.05324521113147577,-2.358433849533888,1.7748164808192541,-4.186495541484618
54:255295:14623:255254,54,B6-B8,B6,B8,1.6550887341532459,1.6550887341532459,-222.36499999999978,222.36499999999978,322.71000000000004,423.0550000000003,-0.022510674411244214,0.07897944199706315,-0.832322067490427,7.48324441607385,1.0,-2.6240998608697472,1.0317314919871983,False,0.4706466115651185,1.1844421225881274,False,1.1577439408871646,0.4973447932660813,-0.6186852375699927,2.2737739717232386,1.0133265819112143,0.6417621522420316
54:255614:14917:255573,54,B4-B6,B4,B6,-5.935520467836252,5.935520467836252,3.6724999999996726,3.6724999999996726,3.6724999999996726,3.6724999999996726,0.0018468694996226667,0.0018468694996226667,0.01698177927222133,7.578656850594762,0.0,0.008677002740181017,-1.426194839913979,False,-0.12970511403807541,-5.8058153537981765,False,-0.17693231950668992,-5.758588148329562,0.028555230897360295,-5.9640756987336125,-1.4203903671921023,-4.51513010064415
54:255614:14917:255573,54,B4-B8,B4,B8,-5.205538545628457,5.205538545628457,3.6724999999996726,3.6724999999996726,3.6724999999996726,3.6724999999996726,0.0018468694996226667,0.0018468694996226667,-0.757151505257645,7.595638629866984,1.0,-1.943014528777442,-0.9897017454248385,False,0.8686427737469855,-6.074181319375443,False,1.1794304310751547,-6.384968976703611,-0.7200607335902336,-4.485477812038223,-0.9763260036382156,-4.2292125419902415
54:255614:14917:255573,54,B6-B8,B6,B8,0.729981922207795,0.729981922207795,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741332845298663,7.578656850594762,1.0,-1.951691531517623,0.10662468004174741,False,1.1644094011650914,-0.4344274789572964,False,1.005345995397279,-0.27536407318948397,-0.7128520590435788,1.4428339812513737,0.11443775905370437,0.6155441631540907
54:257152:16355:257111,54,B4-B6,B4,B6,-3.6129176566421393,3.6129176566421393,-4.0,4.0,4.0,4.0,-0.0026702269692923898,0.0026702269692923898,0.3759018584473459,7.312553498102598,-1.0,0.2775004619663983,0.8964079712801336,False,-1.1627345392243504,-2.450183117417789,False,-0.2137307095090434,-3.3991869471330958,0.859089314515962,-4.472006971158101,0.9040961778142774,-4.517013834456416
54:257152:16355:257111,54,B4-B8,B4,B8,-1.2108171646484038,1.2108171646484038,0.0,0.0,0.0,0.0,0.0,0.0,-0.4749159599099686,7.688455356549944,1.0,-1.4600685052630142,3.0050196355552146,False,0.403226227560781,-1.6140433922091848,False,0.6184370906172937,-1.8292542552656976,-0.45154052700882685,-0.759276637639577,3.156173284320274,-4.366990448968678
54:257152:16355:257111,54,B6-B8,B6,B8,2.4021004919937354,2.4021004919937354,4.0,4.0,4.0,4.0,0.0026702269692923898,0.0026702269692923898,-0.8508178183573145,7.312553498102598,2.0,-1.7375689672294126,1.7787432498276878,False,1.6350136924277223,0.7670867995660131,False,0.9092185031221396,1.4928819888715958,-0.5697943727306318,2.9718948647243675,1.7514523233797104,0.6506481686140251
54:257483:288:257441,54,B4-B6,B4,B6,-2.650581724969843,2.650581724969843,122.11000000000058,122.11000000000058,177.39000000000033,232.67000000000007,0.06728152253809352,0.08986322188449865,-0.21511137961694526,7.5883236773352225,0.0,-0.5410893080636505,1.8587439029524297,False,-1.1829338223955033,-1.4676479025743399,False,1.185170041683754,-3.835751766653597,0.7860131283049123,-3.4365948532747552,1.864301811750303,-4.514883536720146
54:257483:288:257441,54,B4-B8,B4,B8,-0.23665555729003884,0.23665555729003884,78.92000000000007,78.92000000000007,177.39000000000033,275.8600000000006,0.07129098499275963,0.08986322188449865,-0.9877042998019077,7.5883236773352225,1.0,-2.413532466768099,3.9791812429135796,False,0.913134576843627,-1.1497901341336658,False,2.0367777672964067,-2.2734333245864455,0.052791278060344046,-0.2894468353503829,4.940343720262052,-5.176999277552091
54:257483:288:257441,54,B6-B8,B6,B8,2.4139261676798043,2.4139261676798043,-43.19000000000051,43.19000000000051,98.47000000000025,153.75,0.004009462454666109,0.022581699346405124,-0.7725929201849624,7.803435056952168,1.0,-1.8724431587044483,1.7905689255137567,False,1.3212872680989791,1.0926388995808252,False,1.1186802425253721,1.2952459251544322,-1.6854343902559663,4.09936055793577,1.7623909951922911,0.6515351724875131
54:257625:420:257583,54,B4-B6,B4,B6,-5.812594310815896,5.812594310815896,0.0,0.0,0.0,0.0,0.0,0.0,-0.20791096432409795,7.880804344674901,0.0,-0.07621714546768033,-1.3032686828936235,False,0.3511194962889757,-6.163713807104872,False,-0.18090474325133238,-5.631689567564564,-0.6626505088927032,-5.149943801923193,-1.3100620085519115,-4.502532302263985
54:257625:420:257583,54,B4-B8,B4,B8,-7.048233574189226,7.048233574189226,0.0,0.0,0.0,0.0,0.0,0.0,0.013315775975772937,7.8674885686991285,-1.0,0.22043905583440182,-2.8323967739856073,False,-1.2961146855416423,-5.752118888647583,False,-0.575851704278284,-6.472381869910942,0.23355942346446396,-7.28179299765369,-2.790268470727756,-4.257965103461469
54:257625:420:257583,54,B6-B8,B6,B8,-1.2356392633733293,1.2356392633733293,0.0,0.0,0.0,0.0,0.0,0.0,0.22122674029987088,7.8674885686991285,-1.0,0.29665620130208215,-1.858996505539377,False,-1.481172668450587,0.24553340507725774,False,-0.5686545897201267,-0.6669846736532026,0.02617459458027537,-1.2618138579536047,-1.8592141917386857,0.6235749283653564
54:260138:2752:260095,54,B4-B6,B4,B6,-5.437081220455539,5.437081220455539,0.0,0.0,0.0,0.0,0.0,0.0,0.11953183817266311,7.369600720526409,0.0,0.573963086094234,-0.9277555925332663,False,-0.25984988341504944,-5.17723133704049,False,-1.144883861066441,-4.292197359389098,-0.6316748927857812,-4.805406327669758,-0.9443187819132557,-4.492762438542283
54:260138:2752:260095,54,B4-B8,B4,B8,-6.5792480869965715,6.5792480869965715,0.0,0.0,0.0,0.0,0.0,0.0,-0.1541107413325351,7.4891325586990725,0.0,0.101299649762848,-2.363411286792953,False,-0.5895374490271323,-5.98971063796944,False,-0.44235267299823694,-6.136895413998334,-0.1076171359456436,-6.471630951050928,-2.3306708238568126,-4.248577263139759
54:260138:2752:260095,54,B6-B8,B6,B8,-1.1421668665410323,1.1421668665410323,0.0,0.0,0.0,0.0,0.0,0.0,-0.2736425795051982,7.369600720526409,0.0,-0.47266343633138597,-1.7655241087070799,False,-0.1636260522320521,-0.9785408143089802,False,-0.39022436207410965,-0.7519425044669226,-0.8229685807821758,-0.31919828575885645,-1.7732546237730804,0.6310877572320481
54:260960:3516:260917,54,B4-B6,B4,B6,-4.3440255558395116,4.3440255558395116,0.0,0.0,0.0,0.0,0.0,0.0,-0.08135725648684655,7.20414929203594,-1.0,-0.022737850284146433,0.16530007208276132,False,-0.2791939321378934,-4.064831623701618,False,-0.2177031332536858,-4.126322422585826,-0.10061793558864014,-4.2434076202508715,0.19496863149749638,-4.538994187337008
54:260960:3516:260917,54,B4-B8,B4,B8,-2.2012702784945155,2.2012702784945155,0.0,0.0,0.0,0.0,0.0,0.0,-1.0773215658592274,7.20414929203594,0.0,-2.7745296428269963,2.014566521709103,False,1.133064301557061,-3.3343345800515767,False,1.2963101716309962,-3.4975804501255117,-0.37069304830033145,-1.830577230194184,2.014032931247702,-4.215303209742217
54:260960:3516:260917,54,B6-B8,B6,B8,2.142755277344996,2.142755277344996,0.0,0.0,0.0,0.0,0.0,0.0,-0.9959643093723809,7.285506548522786,1.0,-2.75179179254285,1.5193980351789484,False,1.5783197470749852,0.5644355302700108,False,1.225663076021227,0.917092201323769,-0.33728198458501124,2.4800372619300073,1.5106955522226138,0.6320597251223823
